CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;CTD;labo
18OL16015_1509;631;47.5835;-59.34083;418609;49.68;10-jun-16;11:40:00;31.51;6.86;317.5326;7.2955;0.51;0.055;0.23;0.3;NaN;0.485;0.435
18OL16015_1509;631;47.5835;-59.34083;418610;24.89;10-jun-16;11:40:00;31.4;7.24;312.30738;NaN;0.45;0.055;0.225;0.305;NaN;0.606;0.75
18OL16015_1509;631;47.5835;-59.34083;418611;15.07;10-jun-16;11:40:00;31.34;7.34;312.48602;NaN;0.455;0.065;0.195;0.305;NaN;0.721;1.065
18OL16015_1509;631;47.5835;-59.34083;418612;4.86;10-jun-16;11:40:00;31.32;7.41;311.90544;7.1885;0.465;0.05;0.19;0.31;NaN;0.665;1.04
18OL16015_1509;631;47.5835;-59.34083;418613;1.39;10-jun-16;11:40:00;31.32;7.41;311.59282;NaN;0.4;0.055;0.16;0.31;NaN;0.549;0.975
18OL16015_1510;641;47.43267;-59.5445;418614;460.51;10-jun-16;13:42:00;34.92;5.79;151.30808;3.4975;33.295;0.03;22.775;1.755;NaN;0.026;NaN
18OL16015_1510;641;47.43267;-59.5445;418615;400.14;10-jun-16;13:42:00;34.91;5.79;146.88674;NaN;32.915;0.06;23.02;1.78;NaN;0.069;NaN
18OL16015_1510;641;47.43267;-59.5445;418616;300.25;10-jun-16;13:42:00;34.82;6.71;135.14116;NaN;24.35;0.065;23.41;1.655;NaN;0.058;NaN
18OL16015_1510;641;47.43267;-59.5445;418617;200.42;10-jun-16;13:42:00;34.27;6.23;186.58948;NaN;15.315;0.05;17.06;1.285;NaN;0.054;NaN
18OL16015_1510;641;47.43267;-59.5445;418618;100.23;10-jun-16;13:42:00;32.68;1.99;289.97738;NaN;7.29;0.09;8.78;0.94;NaN;0.086;0.05
18OL16015_1510;641;47.43267;-59.5445;418619;50.17;10-jun-16;13:42:00;31.95;0.87;346.29364;7.8405;1.585;0.13;2.37;0.665;NaN;0.09;0.055
18OL16015_1510;641;47.43267;-59.5445;418620;25.48;10-jun-16;13:42:00;31.58;1.45;377.95758;NaN;0.115;0.07;0.215;0.42;NaN;0.37;0.395
18OL16015_1510;641;47.43267;-59.5445;418621;15.37;10-jun-16;13:42:00;31.28;6.38;324.58888;NaN;0;0.05;0.07;0.305;NaN;0.46;0.43
18OL16015_1510;641;47.43267;-59.5445;418622;4.96;10-jun-16;13:42:00;30.71;6.23;323.5617;7.44;0.07;0.04;0.06;0.255;NaN;0.199;0.4
18OL16015_1510;641;47.43267;-59.5445;418623;1.59;10-jun-16;13:42:00;30.71;6.24;323.29374;NaN;0.085;0.04667;0.06;0.26667;NaN;0.142;0.43
18OL16015_1511;651;47.26583;-59.783;418624;452.79;10-jun-16;16:12:00;34.9;5.7;145.99354;3.373;34.9;0.03667;23;1.77333;NaN;0.021;NaN
18OL16015_1511;651;47.26583;-59.783;418625;400.05;10-jun-16;16:12:00;34.9;5.74;147.42266;NaN;31.745;0.06;23.085;1.74;NaN;0.073;NaN
18OL16015_1511;651;47.26583;-59.783;418626;300.06;10-jun-16;16:12:00;34.78;6.43;127.90624;NaN;27.325;0.045;23.655;1.715;NaN;0.07;NaN
18OL16015_1511;651;47.26583;-59.783;418627;199.92;10-jun-16;16:12:00;34.37;6.06;142.77802;NaN;23.07;0.055;20.87;1.56;NaN;0.078;NaN
18OL16015_1511;651;47.26583;-59.783;418628;99.34;10-jun-16;16:12:00;32.5;1.56;295.24726;NaN;7.02;0.2;8.635;0.945;NaN;0.279;0.355
18OL16015_1511;651;47.26583;-59.783;418629;49.88;10-jun-16;16:12:00;31.72;0.44;336.91504;7.617;0.605;0.095;2.4;0.685;NaN;2.143;2.97
18OL16015_1511;651;47.26583;-59.783;418630;24.59;10-jun-16;16:12:00;31.42;2.27;384.92454;NaN;0.12;0.04;0.105;0.355;NaN;0.217;0.22
18OL16015_1511;651;47.26583;-59.783;418631;15.07;10-jun-16;16:12:00;30.81;5.54;334.23544;NaN;0.115;0.03;0.05;0.27;NaN;0.588;0.705
18OL16015_1511;651;47.26583;-59.783;418632;5.06;10-jun-16;16:12:00;30.51;6.34;322.08792;7.3895;0.16;0.015;0.02;0.255;NaN;0.237;0.575
18OL16015_1511;651;47.26583;-59.783;418633;1.29;10-jun-16;16:12:00;30.47;6.43;321.73064;NaN;0.17;0.025;0.04;0.26;NaN;0.194;0.53
18OL16015_1512;661;47.109;-60.00833;418634;317.29;10-jun-16;18:36:00;34.75;6.15;119.6888;2.7725;32.265;0.04;23.795;1.8;NaN;0.025;NaN
18OL16015_1512;661;47.109;-60.00833;418635;299.57;10-jun-16;18:36:00;34.73;6.42;124.19946;NaN;28.32;0.02;23.38;1.725;NaN;0.017;NaN
18OL16015_1512;661;47.109;-60.00833;418636;201.12;10-jun-16;18:36:00;34.38;6.19;154.7469;NaN;21.545;0.135;20.035;1.525;NaN;0.077;NaN
18OL16015_1512;661;47.109;-60.00833;418637;100.24;10-jun-16;18:36:00;32.3;1.38;319.0957;NaN;4.78;0.185;5.61;0.81;NaN;0.077;0.05
18OL16015_1512;661;47.109;-60.00833;418638;49.28;10-jun-16;18:36:00;31.57;1.35;361.65668;8.1755;0.32;0.05;0.75;0.505;NaN;0.152;0.105
18OL16015_1512;661;47.109;-60.00833;418639;25.48;10-jun-16;18:36:00;31.16;5.22;338.16552;NaN;0.09;0.04;0.07;0.32;NaN;0.827;0.675
18OL16015_1512;661;47.109;-60.00833;418640;15.07;10-jun-16;18:36:00;31.15;5.75;333.74418;NaN;0.06;0.02;0.045;0.29;NaN;0.731;0.54
18OL16015_1512;661;47.109;-60.00833;418641;5.06;10-jun-16;18:36:00;30.71;6.3;324.94616;7.486;0.12;0.015;0.05;0.275;NaN;0.298;0.61
18OL16015_1512;661;47.109;-60.00833;418642;1.59;10-jun-16;18:36:00;30.7;6.32;326.018;NaN;0.13;0.02;0.03667;0.27667;NaN;0.233;0.515
18OL16015_1513;671;47.01617;-60.13167;418643;157.22;10-jun-16;20:25:00;33.82;4.58;183.7759;4.215;20.35;0.19;17.495;1.44;NaN;0.071;NaN
18OL16015_1513;671;47.01617;-60.13167;418644;100.14;10-jun-16;20:25:00;33.07;2.93;251.79308;NaN;12.055;0.22;11.94;1.12;NaN;0.036;0.05
18OL16015_1513;671;47.01617;-60.13167;418645;50.17;10-jun-16;20:25:00;31.8;1.5;334.68204;7.5705;2.94;0.13;3.015;0.665;NaN;0.108;0.05
18OL16015_1513;671;47.01617;-60.13167;418646;24.79;10-jun-16;20:25:00;31.1;2.82;357.7266;NaN;0.39;0.06;0.355;0.395;NaN;0.288;0.195
18OL16015_1513;671;47.01617;-60.13167;418647;15.07;10-jun-16;20:25:00;30.72;4.4;349.64314;NaN;0.38;0.05667;0.13;0.32333;NaN;0.883;1
18OL16015_1513;671;47.01617;-60.13167;418648;5.26;10-jun-16;20:25:00;30.3;6.03;334.41408;7.487;0.52;0.03;0.04;0.24667;NaN;0.618;0.6
18OL16015_1513;671;47.01617;-60.13167;418649;1.59;10-jun-16;20:25:00;29.93;6.91;325.7947;NaN;0.395;0.03;0.03667;0.24333;NaN;0.353;0.485
18OL16015_1514;681;46.9585;-60.21617;418650;69.01;10-jun-16;21:36:00;32.48;1.87;297.07832;6.6805;7.195;0.22;7.285;0.9;NaN;0.068;NaN
18OL16015_1514;681;46.9585;-60.21617;418651;50.57;10-jun-16;21:36:00;31.66;1.21;354.24312;7.8985;1.145;0.095;1.665;0.565;NaN;0.069;0.07
18OL16015_1514;681;46.9585;-60.21617;418652;25.39;10-jun-16;21:36:00;31.05;4.57;349.77712;NaN;0.1;0.04;0.115;0.31;NaN;0.497;0.445
18OL16015_1514;681;46.9585;-60.21617;418653;14.48;10-jun-16;21:36:00;30.68;4.76;345.8917;NaN;0.435;0.045;0.205;0.29;NaN;0.624;0.7
18OL16015_1514;681;46.9585;-60.21617;418654;5.55;10-jun-16;21:36:00;30.25;6.72;328.42964;7.4175;0.35;0.04;0.04;0.215;NaN;0.494;0.72
18OL16015_1514;681;46.9585;-60.21617;418655;2.08;10-jun-16;21:36:00;30.25;6.77;328.0277;NaN;0.4;0.04333;0.05333;0.24;NaN;0.538;0.695
18OL16015_1515;691;46.7415;-60.99983;418656;55.43;11-jun-16;02:10:00;30.84;1.6;368.98092;8.2275;1.48;0.065;0.72;0.43;NaN;0.191;0.235
18OL16015_1515;691;46.7415;-60.99983;418657;49.98;11-jun-16;02:10:00;30.83;1.77;367.5518;8.211;1.46;0.05;0.69;0.445;NaN;0.218;0.255
18OL16015_1515;691;46.7415;-60.99983;418658;24.2;11-jun-16;02:10:00;29.89;7.74;324.63354;7.48;0.92;0.01667;0.05667;0.24;NaN;0.663;1.07
18OL16015_1515;691;46.7415;-60.99983;418659;14.18;11-jun-16;02:10:00;29.82;7.82;322.80248;NaN;0.94;0.02;0.04333;0.24;NaN;0.625;0.925
18OL16015_1515;691;46.7415;-60.99983;418660;4.36;11-jun-16;02:10:00;29.65;8.27;319.49764;7.2375;0.94;0.02;0.03;0.21667;NaN;0.581;0.88
18OL16015_1515;691;46.7415;-60.99983;418661;0.99;11-jun-16;02:10:00;29.7;8.12;320.61414;NaN;0.95;0.02;0.04;0.22;NaN;0.59;0.87
18OL16015_1516;701;46.83283;-61.24967;418662;49.98;11-jun-16;03:43:00;31.18;-0.67;347.4548;8.076;0.085;0.06;1.68333;0.61667;NaN;3.023;3.85
18OL16015_1516;701;46.83283;-61.24967;418663;25.19;11-jun-16;03:43:00;30.77;2.5;390.68568;NaN;0;0.02667;0.04667;0.3;NaN;0.76;1.035
18OL16015_1516;701;46.83283;-61.24967;418664;15.57;11-jun-16;03:43:00;30.31;5.42;351.56352;NaN;0.825;0.03;0.04667;0.25;NaN;1.16;1.085
18OL16015_1516;701;46.83283;-61.24967;418665;5.16;11-jun-16;03:43:00;29.58;8.25;314.09378;7.261;0.79;0.02333;0.04333;0.21;NaN;0.494;0.745
18OL16015_1516;701;46.83283;-61.24967;418666;1.59;11-jun-16;03:43:00;29.58;8.26;314.22776;NaN;0.795;0.03;0.04333;0.20667;NaN;0.525;0.705
18OL16015_1517;711;46.916;-61.49883;418667;48.69;11-jun-16;05:12:00;31.12;-0.35;350.22372;7.911;2.91;0.07;1.9;0.73333;NaN;1.434;2.675
18OL16015_1517;711;46.916;-61.49883;418668;25.39;11-jun-16;05:12:00;31.06;0.44;366.70326;NaN;0.93;0.05667;1.15333;0.55333;NaN;1.456;2.225
18OL16015_1517;711;46.916;-61.49883;418669;15.07;11-jun-16;05:12:00;30.92;6.3;346.5616;NaN;0.025;0.02;0.04667;0.21333;NaN;0.276;0.69
18OL16015_1517;711;46.916;-61.49883;418670;5.36;11-jun-16;05:12:00;30.79;7.59;324.94616;7.3995;0.05;0.02667;0.04667;0.21667;NaN;0.264;0.46
18OL16015_1517;711;46.916;-61.49883;418671;1.19;11-jun-16;05:12:00;30.79;7.65;324.32092;NaN;0.03;0.02667;0.05;0.20667;NaN;0.252;0.45
18OL16015_1518;721;46.9995;-61.75083;418672;37.78;11-jun-16;06:44:00;31.07;2.06;367.5518;8.292;0.195;0.03333;0.25667;0.41;NaN;2.825;3.815
18OL16015_1518;721;46.9995;-61.75083;418673;25.09;11-jun-16;06:44:00;31.05;3.08;364.4256;NaN;0.045;0.04;0.07667;0.35667;NaN;1.744;2.06
18OL16015_1518;721;46.9995;-61.75083;418674;14.97;11-jun-16;06:44:00;30.98;6.09;331.95778;NaN;0.035;0.03333;0.05333;0.28667;NaN;0.33;0.435
18OL16015_1518;721;46.9995;-61.75083;418675;5.06;11-jun-16;06:44:00;30.96;6.88;324.09762;7.3805;0.265;0.03;0.04667;0.29333;NaN;0.274;0.325
18OL16015_1518;721;46.9995;-61.75083;418676;1.19;11-jun-16;06:44:00;30.96;6.89;324.2316;NaN;0.03;0.03667;0.04667;0.3;NaN;0.258;0.33
18OL16015_1519;731;47.16667;-62.2505;418677;34.9;11-jun-16;09:07:00;31.12;0.42;354.77904;8.002;1.515;0.08;3.25667;0.80333;NaN;0.822;1.35
18OL16015_1519;731;47.16667;-62.2505;418678;24.29;11-jun-16;09:07:00;31.07;1.34;355.09166;NaN;0.87;0.07;2.48333;0.66333;NaN;0.908;1.135
18OL16015_1519;731;47.16667;-62.2505;418679;14.87;11-jun-16;09:07:00;30.92;6.58;334.68204;NaN;0.075;0.03;0.08333;0.21;NaN;0.323;0.54
18OL16015_1519;731;47.16667;-62.2505;418680;4.76;11-jun-16;09:07:00;30.85;6.85;331.46652;7.559;0.08;0.03333;0.06333;0.19333;NaN;0.309;0.55
18OL16015_1519;731;47.16667;-62.2505;418681;0.99;11-jun-16;09:07:00;29.05;6.92;334.7267;NaN;0.105;0.03667;0.06667;0.19667;NaN;0.274;0.555
18OL16015_1520;741;47.3325;-62.75;418682;48.98;11-jun-16;11:25:00;31.19;-0.69;335.03932;7.463;3.8;0.1;4.92333;1.1;NaN;0.255;0.32
18OL16015_1520;741;47.3325;-62.75;418683;24.99;11-jun-16;11:25:00;30.85;1.31;409.66618;NaN;0.115;0.04333;0.24;0.28667;NaN;0.304;0.52
18OL16015_1520;741;47.3325;-62.75;418684;15.17;11-jun-16;11:25:00;30.58;6.58;339.05872;NaN;0.265;0.05333;0.09333;0.18667;NaN;0.41;0.625
18OL16015_1520;741;47.3325;-62.75;418685;5.16;11-jun-16;11:25:00;30.58;6.79;336.82572;7.619;0.26;0.03333;0.07333;0.18333;NaN;0.325;0.605
18OL16015_1520;741;47.3325;-62.75;418686;1.29;11-jun-16;11:25:00;30.57;6.93;335.6199;NaN;0.24;0.04;0.095;0.18;NaN;0.202;0.54
18OL16015_1521;751;47.49983;-63.24983;418687;74.26;11-jun-16;13:50:00;31.61;-0.33;320.92676;7.1685;10.29;0.155;6.395;1.135;NaN;0.193;0.635
18OL16015_1521;751;47.49983;-63.24983;418688;49.97;11-jun-16;13:50:00;30.95;-0.55;375.67992;NaN;2.585;0.1;3.41;0.805;NaN;0.196;0.12
18OL16015_1521;751;47.49983;-63.24983;418689;24.89;11-jun-16;13:50:00;30.59;6.16;336.91504;NaN;0.25;0.045;0.17;0.215;NaN;0.563;0.87
18OL16015_1521;751;47.49983;-63.24983;418690;15.07;11-jun-16;13:50:00;30.07;5.82;342.05094;NaN;0.555;0.07;0.345;0.205;NaN;0.541;1.48
18OL16015_1521;751;47.49983;-63.24983;418691;5.16;11-jun-16;13:50:00;29.71;7.79;331.77914;7.5665;0.505;0.045;0.09;0.105;NaN;0.431;1.58
18OL16015_1521;751;47.49983;-63.24983;418692;1.19;11-jun-16;13:50:00;29.72;7.96;330.97526;NaN;0.55;0.04;0.07;0.10333;NaN;0.315;1.23
18OL16015_1522;761;47.667;-63.74933;418693;62.56;11-jun-16;16:12:00;32.03;0.29;288.2803;6.4625;14.99;0.18;9.365;1.24;NaN;0.169;0.255
18OL16015_1522;761;47.667;-63.74933;418694;50.57;11-jun-16;16:12:00;31.45;-0.16;334.01214;7.4715;9.37;0.13;7.855;1.09;NaN;0.071;0.115
18OL16015_1522;761;47.667;-63.74933;418695;25.19;11-jun-16;16:12:00;30.57;0.51;357.54796;NaN;3.665;0.095;4.19;0.86;NaN;0.129;0.195
18OL16015_1522;761;47.667;-63.74933;418696;14.97;11-jun-16;16:12:00;29.82;6.09;337.6296;NaN;1.115;0.06;0.52;0.2;NaN;0.699;1.355
18OL16015_1522;761;47.667;-63.74933;418697;5.16;11-jun-16;16:12:00;29.68;7.64;328.251;7.455;1.1;0.045;0.49;0.195;NaN;0.286;1.375
18OL16015_1522;761;47.667;-63.74933;418698;1.39;11-jun-16;16:12:00;29.67;8.17;325.70538;NaN;1.155;0.045;0.515;0.2;NaN;0.225;1.035
18OL16015_1523;771;47.78283;-64.03267;418699;77.33;11-jun-16;17:49:00;32.22;0.58;265.59302;5.9835;17.695;0.23;10.225;1.35;NaN;0.116;0.165
18OL16015_1523;771;47.78283;-64.03267;418700;50.17;11-jun-16;17:49:00;31.57;-0.13;327.17916;7.1565;10.465;0.155;8.08;1.185;NaN;0.076;0.105
18OL16015_1523;771;47.78283;-64.03267;418701;25.09;11-jun-16;17:49:00;30.68;0.71;357.9499;NaN;3.735;0.1;3.975;0.76;NaN;0.197;0.15
18OL16015_1523;771;47.78283;-64.03267;418702;15.17;11-jun-16;17:49:00;29.89;4.1;351.60818;NaN;1.56;0.07;1.72;0.36;NaN;0.751;1.06
18OL16015_1523;771;47.78283;-64.03267;418703;5.16;11-jun-16;17:49:00;29.06;9.2;317.62192;7.272;0.915;0.06;0.185;0.09;NaN;0.428;1.035
18OL16015_1523;771;47.78283;-64.03267;418704;1.19;11-jun-16;17:49:00;29.06;9.05;318.69376;NaN;0.95;0.075;0.185;0.09;NaN;0.404;1.07
18OL16015_1524;781;47.833;-64.25067;418705;36.59;11-jun-16;20:48:00;30.61;1.36;334.86068;7.551;6.595;0.155;4.93;0.82;0.34;0.191;NaN
18OL16015_1524;781;47.833;-64.25067;418706;25.28;11-jun-16;20:48:00;30.34;2.16;339.59464;NaN;5.445;0.125;3.86;0.695;0.405;0.228;NaN
18OL16015_1524;781;47.833;-64.25067;418707;15.17;11-jun-16;20:48:00;29.42;6.39;331.1539;NaN;1.165;0.075;0.505;0.17;2.725;1.757;NaN
18OL16015_1524;781;47.833;-64.25067;418708;5.16;11-jun-16;20:48:00;29.15;8.1;324.2316;7.3905;0.925;0.06;0.06333;0.08667;1.88;1.447;NaN
18OL16015_1524;781;47.833;-64.25067;418709;1.39;11-jun-16;20:48:00;29.15;9.04;318.29182;NaN;0.89;0.04333;0.04667;0.08667;1.415;1.048;NaN
18OL16015_1525;861;47.93417;-65.249;418721;68.21;15-jun-16;02:58:00;31.52;-0.11;262.95808;5.84;23.495;0.21;11.73667;1.48667;NaN;0.169;NaN
18OL16015_1525;861;47.93417;-65.249;418722;24.89;15-jun-16;02:58:00;28.06;5.88;329.68012;7.382;3.805;0.055;1.36333;0.32667;NaN;0.394;0.58
18OL16015_1525;861;47.93417;-65.249;418723;2.28;15-jun-16;02:58:00;26.16;9.53;305.20644;6.8665;6.79;0.05;0.45667;0.16667;NaN;1.296;1.915
18OL16015_1526;881;47.50167;-64.66767;418724;19.83;15-jun-16;11:20:00;28.98;7.25;315.9695;7.0915;3.085;0.055;1.11333;0.28333;NaN;0.971;1.835
18OL16015_1526;881;47.50167;-64.66767;418725;2.38;15-jun-16;11:20:00;28.91;6.98;319.05104;7.119;3.455;0.08;1.37667;0.31;NaN;1.174;2.605
18OL16015_1527;901;46.83267;-64.66583;418726;20.03;15-jun-16;16:31:00;28.1;9.94;286.98516;6.5465;3.595;0.04;0.15;0.14333;NaN;0.807;1.385
18OL16015_1527;901;46.83267;-64.66583;418727;2.28;15-jun-16;16:31:00;28.03;10.08;290.60262;6.5965;3.295;0.035;0.10667;0.13667;NaN;1.389;2.72
18OL16015_1528;921;47.168;-64.24967;418728;38.57;15-jun-16;20:36:00;30.45;-0.13;283.99294;6.425;8.19;0.13;3.77;0.96333;NaN;0.254;NaN
18OL16015_1528;921;47.168;-64.24967;418729;25.19;15-jun-16;20:36:00;30.01;2.08;319.49764;7.277;4.865;0.095;2.96667;0.66;NaN;0.365;0.7
18OL16015_1528;921;47.168;-64.24967;418730;1.98;15-jun-16;20:36:00;28.48;9.87;300.69578;6.8075;1.445;0.04;0.08;0.05667;NaN;1.44;2.155
18OL16015_1529;941;47.49967;-63.75167;418731;64.65;16-jun-16;01:42:00;32.1;0.36;272.60464;6.0785;17.405;0.245;10.02;1.32333;NaN;0.184;NaN
18OL16015_1529;941;47.49967;-63.75167;418732;25.09;16-jun-16;01:42:00;30.69;-0.39;324.94616;7.307;6.27;0.12;5.405;0.975;NaN;0.118;NaN
18OL16015_1529;941;47.49967;-63.75167;418733;2.58;16-jun-16;01:42:00;29.56;6.64;325.25878;7.339;1.565;0.06;0.92333;0.22333;NaN;1.354;NaN
18OL16015_1530;961;46.83317;-63.751;418734;30.74;16-jun-16;06:22:00;30.27;1.44;339.1927;7.698;3.06;0.07;0.605;0.44;NaN;0.249;NaN
18OL16015_1530;961;46.83317;-63.751;418735;24.49;16-jun-16;06:22:00;30.09;1.8;326.15198;7.274;4.57;0.07;0.565;0.46;NaN;0.31;NaN
18OL16015_1530;961;46.83317;-63.751;418736;2.48;16-jun-16;06:22:00;29.32;8.57;307.7074;6.9725;0.905;0.04;0.075;0.1;NaN;1.289;NaN
18OL16015_1531;971;46.49917;-63.25033;418737;19.93;16-jun-16;09:20:00;28.87;9.32;296.7657;6.7115;1.9;0.05;0.14333;0.13333;NaN;0.861;1.285
18OL16015_1531;971;46.49917;-63.25033;418738;2.28;16-jun-16;09:20:00;28.78;9.47;297.56958;6.7215;2.04;0.035;0.085;0.115;NaN;0.98;1.535
18OL16015_1532;991;46.83183;-62.74883;418739;50.47;16-jun-16;14:01:00;30.98;-0.5;362.77318;8.0415;2.29;0.065;2.3;0.785;NaN;0.289;NaN
18OL16015_1532;991;46.83183;-62.74883;418740;25.19;16-jun-16;14:01:00;30.9;0.72;413.68558;9.177;0.08;0.02333;0.17;0.32667;NaN;0.205;0.34
18OL16015_1532;991;46.83183;-62.74883;418741;2.48;16-jun-16;14:01:00;30.64;6.97;330.57332;7.453;0.305;0.02;0.03667;0.16667;NaN;0.281;0.94
18OL16015_1533;1021;46.5675;-62.24783;418742;36.79;16-jun-16;21:19:00;30.48;2.34;346.7849;7.7595;3.38;0.045;0.335;0.4;NaN;0.155;NaN
18OL16015_1533;1021;46.5675;-62.24783;418743;25.39;16-jun-16;21:19:00;30.15;4.44;341.24706;7.529;1.955;0.04;0.11;0.305;NaN;0.459;2
18OL16015_1533;1021;46.5675;-62.24783;418744;2.48;16-jun-16;21:19:00;29.55;9.11;310.65496;7.021;0.925;0.03;0.045;0.075;NaN;0.868;1.505
18OL16015_1534;1051;46.1665;-61.75417;418745;47.4;17-jun-16;03:43:00;30.54;0.85;332.9403;7.413;2.925;0.07;0.545;0.565;NaN;0.534;NaN
18OL16015_1534;1051;46.1665;-61.75417;418746;24.59;17-jun-16;03:43:00;30.28;2.41;350.04508;7.808;0.5;0.04;0.055;0.36;NaN;0.234;0.26
18OL16015_1534;1051;46.1665;-61.75417;418747;1.98;17-jun-16;03:43:00;28.89;9.85;297.74822;6.759;0.42;0.015;0.035;0.205;NaN;0.544;0.55
18OL16015_1535;1071;45.8335;-62.25017;418748;29.55;17-jun-16;08:23:00;29.89;5.81;319.14036;7.142;0.745;0.03;0.05;0.33;NaN;0.378;NaN
18OL16015_1535;1071;45.8335;-62.25017;418749;24.79;17-jun-16;08:23:00;29.54;7.43;307.4841;6.9265;1.145;0.02;0.08;0.33;NaN;0.602;0.55
18OL16015_1535;1071;45.8335;-62.25017;418750;1.98;17-jun-16;08:23:00;28.57;8.77;303.86664;6.8355;0.595;0.025;0.04;0.26;NaN;0.357;0.44
18OL16015_1536;1091;46.5005;-61.24883;418751;50.37;17-jun-16;16:35:00;30.62;1.87;347.72276;7.735;2.97;0.055;0.59;0.505;NaN;0.203;NaN
18OL16015_1536;1091;46.5005;-61.24883;418752;25.09;17-jun-16;16:35:00;30.37;3.73;350.98294;7.8085;2.065;0.04;0.16;0.345;NaN;0.319;0.465
18OL16015_1536;1091;46.5005;-61.24883;418753;2.38;17-jun-16;16:35:00;29.69;8.86;310.6103;7.0195;1.22;0.03;0.055;0.15;NaN;0.362;1.29
18OL16015_1537;1111;47.1655;-61.75183;418754;25.29;17-jun-16;22:53:00;31.07;2.51;333.96748;7.3785;1.455;0.065;1.43;0.66;NaN;0.677;0.755
18OL16015_1537;1111;47.1655;-61.75183;418755;1.88;17-jun-16;22:53:00;30.98;9.09;293.01426;6.628;1.1;0.03;0.07;0.405;NaN;0.656;0.9
18OL16015_1538;1141;47.16683;-61.24967;418756;43.03;18-jun-16;07:09:00;32.21;1.11;251.56978;5.6175;12.835;0.215;8.95;1.205;NaN;0.935;NaN
18OL16015_1538;1141;47.16683;-61.24967;418757;24;18-jun-16;07:09:00;31.06;1.59;370.36538;8.383;0.085;0.03333;0.04667;0.39;NaN;0.191;0.235
18OL16015_1538;1141;47.16683;-61.24967;418758;1.59;18-jun-16;07:09:00;27.49;7.51;326.95586;7.2355;0.135;0.025;0.03;0.295;NaN;0.228;0.34
18OL16015_1539;1161;47.50017;-60.75033;418759;49.87;18-jun-16;11:53:00;32.59;1.85;274.83764;6.11;10.7;0.2;8.945;1.075;NaN;0.118;NaN
18OL16015_1539;1161;47.50017;-60.75033;418760;24.99;18-jun-16;11:53:00;31.47;1.52;350.89362;7.734;0.885;0.065;0.745;0.57;NaN;0.469;0.74
18OL16015_1539;1161;47.50017;-60.75033;418761;2.48;18-jun-16;11:53:00;30.15;8.04;314.94232;7.1055;0.535;0.035;0.045;0.225;NaN;0.144;0.36
