CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;TEMP_XX;PSAL_BS;OXYM_01
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(celsius);(PSU);(mmol/m**3)
84036_002;1;38.6917;-59.5217;13601;5166;07-sep-84;20:18:00;5269;2.2205;34.886;7.11
84036_002;1;38.6917;-59.5217;13602;4706;07-sep-84;20:30:00;4795;2.2595;34.883;6.82
84036_002;1;38.6917;-59.5217;13603;4417;07-sep-84;20:38:00;4498;2.2775;34.887;6.77
84036_002;1;38.6917;-59.5217;13604;4123;07-sep-84;20:46:00;4195;2.3125;34.891;6.73
84036_002;1;38.6917;-59.5217;13605;3878;07-sep-84;21:02:00;3944;2.3765;34.887;6.97
84036_002;1;38.6917;-59.5217;13606;3449;07-sep-84;21:14:00;3504;2.6129;34.903;6.77
84036_002;1;38.6917;-59.5217;13607;2954;07-sep-84;21:25:00;2998;3.0245;34.922;6.6
84036_002;1;38.6917;-59.5217;13608;2472;07-sep-84;21:33:00;2506;3.4539;34.939;6.66
84036_002;1;38.6917;-59.5217;13609;1970;07-sep-84;21:47:00;1994;3.8265;34.942;6.62
84036_002;1;38.6917;-59.5217;13610;1479;07-sep-84;21:56:00;1496;4.253;34.969;6.48
84036_002;1;38.6917;-59.5217;13611;981;07-sep-84;22:08:00;991;5.6265;34.993;5.45
84036_002;1;38.6917;-59.5217;13612;892;07-sep-84;22:12:00;901;6.5335;35.063;4.82
84036_002;1;38.6917;-59.5217;13613;807;07-sep-84;22:22:00;815;8.3955;35.142;3.89
84036_002;1;38.6917;-59.5217;13614;694;07-sep-84;22:25:00;700;11.161;35.432;3.77
84036_002;1;38.6917;-59.5217;13615;593;07-sep-84;22:29:00;598;13.8405;35.837;4.38
84036_002;1;38.6917;-59.5217;13616;496;07-sep-84;22:31:00;500;16.159;36.191;4.41
84036_002;1;38.6917;-59.5217;13617;412;07-sep-84;22:40:00;416;17.4705;36.432;4.65
84036_002;1;38.6917;-59.5217;13618;297;07-sep-84;22:43:00;299;18.23;36.474;4.88
84036_002;1;38.6917;-59.5217;13619;191;07-sep-84;22:49:00;193;19.1275;NaN;NaN
84036_002;1;38.6917;-59.5217;13620;102;07-sep-84;22:52:00;103;22.8799;NaN;NaN
84036_002;1;38.6917;-59.5217;13621;6;07-sep-84;23:02:00;6;26.3645;36.279;4.675
84036_003;10;40.24;-59.995;13790;4453;11-sep-84;16:48:00;4535;2.248;34.894;6.25
84036_003;10;40.24;-59.995;13791;4453;11-sep-84;16:57:00;4535;2.248;34.8945;6.32
84036_003;10;40.24;-59.995;13792;4129;11-sep-84;17:10:00;4202;2.2675;34.898;6.34
84036_003;10;40.24;-59.995;13793;4129;11-sep-84;17:10:00;4202;2.2675;34.899;6.3
84036_003;10;40.24;-59.995;13794;3945;11-sep-84;17:22:00;4013;2.305;34.903;6.27
84036_003;10;40.24;-59.995;13795;3444;11-sep-84;17:34:00;3499;2.5095;34.919;6.34
84036_003;10;40.24;-59.995;13796;2957;11-sep-84;17:44:00;3001;2.8655;34.94;6.28
84036_003;10;40.24;-59.995;13797;2465;11-sep-84;17:54:00;2499;3.322;34.965;6.21
84036_003;10;40.24;-59.995;13798;1968;11-sep-84;18:10:00;1993;3.7215;34.978;6.12
84036_003;10;40.24;-59.995;13799;1484;11-sep-84;18:21:00;1501;4.0795;34.98;6.08
84036_003;10;40.24;-59.995;13800;990;11-sep-84;18:31:00;1000;4.7275;34.986;5.67
84036_003;10;40.24;-59.995;13801;893;11-sep-84;18:35:00;902;4.9605;35.006;5.42
84036_003;10;40.24;-59.995;13802;800;11-sep-84;18:47:00;808;5.6635;35.04;4.96
84036_003;10;40.24;-59.995;13803;693;11-sep-84;18:50:00;700;6.7265;35.056;4.31
84036_003;10;40.24;-59.995;13804;596;11-sep-84;18:52:00;601;8.9085;35.181;3.5
84036_003;10;40.24;-59.995;13805;496;11-sep-84;18:54:00;500;11.4045;35.4445;3.3
84036_003;10;40.24;-59.995;13806;396;11-sep-84;19:03:00;399;14.693;35.965;3.89
84036_003;10;40.24;-59.995;13807;295;11-sep-84;19:07:00;297;16.8055;36.334;4.53
84036_003;10;40.24;-59.995;13808;201;11-sep-84;19:10:00;203;17.7465;36.468;4.61
84036_003;10;40.24;-59.995;13809;97;11-sep-84;19:14:00;98;18.747;36.477;4.72
84036_003;10;40.24;-59.995;13810;3;11-sep-84;19:23:00;3;24.6255;35.454;4.88
84036_014;11;40.27;-59.3783;13811;4737;11-sep-84;23:27:00;4828;2.25;34.89;6.25
84036_014;11;40.27;-59.3783;13812;4737;11-sep-84;23:34:00;4828;2.25;34.889;6.26
84036_014;11;40.27;-59.3783;13813;4123;11-sep-84;23:45:00;4196;2.2675;34.897;6.3
84036_014;11;40.27;-59.3783;13814;4123;11-sep-84;23:45:00;4196;2.2675;34.897;6.245
84036_014;11;40.27;-59.3783;13815;3910;11-sep-84;23:56:00;3977;2.2985;34.903;6.29
84036_014;11;40.27;-59.3783;13816;3445;12-sep-84;00:08:00;3500;2.4815;34.916;6.28
84036_014;11;40.27;-59.3783;13817;2956;12-sep-84;00:18:00;3000;2.841;34.94;6.27
84036_014;11;40.27;-59.3783;13818;2464;12-sep-84;00:34:00;2498;3.269;34.962;6.2
84036_014;11;40.27;-59.3783;13819;1968;12-sep-84;00:19:00;1993;3.6345;34.978;6.14
84036_014;11;40.27;-59.3783;13820;1483;12-sep-84;00:26:00;1500;3.939;34.977;6.11
84036_014;11;40.27;-59.3783;13821;990;12-sep-84;00:34:00;1000;4.496;35.002;5.85
84036_014;11;40.27;-59.3783;13822;901;12-sep-84;00:39:00;910;4.6545;35.004;5.74
84036_014;11;40.27;-59.3783;13823;792;12-sep-84;01:42:00;800;4.9355;35.024;5.5
84036_014;11;40.27;-59.3783;13824;689;12-sep-84;01:48:00;695;5.4045;35.0385;5.14
84036_014;11;40.27;-59.3783;13825;595;12-sep-84;01:52:00;600;6.104;35.05;4.67
84036_014;11;40.27;-59.3783;13826;492;12-sep-84;01:55:00;496;7.4265;35.11;3.99
84036_014;11;40.27;-59.3783;13827;398;12-sep-84;01:59:00;401;8.9145;35.178;3.36
84036_014;11;40.27;-59.3783;13828;297;12-sep-84;02:06:00;300;11.0785;35.426;3.32
84036_014;11;40.27;-59.3783;13829;199;12-sep-84;02:09:00;201;13.816;35.782;3.48
84036_014;11;40.27;-59.3783;13830;99;12-sep-84;02:12:00;100;11.6725;34.633;5.09
84036_014;11;40.27;-59.3783;13831;14;12-sep-84;02:15:00;14;20.891;33.099;5.36
84036_025;12;40.2633;-58.6433;13832;4044;12-sep-84;06:34:00;4115;2.2729;NaN;NaN
84036_025;12;40.2633;-58.6433;13833;4044;12-sep-84;06:34:00;4115;2.2729;34.904;6.24
84036_025;12;40.2633;-58.6433;13834;3922;12-sep-84;06:39:00;3990;2.2945;34.904;6.26
84036_025;12;40.2633;-58.6433;13835;3922;12-sep-84;06:39:00;3990;2.2945;34.906;6.2
84036_025;12;40.2633;-58.6433;13836;3922;12-sep-84;06:50:00;3990;2.4995;34.919;6.26
84036_025;12;40.2633;-58.6433;13837;2948;12-sep-84;07:07:00;2992;2.8785;34.945;6.17
84036_025;12;40.2633;-58.6433;13838;2466;12-sep-84;07:17:00;2500;3.2725;34.962;6.19
84036_025;12;40.2633;-58.6433;13839;1981;12-sep-84;07:27:00;2006;3.675;34.979;6.15
84036_025;12;40.2633;-58.6433;13840;1429;12-sep-84;07:42:00;1445;4.0715;34.981;6.03
84036_025;12;40.2633;-58.6433;13841;1193;12-sep-84;07:53:00;1206;4.2865;34.983;5.99
84036_025;12;40.2633;-58.6433;13842;998;12-sep-84;08:01:00;1008;4.7175;35.012;5.67
84036_025;12;40.2633;-58.6433;13843;898;12-sep-84;08:08:00;907;4.9935;35.022;5.5
84036_025;12;40.2633;-58.6433;13844;806;12-sep-84;08:18:00;814;5.393;35.031;5.1
84036_025;12;40.2633;-58.6433;13845;696;12-sep-84;08:24:00;703;6.3765;35.0615;4.52
84036_025;12;40.2633;-58.6433;13846;600;12-sep-84;08:27:00;606;7.648;35.107;3.97
84036_025;12;40.2633;-58.6433;13847;497;12-sep-84;08:31:00;501;9.4845;NaN;3.42
84036_025;12;40.2633;-58.6433;13848;475;12-sep-84;08:41:00;479;9.9095;35.269;3.35
84036_025;12;40.2633;-58.6433;13849;297;12-sep-84;08:46:00;300;14.0475;35.771;3.86
84036_025;12;40.2633;-58.6433;13850;202;12-sep-84;08:49:00;204;15.8139;35.825;4.24
84036_025;12;40.2633;-58.6433;13851;102;12-sep-84;09:09:00;103;20.5905;36.547;4.58
84036_025;12;40.2633;-58.6433;13852;1;12-sep-84;09:14:00;1;24.9695;35.955;4.75
84036_036;13;39.7633;-58.6633;13853;4497;12-sep-84;14:56:00;4580;2.2475;34.9;6.75
84036_036;13;39.7633;-58.6633;13854;4422;12-sep-84;14:59:00;4503;2.2515;34.896;6.23
84036_036;13;39.7633;-58.6633;13855;4128;12-sep-84;15:07:00;4201;2.2755;34.9;6.26
84036_036;13;39.7633;-58.6633;13856;3935;12-sep-84;15:13:00;4003;2.316;34.9045;6.24
84036_036;13;39.7633;-58.6633;13857;3458;12-sep-84;15:25:00;3514;2.5095;34.919;6.28
84036_036;13;39.7633;-58.6633;13858;2960;12-sep-84;15:40:00;3004;2.8985;34.942;6.205
84036_036;13;39.7633;-58.6633;13859;2466;12-sep-84;15:50:00;2500;3.341;34.964;6.18
84036_036;13;39.7633;-58.6633;13860;1974;12-sep-84;16:01:00;1999;3.7735;34.979;6.13
84036_036;13;39.7633;-58.6633;13861;1494;12-sep-84;16:12:00;1511;4.1415;34.982;6.04
84036_036;13;39.7633;-58.6633;13862;1189;12-sep-84;16:24:00;1202;4.5825;35.003;5.78
84036_036;13;39.7633;-58.6633;13863;991;12-sep-84;16:30:00;1001;5.1805;35.026;5.31
84036_036;13;39.7633;-58.6633;13864;891;12-sep-84;16:33:00;900;6.146;35.064;4.76
84036_036;13;39.7633;-58.6633;13865;806;12-sep-84;16:42:00;814;7.7045;35.114;3.92
84036_036;13;39.7633;-58.6633;13866;693;12-sep-84;16:45:00;700;10.3095;35.3325;3.46
84036_036;13;39.7633;-58.6633;13867;618;12-sep-84;16:48:00;624;12.876;35.674;3.67
84036_036;13;39.7633;-58.6633;13868;496;12-sep-84;16:50:00;500;15.4565;36.096;4.33
84036_036;13;39.7633;-58.6633;13869;403;12-sep-84;17:02:00;407;17.0235;36.366;4.55
84036_036;13;39.7633;-58.6633;13870;298;12-sep-84;17:05:00;301;17.7779;36.447;4.7
84036_036;13;39.7633;-58.6633;13871;198;12-sep-84;17:09:00;200;18.2219;36.461;4.84
84036_036;13;39.7633;-58.6633;13872;100;12-sep-84;17:13:00;101;19.0615;36.441;5.11
84036_036;13;39.7633;-58.6633;13873;9;12-sep-84;17:16:00;9;25.1855;36.155;4.77
84036_047;14;39.2583;-58.6717;13874;4633;13-sep-84;11:34:00;4720;2.243;34.893;6.66
84036_047;14;39.2583;-58.6717;13875;4418;13-sep-84;11:39:00;4499;2.2435;34.8955;6.35
84036_047;14;39.2583;-58.6717;13876;4126;13-sep-84;11:45:00;4199;2.2655;34.9;6.5
84036_047;14;39.2583;-58.6717;13877;3933;13-sep-84;11:49:00;4000;2.2935;34.904;6.19
84036_047;14;39.2583;-58.6717;13878;3439;13-sep-84;12:04:00;3494;2.5395;34.922;6.44
84036_047;14;39.2583;-58.6717;13879;2956;13-sep-84;12:12:00;3000;2.9565;34.947;6.42
84036_047;14;39.2583;-58.6717;13880;2467;13-sep-84;12:21:00;2501;3.3895;34.968;6.38
84036_047;14;39.2583;-58.6717;13881;1973;13-sep-84;12:29:00;1998;3.787;34.98;6.29
84036_047;14;39.2583;-58.6717;13882;1484;13-sep-84;12:42:00;1501;4.1755;34.9845;6.18
84036_047;14;39.2583;-58.6717;13883;1185;13-sep-84;12:48:00;1198;4.678;35.009;5.92
84036_047;14;39.2583;-58.6717;13884;991;13-sep-84;12:52:00;1001;5.606;35.046;5.2
84036_047;14;39.2583;-58.6717;13885;893;13-sep-84;12:54:00;902;6.679;35.064;4.53
84036_047;14;39.2583;-58.6717;13886;793;13-sep-84;13:02:00;801;8.549;35.155;3.66
84036_047;14;39.2583;-58.6717;13887;692;13-sep-84;13:04:00;698;10.867;35.389;3.38
84036_047;14;39.2583;-58.6717;13888;595;13-sep-84;13:06:00;600;13.6585;35.794;3.9
84036_047;14;39.2583;-58.6717;13889;495;13-sep-84;13:09:00;499;15.7515;36.14;4.49
84036_047;14;39.2583;-58.6717;13890;394;13-sep-84;13:17:00;397;17.102;36.375;4.53
84036_047;14;39.2583;-58.6717;13891;298;13-sep-84;13:19:00;301;17.835;36.473;4.67
84036_047;14;39.2583;-58.6717;13892;200;13-sep-84;13:22:00;202;18.1595;36.448;4.95
84036_047;14;39.2583;-58.6717;13893;99;13-sep-84;13:24:00;100;19.7445;36.511;4.95
84036_047;14;39.2583;-58.6717;13894;10;13-sep-84;13:32:00;10;25.4925;36.311;4.76
84036_058;15;38.7533;-58.6733;13895;4664;13-sep-84;17:52:00;4752;2.2315;34.894;6.41
84036_058;15;38.7533;-58.6733;13896;4421;13-sep-84;17:58:00;4502;2.2395;35.009;5.78
84036_058;15;38.7533;-58.6733;13897;4129;13-sep-84;18:07:00;4202;2.2595;35.02;5.525
84036_058;15;38.7533;-58.6733;13898;3931;13-sep-84;18:13:00;3998;2.2995;35.036;5.14
84036_058;15;38.7533;-58.6733;13899;3450;13-sep-84;18:29:00;3505;2.5035;35.056;4.72
84036_058;15;38.7533;-58.6733;13900;2954;13-sep-84;18:39:00;2998;2.8825;35.105;4.11
84036_058;15;38.7533;-58.6733;13901;2464;13-sep-84;18:47:00;2498;3.2935;35.197;3.5
84036_058;15;38.7533;-58.6733;13902;1974;13-sep-84;18:55:00;1999;3.6645;35.422;3.41
84036_058;15;38.7533;-58.6733;13903;1481;13-sep-84;19:08:00;1498;4.0215;35.719;3.62
84036_058;15;38.7533;-58.6733;13904;1188;13-sep-84;19:15:00;1200;4.3155;35.95;4.33
84036_058;15;38.7533;-58.6733;13905;990;13-sep-84;19:19:00;1000;4.6765;35.934;4.33
84036_058;15;38.7533;-58.6733;13906;889;13-sep-84;19:22:00;898;4.9395;35.9345;4.79
84036_058;15;38.7533;-58.6733;13907;773;13-sep-84;19:31:00;780;5.435;NaN;NaN
84036_058;15;38.7533;-58.6733;13908;695;13-sep-84;19:35:00;701;6.1065;NaN;NaN
84036_058;15;38.7533;-58.6733;13909;589;13-sep-84;19:38:00;595;7.3845;NaN;NaN
84036_058;15;38.7533;-58.6733;13910;494;13-sep-84;19:41:00;498;9.0545;NaN;NaN
84036_058;15;38.7533;-58.6733;13911;394;13-sep-84;19:50:00;398;11.0515;NaN;NaN
84036_058;15;38.7533;-58.6733;13912;298;13-sep-84;19:54:00;301;13.4615;NaN;NaN
84036_058;15;38.7533;-58.6733;13913;204;13-sep-84;20:00:00;205;15.286;NaN;NaN
84036_058;15;38.7533;-58.6733;13914;101;13-sep-84;20:02:00;101;17.8065;NaN;NaN
84036_058;15;38.7533;-58.6733;13915;3;13-sep-84;20:11:00;3;25.751;35.544;4.94
84036_069;16;38.7617;-58.0083;13916;5225;14-sep-84;00:51:00;5330;2.2173;34.884;6.22
84036_069;16;38.7617;-58.0083;13917;4701;14-sep-84;01:09:00;4790;2.2325;34.896;6.16
84036_069;16;38.7617;-58.0083;13918;4419;14-sep-84;01:16:00;4500;2.2415;34.897;6.2
84036_069;16;38.7617;-58.0083;13919;4128;14-sep-84;01:23:00;4200;2.2765;34.9025;6.15
84036_069;16;38.7617;-58.0083;13920;3923;14-sep-84;01:34:00;3990;2.3285;34.908;6.24
84036_069;16;38.7617;-58.0083;13921;3445;14-sep-84;01:48:00;3500;2.574;34.924;6.29
84036_069;16;38.7617;-58.0083;13922;2958;14-sep-84;01:59:00;3002;2.9695;34.948;6.23
84036_069;16;38.7617;-58.0083;13923;2466;14-sep-84;02:10:00;2500;3.4305;34.973;6.16
84036_069;16;38.7617;-58.0083;13924;1977;14-sep-84;02:25:00;2002;3.7945;34.98;6.11
84036_069;16;38.7617;-58.0083;13925;1483;14-sep-84;02:36:00;1500;4.2075;34.986;6.03
84036_069;16;38.7617;-58.0083;13926;986;14-sep-84;02:48:00;996;5.5305;35.044;5.15
84036_069;16;38.7617;-58.0083;13927;892;14-sep-84;02:51:00;901;6.5125;35.071;4.57
84036_069;16;38.7617;-58.0083;13928;779;14-sep-84;03:00:00;786;8.1795;35.134;3.75
84036_069;16;38.7617;-58.0083;13929;692;14-sep-84;03:06:00;698;10.1425;35.3135;3.48
84036_069;16;38.7617;-58.0083;13930;596;14-sep-84;03:09:00;601;11.9635;35.552;3.55
84036_069;16;38.7617;-58.0083;13931;492;14-sep-84;03:11:00;496;14.219;35.809;3.92
84036_069;16;38.7617;-58.0083;13932;400;14-sep-84;03:20:00;403;16.7125;36.33;4.71
84036_069;16;38.7617;-58.0083;13933;297;14-sep-84;03:23:00;299;17.7065;36.456;4.52
84036_069;16;38.7617;-58.0083;13934;195;14-sep-84;03:26:00;197;18.8315;36.539;3.64
84036_069;16;38.7617;-58.0083;13935;95;14-sep-84;03:29:00;96;26.23;36.535;4.54
84036_069;16;38.7617;-58.0083;13936;9;14-sep-84;03:37:00;9;25.8495;36.097;4.74
84036_080;17;39.255;-58.0067;13937;5182;14-sep-84;07:36:00;5286;2.1755;34.875;6.06
84036_080;17;39.255;-58.0067;13938;4712;14-sep-84;07:50:00;4801;2.2335;34.891;6.19
84036_080;17;39.255;-58.0067;13939;4420;14-sep-84;07:58:00;4501;2.241;34.895;6.15
84036_080;17;39.255;-58.0067;13940;4128;14-sep-84;08:05:00;4201;2.271;34.901;6.17
84036_080;17;39.255;-58.0067;13941;3930;14-sep-84;08:16:00;3997;2.313;34.904;6.24
84036_080;17;39.255;-58.0067;13942;3445;14-sep-84;08:28:00;3500;2.582;34.924;6.25
84036_080;17;39.255;-58.0067;13943;2980;14-sep-84;08:38:00;3024;2.9849;34.947;6.18
84036_080;17;39.255;-58.0067;13944;2464;14-sep-84;08:48:00;2498;3.4129;34.969;6.15
84036_080;17;39.255;-58.0067;13945;1975;14-sep-84;09:02:00;2000;3.8025;34.977;6.11
84036_080;17;39.255;-58.0067;13946;1479;14-sep-84;09:12:00;1496;4.2865;34.995;5.95
84036_080;17;39.255;-58.0067;13947;986;14-sep-84;09:21:00;996;6.403;35.124;4.77
84036_080;17;39.255;-58.0067;13948;889;14-sep-84;09:24:00;898;7.2189;35.088;4.14
84036_080;17;39.255;-58.0067;13949;789;14-sep-84;09:33:00;797;9.226;35.212;3.4
84036_080;17;39.255;-58.0067;13950;699;14-sep-84;09:37:00;706;11.5365;35.487;3.48
84036_080;17;39.255;-58.0067;13951;597;14-sep-84;09:40:00;602;14.1955;35.878;4.02
84036_080;17;39.255;-58.0067;13952;493;14-sep-84;09:43:00;497;16.4549;36.257;4.48
84036_080;17;39.255;-58.0067;13953;397;14-sep-84;09:53:00;400;17.556;36.445;4.56
84036_080;17;39.255;-58.0067;13954;297;14-sep-84;09:57:00;299;18.0945;36.482;4.66
84036_080;17;39.255;-58.0067;13955;195;14-sep-84;10:00:00;197;18.4565;35.9;4.99
84036_080;17;39.255;-58.0067;13956;98;14-sep-84;10:03:00;99;21.3015;36.504;4.97
84036_080;17;39.255;-58.0067;13957;2;14-sep-84;10:11:00;2;25.732;36.15;4.67
84036_091;18;39.7567;-58.0017;13958;5182;14-sep-84;14:14:00;5286;2.1695;34.877;6.005
84036_091;18;39.7567;-58.0017;13959;4712;14-sep-84;14:26:00;4802;2.237;34.895;6.18
84036_091;18;39.7567;-58.0017;13960;4418;14-sep-84;14:32:00;4499;2.2415;34.901;6.17
84036_091;18;39.7567;-58.0017;13961;4128;14-sep-84;14:39:00;4201;2.2635;34.902;6.13
84036_091;18;39.7567;-58.0017;13962;3929;14-sep-84;14:48:00;3997;2.3125;34.908;6.21
84036_091;18;39.7567;-58.0017;13963;3442;14-sep-84;14:59:00;3497;2.5555;34.9255;6.21
84036_091;18;39.7567;-58.0017;13964;2956;14-sep-84;15:08:00;3000;2.955;34.95;6.15
84036_091;18;39.7567;-58.0017;13965;2463;14-sep-84;15:17:00;2497;3.3885;34.972;6.12
84036_091;18;39.7567;-58.0017;13966;1977;14-sep-84;15:32:00;2002;3.7895;34.98;6.07
84036_091;18;39.7567;-58.0017;13967;1478;14-sep-84;15:41:00;1495;4.2095;34.983;5.95
84036_091;18;39.7567;-58.0017;13968;986;14-sep-84;15:49:00;996;6.009;35.058;4.79
84036_091;18;39.7567;-58.0017;13969;889;14-sep-84;15:52:00;898;7.6495;35.116;3.98
84036_091;18;39.7567;-58.0017;13970;797;14-sep-84;16:00:00;805;9.118;35.2;3.42
84036_091;18;39.7567;-58.0017;13971;692;14-sep-84;16:04:00;699;12.0235;35.555;3.56
84036_091;18;39.7567;-58.0017;13972;596;14-sep-84;16:06:00;601;14.0835;35.871;4.115
84036_091;18;39.7567;-58.0017;13973;493;14-sep-84;16:09:00;497;16.0485;36.186;4.5
84036_091;18;39.7567;-58.0017;13974;395;14-sep-84;16:17:00;398;17.2135;36.393;4.57
84036_091;18;39.7567;-58.0017;13975;298;14-sep-84;16:20:00;301;17.8205;36.455;4.65
84036_091;18;39.7567;-58.0017;13976;197;14-sep-84;16:23:00;199;18.2025;36.466;4.74
84036_091;18;39.7567;-58.0017;13977;97;14-sep-84;16:25:00;98;19.736;36.517;4.72
84036_091;18;39.7567;-58.0017;13978;8;14-sep-84;16:34:00;8;25.1805;NaN;NaN
84036_102;19;40.2533;-57.99;13979;5065;14-sep-84;20:53:00;5166;2.228;34.889;6.26
84036_102;19;40.2533;-57.99;13980;4702;14-sep-84;21:01:00;4792;2.203;34.889;6.11
84036_102;19;40.2533;-57.99;13981;4412;14-sep-84;21:06:00;4493;2.2085;34.891;6.13
84036_102;19;40.2533;-57.99;13982;4125;14-sep-84;21:12:00;4198;2.2285;34.8985;6.19
84036_102;19;40.2533;-57.99;13983;3836;14-sep-84;21:21:00;3901;2.2825;34.903;6.22
84036_102;19;40.2533;-57.99;13984;3442;14-sep-84;21:29:00;3497;2.4705;34.919;6.24
84036_102;19;40.2533;-57.99;13985;2959;14-sep-84;21:40:00;3003;2.854;34.941;6.19
84036_102;19;40.2533;-57.99;13986;2467;14-sep-84;21:50:00;2501;3.291;34.966;6.14
84036_102;19;40.2533;-57.99;13987;2014;14-sep-84;22:09:00;2039;3.6535;34.977;6.1
84036_102;19;40.2533;-57.99;13988;1496;14-sep-84;22:20:00;1513;4.07;34.98;6.03
84036_102;19;40.2533;-57.99;13989;997;14-sep-84;22:30:00;1007;4.9495;35.021;5.47
84036_102;19;40.2533;-57.99;13990;903;14-sep-84;22:33:00;912;5.4375;35.036;5.17
84036_102;19;40.2533;-57.99;13991;861;14-sep-84;22:43:00;869;5.631;35.043;5.03
84036_102;19;40.2533;-57.99;13992;697;14-sep-84;22:48:00;704;7.421;35.096;4
84036_102;19;40.2533;-57.99;13993;597;14-sep-84;22:51:00;602;9.5915;35.237;3.34
84036_102;19;40.2533;-57.99;13994;495;14-sep-84;22:53:00;499;12.4575;35.61;3.57
84036_102;19;40.2533;-57.99;13995;401;14-sep-84;23:01:00;404;15.3935;36.085;4.06
84036_102;19;40.2533;-57.99;13996;298;14-sep-84;23:04:00;301;17.1895;36.401;4.51
84036_102;19;40.2533;-57.99;13997;198;14-sep-84;23:07:00;200;17.962;36.436;4.94
84036_102;19;40.2533;-57.99;13998;98;14-sep-84;23:09:00;99;19.1065;36.485;4.9
84036_102;19;40.2533;-57.99;13999;9;14-sep-84;23:17:00;9;25.2645;36.187;4.71
84036_113;2;38.2317;-60.0067;13622;5119;08-sep-84;00:00:00;5221;2.291;34.8875;6.15
84036_113;2;38.2317;-60.0067;13623;4719;08-sep-84;00:00:00;4808;2.188;34.888;6.26
84036_113;2;38.2317;-60.0067;13624;4422;08-sep-84;00:00:00;4503;2.2795;34.887;6.18
84036_113;2;38.2317;-60.0067;13625;4127;08-sep-84;00:00:00;4199;2.3095;34.891;6.24
84036_113;2;38.2317;-60.0067;13626;3942;08-sep-84;00:00:00;4009;2.354;34.9;6.19
84036_113;2;38.2317;-60.0067;13627;3442;08-sep-84;00:00:00;3497;2.562;34.912;6.21
84036_113;2;38.2317;-60.0067;13628;2964;08-sep-84;00:00:00;3008;2.9505;34.94;6.08
84036_113;2;38.2317;-60.0067;13629;2474;08-sep-84;00:00:00;2508;17.364;34.968;6.11
84036_113;2;38.2317;-60.0067;13630;1983;08-sep-84;00:00:00;2008;3.794;34.976;6.03
84036_113;2;38.2317;-60.0067;13631;1487;08-sep-84;00:00:00;1504;4.1585;34.98;6.02
84036_113;2;38.2317;-60.0067;13632;984;08-sep-84;00:00:00;994;5.1995;35.026;5.4
84036_113;2;38.2317;-60.0067;13633;891;08-sep-84;00:00:00;900;5.6375;35.039;5.12
84036_113;2;38.2317;-60.0067;13634;819;08-sep-84;00:00:00;827;6.2105;35.047;4.54
84036_113;2;38.2317;-60.0067;13635;691;08-sep-84;00:00:00;697;8.0955;35.131;3.88
84036_113;2;38.2317;-60.0067;13636;588;08-sep-84;00:00:00;593;9.411;35.233;3.56
84036_113;2;38.2317;-60.0067;13637;501;08-sep-84;00:00:00;505;11.2375;35.435;3.44
84036_113;2;38.2317;-60.0067;13638;397;08-sep-84;00:00:00;400;13.94;35.81;3.68
84036_113;2;38.2317;-60.0067;13639;298;08-sep-84;00:00:00;300;16.165;36.024;4.16
84036_113;2;38.2317;-60.0067;13640;198;08-sep-84;00:00:00;200;21.663;36.587;4.5
84036_113;2;38.2317;-60.0067;13641;100;08-sep-84;00:00:00;101;26.092;36.477;4.38
84036_113;2;38.2317;-60.0067;13642;10;08-sep-84;00:00:00;10;26.6935;36.325;4.58
84036_114;20;40.755;-58.0083;14000;5077;15-sep-84;03:28:00;5178;2.1795;34.876;6.07
84036_114;20;40.755;-58.0083;14001;4707;15-sep-84;03:39:00;4797;2.2445;34.893;6.19
84036_114;20;40.755;-58.0083;14002;4417;15-sep-84;03:46:00;4498;2.247;34.896;6.24
84036_114;20;40.755;-58.0083;14003;4125;15-sep-84;03:53:00;4198;2.2685;34.9;6.25
84036_114;20;40.755;-58.0083;14004;3924;15-sep-84;04:03:00;3992;2.3025;34.904;6.29
84036_114;20;40.755;-58.0083;14005;3443;15-sep-84;04:14:00;3499;2.5035;34.92;6.27
84036_114;20;40.755;-58.0083;14006;2954;15-sep-84;04:23:00;2998;2.8585;34.938;6.24
84036_114;20;40.755;-58.0083;14007;2466;15-sep-84;04:33:00;2500;3.2335;34.96;6.18
84036_114;20;40.755;-58.0083;14008;1983;15-sep-84;04:49:00;2008;3.62;34.975;6.15
84036_114;20;40.755;-58.0083;14009;1482;15-sep-84;04:59:00;1499;3.9695;34.977;6.09
84036_114;20;40.755;-58.0083;14010;989;15-sep-84;05:08:00;999;4.5365;35.007;5.8
84036_114;20;40.755;-58.0083;14011;889;15-sep-84;05:11:00;898;4.8245;35.024;5.62
84036_114;20;40.755;-58.0083;14012;801;15-sep-84;05:19:00;809;4.9805;35.023;5.46
84036_114;20;40.755;-58.0083;14013;693;15-sep-84;05:22:00;700;5.52;35.036;4.85
84036_114;20;40.755;-58.0083;14014;595;15-sep-84;05:25:00;601;6.2995;35.0605;4.6
84036_114;20;40.755;-58.0083;14015;495;15-sep-84;05:28:00;499;7.646;35.114;3.91
84036_114;20;40.755;-58.0083;14016;398;15-sep-84;05:36:00;401;9.3165;35.224;3.37
