CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo
18NA97015_160;CAST#1;45.8908;-61.0155;147695;7;03-jun-97;17:31:00;NaN;NaN;8.548;2.675;0.037;0.264;0
18NA97015_160;CAST#1;45.8908;-61.0155;147696;1;03-jun-97;17:31:00;NaN;NaN;7.256;3.555;0.066;0.077;0
18NA97015_171;CAST#1;45.9097;-61.0292;147697;0;03-jun-97;20:48:00;NaN;NaN;NaN;9.39;NaN;0.076;0
18NA97015_182;CAST#1;45.9017;-61.0903;147698;0;03-jun-97;21:09:00;NaN;NaN;NaN;1.99;0.066;0.1785;0
18NA97015_193;CAST#1;45.8787;-61.115;180603;0;03-jun-97;21:24:00;NaN;NaN;NaN;15.355;0.066;0.018;0.61
18NA97015_204;CAST#1;45.8885;-61.1102;180604;0;03-jun-97;21:33:00;NaN;NaN;NaN;3.17;0.051;0.106;0.02
18NA97015_215;CAST#1;45.8543;-61.0888;180605;0;03-jun-97;21:46:00;NaN;NaN;NaN;9.98;0.037;0.0165;0
18NA97015_226;CAST#1;45.8363;-61.1772;180606;0;03-jun-97;22:03:00;NaN;NaN;NaN;47.73;0.037;0;1.54
18NA97015_237;CAST#1;45.6568;-60.8553;180607;17;04-jun-97;11:36:00;21.553;0.877;6.734;6.565;0.066;0.876;0.49
18NA97015_237;CAST#1;45.6568;-60.8553;180608;5;04-jun-97;11:36:00;20.558;9.776;7.301;0.195;0.037;0.109;0
18NA97015_237;CAST#1;45.6568;-60.8553;180609;1;04-jun-97;11:36:00;20.566;9.763;7.886;0.2;0.037;0.083;0
18NA97015_239;CAST#1;45.6847;-60.8288;180610;15;04-jun-97;12:08:00;21.166;5.707;8.275;0.175;0.037;0.239;0
18NA97015_239;CAST#1;45.6847;-60.8288;180611;5;04-jun-97;12:08:00;20.953;8.744;7.651;0.37;0.037;0.149;0.06
18NA97015_243;CAST#1;45.7442;-60.8003;180612;37;04-jun-97;12:42:00;NaN;NaN;7.723;5.915;0.122;0.3385;0.16
18NA97015_243;CAST#1;45.7442;-60.8003;180613;15;04-jun-97;12:42:00;NaN;NaN;7.741;3.155;0.037;0.1775;0
18NA97015_243;CAST#1;45.7442;-60.8003;180614;5;04-jun-97;12:42:00;NaN;NaN;7.783;3.46;0.037;0.1735;0
18NA97015_243;CAST#1;45.7442;-60.8003;180615;1;04-jun-97;12:42:00;NaN;NaN;7.759;3.51;0.037;0.2035;0
18NA97015_244;CAST#1;45.7;-60.7917;180616;17;04-jun-97;14:21:00;NaN;NaN;8.157;0.495;0.037;0.329;0
18NA97015_244;CAST#1;45.7;-60.7917;180617;5;04-jun-97;14:21:00;NaN;NaN;7.651;1.405;0.037;0.152;0
18NA97015_244;CAST#1;45.7;-60.7917;180618;1;04-jun-97;14:21:00;NaN;NaN;7.646;1.23;0.037;0.1345;0
18NA97015_247;CAST#1;45.6675;-60.859;180619;10;04-jun-97;15:15:00;NaN;NaN;8.659;0;0.037;0.1885;0
18NA97015_247;CAST#1;45.6675;-60.859;180620;5;04-jun-97;15:15:00;NaN;NaN;7.593;0.04;0.037;0.0815;0
18NA97015_247;CAST#1;45.6675;-60.859;180621;1;04-jun-97;15:15:00;NaN;NaN;7.587;0;0.037;0.083;0
18NA97015_304;CAST#1;45.9483;-61.1245;147678;35;02-jun-97;16:10:00;23.02;3.227;0;36.87;0.2;12.217;0
18NA97015_304;CAST#1;45.9483;-61.1245;147679;20;02-jun-97;16:10:00;22.845;3.018;1.797;29.235;0.2695;5.43;1.81
18NA97015_304;CAST#1;45.9483;-61.1245;147680;15;02-jun-97;16:10:00;22.382;2.469;6.984;2.045;0.32;1.162;4.385
18NA97015_304;CAST#1;45.9483;-61.1245;147681;10;02-jun-97;16:10:00;21.963;3.24;8.287;1.62;0.334;0.45;0.695
18NA97015_304;CAST#1;45.9483;-61.1245;147682;4;02-jun-97;16:10:00;18.716;7.967;8.102;4.18;0.037;0.169;0
18NA97015_304;CAST#1;45.9483;-61.1245;147683;1;02-jun-97;16:10:00;17.49;10.181;7.777;4.955;0.037;0.117;0
18NA97015_326;CAST#1;46.0025;-60.9935;147684;15;02-jun-97;18:06:00;17.916;5.863;1.539;35.155;0.094;2.908;14.59
18NA97015_326;CAST#1;46.0025;-60.9935;147685;8;02-jun-97;18:06:00;17.941;5.96;2.122;34.55;0.094;2.6755;12.14
18NA97015_326;CAST#1;46.0025;-60.9935;147686;1;02-jun-97;18:06:00;12.688;13.79;7.195;8.755;0.037;0.03;0
