CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;PSAL;TEMP_XX;OXYM_01;Si_01;PO4_01;NOx_01
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(psu);(celsius);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3)
18HU94030_058;CAST#2;38.13417;-50.21;150848;1384.39;18-oct-94;01:33:00;1399.536;35.0065;4.5651;5.989;11.57949;1.15546;19.19799
18HU94030_058;CAST#2;38.13417;-50.21;150849;1185.95;18-oct-94;01:33:00;1198.348;35.0656;5.2192;5.614;11.77649;1.19152;19.49598
18HU94030_058;CAST#2;38.13417;-50.21;150850;999.74;18-oct-94;01:33:00;1009.74;35.0762;6.0057;5.051;12.63855;1.273;20.61605
18HU94030_058;CAST#2;38.13417;-50.21;150851;807.44;18-oct-94;01:33:00;815.135;34.4211;4.4803;5.587;11.17598;1.15197;17.15706
18HU94030_058;CAST#2;38.13417;-50.21;150852;594.78;18-oct-94;01:33:00;600.143;35.4748;12.0913;4.114;7.53702;0.99904;16.88502
18HU94030_058;CAST#2;38.13417;-50.21;150853;397.31;18-oct-94;01:33:00;400.702;36.3104;16.8573;4.31301007613077;2.89805;0.44551;8.41747
18HU94030_058;CAST#2;38.13417;-50.21;150854;192.21;18-oct-94;01:33:00;193.756;36.5728;18.7499;4.769;1.37396;0.25002;3.03749
18HU94030_058;CAST#2;38.13417;-50.21;150855;96.25;18-oct-94;01:33:00;96.999;36.7142;20.8355;3.96901007613077;1.76798;0.30654;4.83301
18HU94030_058;CAST#2;38.13417;-50.21;150856;6.92;18-oct-94;01:33:00;6.973;35.4727;21.4361;5.12201007613077;0.86797;0.10602;0
18HU94030_069;CAST#1;38.16567;-49.5275;150857;5391.55;18-oct-94;08:38:00;5501.945;34.8664;2.2367;6.06;43.38054;1.45797;21.78599
18HU94030_069;CAST#1;38.16567;-49.5275;150858;5282.63;18-oct-94;08:38:00;5389.444;34.8692;2.2406;5.945;23.20799;1.13851;18.69149
18HU94030_069;CAST#1;38.16567;-49.5275;150859;4909.62;18-oct-94;08:38:00;5004.617;34.8814;2.2827;6.264;34.95352;1.29302;20.45156
18HU94030_069;CAST#1;38.16567;-49.5275;150860;4605.13;18-oct-94;08:38:00;4690.949;34.8872;2.2975;6.368;31.86504;1.27046;19.91398
18HU94030_069;CAST#1;38.16567;-49.5275;150861;4314.78;18-oct-94;08:38:00;4392.239;34.8917;2.3124;6.355;29.64656;1.23948;19.389
18HU94030_069;CAST#1;38.16567;-49.5275;150862;4032.55;18-oct-94;08:38:00;4102.256;34.8988;2.3696;6.384;27.93204;1.32699;19.20454
18HU94030_069;CAST#1;38.16567;-49.5275;150863;3657.73;18-oct-94;08:38:00;3717.706;34.9111;2.5308;6.369;24.479;1.21949;18.93655
18HU94030_069;CAST#1;38.16567;-49.5275;150864;3264.57;18-oct-94;08:38:00;3315.047;34.9309;2.8545;6.328;21.651;1.22002;18.87651
18HU94030_069;CAST#1;38.16567;-49.5275;150865;2949.42;18-oct-94;08:38:00;2992.805;34.9446;3.1046;6.252;19.94305;1.20301;18.54799
18HU94030_069;CAST#1;38.16567;-49.5275;150866;2771.71;18-oct-94;08:38:00;2811.307;34.939;3.2073;6.38;16.70997;1.15396;18.16104
18HU94030_069;CAST#1;38.16567;-49.5275;150867;2463.53;18-oct-94;08:38:00;2496.901;34.9259;3.3398;6.482;14.164;1.14697;17.97753
18HU94030_069;CAST#1;38.16567;-49.5275;150868;2182.08;18-oct-94;08:38:00;2210.164;34.916;3.4462;6.534;13.09654;1.15804;17.99853
18HU94030_069;CAST#1;38.16567;-49.5275;150869;1994.76;18-oct-94;08:38:00;2019.526;34.932;3.6412;6.392;12.96497;1.16504;18.01106
18HU94030_069;CAST#1;38.16567;-49.5275;150870;1498.48;18-oct-94;08:38:00;1515.286;34.9745;4.2384;6.10333004926108;12.59296;1.27546;18.473
18HU94030_069;CAST#1;38.16567;-49.5275;150871;1177.22;18-oct-94;08:38:00;1189.502;35.0199;5.0548;5.602;13.02051;1.25499;19.73047
18HU94030_069;CAST#1;38.16567;-49.5275;150872;984.39;18-oct-94;08:38:00;994.196;34.9905;6.108;4.721;14.54203;1.39152;21.8625
18HU94030_069;CAST#1;38.16567;-49.5275;150873;759.71;18-oct-94;08:38:00;766.865;35.3291;10.4976;3.404;13.07402;1.39054;22.85047
18HU94030_069;CAST#1;38.16567;-49.5275;150874;521.8;18-oct-94;08:38:00;526.406;36.1667;16.0614;4.224;4.35445;0.5655;9.92698
18HU94030_069;CAST#1;38.16567;-49.5275;150875;203.48;18-oct-94;08:38:00;205.124;36.5689;18.5651;4.99601007613077;1.88796;0.20205;2.43001
18HU94030_069;CAST#1;38.16567;-49.5275;150876;11.81;18-oct-94;08:38:00;11.9;35.6346;21.7724;5.09801007613077;1.75505;0.14648;0
