CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;CTD
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;DOXY;PHPH;OXYM_01;Si_01;NO2_01;NOx_01;PO4_01;CHL_03;FLOR
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);((none));(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mg/m**3);(mg/m**3)
18HU15041_1486;31;47.832;-64.25033;417262;38.57;19-oct-15;14:12:00;29.71;9.49;283.72498;8.191;6.504;1.685;0.105;1.07;0.48;0.505;0.072
18HU15041_1486;31;47.832;-64.25033;417263;25.78;19-oct-15;14:12:00;29.61;9.4;287.20846;8.196;NaN;1.535;0.095;0.895;0.46;0.585;0.076
18HU15041_1486;31;47.832;-64.25033;417264;15.77;19-oct-15;14:12:00;29.59;9.37;287.92302;8.199;NaN;1.485;0.095;0.88;0.465;0.625;0.082
18HU15041_1486;31;47.832;-64.25033;417265;4.26;19-oct-15;14:12:00;29.59;9.36;288.19098;8.198;6.5625;1.48;0.095;0.875;0.455;0.715;0.076
18HU15041_1486;31;47.832;-64.25033;417266;2.18;19-oct-15;14:12:00;29.59;9.35;288.19098;8.2;NaN;1.46;0.095;0.865;0.46;0.62;0.074
18HU15041_1487;41;47.77817;-64.02233;417267;79.41;19-oct-15;18:13:00;32.16;1.04;264.34254;7.92;5.974;17.68;0.095;11.62;1.355;0.12;0.037
18HU15041_1487;41;47.77817;-64.02233;417268;50.37;19-oct-15;18:13:00;31.39;3.68;275.5522;8.001;6.2435;9.96;0.13;8.065;1.07;0.105;0.037
18HU15041_1487;41;47.77817;-64.02233;417269;24.99;19-oct-15;18:13:00;30.25;9.35;282.11722;8.187;NaN;2.43;0.085;1.305;0.455;0.475;0.086
18HU15041_1487;41;47.77817;-64.02233;417270;15.17;19-oct-15;18:13:00;29.85;9.84;288.63758;8.212;NaN;1.895;0.055;0.695;0.365;1.49;0.149
18HU15041_1487;41;47.77817;-64.02233;417271;5.35;19-oct-15;18:13:00;29.85;9.85;288.77156;8.212;6.6035;1.875;0.055;0.685;0.36;1.605;0.146
18HU15041_1487;41;47.77817;-64.02233;417272;2.28;19-oct-15;18:13:00;29.85;9.84;288.81622;8.213;NaN;1.895;0.05;0.68;0.365;1.55;0.148
18HU15041_1488;51;47.66667;-63.7495;417273;61.47;19-oct-15;20:24:00;32.12;1.13;262.6008;7.919;5.9405;17.045;0.095;11.85;1.345;0.08;0.032
18HU15041_1488;51;47.66667;-63.7495;417274;25.29;19-oct-15;20:24:00;29.89;9.95;286.44924;8.208;NaN;1.835;0.04;0.49;0.35;1.045;0.107
18HU15041_1488;51;47.66667;-63.7495;417275;15.17;19-oct-15;20:24:00;29.83;9.98;288.32496;8.217;NaN;1.825;0.035;0.47;0.34;1.47;0.136
18HU15041_1488;51;47.66667;-63.7495;417276;4.96;19-oct-15;20:24:00;29.75;9.99;289.03952;8.217;6.5885;1.96;0.045;0.6;0.345;1.67;0.146
18HU15041_1488;51;47.66667;-63.7495;417277;2.28;19-oct-15;20:24:00;29.71;9.99;289.57544;8.217;NaN;1.995;0.05;0.635;0.35;1.775;0.155
18HU15041_1489;61;47.49983;-63.25183;417278;70.59;19-oct-15;23:04:00;32.14;0.6;241.11934;7.852;5.4345;22.385;0.09;14.13;1.555;0.08;0.033
18HU15041_1489;61;47.49983;-63.25183;417279;49.68;19-oct-15;23:04:00;32.04;0.92;254.7853;7.889;NaN;17.91;0.1;12.585;1.42;0.08;0.031
18HU15041_1489;61;47.49983;-63.25183;417280;25.19;19-oct-15;23:04:00;30.16;9.6;289.12884;8.218;NaN;1.88;0.045;0.59;0.36;1.225;0.115
18HU15041_1489;61;47.49983;-63.25183;417281;15.37;19-oct-15;23:04:00;30.09;9.64;291.54048;8.22;NaN;1.785;0.05;0.56;0.355;1.645;0.131
18HU15041_1489;61;47.49983;-63.25183;417282;5.06;19-oct-15;23:04:00;30.03;9.78;290.69194;8.223;6.6195;1.73;0.04;0.495;0.35;1.635;0.136
18HU15041_1489;61;47.49983;-63.25183;417283;2.18;19-oct-15;23:04:00;30.04;9.76;290.82592;8.223;NaN;1.73;0.04;0.495;0.345;1.595;0.136
18HU15041_1490;71;47.334;-62.751;417284;46.4;20-oct-15;01:51:00;31.75;0.86;267.24544;7.909;6.0385;15.705;0.08;10.855;1.35;0.105;0.038
18HU15041_1490;71;47.334;-62.751;417285;25.19;20-oct-15;01:51:00;30.5;8.43;282.83178;8.16;NaN;3.075;0.08;1.86;0.515;0.435;0.075
18HU15041_1490;71;47.334;-62.751;417286;15.17;20-oct-15;01:51:00;30.23;9.66;290.9599;8.223;NaN;1.59;0.02;0.24;0.305;1.51;0.152
18HU15041_1490;71;47.334;-62.751;417287;4.96;20-oct-15;01:51:00;30.22;9.67;291.00456;8.225;6.6165;1.56;0.025;0.19;0.305;1.66;0.153
18HU15041_1490;71;47.334;-62.751;417288;2.48;20-oct-15;01:51:00;30.22;9.67;291.13854;8.225;NaN;1.57;0.025;0.205;0.31;1.56;0.153
18HU15041_1491;81;47.1675;-62.249;417289;31.53;20-oct-15;04:44:00;31.18;1.89;268.94252;7.925;6.0495;12.3;0.155;7.98;1.225;0.22;0.051
18HU15041_1491;81;47.1675;-62.249;417290;25.19;20-oct-15;04:44:00;30.4;7.73;280.33082;8.11;NaN;7.35;0.155;4.61;0.84;0.5;0.091
18HU15041_1491;81;47.1675;-62.249;417291;15.67;20-oct-15;04:44:00;30.19;9.41;286.67254;8.191;NaN;2.735;0.08;1.165;0.405;1.41;0.127
18HU15041_1491;81;47.1675;-62.249;417292;5.26;20-oct-15;04:44:00;30.11;9.57;288.90554;8.206;6.588;2.25;0.055;0.67;0.335;2.14;0.181
18HU15041_1491;81;47.1675;-62.249;417293;2.48;20-oct-15;04:44:00;30.11;9.58;289.35214;8.205;NaN;2.275;0.055;0.67;0.335;1.97;0.187
18HU15041_1492;91;47;-61.75117;417294;29.55;20-oct-15;07:13:00;30.75;5.89;263.2707;8.021;5.965;8.38;0.28;4.47;0.88;0.47;0.075
18HU15041_1492;91;47;-61.75117;417295;25.88;20-oct-15;07:13:00;30.31;8.56;282.87644;8.147;NaN;3.995;0.135;1.895;0.5;1.085;0.122
18HU15041_1492;91;47;-61.75117;417296;15.47;20-oct-15;07:13:00;30.16;9.48;289.21816;8.191;NaN;2.55;0.1;1.01;0.365;2.685;0.2
18HU15041_1492;91;47;-61.75117;417297;5.06;20-oct-15;07:13:00;30.14;9.57;289.8434;8.2;6.608;2.42;0.1;0.92;0.35;2.91;0.214
18HU15041_1492;91;47;-61.75117;417298;2.68;20-oct-15;07:13:00;30.14;9.57;289.93272;8.2;NaN;2.43;0.095;0.92;0.35;2.89;0.207
