CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo
18HU11004_275;HL_06.3;42.7348;-61.6185;372872;1674;09-apr-11;16:50:00;6.2
18HU11004_275;HL_06.3;42.7348;-61.6185;372877;250;09-apr-11;17:22:00;4.4
18HU11004_275;HL_06.3;42.7348;-61.6185;372886;3;09-apr-11;17:33:00;8.5
18HU11004_277;HL_06.7;42.6188;-61.5152;372888;2328;09-apr-11;20:19:00;6.2
18HU11004_277;HL_06.7;42.6188;-61.5152;372894;252;09-apr-11;21:08:00;3.7
18HU11004_277;HL_06.7;42.6188;-61.5152;372903;3;09-apr-11;21:23:00;8.5
18HU11004_279;HL_07;42.4802;-61.4262;372905;2753;10-apr-11;01:21:00;6.3
18HU11004_279;HL_07;42.4818;-61.4308;372909;250;10-apr-11;02:12:00;3.7
18HU11004_279;HL_07;42.4818;-61.4308;372918;4;10-apr-11;02:27:00;8.6
18HU11004_281;HL_08;42.3623;-61.3457;372926;249;10-apr-11;07:08:00;4.2
18HU11004_281;HL_08;42.3623;-61.3457;372935;3;10-apr-11;07:24:00;8.3
18HU11004_285;HL_09;42.1988;-61.1287;372936;3925;10-apr-11;15:04:00;6.2
18HU11004_285;HL_09;42.1988;-61.1287;372941;251;10-apr-11;16:19:00;3.5
18HU11004_285;HL_09;42.1988;-61.1287;372950;3;10-apr-11;16:30:00;8.1
18HU11004_296;HL_10;42.0305;-61.0645;372952;4147;10-apr-11;20:07:00;6.2
18HU11004_296;HL_10;42.0305;-61.0645;372957;250;10-apr-11;21:19:00;3.3
18HU11004_296;HL_10;42.0305;-61.0645;372966;3;10-apr-11;21:33:00;8.2
18HU11004_299;RL_05;42.6195;-64.087;372968;934;11-apr-11;10:59:00;6
18HU11004_299;RL_05;42.6195;-64.087;372971;251;11-apr-11;11:13:00;3.2
18HU11004_299;RL_05;42.6195;-64.087;372980;4;11-apr-11;11:25:00;8.5
18HU11004_301;RL_06;42.3317;-63.8713;372982;1857;11-apr-11;15:08:00;6.2
18HU11004_301;RL_06;42.3317;-63.8713;372986;250;11-apr-11;15:43:00;3.4
18HU11004_301;RL_06;42.3317;-63.8713;372995;3;11-apr-11;15:54:00;8.5
18HU11004_305;BBL_07;41.88;-65.3543;372997;1088;12-apr-11;01:21:00;6
18HU11004_305;BBL_07;41.88;-65.3543;373000;254;12-apr-11;01:39:00;3.6
18HU11004_305;BBL_07;41.88;-65.3543;373009;3;12-apr-11;01:54:00;7.8
18HU11004_308;BBL_06;42.0165;-65.5077;373011;782;12-apr-11;04:48:00;6
18HU11004_308;BBL_06;42.0165;-65.5077;373014;251;12-apr-11;05:01:00;4.4
18HU11004_308;BBL_06;42.0165;-65.5077;373023;3;12-apr-11;05:15:00;7.8
18HU11004_310;BBL_05;42.137;-65.5038;373024;140;12-apr-11;07:18:00;4
18HU11004_310;BBL_05;42.137;-65.5038;373034;2;12-apr-11;07:32:00;7.8
18HU11004_312;BBL_04;42.4493;-65.4708;373035;95;12-apr-11;09:35:00;6.6
18HU11004_312;BBL_04;42.4493;-65.4708;373043;4;12-apr-11;09:44:00;7.9
18HU11004_334;BBL_03;42.7595;-65.4805;373163;94;13-apr-11;06:12:00;6.8
18HU11004_334;BBL_03;42.7595;-65.4805;373171;3;13-apr-11;06:22:00;7.8
18HU11004_336;BBL_02;42.9998;-65.4842;373172;112;13-apr-11;08:15:00;6.5
18HU11004_336;BBL_02;42.9998;-65.4842;373180;4;13-apr-11;08:25:00;7.6
18HU11004_340;BBL_01;43.25;-65.4613;373181;61;13-apr-11;13:21:00;7.2
18HU11004_340;BBL_01;43.25;-65.4613;373187;4;13-apr-11;13:26:00;7.3
18HU11004_370;RL_01;43.2497;-65.054;373198;4;13-apr-11;16:53:00;8
18HU11004_409;CSL_06;47.5772;-59.3438;373249;265;15-apr-11;22:51:00;4
18HU11004_409;CSL_06;47.5772;-59.3438;373260;5;15-apr-11;23:07:00;7.9
