CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;terrain;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;CHL_01;OXYM_01;SSAL_XX;TEMP_XX;Si_01;PO4_01;NOx_01;CHL_XX
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(mg/m**3);(mmol/m**3);((none));(celsius);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mg/m**3)
180167001_002;A;44.58333;-64.03333;-1;1;16-jan-67;00:00:00;NaN;340;30.173;3;9.12;0.54;2.6;1.06
180167001_002;A;44.58333;-64.03333;-2;5;16-jan-67;00:00:00;NaN;330;30.406;3.3;8.42;0.48;2.72;1.06
180167001_002;A;44.58333;-64.03333;-3;10;16-jan-67;00:00:00;NaN;315;30.762;3.8;8.6;0.5;2.58;0.67
180167001_002;A;44.58333;-64.03333;-4;15;16-jan-67;00:00:00;NaN;325;30.83;3.8;4.36;0.55;2.83;0.63
180167001_002;A;44.58333;-64.03333;-5;25;16-jan-67;00:00:00;NaN;325;30.978;3.8;6.62;0.51;3.43;0.25
180167001_002;A;44.58333;-64.03333;-6;40;16-jan-67;00:00:00;NaN;305;31.074;4.5;7.26;0.55;3.8;0.27
180167001_002;A;44.58333;-64.03333;-7;53;16-jan-67;00:00:00;NaN;280;31.422;4.8;11.97;0.82;5.16;0.46
180167001_003;A;44.58333;-64.03333;-64;1;06-apr-67;00:00:00;NaN;370;31.065;0.9;9.88;0.95;4.31;0.42
180167001_003;A;44.58333;-64.03333;-65;5;06-apr-67;00:00:00;NaN;365;31.26;0.9;9.88;1.23;4.75;0.54
180167001_003;A;44.58333;-64.03333;-66;10;06-apr-67;00:00:00;NaN;365;31.294;0.9;9.64;1.04;5.83;0.5
180167001_003;A;44.58333;-64.03333;-67;15;06-apr-67;00:00:00;NaN;365;31.298;0.9;9.53;0.91;5.77;0.46
180167001_003;A;44.58333;-64.03333;-68;25;06-apr-67;00:00:00;NaN;365;31.299;0.9;9.35;0.86;4.92;0.46
180167001_003;A;44.58333;-64.03333;-69;40;06-apr-67;00:00:00;NaN;360;31.306;0.9;9.94;1.02;4.84;0.38
180167001_003;A;44.58333;-64.03333;-70;53;06-apr-67;00:00:00;NaN;360;31.331;0.9;10.11;1.06;6.64;0.33
180167001_005;1;44.61465;-64.04746;101001;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.17;0.026;0.563
180167001_005;1;44.61465;-64.04746;101005;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.23;0.003;0.813
180167001_005;1;44.61465;-64.04746;101010;10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.34;0.889;1.481
180167001_005;1;44.61465;-64.04746;101015;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.54;2.109;0.396
180167001_006;2;44.62528;-63.96609;102001;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.15;0.051;0.834
180167001_006;2;44.62528;-63.96609;102005;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.16;0.021;0.834
180167001_006;2;44.62528;-63.96609;102010;10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.28;0.296;0.5
180167001_006;2;44.62528;-63.96609;102015;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.5;1.689;0.334
180167001_006;2;44.62528;-63.96609;102025;25;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.55;3.519;0.25
180167001_007;3;44.5894;-63.99681;103001;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.15;0.032;0.313
180167001_007;3;44.5894;-63.99681;103005;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.33;0.49;0.918
180167001_007;3;44.5894;-63.99681;103010;10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.28;0.072;0.73
180167001_007;3;44.5894;-63.99681;103015;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.32;0.75;0.73
180167001_007;3;44.5894;-63.99681;103025;25;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.33;0.984;0.563
180167001_008;4;44.59501;-63.95696;104001;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.1;0.04;1.23
180167001_008;4;44.59501;-63.95696;104005;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.18;0.064;5.818
180167001_008;4;44.59501;-63.95696;104010;10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.25;0.226;0.313
180167001_008;4;44.59501;-63.95696;104015;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.49;1.823;0.167
180167001_008;4;44.59501;-63.95696;104025;25;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.6;3.21;0.167
180167001_009;5;44.54876;-64.01628;105001;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.22;0.003;0.667
180167001_009;5;44.54876;-64.01628;105005;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2;0.05;0.563
180167001_009;5;44.54876;-64.01628;105010;10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.18;0.024;1.064
180167001_009;5;44.54876;-64.01628;105015;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.56;1.545;0.563
180167001_009;5;44.54876;-64.01628;105025;25;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.68;4.117;0.334
180167001_009;5;44.54876;-64.01628;105040;40;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.67;4.992;0.167
180167001_009;5;44.54876;-64.01628;105055;55;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.74;5.146;0.25
180167001_010;6;44.54725;-63.96935;106001;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2;0.046;0.834
180167001_010;6;44.54725;-63.96935;106005;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.21;0.101;0.417
180167001_010;6;44.54725;-63.96935;106010;10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.79;1.598;0.417
180167001_010;6;44.54725;-63.96935;106015;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.86;2.616;1.147
180167001_010;6;44.54725;-63.96935;106025;25;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.63;3.645;0.25
180167001_010;6;44.54725;-63.96935;106040;40;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.89;3.919;0.083
180167001_011;7;44.60661;-64.00075;107001;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.18;0.065;1.23
180167001_011;7;44.60661;-64.00075;107005;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.54;0.226;1.23
180167001_011;7;44.60661;-64.00075;107010;10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.49;3.167;0.563
180167001_011;7;44.60661;-64.00075;107015;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.77;5.869;0.25
180167001_012;8;44.52234;-63.99193;108001;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.19;0.24;0.834
180167001_012;8;44.52234;-63.99193;108005;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.33;0.188;0.667
180167001_012;8;44.52234;-63.99193;108010;10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.62;3.012;0.563
180167001_012;8;44.52234;-63.99193;108015;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.63;3.564;0.417
180167001_012;8;44.52234;-63.99193;108025;25;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.63;5.198;0.334
180167001_012;8;44.52234;-63.99193;108040;40;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.9;5.19;0.167
180167001_012;8;44.52234;-63.99193;108055;55;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.65;5.853;0.25
180167001_013;9;44.58809;-64.03958;109001;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.28;0.14;0.876
180167001_013;9;44.58809;-64.03958;109005;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.28;0.14;0.959
180167001_013;9;44.58809;-64.03958;109010;10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.31;0.18;1.23
180167001_013;9;44.58809;-64.03958;109015;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.54;1.01;0.626
180167001_013;9;44.58809;-64.03958;109025;25;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.84;2.76;0.25
180167001_013;9;44.58809;-64.03958;109040;40;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.86;4.39;0.125
180167001_013;9;44.58809;-64.03958;109055;55;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.91;4.85;0.167
180167001_014;A;44.58333;-64.03333;-71;1;10-apr-67;00:00:00;NaN;375;30.78;1.9;10.11;0.7;5.12;0.58
180167001_014;A;44.58333;-64.03333;-72;5;10-apr-67;00:00:00;NaN;385;31.119;1.7;9.41;0.75;4.91;0.5
180167001_014;A;44.58333;-64.03333;-73;10;10-apr-67;00:00:00;NaN;385;31.157;1.5;9.41;0.76;4.25;0.81
180167001_014;A;44.58333;-64.03333;-74;15;10-apr-67;00:00:00;NaN;380;31.251;1.4;9.3;0.75;4.63;0.54
180167001_014;A;44.58333;-64.03333;-75;25;10-apr-67;00:00:00;NaN;380;31.316;1;9.3;0.77;3.62;0.5
180167001_014;A;44.58333;-64.03333;-76;40;10-apr-67;00:00:00;NaN;365;31.3;1;9.88;0.82;5.68;0.29
180167001_014;A;44.58333;-64.03333;-77;53;10-apr-67;00:00:00;NaN;385;31.408;0.5;10.17;0.87;5.74;0.21
180167001_025;A;44.58333;-64.03333;-78;1;13-apr-67;00:00:00;NaN;365;30.909;1.4;9.59;0.7;4.27;0.71
180167001_025;A;44.58333;-64.03333;-79;5;13-apr-67;00:00:00;NaN;370;30.914;1.4;9.59;0.71;3.74;0.79
180167001_025;A;44.58333;-64.03333;-80;10;13-apr-67;00:00:00;NaN;360;30.943;1.4;9.64;0.72;4.38;0.9
180167001_025;A;44.58333;-64.03333;-81;15;13-apr-67;00:00:00;NaN;365;30.991;1.4;9.88;0.65;4.86;0.67
180167001_025;A;44.58333;-64.03333;-82;25;13-apr-67;00:00:00;NaN;365;31.079;1.3;9.35;0.72;4.95;0.46
180167001_025;A;44.58333;-64.03333;-83;40;13-apr-67;00:00:00;NaN;365;31.178;0.6;8.77;0.75;4.47;0.46
180167001_025;A;44.58333;-64.03333;-84;53;13-apr-67;00:00:00;NaN;375;31.316;0.5;9.3;0.79;5.09;0.21
180167001_036;A;44.58333;-64.03333;-85;1;17-apr-67;00:00:00;NaN;365;30.943;2.1;9.76;0.66;4.03;0.9
180167001_036;A;44.58333;-64.03333;-86;5;17-apr-67;00:00:00;NaN;370;30.958;2;10.05;0.63;4.36;0.85
180167001_036;A;44.58333;-64.03333;-87;10;17-apr-67;00:00:00;NaN;370;30.976;2;9.82;0.67;4.43;0.85
180167001_036;A;44.58333;-64.03333;-88;15;17-apr-67;00:00:00;NaN;370;31.335;1;9.41;0.77;5.24;0.46
180167001_036;A;44.58333;-64.03333;-89;25;17-apr-67;00:00:00;NaN;370;31.552;0.7;9.01;0.82;4.96;0.38
180167001_036;A;44.58333;-64.03333;-90;40;17-apr-67;00:00:00;NaN;370;31.532;0.7;8.95;0.83;5.28;0.33
180167001_036;A;44.58333;-64.03333;-91;53;17-apr-67;00:00:00;NaN;370;31.574;0.8;9.18;0.79;5.03;0.42
180167001_047;A;44.58333;-64.03333;-92;1;19-apr-67;00:00:00;NaN;360;30.808;1.8;9.82;0.54;3.77;0.94
180167001_047;A;44.58333;-64.03333;-93;5;19-apr-67;00:00:00;NaN;365;30.809;1.8;9.3;0.68;3.74;1.06
180167001_047;A;44.58333;-64.03333;-94;10;19-apr-67;00:00:00;NaN;375;31.108;1.8;9.01;0.58;5.04;1.15
180167001_047;A;44.58333;-64.03333;-95;15;19-apr-67;00:00:00;NaN;370;31.171;1.5;9.01;0.68;5.21;1.02
180167001_047;A;44.58333;-64.03333;-96;25;19-apr-67;00:00:00;NaN;365;31.229;1.3;8.95;0.75;3.06;0.81
180167001_047;A;44.58333;-64.03333;-97;40;19-apr-67;00:00:00;NaN;365;31.382;0.5;8.95;0.76;5.34;0.54
180167001_047;A;44.58333;-64.03333;-98;53;19-apr-67;00:00:00;NaN;370;31.373;0.5;9.7;0.73;5.4;0.56
180167001_058;A;44.58333;-64.03333;-100;5;21-apr-67;00:00:00;NaN;370;30.91;2;8.95;0.49;3.5;2.21
180167001_058;A;44.58333;-64.03333;-101;10;21-apr-67;00:00:00;NaN;370;30.887;2;8.66;0.58;2.66;2.17
180167001_058;A;44.58333;-64.03333;-102;15;21-apr-67;00:00:00;NaN;370;30.947;2;8.83;0.56;3.6;2.46
180167001_058;A;44.58333;-64.03333;-103;25;21-apr-67;00:00:00;NaN;365;31.353;1.7;8.72;0.47;3.52;1.23
180167001_058;A;44.58333;-64.03333;-104;40;21-apr-67;00:00:00;NaN;365;31.539;0.7;8.42;0.67;4.09;0.98
180167001_058;A;44.58333;-64.03333;-105;53;21-apr-67;00:00:00;NaN;360;31.572;0.8;9.53;0.76;4.74;0.71
180167001_058;A;44.58333;-64.03333;-99;1;21-apr-67;00:00:00;NaN;370;30.947;2;8.95;0.59;2.91;2.02
180167001_069;A;44.58333;-64.03333;-106;1;24-apr-67;00:00:00;NaN;370;30.674;2;7.67;0.5;0.96;5.32
180167001_069;A;44.58333;-64.03333;-107;5;24-apr-67;00:00:00;NaN;380;30.741;2;7.2;0.45;0.99;6.17
180167001_069;A;44.58333;-64.03333;-108;10;24-apr-67;00:00:00;NaN;375;30.953;1.8;6.62;0.46;0.84;8.22
180167001_069;A;44.58333;-64.03333;-109;15;24-apr-67;00:00:00;NaN;380;31.006;1.3;6.1;0.44;1.19;6.57
180167001_069;A;44.58333;-64.03333;-110;25;24-apr-67;00:00:00;NaN;365;31.273;0.8;8.08;0.59;3.6;2.46
180167001_069;A;44.58333;-64.03333;-111;40;24-apr-67;00:00:00;NaN;360;31.392;0.6;8.42;0.65;4.71;1.23
180167001_069;A;44.58333;-64.03333;-112;53;24-apr-67;00:00:00;NaN;365;31.531;0.7;9.99;0.86;5.01;0.9
180167001_080;A;44.58333;-64.03333;-113;1;27-apr-67;00:00:00;NaN;410;29.64;2.4;6.39;0.19;0.13;4.94
180167001_080;A;44.58333;-64.03333;-114;5;27-apr-67;00:00:00;NaN;400;30.754;2;3.48;0.24;0.1;9.03
180167001_080;A;44.58333;-64.03333;-115;10;27-apr-67;00:00:00;NaN;405;30.981;1.7;3.31;0.32;0.24;10.28
180167001_080;A;44.58333;-64.03333;-116;15;27-apr-67;00:00:00;NaN;385;31.048;1.3;5.77;0.38;1.1;11.09
180167001_080;A;44.58333;-64.03333;-117;25;27-apr-67;00:00:00;NaN;380;31.336;0.7;5.46;0.54;2.94;5.73
180167001_080;A;44.58333;-64.03333;-118;40;27-apr-67;00:00:00;NaN;370;31.388;0.7;6.39;0.59;2.92;4.53
180167001_080;A;44.58333;-64.03333;-119;53;27-apr-67;00:00:00;NaN;360;31.436;0.6;8.89;0.73;4.08;1.44
180167001_091;A;44.58333;-64.03333;-120;1;01-may-67;00:00:00;NaN;375;30.628;1.8;3.2;0.29;0.2;3.71
180167001_091;A;44.58333;-64.03333;-121;5;01-may-67;00:00:00;NaN;375;30.781;1.4;3.2;0.34;0.29;5.32
180167001_091;A;44.58333;-64.03333;-122;10;01-may-67;00:00:00;NaN;375;30.979;1.2;4.07;0.38;1.19;4.53
180167001_091;A;44.58333;-64.03333;-123;15;01-may-67;00:00:00;NaN;380;31.076;1;3.08;0.41;1.27;5.32
180167001_091;A;44.58333;-64.03333;-124;25;01-may-67;00:00:00;NaN;380;31.137;1;3.54;0.42;1.24;5.32
180167001_091;A;44.58333;-64.03333;-125;40;01-may-67;00:00:00;NaN;370;31.299;0.5;5.29;0.59;2.82;4.53
180167001_091;A;44.58333;-64.03333;-126;53;01-may-67;00:00:00;NaN;370;31.389;0.4;8.31;0.74;4.03;2.88
180167001_102;A;44.58333;-64.03333;-127;1;04-may-67;00:00:00;NaN;390;28.912;3.7;7.03;0.26;0.13;0.88
180167001_102;A;44.58333;-64.03333;-128;5;04-may-67;00:00:00;NaN;380;30.942;2;6.39;0.29;0.12;0.58
180167001_102;A;44.58333;-64.03333;-129;10;04-may-67;00:00:00;NaN;385;31.03;1.4;2.44;0.38;0.2;1.98
180167001_102;A;44.58333;-64.03333;-130;15;04-may-67;00:00:00;NaN;385;31.095;1.1;2.67;0.42;0.74;5.32
180167001_102;A;44.58333;-64.03333;-131;25;04-may-67;00:00:00;NaN;380;31.046;1;2.85;0.43;1.76;2.46
180167001_102;A;44.58333;-64.03333;-132;40;04-may-67;00:00:00;NaN;380;32.074;1;3.14;0.38;1.69;1.81
180167001_102;A;44.58333;-64.03333;-133;53;04-may-67;00:00:00;NaN;375;32.133;0.7;4.88;0.63;2.07;1.73
180167001_113;A;44.58333;-64.03333;-10;10;15-feb-67;00:00:00;NaN;370;30.864;1.3;6.1;0.66;4.58;0.67
180167001_113;A;44.58333;-64.03333;-11;15;15-feb-67;00:00:00;NaN;370;30.884;1.3;8.83;0.64;4.75;0.63
180167001_113;A;44.58333;-64.03333;-12;25;15-feb-67;00:00:00;NaN;365;30.879;1.3;4.94;0.65;5;0.67
180167001_113;A;44.58333;-64.03333;-13;40;15-feb-67;00:00:00;NaN;360;30.883;1.3;8.83;0.67;3.95;0.52
180167001_113;A;44.58333;-64.03333;-14;53;15-feb-67;00:00:00;NaN;370;30.879;1.3;8.83;0.65;4.27;0.33
180167001_113;A;44.58333;-64.03333;-8;1;15-feb-67;00:00:00;NaN;370;30.88;1.3;8.72;0.6;3.85;0.63
180167001_113;A;44.58333;-64.03333;-9;5;15-feb-67;00:00:00;NaN;370;30.859;1.3;8.89;0.58;4.18;0.67
180167001_114;A;44.58333;-64.03333;-134;1;11-may-67;00:00:00;NaN;355;30.267;5;3.08;0.28;0.24;0.33
180167001_114;A;44.58333;-64.03333;-135;5;11-may-67;00:00:00;NaN;365;30.586;3.5;2.38;0.35;0.34;0.75
180167001_114;A;44.58333;-64.03333;-136;10;11-may-67;00:00:00;NaN;370;30.795;2.7;2.61;0.3;0.46;0.92
180167001_114;A;44.58333;-64.03333;-137;15;11-may-67;00:00:00;NaN;365;31.01;2.3;2.21;0.34;0.42;0.5
180167001_114;A;44.58333;-64.03333;-138;25;11-may-67;00:00:00;NaN;375;31.097;1.8;2.03;0.39;1.14;0.88
180167001_114;A;44.58333;-64.03333;-139;40;11-may-67;00:00:00;NaN;375;31.315;1.2;3.14;0.52;1.7;0.79
180167001_114;A;44.58333;-64.03333;-140;53;11-may-67;00:00:00;NaN;370;31.358;1.3;4.65;0.55;2.32;0.75
180167001_118;1;44.61465;-64.04746;201001;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.27;0.03;2.148
180167001_118;1;44.61465;-64.04746;201005;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.33;0.339;2.148
180167001_118;1;44.61465;-64.04746;201010;10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.36;0.21;1.564
180167001_118;1;44.61465;-64.04746;201015;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.58;1.566;1.981
180167001_119;2;44.62528;-63.96609;202001;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.27;0.218;3.608
180167001_119;2;44.62528;-63.96609;202005;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.31;0.079;3.295
180167001_119;2;44.62528;-63.96609;202010;10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.29;0.018;3.045
180167001_119;2;44.62528;-63.96609;202015;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.24;0.17;1.814
180167001_119;2;44.62528;-63.96609;202025;25;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.59;2.157;0.667
180167001_120;3;44.5894;-63.99681;203001;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.245;0.228;1.481
180167001_120;3;44.5894;-63.99681;203005;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.3;0.177;2.377
180167001_120;3;44.5894;-63.99681;203010;10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.3;0.095;1.981
180167001_120;3;44.5894;-63.99681;203015;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.31;0.201;1.647
180167001_120;3;44.5894;-63.99681;203025;25;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.8;5.526;0.334
180167001_121;4;44.59501;-63.95696;204001;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.29;0.243;1.814
180167001_121;4;44.59501;-63.95696;204005;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.29;0.202;2.231
180167001_121;4;44.59501;-63.95696;204010;10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.38;0.224;2.315
180167001_121;4;44.59501;-63.95696;204015;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.36;0.247;2.315
180167001_121;4;44.59501;-63.95696;204025;25;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.31;0.542;1.564
180167001_122;5;44.54876;-64.01628;205001;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.43;0.195;1.564
180167001_122;5;44.54876;-64.01628;205005;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.45;0.231;3.795
180167001_122;5;44.54876;-64.01628;205010;10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.37;0.028;3.003
180167001_122;5;44.54876;-64.01628;205015;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.43;0.192;1.23
180167001_122;5;44.54876;-64.01628;205025;25;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.72;3.373;0.563
180167001_122;5;44.54876;-64.01628;205040;40;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.82;5.976;0.167
180167001_122;5;44.54876;-64.01628;205055;55;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.86;6.312;0.25
180167001_123;6;44.54725;-63.96935;206001;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.35;0.018;1.981
180167001_123;6;44.54725;-63.96935;206005;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.29;0.03;1.814
180167001_123;6;44.54725;-63.96935;206010;10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.26;0.17;1.397
180167001_123;6;44.54725;-63.96935;206015;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.42;1.727;0.98
180167001_123;6;44.54725;-63.96935;206025;25;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.8;3.814;0.667
180167001_123;6;44.54725;-63.96935;206040;40;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.8;3.938;0.667
180167001_124;7;44.60661;-64.00075;207001;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.4;0.407;1.564
180167001_124;7;44.60661;-64.00075;207005;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.43;0.002;1.898
180167001_124;7;44.60661;-64.00075;207010;10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.39;0.325;1.564
180167001_124;7;44.60661;-64.00075;207015;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.58;1.587;0.98
180167001_125;8;44.52234;-63.99193;208001;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.39;0.066;1.314
180167001_125;8;44.52234;-63.99193;208005;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.34;0.023;3.003
180167001_125;8;44.52234;-63.99193;208010;10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.34;0.089;1.147
180167001_125;8;44.52234;-63.99193;208015;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.36;0.469;1.481
180167001_125;8;44.52234;-63.99193;208025;25;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.75;3.613;0.313
180167001_125;8;44.52234;-63.99193;208040;40;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.84;5.596;0.167
180167001_125;8;44.52234;-63.99193;208055;55;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.9;5.81;0.083
180167001_126;9;44.58809;-64.03958;209001;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.35;0.21;2.169
180167001_126;9;44.58809;-64.03958;209005;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.34;0.09;4.546
180167001_126;9;44.58809;-64.03958;209010;10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.37;0.18;2.231
180167001_126;9;44.58809;-64.03958;209015;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.46;1.23;1.773
180167001_126;9;44.58809;-64.03958;209025;25;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.72;3.92;0.751
180167001_126;9;44.58809;-64.03958;209040;40;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.88;6.98;0.167
180167001_126;9;44.58809;-64.03958;209055;55;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.93;7.73;0.167
180167001_127;A;44.58333;-64.03333;-141;1;15-may-67;00:00:00;NaN;360;30.888;3.8;2.5;0.45;0.28;0.13
180167001_127;A;44.58333;-64.03333;-142;5;15-may-67;00:00:00;NaN;365;30.607;3.5;2.5;0.57;0.45;0.21
180167001_127;A;44.58333;-64.03333;-143;10;15-may-67;00:00:00;NaN;365;31.148;2.1;1.98;0.41;0.58;0.5
180167001_127;A;44.58333;-64.03333;-144;15;15-may-67;00:00:00;NaN;370;31.295;1.7;1.98;0.43;0.76;0.33
180167001_127;A;44.58333;-64.03333;-145;25;15-may-67;00:00:00;NaN;365;31.263;1.5;2.38;0.43;0.97;0.29
180167001_127;A;44.58333;-64.03333;-146;40;15-may-67;00:00:00;NaN;365;31.359;1.3;4.13;0.61;1.4;0.29
180167001_127;A;44.58333;-64.03333;-147;53;15-may-67;00:00:00;NaN;370;31.381;1.3;3.14;0.57;2.27;0.17
180167001_138;A;44.58333;-64.03333;-148;1;18-may-67;00:00:00;NaN;355;30.707;4.1;2.67;0.45;0.69;0.17
180167001_138;A;44.58333;-64.03333;-149;5;18-may-67;00:00:00;NaN;375;30.774;2;2.38;0.44;0.5;0.17
180167001_138;A;44.58333;-64.03333;-150;10;18-may-67;00:00:00;NaN;375;30.996;1.6;2.67;0.48;1.06;0.42
180167001_138;A;44.58333;-64.03333;-151;15;18-may-67;00:00:00;NaN;370;31.096;1.2;1.57;0.44;0.89;0.33
180167001_138;A;44.58333;-64.03333;-152;25;18-may-67;00:00:00;NaN;365;31.155;1.2;3.31;0.53;0.48;0.42
180167001_138;A;44.58333;-64.03333;-153;40;18-may-67;00:00:00;NaN;360;31.314;1.3;5.52;0.64;1.74;0.21
180167001_138;A;44.58333;-64.03333;-154;53;18-may-67;00:00:00;NaN;365;31.402;1.3;1.63;0.52;2.8;0.25
180167001_149;A;44.58333;-64.03333;-155;1;23-may-67;00:00:00;NaN;330;29.998;5.7;3.6;0.36;0.53;0.67
180167001_149;A;44.58333;-64.03333;-156;5;23-may-67;00:00:00;NaN;340;30.327;4.7;2.96;0.39;0.6;0.54
180167001_149;A;44.58333;-64.03333;-157;10;23-may-67;00:00:00;NaN;345;31.048;1.6;2.96;0.46;1.37;0.17
180167001_149;A;44.58333;-64.03333;-158;15;23-may-67;00:00:00;NaN;345;31.338;1.3;3.25;0.54;1.48;0.17
180167001_149;A;44.58333;-64.03333;-159;25;23-may-67;00:00:00;NaN;345;31.499;1.3;3.42;0.51;1.33;0.13
