CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;terrain;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;OXYM_01;TEMP_XX;PO4_01;NOx_01;Si_01
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(mmol/m**3);(celsius);(mmol/m**3);(mmol/m**3);(mmol/m**3)
18VA69002_1819;PEI2;46.65;-63.65;1803;0;20-may-69;00:00:00;NaN;6.6;0.33;0.09;1.99
18VA69002_1819;PEI2;46.65;-63.65;1804;5;20-may-69;00:00:00;NaN;NaN;0.32;0.16;1.74
18VA69002_1819;PEI2;46.65;-63.65;1805;10;20-may-69;00:00:00;NaN;NaN;0.31;0.02;1.6
18VA69002_1819;PEI2;46.65;-63.65;1806;20;20-may-69;00:00:00;NaN;NaN;0.39;0.09;1.47
18VA69002_1820;PEI20;46.65;-63.65;2129;0;06-nov-69;00:00:00;NaN;8.6;0.77;0.75;2.16
18VA69002_1820;PEI20;46.65;-63.65;2130;5;06-nov-69;00:00:00;NaN;8.5;0.52;0.84;2.55
18VA69002_1820;PEI20;46.65;-63.65;2131;10;06-nov-69;00:00:00;NaN;8.45;0.52;0.81;2.51
18VA69002_1820;PEI20;46.65;-63.65;2132;15;06-nov-69;00:00:00;NaN;8.35;0.34;0.9;2.77
18VA69002_1820;PEI20;46.65;-63.65;2133;25;06-nov-69;00:00:00;NaN;8;0.57;1.19;2.98
18VA69002_1821;PEI3;46.65;-63.65;1807;0;28-may-69;00:00:00;NaN;7.9;0.24;1.14;1.54
18VA69002_1821;PEI3;46.65;-63.65;1808;5;28-may-69;00:00:00;NaN;6.95;0.33;0.09;1.22
18VA69002_1821;PEI3;46.65;-63.65;1809;10;28-may-69;00:00:00;NaN;6.7;0.3;0.09;1.6
18VA69002_1821;PEI3;46.65;-63.65;1810;15;28-may-69;00:00:00;NaN;6.8;0.22;0.13;1.56
18VA69002_1821;PEI3;46.65;-63.65;1811;25;28-may-69;00:00:00;NaN;4.9;0.32;0.23;1.88
18VA69002_1822;PEI4;46.65;-63.65;1846;0;04-jun-69;00:00:00;NaN;8.65;0.28;0.34;1.26
18VA69002_1822;PEI4;46.65;-63.65;1847;5;04-jun-69;00:00:00;NaN;8.5;0.23;0.09;1.26
18VA69002_1822;PEI4;46.65;-63.65;1848;10;04-jun-69;00:00:00;NaN;7.8;0.25;0.27;1.9
18VA69002_1822;PEI4;46.65;-63.65;1849;15;04-jun-69;00:00:00;NaN;6.2;0.18;0.13;0.46
18VA69002_1822;PEI4;46.65;-63.65;1850;25;04-jun-69;00:00:00;NaN;4;0.46;0.18;2.46
18VA69002_1823;PEI5;46.65;-63.65;1851;0;11-jun-69;00:00:00;NaN;11.8;0.17;0.09;0.59
18VA69002_1823;PEI5;46.65;-63.65;1852;5;11-jun-69;00:00:00;NaN;11.1;0.16;0.13;0.59
18VA69002_1823;PEI5;46.65;-63.65;1853;10;11-jun-69;00:00:00;NaN;10.3;0.24;0.13;0.45
18VA69002_1823;PEI5;46.65;-63.65;1854;15;11-jun-69;00:00:00;NaN;8.7;0.41;0.15;0.75
18VA69002_1823;PEI5;46.65;-63.65;1855;25;11-jun-69;00:00:00;NaN;3.3;0.24;0.11;0.45
18VA69002_1824;PEI6;46.65;-63.65;1856;0;17-jun-69;00:00:00;NaN;14.2;0.09;0.13;0.2
18VA69002_1824;PEI6;46.65;-63.65;1857;5;17-jun-69;00:00:00;NaN;13;0.1;0.05;0.38
18VA69002_1824;PEI6;46.65;-63.65;1858;10;17-jun-69;00:00:00;NaN;12.7;0.13;0.11;0.38
18VA69002_1824;PEI6;46.65;-63.65;1859;15;17-jun-69;00:00:00;NaN;8.6;0.16;0.02;0.18
18VA69002_1824;PEI6;46.65;-63.65;1860;25;17-jun-69;00:00:00;NaN;4.6;0.39;0.29;2.06
18VA69002_1825;PEI7;46.65;-63.65;1861;0;24-jun-69;00:00:00;NaN;14.4;0.08;0.05;0.23
18VA69002_1825;PEI7;46.65;-63.65;1862;5;24-jun-69;00:00:00;NaN;14.3;0.12;0.09;0.67
18VA69002_1825;PEI7;46.65;-63.65;1863;10;24-jun-69;00:00:00;NaN;10.7;0.13;0.09;0.51
18VA69002_1825;PEI7;46.65;-63.65;1864;15;24-jun-69;00:00:00;NaN;6.8;0.22;0.33;0.58
18VA69002_1825;PEI7;46.65;-63.65;1865;25;24-jun-69;00:00:00;NaN;3.8;0.34;0.38;1.57
18VA69002_1826;PEI8;46.65;-63.65;1961;0;03-jul-69;00:00:00;NaN;15.6;0.2;0.12;0.83
18VA69002_1826;PEI8;46.65;-63.65;1962;5;03-jul-69;00:00:00;NaN;15;0.16;0.09;0.44
18VA69002_1826;PEI8;46.65;-63.65;1963;10;03-jul-69;00:00:00;NaN;14.8;0.2;0.02;0.28
18VA69002_1826;PEI8;46.65;-63.65;1964;15;03-jul-69;00:00:00;NaN;12.3;0.15;0.09;1.43
18VA69002_1826;PEI8;46.65;-63.65;1965;25;03-jul-69;00:00:00;NaN;4.7;0.6;0.45;1.48
18VA69002_1827;PEI9;46.65;-63.65;1966;0;09-jul-69;00:00:00;NaN;13.25;0.11;0.5;0.55
18VA69002_1827;PEI9;46.65;-63.65;1967;5;09-jul-69;00:00:00;NaN;13.4;0.14;0.38;0.55
18VA69002_1827;PEI9;46.65;-63.65;1968;10;09-jul-69;00:00:00;NaN;13.4;0.08;0.07;0.42
18VA69002_1827;PEI9;46.65;-63.65;1969;15;09-jul-69;00:00:00;NaN;13.3;0.08;0.07;0.72
18VA69002_1827;PEI9;46.65;-63.65;1970;25;09-jul-69;00:00:00;NaN;6.7;0.28;0.4;1.14
18VA69002_1828;Shediac_SA1;46.7269;-64.6;2140;1;10-jun-69;00:00:00;NaN;10.5;0.2;0.04;0.83
18VA69002_1828;Shediac_SA1;46.7269;-64.6;2141;10;10-jun-69;00:00:00;NaN;7.3;0.34;0.06;2.89
18VA69002_1829;Shediac_SA2;46.7269;-64.6;2142;1;17-jun-69;00:00:00;NaN;12.1;0.53;0.24;1.28
18VA69002_1829;Shediac_SA2;46.7269;-64.6;2143;10;17-jun-69;00:00:00;NaN;7.4;0.31;0.17;2.55
18VA69002_1830;Shediac_SA3;46.7269;-64.6;2144;1;23-jun-69;00:00:00;NaN;14.2;0.28;0.06;2.09
18VA69002_1830;Shediac_SA3;46.7269;-64.6;2145;10;23-jun-69;00:00:00;NaN;10.3;0.36;0.21;2.17
18VA69002_1831;Shediac_SA4;46.7269;-64.6;2146;1;07-jul-69;00:00:00;NaN;14.8;0.2;0.09;1.58
18VA69002_1831;Shediac_SA4;46.7269;-64.6;2147;10;07-jul-69;00:00:00;NaN;14.1;0.21;0.13;2.11
18VA69002_1832;Shediac_SA5;46.7269;-64.6;2148;1;21-jul-69;00:00:00;NaN;16.3;0.13;0.09;2.53
18VA69002_1832;Shediac_SA5;46.7269;-64.6;2149;10;21-jul-69;00:00:00;NaN;15.7;0.18;0.06;1.89
18VA69002_1833;Shediac_SA6;46.7269;-64.6;2150;1;28-jul-69;00:00:00;NaN;17;0.31;0.4;3.41
18VA69002_1833;Shediac_SA6;46.7269;-64.6;2151;10;28-jul-69;00:00:00;NaN;14.2;0.45;0.49;4.79
18VA69002_1834;Shediac_SA7;46.7269;-64.6;2152;1;05-aug-69;00:00:00;NaN;18;1.3;5.87;3.49
18VA69002_1834;Shediac_SA7;46.7269;-64.6;2153;10;05-aug-69;00:00:00;NaN;15.1;0.64;0.36;4.26
18VA69002_1835;Shediac_SA8;46.7269;-64.6;2154;1;11-aug-69;00:00:00;NaN;17.5;0.24;0.57;1.79
18VA69002_1835;Shediac_SA8;46.7269;-64.6;2155;10;11-aug-69;00:00:00;NaN;11.9;0.23;0.24;1.68
18VA69002_1836;Shediac_SB1;46.3;-64.1667;2156;1;16-may-69;00:00:00;NaN;6.7;0.28;0.11;2.58
18VA69002_1836;Shediac_SB1;46.3;-64.1667;2157;10;16-may-69;00:00:00;NaN;6.55;0.21;0.02;1.38
18VA69002_1837;Shediac_SB10;46.3;-64.1667;2174;1;16-jul-69;00:00:00;NaN;16.1;0.29;0.19;1.08
18VA69002_1837;Shediac_SB10;46.3;-64.1667;2175;10;16-jul-69;00:00:00;NaN;16.41;0.32;0.09;2.19
18VA69002_1838;Shediac_SB11;46.3;-64.1667;2176;1;21-jul-69;00:00:00;NaN;17.5;0.23;0.02;1.76
18VA69002_1838;Shediac_SB11;46.3;-64.1667;2177;10;21-jul-69;00:00:00;NaN;17.18;0.32;0.75;3.1
18VA69002_1839;Shediac_SB12;46.3;-64.1667;2178;1;28-jul-69;00:00:00;NaN;18.32;0.4;0.34;3.4
18VA69002_1839;Shediac_SB12;46.3;-64.1667;2179;10;28-jul-69;00:00:00;NaN;18.27;0.31;0.32;1.25
18VA69002_1840;Shediac_SB13;46.3;-64.1667;2180;1;04-aug-69;00:00:00;NaN;18.5;0.24;0.13;0.39
18VA69002_1840;Shediac_SB13;46.3;-64.1667;2181;10;04-aug-69;00:00:00;NaN;19.12;0.43;0.11;0.67
18VA69002_1841;Shediac_SB14;46.3;-64.1667;2182;1;11-aug-69;00:00:00;NaN;20.55;0.36;0.92;0.3
18VA69002_1841;Shediac_SB14;46.3;-64.1667;2184;10;11-aug-69;00:00:00;NaN;20.35;0.49;0.51;0.54
18VA69002_1842;Shediac_SB15;46.3;-64.1667;2185;1;18-aug-69;00:00:00;NaN;20.7;0.49;0.37;0.95
18VA69002_1842;Shediac_SB15;46.3;-64.1667;2187;10;18-aug-69;00:00:00;NaN;20.8;0.47;0.09;1.05
18VA69002_1843;Shediac_SB16;46.3;-64.1667;2188;1;25-aug-69;00:00:00;NaN;19.8;0.47;0.19;0.32
18VA69002_1843;Shediac_SB16;46.3;-64.1667;2190;10;25-aug-69;00:00:00;NaN;19.95;0.39;0.06;0.39
18VA69002_1844;Shediac_SB17;46.3;-64.1667;2191;1;03-oct-69;00:00:00;NaN;7.55;0.85;0.11;0.58
18VA69002_1844;Shediac_SB17;46.3;-64.1667;2193;10;03-oct-69;00:00:00;NaN;6.9;0.81;0.11;0.45
18VA69002_1845;Shediac_SB2;46.3;-64.1667;2158;1;22-may-69;00:00:00;NaN;8.5;0.25;0.53;6.66
18VA69002_1845;Shediac_SB2;46.3;-64.1667;2159;10;22-may-69;00:00:00;NaN;7.5;0.32;0.09;2.94
18VA69002_1846;Shediac_SB3;46.3;-64.1667;2160;1;28-may-69;00:00:00;NaN;11.28;0.33;0.11;5.79
18VA69002_1846;Shediac_SB3;46.3;-64.1667;2161;10;28-may-69;00:00:00;NaN;11.25;0.31;0.17;3.38
18VA69002_1847;Shediac_SB4;46.3;-64.1667;2162;1;04-jun-69;00:00:00;NaN;10.65;0.31;0.07;0.77
18VA69002_1847;Shediac_SB4;46.3;-64.1667;2163;10;04-jun-69;00:00:00;NaN;10;0.31;0.06;0.92
18VA69002_1848;Shediac_SB5;46.3;-64.1667;2164;1;12-jun-69;00:00:00;NaN;13.6;0.35;0.11;1.47
18VA69002_1848;Shediac_SB5;46.3;-64.1667;2165;10;12-jun-69;00:00:00;NaN;12.4;0.3;0.23;1.15
18VA69002_1849;Shediac_SB6;46.3;-64.1667;2166;1;19-jun-69;00:00:00;NaN;13.1;0.26;0.13;2.26
18VA69002_1849;Shediac_SB6;46.3;-64.1667;2167;10;19-jun-69;00:00:00;NaN;12.42;0.22;0.15;1.94
18VA69002_1850;Shediac_SB7;46.3;-64.1667;2168;1;24-jun-69;00:00:00;NaN;14.2;0.34;0.11;2.97
18VA69002_1850;Shediac_SB7;46.3;-64.1667;2169;10;24-jun-69;00:00:00;NaN;14.1;0.32;0.09;3
18VA69002_1851;Shediac_SB8;46.3;-64.1667;2170;1;01-jul-69;00:00:00;NaN;15.45;0.13;0.11;2.6
18VA69002_1851;Shediac_SB8;46.3;-64.1667;2171;10;01-jul-69;00:00:00;NaN;15.41;0.24;0.06;2.19
18VA69002_1852;Shediac_SB9;46.3;-64.1667;2172;1;08-jul-69;00:00:00;NaN;16.05;0.28;0.4;1.89
18VA69002_1852;Shediac_SB9;46.3;-64.1667;2173;10;08-jul-69;00:00:00;NaN;16.55;0.24;0.24;1.87
