CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;terrain;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;CNTR;nCNTR;PRES;PRES_SDEV;TE90;TE90_SDEV;PSAL;SIGT;FLOR;DOXY;SECC;PSAL_BS;Q_PSAL;OXY_02;Q_OXY;OXY_02;Q_OXY;OXY_02;Q_OXY;CHL_01;Q_CHL;CHL_01;Q_CHL;PHA_01;PHA_01;CHL_03;Q_CHL;CHL_03;Q_CHL;NO2_02;Q_NO2;NO2_02;Q_NO2;NO2_02;Q_NO2;NOX_02;Q_NOX;NOX_02;Q_NOX;NOX_02;Q_NOX;NOX_02;Q_NOX;NOX_02;Q_NOX;PO4_02;Q_PO4;PO4_02;Q_PO4;Si_02;Q_Si;Si_02;Q_Si;Si_02;Q_Si;Si_02;Q_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(scan);(nombre_scan);(dbar);(dbar);(celsius);(celsius);(psu);(kg/m**3);(mg/m**3);(ml/l);(m);(PSU);((none));(ml/l);((none));(ml/l);((none));(ml/l);((none));(mg/m**3);((none));(mg/m**3);((none));(mg/m**3);(mg/m**3);(mg/m**3);((none));(mg/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none))
q64a034;TANE3;49.75;-61.81683;247139;3.4;02-Dec-2001;19:24:12;27727;240;3.4;0.52;3.89;0.001;31.21;24.78;0.863;7.308;NaN;31.23;1;7.331;1;7.323;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a035;TANE4;49.61683;-61.8165;247140;262.9;02-Dec-2001;20:24:29;18568;240;262.9;0.24;5.46;0;34.29;27.06;2.439;1.974;NaN;34.44;1;1.939;1;1.956;1;1.996;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a035;TANE4;49.61683;-61.8165;247141;3.4;02-Dec-2001;20:24:29;32826;240;3.4;0.17;3.75;0;31.18;24.77;0.966;NaN;NaN;31.21;1;7.379;1;7.378;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a036;TANE5;49.483;-61.81667;247142;142.6;02-Dec-2001;21:28:41;15837;240;142.6;0.07;1.82;0.003;33.14;26.5;0.234;5.241;NaN;33.16;1;5.097;1;5.165;1;5.114;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a036;TANE5;49.483;-61.81667;247143;3.6;02-Dec-2001;21:28:41;21730;240;3.6;0.29;3.79;0.001;31.18;24.77;0.831;7.352;NaN;31.21;1;7.366;1;7.37;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a037;-99;50.0415;-64.06733;247144;111.8;03-Dec-2001;03:55:11;21493;240;111.8;0.06;0.97;0.001;32.19;25.79;0.165;6.797;NaN;32.23;1;6.912;1;6.909;1;6.923;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a037;-99;50.0415;-64.06733;247145;3.7;03-Dec-2001;03:55:11;31296;240;3.7;0.03;2.69;0.006;31.4;25.03;1.167;7.436;NaN;31.42;1;7.517;1;6.841;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
q64a038;TSI6;50.0505;-66.28333;247146;110.4;03-Dec-2001;09:36:16;12589;240;110.4;0.07;1.4;0.002;32.74;26.2;0.24;5.492;NaN;32.77;1;5.507;1;5.533;1;5.509;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.02;1;0.02;1;NaN;NaN;13.31;1;13.7;1;9.11;3;NaN;NaN;NaN;NaN;1.33;1;1.41;1;15.99;1;15.84;1;17.36;1;NaN;NaN
q64a038;TSI6;50.0505;-66.28333;247147;99.4;03-Dec-2001;09:36:16;15502;240;99.4;0.07;1.22;0.032;32.62;26.12;0.242;5.961;NaN;32.59;1;5.964;1;NaN;NaN;NaN;NaN;0.09;1;0.09;1;-0.01;-0.02;0.06;1;0.06;1;0.01;1;0.02;1;NaN;NaN;9.85;1;12.34;1;8.01;3;NaN;NaN;NaN;NaN;1.14;1;1.25;1;11.54;1;11.46;1;NaN;NaN;NaN;NaN
q64a038;TSI6;50.0505;-66.28333;247148;51.5;03-Dec-2001;09:36:16;18528;240;51.5;0.05;1.68;0.003;32.02;25.6;0.35;6.786;NaN;32.04;1;6.797;1;NaN;NaN;NaN;NaN;0.2;1;0.22;1;-0.08;-0.09;0.12;1;0.12;1;0.02;1;0.02;1;NaN;NaN;7.79;1;8.11;1;5.79;3;NaN;NaN;NaN;NaN;0.94;1;0.95;1;8.4;1;8.36;1;NaN;NaN;NaN;NaN
q64a038;TSI6;50.0505;-66.28333;247149;25.7;03-Dec-2001;09:36:16;20949;240;25.7;0.05;1.96;0.001;31.23;24.96;0.912;7.436;NaN;31.28;1;7.51;1;NaN;NaN;NaN;NaN;0.71;1;0.71;1;-0.19;-0.22;0.45;1;0.44;1;0.16;1;0.18;1;NaN;NaN;4.62;1;4.56;1;3.59;3;NaN;NaN;NaN;NaN;0.71;1;0.75;1;5.51;1;5.2;1;NaN;NaN;NaN;NaN
q64a038;TSI6;50.0505;-66.28333;247150;15.4;03-Dec-2001;09:36:16;23249;240;15.4;0.04;1.8;0.003;31.07;24.84;1.141;7.523;NaN;31.11;1;7.578;1;NaN;NaN;NaN;NaN;0.88;1;0.81;1;-0.26;-0.26;0.55;1;0.63;1;0.17;1;0.17;1;NaN;NaN;4.89;1;5.03;1;3.61;3;NaN;NaN;NaN;NaN;0.73;1;0.72;1;5.99;1;6.13;1;NaN;NaN;NaN;NaN
q64a038;TSI6;50.0505;-66.28333;247151;5.3;03-Dec-2001;09:36:16;25440;240;5.3;0.04;1.67;0.028;30.81;24.64;1.399;7.642;NaN;30.96;1;7.637;1;NaN;NaN;NaN;NaN;0.84;1;0.87;1;-0.26;-0.29;0.66;1;0.68;1;0.17;1;0.17;1;NaN;NaN;4.72;1;5;1;3.56;3;NaN;NaN;NaN;NaN;0.71;1;0.73;1;6.63;1;6.46;1;NaN;NaN;NaN;NaN
q64a038;TSI6;50.0505;-66.28333;247152;2.3;03-Dec-2001;09:36:16;27432;240;2.3;0.05;1.53;0.009;30.6;24.48;1.178;NaN;NaN;30.69;1;7.704;1;NaN;NaN;NaN;NaN;0.81;1;0.78;1;-0.28;-0.26;0.62;1;0.61;1;0.17;1;0.17;1;NaN;NaN;4.46;1;4.88;1;3.45;3;NaN;NaN;NaN;NaN;0.68;1;0.7;1;6.74;1;6.48;1;7.39;1;NaN;NaN
q64a039;TSI5;49.882;-66.25417;247153;270.5;03-Dec-2001;11:40:56;11957;240;270.5;0.05;5.14;0.003;34.47;27.24;0.301;1.916;NaN;NaN;NaN;1.842;1;1.854;1;1.836;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.01;1;0.02;1;NaN;NaN;23.27;1;24.42;1;17.54;3;NaN;NaN;NaN;NaN;2.07;1;2.13;1;46.35;1;48.16;1;40.86;3;NaN;NaN
q64a039;TSI5;49.882;-66.25417;247154;199.5;03-Dec-2001;11:40:56;16515;240;199.5;0.06;4.15;0;33.97;26.95;0.327;2.469;NaN;34;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.01;1;0.01;1;NaN;NaN;22.14;1;23.17;1;16.8;3;NaN;NaN;NaN;NaN;1.98;1;2.06;1;34.73;1;37.09;1;32.69;3;NaN;NaN
q64a039;TSI5;49.882;-66.25417;247155;100.7;03-Dec-2001;11:40:56;21749;240;100.7;0.04;1.5;0.004;32.93;26.35;0.272;5.285;NaN;32.96;1;5.284;1;NaN;NaN;NaN;NaN;0.07;1;0.09;1;0.02;-0.01;0.06;1;0.05;1;0.02;1;0.02;1;NaN;NaN;14.28;1;14.76;1;10.94;3;NaN;NaN;NaN;NaN;1.36;1;1.43;1;16.92;1;16.55;1;16.44;1;NaN;NaN
q64a039;TSI5;49.882;-66.25417;247156;50.4;03-Dec-2001;11:40:56;25808;240;50.4;0.03;1.14;0;32.6;26.11;0.337;6.04;NaN;32.61;1;5.91;1;NaN;NaN;NaN;NaN;0.09;1;0.09;1;-0.03;-0.02;0.06;1;0.06;1;0.02;1;0.03;1;NaN;NaN;11.96;1;12.43;1;10.42;3;NaN;NaN;NaN;NaN;1.25;1;1.32;1;14.27;1;14.76;1;13.41;3;NaN;NaN
q64a039;TSI5;49.882;-66.25417;247157;25.5;03-Dec-2001;11:40:56;29787;240;25.5;0.07;1.38;0.019;31.77;25.42;1.283;7.195;NaN;31.74;1;7.454;1;NaN;NaN;NaN;NaN;0.7;1;0.72;1;-0.22;-0.23;0.54;1;0.55;1;0.13;1;0.13;1;NaN;NaN;6.1;1;6.38;1;5.49;3;NaN;NaN;NaN;NaN;0.82;1;0.85;1;6.88;1;6.33;1;6.61;1;NaN;NaN
q64a039;TSI5;49.882;-66.25417;247158;15.6;03-Dec-2001;11:40:56;32324;240;15.6;0.04;1.43;0.003;31.6;25.29;1.737;7.557;NaN;31.63;1;7.668;1;NaN;NaN;NaN;NaN;0.87;1;0.93;1;-0.33;-0.36;0.76;1;0.81;1;0.15;1;0.14;1;NaN;NaN;5.42;1;5.65;1;4.37;3;NaN;NaN;NaN;NaN;0.78;1;0.78;1;5.87;1;5.84;1;5.96;1;NaN;NaN
q64a039;TSI5;49.882;-66.25417;247159;5.7;03-Dec-2001;11:40:56;34597;240;5.7;0.07;1.44;0.015;31.6;25.29;1.652;7.549;NaN;31.62;1;7.692;1;NaN;NaN;NaN;NaN;0.96;1;0.87;1;-0.38;-0.33;0.82;1;0.78;1;0.15;1;0.14;1;NaN;NaN;5.41;1;5.58;1;4.19;3;NaN;NaN;NaN;NaN;0.78;1;0.79;1;6.04;1;5.74;1;5.73;1;NaN;NaN
q64a039;TSI5;49.882;-66.25417;247160;2.4;03-Dec-2001;11:40:56;37609;240;2.4;0.07;1.45;0.006;31.6;25.28;1.682;NaN;NaN;31.63;1;7.697;1;NaN;NaN;NaN;NaN;0.87;1;0.9;1;-0.3;-0.31;0.8;1;0.82;1;0.15;1;0.15;1;NaN;NaN;5.44;1;5.61;1;4.16;3;NaN;NaN;NaN;NaN;0.79;1;0.78;1;5.85;1;5.68;1;5.95;1;NaN;NaN
q64a040;TSI4,GA;49.71617;-66.24567;247161;336.8;03-Dec-2001;13:29:20;15760;240;336.8;0.04;5.34;0;34.62;27.33;0.266;2.006;NaN;34.65;1;1.962;1;1.961;1;1.963;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.01;1;0.01;1;NaN;NaN;22.52;1;21.53;1;NaN;NaN;NaN;NaN;NaN;NaN;1.97;1;1.94;1;44.6;1;46.52;1;NaN;NaN;NaN;NaN
q64a040;TSI4,GA;49.71617;-66.24567;247162;300.2;03-Dec-2001;13:29:20;20661;240;300.2;0.05;5.34;0;34.62;27.33;0.13;2.004;NaN;34.65;1;1.96;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;1;0.01;1;NaN;NaN;23.47;1;23.54;1;NaN;NaN;NaN;NaN;NaN;NaN;2.07;1;2.05;1;47.11;1;49.16;1;NaN;NaN;NaN;NaN
q64a040;TSI4,GA;49.71617;-66.24567;247163;200.1;03-Dec-2001;13:29:20;24925;240;200.1;0.04;4.72;0;34.24;27.1;0.227;2.068;NaN;34.27;1;1.955;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.01;1;0.01;1;NaN;NaN;22.83;1;23.83;1;NaN;NaN;NaN;NaN;NaN;NaN;2.08;1;2.09;1;40.4;1;40.86;1;NaN;NaN;NaN;NaN
q64a040;TSI4,GA;49.71617;-66.24567;247164;99.7;03-Dec-2001;13:29:20;30015;240;99.7;0.04;2.49;0.002;33.27;26.54;0.215;4.273;NaN;33.28;1;4.071;1;NaN;NaN;NaN;NaN;0.08;1;0.09;1;-0.03;-0.04;0.08;1;0.08;1;0.01;1;0.01;1;NaN;NaN;18;1;18.6;1;NaN;NaN;NaN;NaN;NaN;NaN;1.65;1;1.64;1;22.68;1;22.61;1;NaN;NaN;NaN;NaN
q64a040;TSI4,GA;49.71617;-66.24567;247165;50.6;03-Dec-2001;13:29:20;33065;240;50.6;0.05;0.81;0.003;32.58;26.11;0.541;5.806;NaN;32.61;1;5.723;1;NaN;NaN;NaN;NaN;0.11;1;0.18;1;-0.06;-0.1;0.09;1;0.12;1;0.01;1;0.02;1;NaN;NaN;13.57;1;14.14;1;NaN;NaN;NaN;NaN;NaN;NaN;1.35;1;1.36;1;14.75;1;14.86;1;NaN;NaN;NaN;NaN
q64a040;TSI4,GA;49.71617;-66.24567;247166;25.5;03-Dec-2001;13:29:20;35471;240;25.5;0.04;1.46;0;31.61;25.29;0.943;7.566;NaN;31.65;1;7.643;1;NaN;NaN;NaN;NaN;0.38;1;0.09;1;-0.21;0.18;0.34;1;0.46;1;0.14;1;0.14;1;NaN;NaN;5.99;1;6.02;1;NaN;NaN;NaN;NaN;NaN;NaN;0.8;1;0.8;1;5.66;1;5.44;1;NaN;NaN;NaN;NaN
q64a040;TSI4,GA;49.71617;-66.24567;247167;15.6;03-Dec-2001;13:29:20;37298;240;15.6;0.04;1.46;0;31.6;25.28;1.483;7.576;NaN;31.63;1;7.681;1;NaN;NaN;NaN;NaN;0.46;1;0.73;1;-0.25;-0.34;0.37;1;0.58;1;0.14;1;0.14;1;NaN;NaN;6.28;1;5.52;1;NaN;NaN;NaN;NaN;NaN;NaN;0.77;1;0.76;1;5.44;1;5.46;1;NaN;NaN;NaN;NaN
q64a040;TSI4,GA;49.71617;-66.24567;247168;5.8;03-Dec-2001;13:29:20;39181;240;5.8;0.04;1.47;0.002;31.52;25.22;1.52;7.581;NaN;31.55;1;7.691;1;NaN;NaN;NaN;NaN;0.95;1;0.93;1;-0.38;-0.4;0.77;1;0.76;1;0.16;1;0.16;1;NaN;NaN;5.39;1;5.51;1;NaN;NaN;NaN;NaN;NaN;NaN;0.76;1;0.77;1;5.11;1;5.25;1;NaN;NaN;NaN;NaN
q64a040;TSI4,GA;49.71617;-66.24567;247169;3.1;03-Dec-2001;13:29:20;41287;240;3.1;0.04;1.45;0;31.51;25.22;1.945;7.589;NaN;31.54;1;7.716;1;NaN;NaN;NaN;NaN;0.54;1;0.86;1;-0.23;-0.37;0.81;1;0.69;1;0.17;1;0.16;1;NaN;NaN;5.28;1;5.44;1;NaN;NaN;NaN;NaN;NaN;NaN;0.78;1;0.83;1;5.1;1;5.3;1;NaN;NaN;NaN;NaN
q64a041;TSI3;49.54933;-66.23333;247170;326.3;03-Dec-2001;16:16:26;18481;240;326.3;0.05;5.32;0;34.6;27.32;0.21;1.897;10;34.63;1;1.837;1;1.84;1;1.819;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.02;1;0.01;1;NaN;NaN;18.85;1;18.22;1;NaN;NaN;NaN;NaN;NaN;NaN;2.12;1;2.15;1;46.66;1;46.53;1;NaN;NaN;NaN;NaN
q64a041;TSI3;49.54933;-66.23333;247171;300.6;03-Dec-2001;16:16:26;22225;240;300.6;0.07;5.32;0;34.6;27.32;0.03;1.898;10;34.63;1;1.847;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.01;1;0;1;NaN;NaN;15.72;1;16.81;1;15.98;1;18.07;3;NaN;NaN;1.78;1;1.76;1;32.71;1;32.8;1;NaN;NaN;NaN;NaN
q64a041;TSI3;49.54933;-66.23333;247172;200.2;03-Dec-2001;16:16:26;27533;240;200.2;0.05;4.56;0.001;34.15;27.05;0.214;2.195;10;34.18;1;2.104;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.02;1;0.01;1;NaN;NaN;22.95;1;22.67;1;18.29;3;NaN;NaN;NaN;NaN;2.05;1;2.08;1;36.99;1;35.23;1;37.2;1;NaN;NaN
q64a041;TSI3;49.54933;-66.23333;247173;99.7;03-Dec-2001;16:16:26;32307;240;99.7;0.04;2.06;0.001;33.13;26.47;0.243;4.98;10;NaN;NaN;4.597;1;NaN;NaN;NaN;NaN;0.09;1;0.08;1;0;0.01;0.07;1;0.07;1;0.01;1;0.02;1;NaN;NaN;13.88;1;16.48;1;15.72;1;10.42;3;NaN;NaN;1.42;1;1.37;1;19.18;1;19.7;1;17.08;3;NaN;NaN
q64a041;TSI3;49.54933;-66.23333;247174;49.6;03-Dec-2001;16:16:26;35704;240;49.6;0.05;0.88;0.001;32.48;26.03;0.387;6.247;10;32.51;1;6.258;1;NaN;NaN;NaN;NaN;0.1;1;0.1;1;-0.02;-0.02;0.08;1;0.08;1;0.02;1;0.03;1;NaN;NaN;11.02;1;10.83;1;NaN;NaN;NaN;NaN;NaN;NaN;1.18;1;1.15;1;12.03;1;11.21;1;12.09;1;NaN;NaN
q64a041;TSI3;49.54933;-66.23333;247175;26;03-Dec-2001;16:16:26;38300;240;26;0.04;1.24;0.014;31.92;25.55;0.819;7.06;10;31.88;1;7.176;1;NaN;NaN;NaN;NaN;0.26;1;0.32;1;0.04;-0.05;0.31;1;0.29;1;0.08;1;0.08;1;NaN;NaN;7.51;1;7.86;1;NaN;NaN;NaN;NaN;NaN;NaN;0.96;1;0.9;1;7.17;1;6.97;1;6.73;1;NaN;NaN
q64a041;TSI3;49.54933;-66.23333;247176;14.9;03-Dec-2001;16:16:26;40794;240;14.9;0.05;1.45;0;31.65;25.33;1.655;7.54;10;31.68;1;7.652;1;NaN;NaN;NaN;NaN;0.96;1;0.63;1;-0.45;-0.06;0.66;1;0.72;1;0.15;1;0.15;1;NaN;NaN;5.55;1;5.84;1;4.51;3;NaN;NaN;NaN;NaN;0.8;1;0.83;1;6.12;1;5.7;1;6.08;1;NaN;NaN
q64a041;TSI3;49.54933;-66.23333;247177;5.9;03-Dec-2001;16:16:26;42915;240;5.9;0.05;1.38;0.002;31.61;25.3;1.892;7.581;10;31.65;1;7.694;1;NaN;NaN;NaN;NaN;0.63;1;0.75;1;-0.17;-0.16;0.53;1;0.76;1;0.14;1;0.13;1;NaN;NaN;5.63;1;4.7;1;4.19;3;NaN;NaN;NaN;NaN;0.79;1;0.76;1;5.79;1;5.57;1;5.62;1;NaN;NaN
q64a041;TSI3;49.54933;-66.23333;247178;3.9;03-Dec-2001;16:16:26;44909;240;3.9;0.05;1.38;0.008;31.61;25.3;1.531;7.575;10;31.65;1;7.67;1;NaN;NaN;NaN;NaN;0.72;1;0.69;1;-0.13;-0.09;0.76;1;0.76;1;0.15;1;0.16;1;NaN;NaN;5.38;1;5.85;1;4.65;3;NaN;NaN;NaN;NaN;0.81;1;0.86;1;5.49;1;5.13;1;5.59;1;NaN;NaN
q64a042;TSI2;49.39983;-66.21767;247179;339.9;03-Dec-2001;17:35:05;19129;240;339.9;0.07;5.32;0;34.6;27.32;0.172;1.92;NaN;34.64;1;1.863;1;1.886;1;1.889;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.02;1;0.02;1;NaN;NaN;23.24;1;24.33;1;19.3;3;NaN;NaN;NaN;NaN;2.15;1;2.17;1;48.51;1;50.84;1;44.23;3;NaN;NaN
q64a042;TSI2;49.39983;-66.21767;247180;299.7;03-Dec-2001;17:35:05;23231;240;299.7;0.06;5.32;0;34.6;27.32;0.371;1.907;NaN;34.63;1;1.864;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.02;1;0.02;1;NaN;NaN;23.2;1;24.21;1;19.28;3;NaN;NaN;NaN;NaN;2.13;1;2.19;1;48.89;1;51;1;43.97;3;NaN;NaN
q64a042;TSI2;49.39983;-66.21767;247181;198.8;03-Dec-2001;17:35:05;29281;240;198.8;0.06;4.55;0.001;34.12;27.03;0.219;2.416;NaN;34.15;1;7.648;4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.02;1;0.01;1;NaN;NaN;22.07;1;23.11;1;18.48;3;NaN;NaN;NaN;NaN;2.02;1;2;1;34.74;1;36.63;1;33.46;3;NaN;NaN
q64a042;TSI2;49.39983;-66.21767;247182;100;03-Dec-2001;17:35:05;34332;240;100;0.04;1.94;0.003;33.06;26.42;0.171;4.618;NaN;33.09;1;4.554;1;NaN;NaN;NaN;NaN;0.18;1;0.09;1;-0.12;0.02;0.07;1;0.09;1;0.01;1;0.02;1;NaN;NaN;16.38;1;17.17;1;17.14;1;13.88;3;NaN;NaN;1.59;1;1.63;1;21.57;1;21.35;1;18.84;3;NaN;NaN
q64a042;TSI2;49.39983;-66.21767;247183;49.7;03-Dec-2001;17:35:05;37892;240;49.7;0.05;0.72;0.004;32.23;25.84;0.313;6.884;NaN;32.25;1;6.474;1;NaN;NaN;NaN;NaN;0.2;1;0.21;1;-0.13;-0.13;0.15;1;0.16;1;0.03;1;0.05;1;NaN;NaN;11.03;1;10.67;1;10.92;1;NaN;NaN;NaN;NaN;1.21;1;1.17;1;11.44;1;10.37;1;10.12;3;NaN;NaN
q64a042;TSI2;49.39983;-66.21767;247184;26.2;03-Dec-2001;17:35:05;40657;240;26.2;0.03;1.52;0.003;31.56;25.25;1.248;7.556;NaN;31.59;1;7.643;1;NaN;NaN;NaN;NaN;0.71;1;0.64;1;-0.34;-0.33;0.61;1;0.54;1;0.16;1;0.16;1;NaN;NaN;5.75;1;5.59;1;5.66;1;NaN;NaN;NaN;NaN;0.83;1;0.82;1;7.19;1;5.9;1;5.68;1;NaN;NaN
q64a042;TSI2;49.39983;-66.21767;247185;14.9;03-Dec-2001;17:35:05;42898;240;14.9;0.05;1.53;0.002;31.56;25.25;1.384;7.557;NaN;31.58;1;7.649;1;NaN;NaN;NaN;NaN;0.72;1;0.7;1;-0.36;-0.36;0.6;1;0.58;1;0.16;1;0.17;1;NaN;NaN;5.73;1;5.54;1;5.61;1;NaN;NaN;NaN;NaN;0.86;1;0.87;1;6.82;1;6.13;1;5.69;1;NaN;NaN
q64a042;TSI2;49.39983;-66.21767;247186;5.2;03-Dec-2001;17:35:05;45171;240;5.2;0.08;1.51;0;31.56;25.25;1.293;7.551;NaN;31.58;1;7.649;1;NaN;NaN;NaN;NaN;0.72;1;0.77;1;-0.34;-0.37;0.61;1;0.64;1;0.15;1;0.17;1;NaN;NaN;5.56;1;5.73;1;4.87;3;5.8;1;NaN;NaN;0.82;1;0.81;1;6.98;1;6.02;1;5.72;1;NaN;NaN
q64a042;TSI2;49.39983;-66.21767;247187;3.3;03-Dec-2001;17:35:05;47305;240;3.3;0.12;1.51;0;31.56;25.25;1.308;7.551;NaN;31.59;1;7.641;1;NaN;NaN;NaN;NaN;0.72;1;0.69;1;-0.36;-0.35;0.6;1;0.57;1;0.16;1;0.17;1;NaN;NaN;5.76;1;5.7;1;4.95;3;NaN;NaN;NaN;NaN;0.84;1;0.87;1;6.76;1;NaN;NaN;NaN;NaN;NaN;NaN
q64a043;TSI1,CG;49.2415;-66.19583;247188;178.4;03-Dec-2001;19:51:05;12842;240;178.4;0.05;3.67;0.001;33.77;26.84;0.399;2.766;NaN;33.79;1;2.669;1;2.659;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.04;1;0.04;1;NaN;NaN;20.62;1;21.13;1;NaN;NaN;NaN;NaN;NaN;NaN;1.96;1;2.04;1;36.07;1;36.05;1;NaN;NaN;NaN;NaN
q64a043;TSI1,CG;49.2415;-66.19583;247189;100.1;03-Dec-2001;19:51:05;17473;240;100.1;0.04;1.29;0.01;32.74;26.21;0.08;5.709;NaN;32.77;1;5.313;1;NaN;NaN;NaN;NaN;0.05;1;0.03;1;0;0.02;0.05;1;0.04;1;0.02;1;0.02;1;NaN;NaN;14.39;1;14.24;1;NaN;NaN;NaN;NaN;NaN;NaN;1.4;1;1.42;1;17.68;1;18.09;1;NaN;NaN;NaN;NaN
q64a043;TSI1,CG;49.2415;-66.19583;247190;50.2;03-Dec-2001;19:51:05;21744;240;50.2;0.06;2.31;0.001;31.39;25.06;0.884;7.301;NaN;31.4;1;7.27;1;NaN;NaN;NaN;NaN;0.43;1;0.39;1;-0.29;-0.21;0.25;1;0.35;1;0.15;1;0.15;1;NaN;NaN;5.75;1;5.8;1;NaN;NaN;NaN;NaN;NaN;NaN;0.79;1;0.84;1;6.77;1;6.8;1;NaN;NaN;NaN;NaN
q64a043;TSI1,CG;49.2415;-66.19583;247191;26.6;03-Dec-2001;19:51:05;24378;240;26.6;0.04;2.21;0.015;30.18;24.1;0.943;7.159;NaN;30.17;1;7.208;1;NaN;NaN;NaN;NaN;0.36;1;0.42;1;-0.24;-0.28;0.24;1;0.26;1;0.12;1;0.11;1;NaN;NaN;8.82;1;9.13;1;NaN;NaN;NaN;NaN;NaN;NaN;0.97;1;1;1;11.41;1;11.1;1;NaN;NaN;NaN;NaN
