CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;terrain;labo
Fichier;Station;Latitude;Longitude;Echantillon;Date;Heure;PRES;PSAL;TE90;DOXY;OXY_XX;TEMP_RT;SSAL_BS
(nom);(nom/no);(degres);(degres);(no_unique);(jj-mmm-yyyy);(GMT);(dbar);(psu);(celsius);(ml/l);(ml/l);(celsius);(g/kg)
HUD2000050_002;HL_02;44.295667;-63.2305;232237;30-sep-00;19:26:00;142.05;34.475;9.04;3.2;3.2;9.04;34.475
HUD2000050_002;HL_02;44.295667;-63.2305;232238;30-sep-00;19:28:00;103.4;33.403;6.069;4.2;4.2;6.069;33.403
HUD2000050_002;HL_02;44.295667;-63.2305;232239;30-sep-00;19:30:00;83.08;32.906;5.184;5;5;5.184;32.906
HUD2000050_002;HL_02;44.295667;-63.2305;232240;30-sep-00;19:31:00;64.47;32.391;4.931;5.6;5.6;4.931;32.391
HUD2000050_002;HL_02;44.295667;-63.2305;232241;30-sep-00;19:32:00;53.32;32.221;5.404;6;6;5.404;32.221
HUD2000050_002;HL_02;44.295667;-63.2305;232242;30-sep-00;19:32:00;42.85;31.929;6.465;6.1;6.1;6.465;31.929
HUD2000050_002;HL_02;44.295667;-63.2305;232243;30-sep-00;19:33:00;33.21;31.729;8.942;6.2;6.2;8.942;31.729
HUD2000050_002;HL_02;44.295667;-63.2305;232244;30-sep-00;19:33:00;32.67;31.703;9.078;6.1;6.1;9.078;31.703
HUD2000050_002;HL_02;44.295667;-63.2305;232245;30-sep-00;19:34:00;23.89;30.892;12.185;6;6;12.185;30.892
HUD2000050_002;HL_02;44.295667;-63.2305;232246;30-sep-00;19:35:00;13.43;30.677;14.559;5.6;5.6;14.559;30.677
HUD2000050_002;HL_02;44.295667;-63.2305;232247;30-sep-00;19:35:00;13.62;30.678;14.575;5.6;5.6;14.575;30.678
HUD2000050_002;HL_02;44.295667;-63.2305;232248;30-sep-00;19:36:00;3.66;30.683;14.591;5.5;5.5;14.591;30.683
HUD2000050_002;HL_02;44.295667;-63.2305;232249;30-sep-00;19:36:00;3.92;30.682;14.594;5.5;5.5;14.594;30.682
HUD2000050_002;HL_02;44.295667;-63.2305;232250;30-sep-00;19:36:00;3.9;30.682;14.594;5.4;5.4;14.594;30.682
HUD2000050_002;HL_02;44.295667;-63.2305;232251;30-sep-00;19:36:00;3.76;30.682;14.594;5.4;5.4;14.594;30.682
HUD2000050_002;HL_02;44.295667;-63.2305;232252;30-sep-00;19:36:00;3.49;30.682;14.594;5.4;5.4;14.594;30.682
HUD2000050_002;HL_02;44.295667;-63.2305;232253;30-sep-00;19:36:00;3.67;30.682;14.594;5.4;5.4;14.594;30.682
HUD2000050_002;HL_02;44.295667;-63.2305;232254;30-sep-00;19:36:00;3.92;30.683;14.589;5.4;5.4;14.589;30.683
HUD2000050_002;HL_02;44.295667;-63.2305;232255;30-sep-00;19:36:00;3.8;30.683;14.59;5.4;5.4;14.59;30.683
HUD2000050_002;HL_02;44.295667;-63.2305;232256;30-sep-00;19:36:00;3.96;30.683;14.589;5.4;5.4;14.589;30.683
HUD2000050_002;HL_02;44.295667;-63.2305;232257;30-sep-00;19:36:00;3.66;30.683;14.588;5.4;5.4;14.588;30.683
HUD2000050_002;HL_02;44.295667;-63.2305;232258;30-sep-00;19:36:00;3.9;30.683;14.59;5.4;5.4;14.59;30.683
HUD2000050_002;HL_02;44.295667;-63.2305;232259;30-sep-00;19:36:00;3.91;30.683;14.589;5.4;5.4;14.589;30.683
HUD2000050_002;HL_02;44.295667;-63.2305;232260;30-sep-00;19:36:00;3.97;30.683;14.591;5.4;5.4;14.591;30.683
HUD2000050_009;RL_02;43.248;-64.619667;232261;01-oct-00;07:20:00;103.85;33.095;5.526;4.5;4.5;5.526;33.095
HUD2000050_009;RL_02;43.248;-64.619667;232262;01-oct-00;07:22:00;82.37;32.77;4.861;4.8;4.8;4.861;32.77
HUD2000050_009;RL_02;43.248;-64.619667;232263;01-oct-00;07:24:00;63;32.275;5.028;5.5;5.5;5.028;32.275
HUD2000050_009;RL_02;43.248;-64.619667;232264;01-oct-00;07:26:00;52.3;32.144;6.383;5.7;5.7;6.383;32.144
HUD2000050_009;RL_02;43.248;-64.619667;232265;01-oct-00;07:27:00;41.97;32.062;7.28;5.8;5.8;7.28;32.062
HUD2000050_009;RL_02;43.248;-64.619667;232266;01-oct-00;07:29:00;31.94;31.804;11.413;5.8;5.8;11.413;31.804
HUD2000050_009;RL_02;43.248;-64.619667;232267;01-oct-00;07:30:00;22.08;31.642;12.98;5.6;5.6;12.98;31.642
HUD2000050_009;RL_02;43.248;-64.619667;232268;01-oct-00;07:32:00;12.63;31.573;13.596;5.5;5.5;13.596;31.573
HUD2000050_009;RL_02;43.248;-64.619667;232269;01-oct-00;07:33:00;2.78;31.574;13.584;5.5;5.5;13.584;31.574
HUD2000050_010;RL_01;43.251;-65.048667;232270;01-oct-00;09:37:00;160.21;33.826;7.534;3.2;3.2;7.534;33.826
HUD2000050_010;RL_01;43.251;-65.048667;232271;01-oct-00;09:39:00;100.76;33.413;6.424;3.3;3.3;6.424;33.413
HUD2000050_010;RL_01;43.251;-65.048667;232272;01-oct-00;09:40:00;81.93;33.126;6.667;3.8;3.8;6.667;33.126
HUD2000050_010;RL_01;43.251;-65.048667;232273;01-oct-00;09:41:00;63.44;33.038;6.759;4;4;6.759;33.038
HUD2000050_010;RL_01;43.251;-65.048667;232274;01-oct-00;09:42:00;53.67;32.92;5.96;4.1;4.1;5.96;32.92
HUD2000050_010;RL_01;43.251;-65.048667;232275;01-oct-00;09:43:00;43.9;32.59;5.488;4.1;4.1;5.488;32.59
HUD2000050_010;RL_01;43.251;-65.048667;232276;01-oct-00;09:43:00;33.65;31.59;7.935;3.9;3.9;7.935;31.59
HUD2000050_010;RL_01;43.251;-65.048667;232277;01-oct-00;09:43:00;33.13;31.706;7.916;3.9;3.9;7.916;31.706
HUD2000050_010;RL_01;43.251;-65.048667;232278;01-oct-00;09:44:00;23.33;30.339;11.86;3.9;3.9;11.86;30.339
HUD2000050_010;RL_01;43.251;-65.048667;232279;01-oct-00;09:45:00;13.77;30.998;13.712;3.7;3.7;13.712;30.998
HUD2000050_010;RL_01;43.251;-65.048667;232280;01-oct-00;09:45:00;13.83;31.103;13.692;4;4;13.692;31.103
HUD2000050_010;RL_01;43.251;-65.048667;232281;01-oct-00;09:46:00;3.35;31.504;14.014;3.9;3.9;14.014;31.504
HUD2000050_021;BBL_01;43.257167;-65.512667;232282;01-oct-00;15:29:00;51.6;32.362;7.308;4.3;4.3;7.308;32.362
HUD2000050_021;BBL_01;43.257167;-65.512667;232283;01-oct-00;15:30:00;43.88;32.335;7.277;4.4;4.4;7.277;32.335
HUD2000050_021;BBL_01;43.257167;-65.512667;232284;01-oct-00;15:31:00;33.44;32.297;7.138;4.3;4.3;7.138;32.297
HUD2000050_021;BBL_01;43.257167;-65.512667;232285;01-oct-00;15:32:00;23.16;32.198;7.142;4.4;4.4;7.142;32.198
HUD2000050_021;BBL_01;43.257167;-65.512667;232286;01-oct-00;15:32:00;23.15;32.189;7.15;4.3;4.3;7.15;32.189
HUD2000050_021;BBL_01;43.257167;-65.512667;232287;01-oct-00;15:32:00;23.43;32.165;7.173;4.3;4.3;7.173;32.165
HUD2000050_021;BBL_01;43.257167;-65.512667;232288;01-oct-00;15:33:00;13.29;32.121;7.35;4.1;4.1;7.35;32.121
HUD2000050_021;BBL_01;43.257167;-65.512667;232289;01-oct-00;15:33:00;13.47;30.239;9.575;4;4;9.575;30.239
HUD2000050_021;BBL_01;43.257167;-65.512667;232290;01-oct-00;15:33:00;13.24;30.361;9.415;4;4;9.415;30.361
HUD2000050_021;BBL_01;43.257167;-65.512667;232291;01-oct-00;15:33:00;13.46;30.547;9.716;3.9;3.9;9.716;30.547
HUD2000050_021;BBL_01;43.257167;-65.512667;232292;01-oct-00;15:33:00;13.57;30.483;9.658;4;4;9.658;30.483
HUD2000050_021;BBL_01;43.257167;-65.512667;232293;01-oct-00;15:34:00;3.72;30.593;14.402;4.1;4.1;14.402;30.593
HUD2000050_023;BBL_02;42.999667;-65.479667;232295;01-oct-00;17:31:00;111.78;33.416;7.112;3.1;3.1;7.112;33.416
HUD2000050_023;BBL_02;42.999667;-65.479667;232296;01-oct-00;17:32:00;83.68;33.388;7.069;3.5;3.5;7.069;33.388
HUD2000050_023;BBL_02;42.999667;-65.479667;232297;01-oct-00;17:33:00;63.92;33.042;7.098;3.6;3.6;7.098;33.042
HUD2000050_023;BBL_02;42.999667;-65.479667;232298;01-oct-00;17:34:00;53.83;32.824;7.2;3.6;3.6;7.2;32.824
HUD2000050_023;BBL_02;42.999667;-65.479667;232299;01-oct-00;17:35:00;43.85;32.559;7.5;3.8;3.8;7.5;32.559
HUD2000050_023;BBL_02;42.999667;-65.479667;232300;01-oct-00;17:35:00;33.51;32.028;8.526;3.7;3.7;8.526;32.028
HUD2000050_023;BBL_02;42.999667;-65.479667;232301;01-oct-00;17:36:00;23.83;31.439;10.307;3.6;3.6;10.307;31.439
HUD2000050_023;BBL_02;42.999667;-65.479667;232302;01-oct-00;17:37:00;13.64;31.173;11.456;3.5;3.5;11.456;31.173
HUD2000050_023;BBL_02;42.999667;-65.479667;232303;01-oct-00;17:38:00;3.56;31.596;11.713;3.8;3.8;11.713;31.596
HUD2000050_028;BBL_03;42.758333;-65.462167;232304;01-oct-00;20:12:00;101.47;33.264;7.531;3.7;3.7;7.531;33.264
HUD2000050_028;BBL_03;42.758333;-65.462167;232305;01-oct-00;20:13:00;83.91;33.231;7.572;3.8;3.8;7.572;33.231
HUD2000050_028;BBL_03;42.758333;-65.462167;232306;01-oct-00;20:14:00;64.62;33.096;7.94;3.5;3.5;7.94;33.096
HUD2000050_028;BBL_03;42.758333;-65.462167;232307;01-oct-00;20:15:00;53.91;33.218;7.89;3.5;3.5;7.89;33.218
HUD2000050_028;BBL_03;42.758333;-65.462167;232308;01-oct-00;20:16:00;44;33.872;7.159;3.4;3.4;7.159;33.872
HUD2000050_028;BBL_03;42.758333;-65.462167;232309;01-oct-00;20:16:00;34.11;32.162;7.963;3.8;3.8;7.963;32.162
HUD2000050_028;BBL_03;42.758333;-65.462167;232310;01-oct-00;20:17:00;24.14;31.42;9.952;3.5;3.5;9.952;31.42
HUD2000050_028;BBL_03;42.758333;-65.462167;232311;01-oct-00;20:18:00;14.3;31.511;12.53;4.2;4.2;12.53;31.511
HUD2000050_028;BBL_03;42.758333;-65.462167;232312;01-oct-00;20:19:00;4.37;32.008;13.47;4.8;4.8;13.47;32.008
HUD2000050_031;BBL_04;42.439;-65.461667;232313;01-oct-00;23:01:00;92.78;33.608;9.576;3.7;3.7;9.576;33.608
HUD2000050_031;BBL_04;42.439;-65.461667;232314;01-oct-00;23:03:00;83.23;33.512;9.579;3.7;3.7;9.579;33.512
HUD2000050_031;BBL_04;42.439;-65.461667;232315;01-oct-00;23:05:00;62.95;33.435;9.598;3.7;3.7;9.598;33.435
HUD2000050_031;BBL_04;42.439;-65.461667;232316;01-oct-00;23:07:00;52.97;33.19;9.69;3.8;3.8;9.69;33.19
HUD2000050_031;BBL_04;42.439;-65.461667;232317;01-oct-00;23:08:00;43.14;32.138;12.456;3.5;3.5;12.456;32.138
HUD2000050_031;BBL_04;42.439;-65.461667;232318;01-oct-00;23:09:00;33.19;31.996;13.492;3.4;3.4;13.492;31.996
HUD2000050_031;BBL_04;42.439;-65.461667;232319;01-oct-00;23:10:00;23.52;31.521;14.05;3.7;3.7;14.05;31.521
HUD2000050_031;BBL_04;42.439;-65.461667;232320;01-oct-00;23:12:00;2.94;31.883;14.6;3.7;3.7;14.6;31.883
HUD2000050_031;BBL_04;42.439;-65.461667;232321;01-oct-00;23:12:00;3.21;32.079;14.6;4.2;4.2;14.6;32.079
HUD2000050_036;PSM_01;42.335667;-65.888667;232322;02-oct-00;04:07:00;197.04;35.082;7.667;2.9;2.9;7.667;35.082
HUD2000050_036;PSM_01;42.335667;-65.888667;232323;02-oct-00;04:09:00;152.94;34.121;9.219;2.8;2.8;9.219;34.121
HUD2000050_036;PSM_01;42.335667;-65.888667;232324;02-oct-00;04:11:00;100.71;33.676;8.445;3;3;8.445;33.676
HUD2000050_036;PSM_01;42.335667;-65.888667;232325;02-oct-00;04:13:00;82.31;33.947;8.189;3.1;3.1;8.189;33.947
HUD2000050_036;PSM_01;42.335667;-65.888667;232326;02-oct-00;04:14:00;61.45;33.962;8.334;3.3;3.3;8.334;33.962
HUD2000050_036;PSM_01;42.335667;-65.888667;232327;02-oct-00;04:16:00;50.86;33.88;8.832;2.8;2.8;8.832;33.88
HUD2000050_036;PSM_01;42.335667;-65.888667;232328;02-oct-00;04:17:00;41;31.663;13.2;2.8;2.8;13.2;31.663
HUD2000050_036;PSM_01;42.335667;-65.888667;232329;02-oct-00;04:18:00;30.5;32.092;13.811;3.5;3.5;13.811;32.092
HUD2000050_036;PSM_01;42.335667;-65.888667;232330;02-oct-00;04:20:00;20.85;32.666;14.102;3;3;14.102;32.666
HUD2000050_036;PSM_01;42.335667;-65.888667;232331;02-oct-00;04:21:00;9.9;32.242;14.433;3.1;3.1;14.433;32.242
HUD2000050_036;PSM_01;42.335667;-65.888667;232332;02-oct-00;04:22:00;3.77;32.077;14.425;3.7;3.7;14.425;32.077
HUD2000050_038;BBL_05;42.127833;-65.498833;232333;02-oct-00;06:57:00;195.33;35.158;10.58;2.9;2.9;10.58;35.158
HUD2000050_038;BBL_05;42.127833;-65.498833;232334;02-oct-00;07:00:00;154.66;35.129;10.9;2.7;2.7;10.9;35.129
HUD2000050_038;BBL_05;42.127833;-65.498833;232335;02-oct-00;07:02:00;104.66;34.742;9.573;3.1;3.1;9.573;34.742
HUD2000050_038;BBL_05;42.127833;-65.498833;232336;02-oct-00;07:04:00;84.46;34.133;8.072;3;3;8.072;34.133
HUD2000050_038;BBL_05;42.127833;-65.498833;232337;02-oct-00;07:05:00;64.09;33.867;6.104;3.2;3.2;6.104;33.867
HUD2000050_038;BBL_05;42.127833;-65.498833;232338;02-oct-00;07:06:00;54.45;33.288;5.832;3;3;5.832;33.288
HUD2000050_038;BBL_05;42.127833;-65.498833;232339;02-oct-00;07:08:00;44.23;32.57;6.065;3.5;3.5;6.065;32.57
HUD2000050_038;BBL_05;42.127833;-65.498833;232340;02-oct-00;07:09:00;34.31;31.635;8.548;3.6;3.6;8.548;31.635
