CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;PHPH;CHL_01;Si_01;PO4_01;NOx_01;PSAL_BS;NO2_01;OXY_02
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);((none));(mg/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(PSU);(mmol/m**3);(ml/l)
18VA18667_102;HL_0;44.6937;-63.6403;444102;10.59;08-may-18;12:28:00;30.5178;4.4306;6.81;7.995;2.4766;0.585;0.4965;2.365;NaN;0.855;NaN
18VA18667_102;HL_0;44.6937;-63.6403;444103;5.45;08-may-18;12:28:00;30.0112;5.3066;7.385;8.004;1.9459;0.26;0.2715;0.81;NaN;0.1;7.3785
18VA18667_102;HL_0;44.6937;-63.6403;444104;1.46;08-may-18;12:28:00;27.2902;8.7379;7.096;7.994;1.769;1.715;0.1835;1.47;NaN;0.1;NaN
18VA18667_113;HL_0;44.6937;-63.6403;444033;60.63;10-jan-18;13:54:00;31.6813;4.7232;5.5222;8.082;0.09806;14.075;1.272;10.045;31.613;0.345;5.731
18VA18667_113;HL_0;44.6937;-63.6403;444034;10.49;10-jan-18;13:51:00;31.0034;3.1386;6.5516;8.074;1.29373;14.675;1.2285;10.68;NaN;0.54;NaN
18VA18667_113;HL_0;44.6937;-63.6403;444035;5.41;10-jan-18;13:51:00;30.9906;3.1352;6.5545;8.068;1.55687;14.765;1.253;10.495;NaN;0.39;6.761
18VA18667_113;HL_0;44.6937;-63.6403;444036;1.33;10-jan-18;13:51:00;30.9877;3.1202;6.5461;8.061;1.53494;14.675;1.225;10.485;NaN;0.365;NaN
18VA18667_114;HL_0;44.6937;-63.6403;444105;60.66;16-may-18;12:33:00;31.2892;3.5863;4.2703;7.944;0.14799;21.175;2.086;12.08;31.328;0.23;4.402
18VA18667_114;HL_0;44.6937;-63.6403;444106;10.49;16-may-18;12:31:00;30.4432;5.0865;6.8172;8.078;2.06117;1.52;0.5415;1.385;NaN;0.14;NaN
18VA18667_114;HL_0;44.6937;-63.6403;444107;5.58;16-may-18;12:31:00;29.824;7.1049;6.9937;8.066;4.90899;0.83;0.255;1.09;NaN;0.095;7.2875
18VA18667_114;HL_0;44.6937;-63.6403;444108;1.24;16-may-18;12:31:00;28.4947;9.9982;6.9002;8.057;5.04166;0.7;0.2035;1.17;NaN;0.1;NaN
18VA18667_127;HL_0;44.6937;-63.6403;444109;60.73;23-may-18;12:25:00;31.2714;3.5566;4.3369;7.968;0.09418;20.53;2.018;12.01;31.372;0.22;4.6805
18VA18667_127;HL_0;44.6937;-63.6403;444110;10.63;23-may-18;12:23:00;30.4685;5.4253;6.8337;8.161;5.92617;0.79;0.3505;0.465;NaN;0.145;NaN
18VA18667_127;HL_0;44.6937;-63.6403;444111;5.42;23-may-18;12:23:00;30.2524;6.7475;7.4319;8.157;3.89181;0.165;0.2085;0.195;NaN;0.05;7.605
18VA18667_127;HL_0;44.6937;-63.6403;444112;1.51;23-may-18;12:23:00;29.0361;10.9207;6.7112;8.13;2.52083;0.21;0.164;0.215;NaN;0.06;NaN
18VA18667_138;HL_0;44.6937;-63.6403;444113;60.76;30-may-18;12:18:00;31.2688;3.5553;4.0667;7.652;0.34083;22.06;2.1025;11.785;31.292;0.285;4.3255
18VA18667_138;HL_0;44.6937;-63.6403;444114;10.53;30-may-18;12:17:00;30.6572;5.1881;6.827;7.704;4.77631;2.59;0.5265;0.865;NaN;0.11;NaN
18VA18667_138;HL_0;44.6937;-63.6403;444115;5.45;30-may-18;12:17:00;30.3157;7.0586;6.9995;7.624;2.1228;1.95;0.3795;0.675;NaN;0.06;7.138
18VA18667_138;HL_0;44.6937;-63.6403;444116;1.3;30-may-18;12:17:00;29.3906;8.9235;6.8751;7.538;1.50365;2.055;0.4295;0.88;NaN;0.065;NaN
18VA18667_149;HL_0;44.6937;-63.6403;444117;60.75;06-jun-18;12:08:00;31.2675;3.5588;3.7188;7.619;0.15247;23.5;2.198;12.575;31.315;0.21;4.2565
18VA18667_149;HL_0;44.6937;-63.6403;444118;10.47;06-jun-18;12:06:00;30.5945;6.1444;7.1581;7.816;13.52808;2.99;0.4055;0.705;NaN;0.29;NaN
18VA18667_149;HL_0;44.6937;-63.6403;444119;5.38;06-jun-18;12:06:00;30.3711;7.3654;7.2511;7.758;2.6535;2.66;0.233;0.25;NaN;0.04;7.4445
18VA18667_149;HL_0;44.6937;-63.6403;444120;1.38;06-jun-18;12:06:00;29.978;8.4809;7.1235;7.683;2.16703;2.695;0.2075;0.275;NaN;0.05;NaN
18VA18667_160;HL_0;44.6937;-63.6403;444121;60.74;13-jun-18;12:48:00;31.2567;3.5522;3.467;7.707;0.17938;28.525;2.6255;12.76;31.346;0.255;3.5315
18VA18667_160;HL_0;44.6937;-63.6403;444122;10.44;13-jun-18;12:46:00;30.5609;6.7784;7.311;8.023;4.33406;3.33;0.394;0.785;NaN;0.26;NaN
18VA18667_160;HL_0;44.6937;-63.6403;444123;5.43;13-jun-18;12:46:00;30.2287;8.9379;7.4001;8.006;2.21125;3.055;0.2175;0.225;NaN;0.035;7.549
18VA18667_160;HL_0;44.6937;-63.6403;444124;1.42;13-jun-18;12:46:00;30.0579;9.8659;7.1896;7.984;1.5069;3.025;0.1785;0.225;NaN;0.04;NaN
18VA18667_171;HL_0;44.6937;-63.6403;444125;60.77;20-jun-18;12:47:00;31.2379;3.5432;3.5906;7.811;0.22423;25.985;2.4255;12.455;31.3;0.255;3.748
18VA18667_171;HL_0;44.6937;-63.6403;444126;10.61;20-jun-18;12:45:00;30.5781;7.1089;7.2082;8.149;10.24854;2.005;0.3125;0.25;NaN;0.08;NaN
18VA18667_171;HL_0;44.6937;-63.6403;444127;5.58;20-jun-18;12:45:00;30.2159;9.2804;7.9562;8.141;10.24854;0.39;0.216;0.165;NaN;0.05;8.018
18VA18667_171;HL_0;44.6937;-63.6403;444128;1.21;20-jun-18;12:45:00;29.8928;11.1784;7.4881;8.116;5.04166;0.05;0.1415;0.16;NaN;0.045;NaN
18VA18667_182;HL_0;44.6937;-63.6403;444129;60.74;26-jun-18;12:43:00;31.244;3.5473;3.2924;7.797;1.24709;28.265;2.599;13.045;31.28;0.225;3.4715
18VA18667_182;HL_0;44.6937;-63.6403;444130;10.43;26-jun-18;12:41:00;30.6045;7.3013;6.8252;7.987;2.4766;1.7;0.2935;0.32;NaN;0.07;NaN
18VA18667_182;HL_0;44.6937;-63.6403;444131;5.49;26-jun-18;12:41:00;30.2446;8.5165;7.1115;7.975;1.28173;0.855;0.1795;0.135;NaN;0.02;7.2155
18VA18667_182;HL_0;44.6937;-63.6403;444132;1.55;26-jun-18;12:41:00;30.1362;9.0789;7.0567;7.969;1.21245;0.815;0.173;0.15;NaN;0.035;NaN
18VA18667_193;HL_0;44.6937;-63.6403;444133;60.71;04-jul-18;12:28:00;31.2378;3.5525;2.78;7.699;1.69743;30.545;2.8195;13.77;31.255;0.25;3.011
18VA18667_193;HL_0;44.6937;-63.6403;444134;10.45;04-jul-18;12:26:00;30.5758;8.2715;6.7064;7.9;5.57236;0.38;0.225;0.155;NaN;0.06;NaN
18VA18667_193;HL_0;44.6937;-63.6403;444135;5.42;04-jul-18;12:26:00;30.2602;10.9335;7.7675;7.852;4.95321;0;0.156;0.04;NaN;0.025;7.8185
18VA18667_193;HL_0;44.6937;-63.6403;444136;1.3;04-jul-18;12:26:00;29.6242;14.8785;7.0734;7.768;2.6535;0.845;0.1035;0.05;NaN;0.03;NaN
18VA18667_204;HL_0;44.6937;-63.6403;444137;60.67;11-jul-18;12:28:00;31.228;3.5571;2.5888;7.602;1.0046;30.64;2.7145;15.23;31.314;0.22;3.089
