CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;CTD
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;PHPH;OXYM_01;Si_01;PO4_01;CHL_03;FLOR
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);((none));(mmol/m**3);(mmol/m**3);(mmol/m**3);(mg/m**3);(mg/m**3)
18HU11111_2579;1001;42.775;-49.828;365402;1485.45;03-dec-11;10:16:00;34.88;3.96;NaN;NaN;8.49;1.07;NaN;0.57
18HU11111_2579;1001;42.775;-49.828;365403;148.66;03-dec-11;10:16:00;34.61;5.11;NaN;NaN;8.905;1.035;NaN;0.6
18HU11111_2579;1001;42.775;-49.828;365404;99.28;03-dec-11;10:16:00;34.32;6.3;NaN;NaN;7.945;0.995;0.115;0.64
18HU11111_2579;1001;42.775;-49.828;365405;74.99;03-dec-11;10:16:00;33.41;3.66;NaN;NaN;3.435;0.575;1.63;1.6
18HU11111_2579;1001;42.775;-49.828;365406;50.29;03-dec-11;10:16:00;33.03;3.72;NaN;NaN;2.645;0.54;3.345;2.99
18HU11111_2579;1001;42.775;-49.828;365407;40.27;03-dec-11;10:16:00;32.97;4.59;NaN;NaN;1.975;0.45;3.09;3.21
18HU11111_2579;1001;42.775;-49.828;365408;30.55;03-dec-11;10:16:00;32.83;6.84;NaN;NaN;2.195;0.425;1.91;2.52
18HU11111_2579;1001;42.775;-49.828;365409;20.34;03-dec-11;10:16:00;32.73;7.66;NaN;NaN;1.345;0.36;2.19;2.65
18HU11111_2579;1001;42.775;-49.828;365410;10.81;03-dec-11;10:16:00;32.69;8.01;NaN;NaN;1.145;0.315;0.185;2.52
18HU11111_2579;1001;42.775;-49.828;365411;5.46;03-dec-11;10:16:00;32.62;8.38;NaN;NaN;1.165;0.295;0.235;2.42
18HU11111_2580;1011;42.85;-49.887;365412;398.82;03-dec-11;12:34:00;34.7;3.85;8.01;NaN;10.105;1.12;NaN;0.6
18HU11111_2580;1011;42.85;-49.887;365413;147.87;03-dec-11;12:34:00;34.45;3.53;8.025;NaN;9.78;1.06;NaN;0.61
18HU11111_2580;1011;42.85;-49.887;365414;98.79;03-dec-11;12:34:00;33.9;3.35;8.068;NaN;6.04;0.77;0.245;0.83
18HU11111_2580;1011;42.85;-49.887;365415;74.09;03-dec-11;12:34:00;33.69;3.05;8.07;NaN;5.85;0.755;0.595;1.05
18HU11111_2580;1011;42.85;-49.887;365416;49.1;03-dec-11;12:34:00;33.38;3.26;8.085;NaN;4.5;0.705;1.91;2.06
18HU11111_2580;1011;42.85;-49.887;365417;38.89;03-dec-11;12:34:00;33.11;3.43;8.112;NaN;2.595;0.585;3.845;3.52
18HU11111_2580;1011;42.85;-49.887;365418;29.07;03-dec-11;12:34:00;33.02;3.82;8.137;NaN;1.36;0.555;5.065;5.09
18HU11111_2580;1011;42.85;-49.887;365419;19.15;03-dec-11;12:34:00;32.83;4.77;8.163;NaN;0.44;0.455;5.47;5.84
18HU11111_2580;1011;42.85;-49.887;365420;9.03;03-dec-11;12:34:00;32.8;4.79;8.166;NaN;0.58;0.45;0.025;5.32
18HU11111_2580;1011;42.85;-49.887;365421;4.27;03-dec-11;12:34:00;32.79;4.78;8.166;NaN;0.43;0.38;0.02;5.3
18HU11111_2581;1031;43.2;-50.167;365422;63.38;03-dec-11;16:47:00;33.42;3.95;8.049;290.7366;6.875;0.9;0.95;1.28
18HU11111_2581;1031;43.2;-50.167;365423;49.6;03-dec-11;16:47:00;33.42;3.95;8.049;310.96758;1.21;0.465;3.25;1.14
18HU11111_2581;1031;43.2;-50.167;365424;40.47;03-dec-11;16:47:00;33.37;4.01;8.054;NaN;4.44;0.775;0.02;1.54
18HU11111_2581;1031;43.2;-50.167;365425;30.45;03-dec-11;16:47:00;32.47;6.77;8.098;306.18896;2.25;0.46;0.02;2.17
18HU11111_2581;1031;43.2;-50.167;365426;20.73;03-dec-11;16:47:00;32.36;6.89;8.109;NaN;1.91;0.475;0.04;2.83
18HU11111_2581;1031;43.2;-50.167;365427;10.81;03-dec-11;16:47:00;32.32;6.71;8.125;312.57534;1.075;0.435;0.045;3.26
18HU11111_2581;1031;43.2;-50.167;365428;5.16;03-dec-11;16:47:00;32.32;6.74;8.121;312.21806;1.16;0.44;0.05;3.23
18HU11111_2582;1041;43.633;-50.517;365429;57.03;04-dec-11;16:17:00;32.49;7.52;8.034;NaN;7.135;0.685;0.615;1.33
18HU11111_2582;1041;43.633;-50.517;365430;50.39;04-dec-11;16:17:00;32.42;8.13;8.096;NaN;5.985;0.605;0.815;1.64
18HU11111_2582;1041;43.633;-50.517;365431;40.87;04-dec-11;16:17:00;32.42;8.15;8.096;NaN;4.595;0.48;0.82;1.63
18HU11111_2582;1041;43.633;-50.517;365432;30.65;04-dec-11;16:17:00;32.42;8.16;8.101;NaN;5.305;0.58;0.83;1.69
18HU11111_2582;1041;43.633;-50.517;365433;20.43;04-dec-11;16:17:00;32.42;8.16;8.101;NaN;5.03;0.56;0.805;1.74
18HU11111_2582;1041;43.633;-50.517;365434;10.52;04-dec-11;16:17:00;32.42;8.16;8.101;NaN;4.06;0.49;0.81;1.74
18HU11111_2582;1041;43.633;-50.517;365435;5.85;04-dec-11;16:17:00;32.42;8.16;8.101;NaN;5.25;0.595;0.815;1.85
18HU11111_2583;1051;44;-50.808;365436;66.55;04-dec-11;23:07:00;32.75;4.92;7.959;NaN;13.41;1.195;0.25;0.96
18HU11111_2583;1051;44;-50.808;365437;49.89;04-dec-11;23:07:00;32.45;8.18;8.125;NaN;NaN;NaN;NaN;1.57
18HU11111_2583;1051;44;-50.808;365438;40.37;04-dec-11;23:07:00;32.45;8.19;8.125;NaN;5.15;0.6;0.72;1.63
18HU11111_2583;1051;44;-50.808;365439;30.35;04-dec-11;23:07:00;32.45;8.19;8.127;NaN;4.245;0.52;0.76;1.63
18HU11111_2583;1051;44;-50.808;365440;20.33;04-dec-11;23:07:00;32.45;8.18;8.129;NaN;4.77;0.535;0.745;1.59
18HU11111_2583;1051;44;-50.808;365441;11.11;04-dec-11;23:07:00;32.45;8.18;8.129;NaN;3.715;0.445;0.685;1.66
18HU11111_2583;1051;44;-50.808;365442;6.05;04-dec-11;23:07:00;32.45;8.18;8.129;NaN;5.085;0.55;0.735;1.7
18HU11111_2584;1061;44.363;-51.103;365443;67.74;05-dec-11;04:08:00;32.8;4.12;7.884;NaN;13.84;0.995;0.295;0.96
18HU11111_2584;1061;44.363;-51.103;365444;51.18;05-dec-11;04:08:00;32.34;7.31;8.121;NaN;2.85;0.42;0.755;1.54
18HU11111_2584;1061;44.363;-51.103;365445;40.57;05-dec-11;04:08:00;32.34;7.31;8.124;NaN;3.78;0.44;0.725;1.46
18HU11111_2584;1061;44.363;-51.103;365446;30.85;05-dec-11;04:08:00;32.34;7.31;8.124;NaN;4.01;0.445;0.745;1.58
18HU11111_2584;1061;44.363;-51.103;365447;21.42;05-dec-11;04:08:00;32.34;7.32;8.124;NaN;2.76;0.365;0.75;1.48
18HU11111_2584;1061;44.363;-51.103;365448;11.31;05-dec-11;04:08:00;32.34;7.31;8.124;NaN;3.64;0.465;0.73;1.62
18HU11111_2584;1061;44.363;-51.103;365449;6.15;05-dec-11;04:08:00;32.34;7.31;8.124;NaN;4.115;0.5;0.76;1.58
18HU11111_2585;1071;44.725;-51.395;365450;68.53;05-dec-11;06:42:00;32.83;2.73;7.941;256.88432;12.66;1.26;0.79;1.08
18HU11111_2585;1071;44.725;-51.395;365451;51.28;05-dec-11;06:42:00;32.34;6.58;8.131;306.8142;1.515;0.45;1.455;2.06
18HU11111_2585;1071;44.725;-51.395;365452;41.26;05-dec-11;06:42:00;32.34;6.58;8.134;NaN;1.59;0.475;1.595;1.97
18HU11111_2585;1071;44.725;-51.395;365453;31.24;05-dec-11;06:42:00;32.34;6.58;8.136;301.455;1.275;0.41;1.56;2.06
18HU11111_2585;1071;44.725;-51.395;365454;21.42;05-dec-11;06:42:00;32.34;6.58;8.136;NaN;1.505;0.415;1.6;2.2
18HU11111_2585;1071;44.725;-51.395;365455;11.41;05-dec-11;06:42:00;32.34;6.58;8.136;303.9113;1.34;0.42;1.485;2.07
18HU11111_2585;1071;44.725;-51.395;365456;6.45;05-dec-11;06:42:00;32.34;6.58;8.136;303.33072;1.565;0.45;1.475;2.05
18HU11111_2586;1081;45.095;-51.7;365457;67.04;05-dec-11;09:51:00;32.91;1.22;7.966;NaN;12.895;1.19;1.64;1.35
18HU11111_2586;1081;45.095;-51.7;365458;50.18;05-dec-11;09:51:00;32.33;6.37;8.142;NaN;1.39;0.485;1.06;1.82
18HU11111_2586;1081;45.095;-51.7;365459;40.17;05-dec-11;09:51:00;32.33;6.37;8.15;NaN;1.41;0.49;1.475;1.8
18HU11111_2586;1081;45.095;-51.7;365460;30.15;05-dec-11;09:51:00;32.33;6.39;8.149;NaN;1.36;0.475;1.415;1.93
18HU11111_2586;1081;45.095;-51.7;365461;20.33;05-dec-11;09:51:00;32.33;6.39;8.149;NaN;1.09;0.39;1.47;1.86
18HU11111_2586;1081;45.095;-51.7;365462;10.41;05-dec-11;09:51:00;32.33;6.39;8.149;NaN;1.21;0.425;1.415;1.8
18HU11111_2586;1081;45.095;-51.7;365463;5.36;05-dec-11;09:51:00;32.33;6.39;8.149;NaN;1.21;0.47;1.465;1.87
18HU11111_2587;1091;45.458;-52;365464;75.17;05-dec-11;12:26:00;32.86;1.09;7.986;NaN;11.17;1.145;0.83;1.06
18HU11111_2587;1091;45.458;-52;365465;50.48;05-dec-11;12:26:00;32.33;6.2;8.145;NaN;1.21;0.51;1.905;2.17
18HU11111_2587;1091;45.458;-52;365466;39.27;05-dec-11;12:26:00;32.33;6.26;8.152;NaN;0.935;0.41;1.99;2.13
18HU11111_2587;1091;45.458;-52;365467;29.55;05-dec-11;12:26:00;32.33;6.27;8.153;NaN;0.93;0.41;1.765;2.26
18HU11111_2587;1091;45.458;-52;365468;19.74;05-dec-11;12:26:00;32.33;6.27;8.155;NaN;0.965;0.405;1.835;2.45
18HU11111_2587;1091;45.458;-52;365469;9.72;05-dec-11;12:26:00;32.33;6.28;8.156;NaN;1.205;0.45;1.795;2.26
18HU11111_2587;1091;45.458;-52;365470;4.86;05-dec-11;12:26:00;32.33;6.27;8.157;NaN;1.285;0.455;1.93;2.25
18HU11111_2588;11;47.547;-52.587;364990;168.02;20-nov-11;22:56:00;33.41;0.29;7.985;NaN;3.06333;0.50667;NaN;0.61
18HU11111_2588;11;47.547;-52.587;364991;152.16;20-nov-11;22:56:00;33.4;0.27;7.996;NaN;NaN;NaN;NaN;0.61
18HU11111_2588;11;47.547;-52.587;364992;101.72;20-nov-11;22:56:00;32.62;-0.37;8.033;NaN;8.07667;0.97;0.03;0.61
18HU11111_2588;11;47.547;-52.587;364993;76.54;20-nov-11;22:56:00;32.27;3.11;8.112;NaN;3.28333;0.54667;0.06;0.72
18HU11111_2588;11;47.547;-52.587;364994;51.96;20-nov-11;22:56:00;32.04;3.91;8.131;NaN;3.74;0.58333;0.07;0.85
18HU11111_2588;11;47.547;-52.587;364995;42.04;20-nov-11;22:56:00;31.58;5.12;8.137;NaN;3.86333;0.62333;0.08;0.96
18HU11111_2588;11;47.547;-52.587;364996;31.93;20-nov-11;22:56:00;31.48;5.71;8.145;NaN;4.54333;0.47667;0.07;1.05
18HU11111_2588;11;47.547;-52.587;364997;21.52;20-nov-11;22:56:00;31.46;5.84;8.151;NaN;2.84667;0.48333;0.075;1.04
18HU11111_2588;11;47.547;-52.587;364998;12.4;20-nov-11;22:56:00;31.46;5.83;8.159;NaN;3.16;0.46333;0.07;1.04
18HU11111_2588;11;47.547;-52.587;364999;6.54;20-nov-11;22:56:00;31.46;5.83;8.164;NaN;4.78333;0.63333;0.04;1.02
18HU11111_2589;1111;46.07;-52.5;365471;74.87;05-dec-11;16:55:00;33.01;0.9;7.958;NaN;16.56;1.275;0.23;0.74
18HU11111_2589;1111;46.07;-52.5;365472;50.38;05-dec-11;16:55:00;32.2;5.63;8.145;NaN;1.27;0.525;1.4;1.62
18HU11111_2589;1111;46.07;-52.5;365473;39.97;05-dec-11;16:55:00;32.2;5.65;8.145;NaN;0.975;0.445;1.29;1.53
18HU11111_2589;1111;46.07;-52.5;365474;30.45;05-dec-11;16:55:00;32.19;5.61;8.153;NaN;1.21;0.51;1.515;1.73
18HU11111_2589;1111;46.07;-52.5;365475;19.04;05-dec-11;16:55:00;32.18;5.6;8.155;NaN;1.335;0.515;1.25;1.79
18HU11111_2589;1111;46.07;-52.5;365476;9.92;05-dec-11;16:55:00;32.18;5.61;8.158;NaN;1.42;0.535;1.265;1.72
18HU11111_2589;1111;46.07;-52.5;365477;5.06;05-dec-11;16:55:00;32.18;5.61;8.158;NaN;1.3;0.49;1.26;1.69
18HU11111_2590;1131;46.35;-52.733;365478;167.94;05-dec-11;19:40:00;33.27;0.12;8.022;NaN;15.4;1.2;NaN;0.62
18HU11111_2590;1131;46.35;-52.733;365479;149.3;05-dec-11;19:40:00;33.26;0.1;8.026;296.22978;15.27;1.225;NaN;0.63
18HU11111_2590;1131;46.35;-52.733;365480;99.55;05-dec-11;19:40:00;33.07;-0.27;8.061;NaN;11.405;1.085;0.1;0.6
18HU11111_2590;1131;46.35;-52.733;365481;75.36;05-dec-11;19:40:00;32.72;0.63;8.067;NaN;8.305;0.98;0.345;0.64
18HU11111_2590;1131;46.35;-52.733;365482;60.49;05-dec-11;19:40:00;32.31;2.74;8.148;327.89372;2.81;0.435;0.17;0.76
18HU11111_2590;1131;46.35;-52.733;365483;39.86;05-dec-11;19:40:00;31.96;3.89;8.172;326.28596;2.47;0.505;1.135;1.24
18HU11111_2590;1131;46.35;-52.733;365484;30.74;05-dec-11;19:40:00;31.93;4.04;8.181;324.81218;1.37;0.375;0.98;1.17
18HU11111_2590;1131;46.35;-52.733;365485;20.13;05-dec-11;19:40:00;31.9;4.04;8.186;NaN;1.64;0.35;0.61;1.32
18HU11111_2590;1131;46.35;-52.733;365486;10.51;05-dec-11;19:40:00;31.9;4.04;8.188;328.4743;2.065;0.385;0.565;1.5
18HU11111_2590;1131;46.35;-52.733;365487;5.85;05-dec-11;19:40:00;31.9;4.04;8.187;NaN;2.03;0.36;0.595;1.44
18HU11111_2591;1141;46.5;-52.85;365488;174.47;05-dec-11;21:40:00;33.2;0.04;8.028;NaN;14.24;1.065;NaN;0.62
18HU11111_2591;1141;46.5;-52.85;365489;149.7;05-dec-11;21:40:00;33.15;-0.05;8.04;NaN;NaN;NaN;NaN;0.61
18HU11111_2591;1141;46.5;-52.85;365490;99.15;05-dec-11;21:40:00;32.79;-0.24;8.086;NaN;7.815;0.87;0.49;0.61
18HU11111_2591;1141;46.5;-52.85;365491;74.27;05-dec-11;21:40:00;32.43;1.96;8.129;NaN;5.52;0.745;0.51;0.63
18HU11111_2591;1141;46.5;-52.85;365492;49.38;05-dec-11;21:40:00;32.09;3.24;8.16;NaN;3.2;0.52;0.79;0.84
18HU11111_2591;1141;46.5;-52.85;365493;38.48;05-dec-11;21:40:00;31.96;3.64;8.161;NaN;3.175;0.52;0.28;0.8
18HU11111_2591;1141;46.5;-52.85;365494;29.16;05-dec-11;21:40:00;31.8;4.07;8.165;NaN;2.61;0.45;0.185;0.86
18HU11111_2591;1141;46.5;-52.85;365495;19.24;05-dec-11;21:40:00;31.74;4.08;8.171;NaN;2.575;0.455;0.26;1.31
18HU11111_2591;1141;46.5;-52.85;365496;9.52;05-dec-11;21:40:00;31.71;4.14;8.171;NaN;2.695;0.485;0.13;1.26
18HU11111_2591;1141;46.5;-52.85;365497;5.75;05-dec-11;21:40:00;31.7;4.14;8.171;NaN;2.17;0.415;0.08;1.3
18HU11111_2592;1151;46.583;-52.933;365498;49.28;05-dec-11;22:45:00;31.88;3.82;8.148;NaN;3.125;0.495;0.115;0.75
18HU11111_2592;1151;46.583;-52.933;365499;29.95;05-dec-11;22:45:00;31.74;4.02;8.161;NaN;2.695;0.485;0.46;1.07
18HU11111_2592;1151;46.583;-52.933;365500;19.83;05-dec-11;22:45:00;31.72;4.06;8.161;NaN;2.825;0.5;0.45;1.07
18HU11111_2592;1151;46.583;-52.933;365501;8.93;05-dec-11;22:45:00;31.69;4.14;8.167;NaN;2.025;0.42;0.39;1.07
18HU11111_2592;1151;46.583;-52.933;365502;5.16;05-dec-11;22:45:00;31.68;4.2;8.168;NaN;2.255;0.44;0.46;1.18
18HU11111_2593;1201;46.774;-55.619;365503;91.12;06-dec-11;08:44:00;32.08;3.37;8.115;NaN;5.01;0.7;0.11;0.65
18HU11111_2593;1201;46.774;-55.619;365504;74.27;06-dec-11;08:44:00;31.97;4.01;8.13;NaN;3.42;0.555;0.1;0.66
18HU11111_2593;1201;46.774;-55.619;365505;49.18;06-dec-11;08:44:00;31.82;4.79;8.149;NaN;2.805;0.51;0.275;0.72
18HU11111_2593;1201;46.774;-55.619;365506;39.17;06-dec-11;08:44:00;31.64;5.55;8.165;NaN;2.245;0.49;0.4;0.87
18HU11111_2593;1201;46.774;-55.619;365507;29.25;06-dec-11;08:44:00;31.6;5.55;8.172;NaN;2.035;0.445;0.38;1
18HU11111_2593;1201;46.774;-55.619;365508;19.34;06-dec-11;08:44:00;31.59;5.55;8.173;NaN;1.805;0.415;0.445;1.07
18HU11111_2593;1201;46.774;-55.619;365509;9.22;06-dec-11;08:44:00;31.59;5.55;8.174;NaN;1.88;0.405;0.385;1.04
18HU11111_2593;1201;46.774;-55.619;365510;4.26;06-dec-11;08:44:00;31.59;5.55;8.173;NaN;1.85;0.49;0.475;1.07
18HU11111_2594;1211;46.505;-56.03;365511;139.39;06-dec-11;11:14:00;32.67;-0.09;8.04;NaN;9.415;0.98;NaN;0.62
18HU11111_2594;1211;46.505;-56.03;365512;97.66;06-dec-11;11:14:00;32.53;0.52;8.066;NaN;7.76;0.915;0.075;0.62
18HU11111_2594;1211;46.505;-56.03;365513;73.48;06-dec-11;11:14:00;32.35;1.7;8.097;NaN;6.045;0.795;0.07;0.61
18HU11111_2594;1211;46.505;-56.03;365514;48.79;06-dec-11;11:14:00;31.71;5.31;8.178;NaN;1.53;0.435;0.875;1.14
18HU11111_2594;1211;46.505;-56.03;365515;38.87;06-dec-11;11:14:00;31.68;5.38;8.185;NaN;1.615;0.415;1.01;1.18
18HU11111_2594;1211;46.505;-56.03;365516;29.06;06-dec-11;11:14:00;31.65;5.46;8.185;NaN;1.62;0.405;0.735;1.19
18HU11111_2594;1211;46.505;-56.03;365517;19.24;06-dec-11;11:14:00;31.62;5.52;8.184;NaN;1.675;0.4;0.6;1.35
18HU11111_2594;1211;46.505;-56.03;365518;9.32;06-dec-11;11:14:00;31.62;5.52;8.184;NaN;1.73;0.42;0.87;1.21
18HU11111_2594;1211;46.505;-56.03;365519;4.07;06-dec-11;11:14:00;31.62;5.52;8.184;NaN;1.75;0.39;0.885;1.23
18HU11111_2595;1221;46.181;-56.511;365520;61.08;06-dec-11;14:48:00;32.34;2.37;8.06;NaN;6.76;0.76;0.12;0.68
18HU11111_2595;1221;46.181;-56.511;365521;49.68;06-dec-11;14:48:00;32.17;3.81;8.077;NaN;5.755;0.725;0.15;0.71
18HU11111_2595;1221;46.181;-56.511;365522;40.46;06-dec-11;14:48:00;32.13;4.29;8.092;NaN;5.145;0.69;0.445;0.72
18HU11111_2595;1221;46.181;-56.511;365523;30.05;06-dec-11;14:48:00;31.97;5.52;8.141;NaN;2.67;0.505;0.7;1.05
18HU11111_2595;1221;46.181;-56.511;365524;20.33;06-dec-11;14:48:00;31.95;5.57;8.147;NaN;2.705;0.475;0.685;1.22
18HU11111_2595;1221;46.181;-56.511;365525;10.22;06-dec-11;14:48:00;31.9;5.62;8.165;NaN;1.99;0.43;0.985;1.31
18HU11111_2595;1221;46.181;-56.511;365526;5.06;06-dec-11;14:48:00;31.89;5.65;8.169;NaN;2.185;0.465;0.885;1.5
18HU11111_2596;1231;45.943;-56.878;365527;71.3;06-dec-11;17:12:00;32.59;1.09;8.052;NaN;7.665;0.88;0.15;0.65
18HU11111_2596;1231;45.943;-56.878;365528;49.78;06-dec-11;17:12:00;32.47;1.61;8.071;NaN;1.995;0.435;0.83;0.71
18HU11111_2596;1231;45.943;-56.878;365529;39.77;06-dec-11;17:12:00;32.08;5.89;8.152;NaN;2.12;0.435;1.155;1.04
18HU11111_2596;1231;45.943;-56.878;365530;28.96;06-dec-11;17:12:00;31.97;5.87;8.164;NaN;2.18;0.51;0.995;1.12
18HU11111_2596;1231;45.943;-56.878;365531;19.74;06-dec-11;17:12:00;31.94;5.86;8.173;NaN;1.345;0.375;1.07;1.4
18HU11111_2596;1231;45.943;-56.878;365532;9.22;06-dec-11;17:12:00;31.76;6.05;8.168;NaN;1.915;0.435;0.745;1.44
18HU11111_2596;1231;45.943;-56.878;365533;4.66;06-dec-11;17:12:00;31.76;6.06;8.168;NaN;1.79;0.395;0.78;1.4
18HU11111_2597;1241;45.847;-57.023;365534;368.62;06-dec-11;19:13:00;34.91;5.53;8.014;98.29666;18.125;1.42;NaN;0.62
18HU11111_2597;1241;45.847;-57.023;365535;149.31;06-dec-11;19:13:00;34.18;6.4;8.051;106.2908;10.11;1.075;NaN;0.62
18HU11111_2597;1241;45.847;-57.023;365536;99.45;06-dec-11;19:13:00;33.06;1.11;8.018;133.39942;11.66;1.035;0.1;0.62
18HU11111_2597;1241;45.847;-57.023;365537;73.88;06-dec-11;19:13:00;32.91;1.54;8;135.5431;11;1.07;0.065;0.63
18HU11111_2597;1241;45.847;-57.023;365538;48.39;06-dec-11;19:13:00;32.28;3.7;8.077;NaN;5.13;0.74;0.445;0.85
18HU11111_2597;1241;45.847;-57.023;365539;39.27;06-dec-11;19:13:00;31.99;5.44;8.137;NaN;2.75;0.475;0.51;0.88
18HU11111_2597;1241;45.847;-57.023;365540;30.35;06-dec-11;19:13:00;31.86;5.72;8.138;141.1256;2.6;0.48;0.36;0.99
18HU11111_2597;1241;45.847;-57.023;365541;18.94;06-dec-11;19:13:00;31.72;6.04;8.162;146.9314;2.13;0.415;0.665;1.39
18HU11111_2597;1241;45.847;-57.023;365542;10.02;06-dec-11;19:13:00;31.73;6.04;8.163;NaN;2.1;0.455;0.845;1.62
18HU11111_2597;1241;45.847;-57.023;365543;3.57;06-dec-11;19:13:00;31.73;6.04;8.163;146.4848;2.075;0.415;0.7;1.44
18HU11111_2598;1251;45.617;-57.375;365544;444.85;06-dec-11;21:52:00;34.92;5.09;8.026;NaN;17.115;1.44;NaN;1.8
18HU11111_2598;1251;45.617;-57.375;365545;148.92;06-dec-11;21:52:00;34.64;7.93;8.058;NaN;10.125;1.125;NaN;0.61
18HU11111_2598;1251;45.617;-57.375;365546;98.37;06-dec-11;21:52:00;33.3;2.72;8.017;NaN;11.19;1.1;0.175;0.63
18HU11111_2598;1251;45.617;-57.375;365547;74.18;06-dec-11;21:52:00;32.86;2.37;8.007;NaN;8.37;1.045;0.305;0.65
18HU11111_2598;1251;45.617;-57.375;365548;49.19;06-dec-11;21:52:00;32.15;5.92;8.15;NaN;1.82;0.47;1.525;0.97
