CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL_BS;OXYM_01;Si_01;PO4_01;NOx_01
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(PSU);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3)
18HU76020_302;58;42.5;-63.1667;-253;30;08-jul-76;05:13:00;32.79;245.63;0.11;0.24;1.83
18HU76020_302;58;42.5;-63.1667;-254;40;08-jul-76;05:13:00;33.33;250.096;0.02;0.29;2.18
18HU76020_302;58;42.5;-63.1667;-255;50;08-jul-76;05:13:00;33.64;254.562;2.91;0.55;3.49
18HU76020_302;58;42.5;-63.1667;-256;75;08-jul-76;05:13:00;34.19;223.3;5.08;0.8;6.5
18HU76020_302;58;42.5;-63.1667;-257;100;08-jul-76;05:13:00;34.46;200.97;10.49;0.93;7.53
18HU76020_302;58;42.5;-63.1667;-258;125;08-jul-76;05:13:00;35;183.106;12.09;1.07;10.26
18HU76020_302;58;42.5;-63.1667;-259;150;08-jul-76;05:13:00;35.15;165.242;11.49;1.27;12.05
18HU76020_303;59;42.5;-63.3367;-260;10;08-jul-76;06:26:00;31.67;227.766;0.18;0.28;1.64
18HU76020_303;59;42.5;-63.3367;-261;30;08-jul-76;06:26:00;32.62;245.63;0.12;0.22;1.78
18HU76020_303;59;42.5;-63.3367;-262;40;08-jul-76;06:26:00;32.68;250.096;0.22;0.33;2.93
18HU76020_303;59;42.5;-63.3367;-263;50;08-jul-76;06:26:00;33.13;250.096;3.13;0.52;3.94
18HU76020_303;59;42.5;-63.3367;-264;75;08-jul-76;06:26:00;33.51;236.698;5.33;0.73;5.52
18HU76020_303;59;42.5;-63.3367;-265;100;08-jul-76;06:26:00;34.17;214.368;12.09;0.91;8.28
18HU76020_303;59;42.5;-63.3367;-266;125;08-jul-76;06:26:00;34.69;187.572;12.22;1.03;9.91
18HU76020_303;59;42.5;-63.3367;-267;150;08-jul-76;06:26:00;34.95;169.708;17.68;1.26;11.84
18HU76020_304;6;42.71;-64.0083;-18;10;01-jul-76;00:27:00;31.37;285.824;0.28;0.32;1.9
18HU76020_304;6;42.71;-64.0083;-19;20;01-jul-76;00:27:00;31.52;290.29;0.09;0.3;1.98
18HU76020_304;6;42.71;-64.0083;-20;30;01-jul-76;00:27:00;32;290.29;0.18;0.32;1.34
18HU76020_304;6;42.71;-64.0083;-21;50;01-jul-76;00:27:00;32.42;299.222;3.86;0.63;3.55
18HU76020_304;6;42.71;-64.0083;-22;75;01-jul-76;00:27:00;33.09;254.562;11.77;1.12;12.44
18HU76020_304;6;42.71;-64.0083;-23;100;01-jul-76;00:27:00;33.57;223.3;13.42;1.21;13.6
18HU76020_304;6;42.71;-64.0083;-24;125;01-jul-76;00:27:00;34.18;192.038;16.69;1.33;14.41
18HU76020_304;6;42.71;-64.0083;-25;150;01-jul-76;00:27:00;34.71;169.708;18.73;1.41;14.5
18HU76020_305;60;42.5;-63.5;-268;10;08-jul-76;07:55:00;31.39;236.698;0.05;0.36;1.39
18HU76020_305;60;42.5;-63.5;-269;30;08-jul-76;07:55:00;32.52;254.562;0.15;0.37;3.17
18HU76020_305;60;42.5;-63.5;-270;40;08-jul-76;07:55:00;33.03;259.028;0.01;0.29;1.91
18HU76020_305;60;42.5;-63.5;-271;50;08-jul-76;07:55:00;33.49;254.562;0.16;0.56;4.78
18HU76020_305;60;42.5;-63.5;-272;75;08-jul-76;07:55:00;34.17;214.368;8.26;0.89;7.77
18HU76020_305;60;42.5;-63.5;-273;100;08-jul-76;07:55:00;34.44;196.504;10.62;0.88;8.49
18HU76020_305;60;42.5;-63.5;-274;125;08-jul-76;07:55:00;34.74;183.106;14.44;1.09;9.9
18HU76020_305;60;42.5;-63.5;-275;150;08-jul-76;07:55:00;35.07;165.242;15.45;1.16;11.43
18HU76020_306;61;42.5;-63.6667;-276;10;08-jul-76;09:20:00;31.64;236.698;0.03;0.29;1.52
18HU76020_306;61;42.5;-63.6667;-277;30;08-jul-76;09:20:00;32.6;254.562;0;0.19;2.48
18HU76020_306;61;42.5;-63.6667;-278;40;08-jul-76;09:20:00;33.11;254.562;1.56;0.49;4.1
18HU76020_306;61;42.5;-63.6667;-279;50;08-jul-76;09:20:00;33.6;245.63;3.34;0.57;4.78
18HU76020_306;61;42.5;-63.6667;-280;75;08-jul-76;09:20:00;34.55;205.436;11.23;0.75;7.34
18HU76020_306;61;42.5;-63.6667;-281;100;08-jul-76;09:20:00;35.15;183.106;12.48;0.93;7.97
18HU76020_306;61;42.5;-63.6667;-282;125;08-jul-76;09:20:00;35.19;169.708;15.85;1.05;10.24
18HU76020_306;61;42.5;-63.6667;-283;150;08-jul-76;09:20:00;35.21;151.844;18.07;1.28;12.56
18HU76020_307;62;42.5;-63.8333;-284;10;08-jul-76;10:28:00;31.35;245.63;0.06;0.28;1.83
18HU76020_307;62;42.5;-63.8333;-285;30;08-jul-76;10:28:00;32.79;267.96;0.31;0.24;1.51
18HU76020_307;62;42.5;-63.8333;-286;40;08-jul-76;10:28:00;33.6;259.028;0.26;0.33;2.72
18HU76020_307;62;42.5;-63.8333;-287;50;08-jul-76;10:28:00;33.48;236.698;4.1;0.51;4.09
18HU76020_307;62;42.5;-63.8333;-288;75;08-jul-76;10:28:00;34.47;200.97;11.06;0.88;7.92
18HU76020_307;62;42.5;-63.8333;-289;100;08-jul-76;10:28:00;35.08;178.64;11.83;0.96;8.29
18HU76020_307;62;42.5;-63.8333;-290;125;08-jul-76;10:28:00;35.07;165.242;17.18;1.11;11.38
18HU76020_307;62;42.5;-63.8333;-291;150;08-jul-76;10:28:00;35.13;151.844;12.57;1.24;12.92
18HU76020_308;63;42.5017;-64.0083;-292;10;08-jul-76;12:01:00;31.59;267.96;0.17;0.28;1.37
18HU76020_308;63;42.5017;-64.0083;-293;30;08-jul-76;12:01:00;31.98;285.824;1.28;0.48;2.12
18HU76020_308;63;42.5017;-64.0083;-294;40;08-jul-76;12:01:00;32.13;267.96;4.9;0.73;3.86
18HU76020_308;63;42.5017;-64.0083;-295;50;08-jul-76;12:01:00;32.34;254.562;8.88;0.93;8.14
18HU76020_308;63;42.5017;-64.0083;-296;75;08-jul-76;12:01:00;34.51;196.504;9.59;0.71;7.62
18HU76020_308;63;42.5017;-64.0083;-297;100;08-jul-76;12:01:00;NaN;NaN;12;0.72;7.75
18HU76020_308;63;42.5017;-64.0083;-298;125;08-jul-76;12:01:00;NaN;NaN;14.27;0.89;9.09
18HU76020_308;63;42.5017;-64.0083;-299;150;08-jul-76;12:01:00;35.54;160.776;15.37;1.03;10.72
18HU76020_317;71;43.5;-63.3333;-300;10;10-jul-76;05:30:00;31.3;254.562;0.02;0.29;1.76
18HU76020_317;71;43.5;-63.3333;-301;30;10-jul-76;05:30:00;31.99;326.018;0.33;0.46;1.22
18HU76020_317;71;43.5;-63.3333;-302;40;10-jul-76;05:30:00;31.92;308.154;2.02;0.71;2.99
18HU76020_317;71;43.5;-63.3333;-303;50;10-jul-76;05:30:00;NaN;NaN;3.42;0.83;4.1
18HU76020_317;71;43.5;-63.3333;-304;75;10-jul-76;05:30:00;NaN;NaN;8.59;1.05;10.9
18HU76020_317;71;43.5;-63.3333;-305;100;10-jul-76;05:30:00;33.04;187.572;13.7;1.33;16.92
18HU76020_317;71;43.5;-63.3333;-306;125;10-jul-76;05:30:00;34.69;160.776;15.18;1.37;16.1
18HU76020_317;71;43.5;-63.3333;-307;150;10-jul-76;05:30:00;34.89;151.844;14.69;1.44;16.75
18HU76020_318;72;43.3333;-63.33;-308;10;10-jul-76;07:27:00;31.34;272.426;0.05;0.28;1.49
18HU76020_318;72;43.3333;-63.33;-309;30;10-jul-76;07:27:00;32.06;317.086;0.3;0.44;1.05
18HU76020_318;72;43.3333;-63.33;-310;40;10-jul-76;07:27:00;31.96;312.62;0.96;0.83;2.2
18HU76020_318;72;43.3333;-63.33;-311;50;10-jul-76;07:27:00;32.13;299.222;NaN;NaN;NaN
18HU76020_318;72;43.3333;-63.33;-312;75;10-jul-76;07:27:00;32.77;263.494;10.39;1.14;9.76
18HU76020_318;72;43.3333;-63.33;-313;100;10-jul-76;07:27:00;33.65;214.368;11.74;1.23;13.36
18HU76020_318;72;43.3333;-63.33;-314;125;10-jul-76;07:27:00;34.46;178.64;13.85;1.43;14.51
18HU76020_318;72;43.3333;-63.33;-315;150;10-jul-76;07:27:00;34.81;151.844;14.54;1.48;17.62
18HU76020_319;73;43.1667;-63.33;-316;10;10-jul-76;09:00:00;31.6;272.426;0.03;0.31;1.76
18HU76020_319;73;43.1667;-63.33;-317;30;10-jul-76;09:00:00;31.84;308.154;0.36;0.52;2.32
18HU76020_319;73;43.1667;-63.33;-318;40;10-jul-76;09:00:00;32.08;303.688;3.08;0.8;3.27
18HU76020_319;73;43.1667;-63.33;-319;50;10-jul-76;09:00:00;32.13;290.29;4.17;0.99;6.52
18HU76020_319;73;43.1667;-63.33;-320;75;10-jul-76;09:00:00;32.89;263.494;8.12;1.08;10.93
18HU76020_319;73;43.1667;-63.33;-321;100;10-jul-76;09:00:00;34.05;209.902;12.59;0.81;12.24
18HU76020_319;73;43.1667;-63.33;-322;125;10-jul-76;09:00:00;34.96;165.242;16.22;1.42;14.47
18HU76020_319;73;43.1667;-63.33;-323;150;10-jul-76;09:00:00;35.08;174.174;16.8;1.29;13.18
18HU76020_320;74;43.0133;-63.3317;-324;10;10-jul-76;10:40:00;31.5;281.358;0.06;0.26;1.56
18HU76020_320;74;43.0133;-63.3317;-325;30;10-jul-76;10:40:00;31.96;303.688;0.15;0.25;1.53
18HU76020_320;74;43.0133;-63.3317;-326;40;10-jul-76;10:40:00;32.13;312.62;1;0.63;4.09
18HU76020_320;74;43.0133;-63.3317;-327;50;10-jul-76;10:40:00;32.2;308.154;4.27;0.85;4.8
18HU76020_320;74;43.0133;-63.3317;-328;75;10-jul-76;10:40:00;33.34;223.3;11.01;1.25;14.3
18HU76020_320;74;43.0133;-63.3317;-329;100;10-jul-76;10:40:00;34.31;205.436;11.39;1.13;10.38
18HU76020_320;74;43.0133;-63.3317;-330;125;10-jul-76;10:40:00;34.72;178.64;13.41;1.37;12.97
18HU76020_320;74;43.0133;-63.3317;-331;150;10-jul-76;10:40:00;35.01;169.708;13.46;1.37;14.11
18HU76020_321;75;42.8383;-63.335;-332;10;10-jul-76;11:13:00;31.4;259.028;0.06;0.3;1.48
18HU76020_321;75;42.8383;-63.335;-333;30;10-jul-76;11:13:00;31.91;281.358;0.13;0.36;2.77
18HU76020_321;75;42.8383;-63.335;-334;40;10-jul-76;11:13:00;32.45;294.756;0.39;0.44;2.62
18HU76020_321;75;42.8383;-63.335;-335;50;10-jul-76;11:13:00;32.59;303.688;NaN;NaN;NaN
18HU76020_321;75;42.8383;-63.335;-336;75;10-jul-76;11:13:00;33.57;254.562;10.06;0.88;7.71
18HU76020_321;75;42.8383;-63.335;-337;100;10-jul-76;11:13:00;34.45;218.834;9.06;0.96;8.67
18HU76020_321;75;42.8383;-63.335;-338;125;10-jul-76;11:13:00;35;187.572;14.8;1.08;10.9
18HU76020_321;75;42.8383;-63.335;-339;150;10-jul-76;11:13:00;35.11;183.106;13.5;1.27;12.25
18HU76020_322;76;42.6667;-63.3317;-340;10;10-jul-76;13:21:00;31.55;245.63;0;0.33;1.29
18HU76020_322;76;42.6667;-63.3317;-341;30;10-jul-76;13:21:00;32.36;285.824;0.3;0.31;1.91
18HU76020_322;76;42.6667;-63.3317;-342;40;10-jul-76;13:21:00;32.68;303.688;0.11;0.42;1.91
18HU76020_322;76;42.6667;-63.3317;-343;50;10-jul-76;13:21:00;33.21;294.756;0.19;0.41;2.14
18HU76020_322;76;42.6667;-63.3317;-344;75;10-jul-76;13:21:00;33.92;241.164;8.52;0.95;8.67
18HU76020_322;76;42.6667;-63.3317;-345;100;10-jul-76;13:21:00;34.45;223.3;10.41;0.76;6.25
18HU76020_322;76;42.6667;-63.3317;-346;125;10-jul-76;13:21:00;34.84;196.504;13.36;1.07;10.15
18HU76020_322;76;42.6667;-63.3317;-347;150;10-jul-76;13:21:00;35.11;169.708;16.15;1.16;11.44
18HU76020_326;8;42.795;-64;-11;10;01-jul-76;02:35:00;31.44;267.96;0.1;0.22;2.07
18HU76020_326;8;42.795;-64;-12;20;01-jul-76;02:35:00;31.64;267.96;0.14;0.34;1.55
18HU76020_326;8;42.795;-64;-13;30;01-jul-76;02:35:00;32.1;303.688;1.22;0.62;2.82
18HU76020_326;8;42.795;-64;-14;50;01-jul-76;02:35:00;31.99;281.358;6.58;0.79;7.85
18HU76020_326;8;42.795;-64;-15;75;01-jul-76;02:35:00;32.32;254.562;10.42;1.04;11.65
18HU76020_326;8;42.795;-64;-16;100;01-jul-76;02:35:00;33.81;205.436;13.93;1.15;13.9
18HU76020_326;8;42.795;-64;-17;125;01-jul-76;02:35:00;34.34;187.572;16.86;1.37;13.46
