CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;CHL_01;Q_CHL;PSAL_BS;Q_PSAL;OXY_02;Q_OXY;NO2_01;Q_NO2;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(mg/m**3);((none));(PSU);((none));(ml/l);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18HU13004_125;SIB_09;42.6993;-59.7805;390437;80;24-apr-13;07:14:00;35.2734;12.1842;0.2462;1;NaN;9;NaN;9;0.185;1;7.58;1;0.5825;1;3.845;1;0;13.01;1.97
18HU13004_125;SIB_09;42.6993;-59.7805;390436;100;24-apr-13;07:13:00;35.3502;12.3884;0.1889;1;NaN;9;3.163;1;0.215;1;8.25;1;0.6055;1;3.795;1;0;13.63;2.17
18HU13004_125;SIB_09;42.6993;-59.7805;390435;250;24-apr-13;07:10:00;35.2833;11.1317;NaN;9;NaN;9;3.794;1;0.02;1;17.435;1;1.1425;1;8.935;1;0;15.26;1.95
18HU13004_125;SIB_09;42.6993;-59.7805;390434;500;24-apr-13;07:05:00;34.8667;5.6244;NaN;9;NaN;9;NaN;9;0;1;19.75;1;1.341;1;12.855;1;0;14.73;1.54
18HU13004_125;SIB_09;42.6993;-59.7805;390433;1000;24-apr-13;06:55:00;34.9905;4.5805;NaN;9;NaN;9;NaN;9;0;1;17.87;1;1.177;1;11.425;1;0;15.18;1.56
18HU13004_125;SIB_09;42.6993;-59.7805;390432;1500;24-apr-13;06:46:00;34.9698;4.0156;NaN;9;NaN;9;NaN;9;0;1;17.685;1;1.147;1;12.055;1;0;15.42;1.47
18HU13004_125;SIB_09;42.6993;-59.7805;390431;3282;24-apr-13;06:15:00;34.9072;2.4794;NaN;9;34.902;1;6.264;1;0;1;16.545;1;1.117;1;17.4;1;0;14.81;0.95
18HU13004_128;SIB_08;43.1233;-60.1715;390458;4;24-apr-13;12:01:00;33.1783;6.5413;1.3409;1;33.188;1;7.387;1;0.025;1;0.895;1;0.277;1;0.635;1;0;3.23;1.41
18HU13004_128;SIB_08;43.1233;-60.1715;390457;10;24-apr-13;12:00:00;34.2791;9.4993;1.624;1;NaN;9;NaN;9;0.1;1;1.78;1;0.3365;1;0.84;1;0;5.29;2.12
18HU13004_128;SIB_08;43.1233;-60.1715;390456;20;24-apr-13;11:58:00;35.2908;12.2011;0.1435;1;NaN;9;NaN;9;0.2;1;7.375;1;0.556;1;3.525;1;0;13.26;2.09
18HU13004_128;SIB_08;43.1233;-60.1715;390455;30;24-apr-13;11:57:00;35.2843;12.1601;0.1134;1;NaN;9;NaN;9;0.195;1;6.68;1;0.5435;1;3.31;1;0;12.29;2.02
18HU13004_128;SIB_08;43.1233;-60.1715;390454;40;24-apr-13;11:56:00;35.3777;12.4939;0.1103;1;NaN;9;NaN;9;0.225;1;7.515;1;0.5585;1;3.55;1;0;13.46;2.12
18HU13004_128;SIB_08;43.1233;-60.1715;390453;50;24-apr-13;11:55:00;35.4446;12.7385;0.0893;1;NaN;9;NaN;9;0.21;1;7.525;1;0.5535;1;3.465;1;0;13.60;2.17
18HU13004_128;SIB_08;43.1233;-60.1715;390452;60;24-apr-13;11:54:00;35.6313;13.3892;0.0911;1;NaN;9;NaN;9;0.325;1;7.17;1;0.522;1;3.01;1;0;13.74;2.38
18HU13004_128;SIB_08;43.1233;-60.1715;390451;80;24-apr-13;11:52:00;35.8386;14.0808;0.1349;1;NaN;9;NaN;9;0.395;1;6.925;1;0.4915;1;2.695;1;0;14.09;2.57
18HU13004_128;SIB_08;43.1233;-60.1715;390450;101;24-apr-13;11:50:00;35.8794;14.2202;0.1417;1;NaN;9;NaN;9;0.43;1;7.21;1;0.5135;1;2.83;1;0;14.04;2.55
18HU13004_128;SIB_08;43.1233;-60.1715;390449;250;24-apr-13;11:47:00;35.4362;11.3442;NaN;9;35.436;1;3.116;1;0;1;20.93;1;1.3545;1;10.445;1;0;15.45;2.00
18HU13004_128;SIB_08;43.1233;-60.1715;390448;500;24-apr-13;11:42:00;35.0777;6.6766;NaN;9;NaN;9;NaN;9;0;1;21.59;1;1.4195;1;13.305;1;0;15.21;1.62
18HU13004_128;SIB_08;43.1233;-60.1715;390447;750;24-apr-13;11:37:00;35.0122;5.0772;NaN;9;NaN;9;NaN;9;0;1;18.72;1;1.2545;1;11.855;1;0;14.92;1.58
18HU13004_128;SIB_08;43.1233;-60.1715;390446;1002;24-apr-13;11:32:00;34.9862;4.4998;NaN;9;NaN;9;NaN;9;0;1;17.985;1;1.1925;1;11.445;1;0;15.08;1.57
18HU13004_128;SIB_08;43.1233;-60.1715;390445;1876;24-apr-13;11:17:00;34.9426;3.5578;NaN;9;34.942;1;6.189;1;0;1;17.425;1;1.1725;1;13.365;1;0;14.86;1.30
18HU13004_130;SIB_07;43.321;-60.3343;390472;3;24-apr-13;15:01:00;34.6859;10.5231;1.7627;1;34.685;1;6.531;1;0.235;1;2.905;1;0.378;1;0.785;1;0;7.69;3.70
18HU13004_130;SIB_07;43.321;-60.3343;390471;10;24-apr-13;15:00:00;34.6844;10.509;1.7627;1;NaN;9;NaN;9;0.205;1;2.675;1;0.3615;1;0.77;1;0;7.40;3.47
18HU13004_130;SIB_07;43.321;-60.3343;390470;20;24-apr-13;14:59:00;34.6877;10.5448;1.7244;1;NaN;9;NaN;9;0.235;1;3.07;1;0.3955;1;0.815;1;0;7.76;3.77
18HU13004_130;SIB_07;43.321;-60.3343;390469;30;24-apr-13;14:58:00;34.6878;10.5209;1.7627;1;NaN;9;NaN;9;0.21;1;2.47;1;0.465;1;1.575;1;0;5.31;1.57
18HU13004_130;SIB_07;43.321;-60.3343;390468;40;24-apr-13;14:57:00;35.2086;11.968;0.7837;1;NaN;9;NaN;9;0.375;1;6.355;1;0.512;1;2.15;1;0;12.41;2.96
18HU13004_130;SIB_07;43.321;-60.3343;390467;50;24-apr-13;14:56:00;35.4387;12.6849;0.5364;1;NaN;9;NaN;9;0.42;1;7.555;1;0.5725;1;2.595;1;0;13.20;2.91
18HU13004_130;SIB_07;43.321;-60.3343;390466;60;24-apr-13;14:55:00;35.5437;13.0401;0.1552;1;NaN;9;NaN;9;0.25;1;7.225;1;0.5655;1;3.16;1;0;12.78;2.29
18HU13004_130;SIB_07;43.321;-60.3343;390465;80;24-apr-13;14:54:00;35.7162;13.6066;0.226;1;NaN;9;NaN;9;0.41;1;7.31;1;0.6335;1;3.015;1;0;11.54;2.42
18HU13004_130;SIB_07;43.321;-60.3343;390464;100;24-apr-13;14:52:00;35.7527;13.7273;0.2125;1;NaN;9;NaN;9;0.42;1;7.83;1;0.5545;1;3.215;1;0;14.12;2.44
18HU13004_130;SIB_07;43.321;-60.3343;390463;251;24-apr-13;14:49:00;35.4253;11.2289;NaN;9;35.423;1;3.103;1;0;1;22.13;1;1.3705;1;11.315;1;0;16.15;1.96
18HU13004_130;SIB_07;43.321;-60.3343;390462;500;24-apr-13;14:44:00;34.8224;5.3496;NaN;9;NaN;9;NaN;9;0;1;18.805;1;1.32;1;12.875;1;0;14.25;1.46
18HU13004_130;SIB_07;43.321;-60.3343;390461;750;24-apr-13;14:39:00;34.8945;4.5029;NaN;9;NaN;9;NaN;9;0;1;15.725;1;1.0825;1;9.515;1;0;14.53;1.65
18HU13004_130;SIB_07;43.321;-60.3343;390460;1000;24-apr-13;14:34:00;34.9361;4.3539;NaN;9;NaN;9;NaN;9;0;1;16.89;1;1.155;1;10.44;1;0;14.62;1.62
18HU13004_130;SIB_07;43.321;-60.3343;390459;1280;24-apr-13;14:28:00;34.9582;4.1195;NaN;9;34.958;1;6.0375;1;0;1;17.475;1;1.1935;1;11.795;1;0;14.64;1.48
18HU13004_132;SIB_06;43.6728;-60.6522;390479;3;24-apr-13;17:25:00;32.4192;3.6676;4.79;1;32.421;1;8.408;1;0.045;1;1.05;1;0.347;1;0.255;1;0;3.03;4.12
18HU13004_132;SIB_06;43.6728;-60.6522;390478;10;24-apr-13;17:24:00;32.4221;3.6123;5.0965;1;NaN;9;NaN;9;0.045;1;1.27;1;0.396;1;0.29;1;0;3.21;4.38
18HU13004_132;SIB_06;43.6728;-60.6522;390477;20;24-apr-13;17:23:00;32.454;3.297;4.5217;1;NaN;9;NaN;9;0.1;1;1.37;1;0.4905;1;0.72;1;0;2.79;1.90
18HU13004_132;SIB_06;43.6728;-60.6522;390476;31;24-apr-13;17:22:00;32.5239;2.9952;3.2955;1;NaN;9;NaN;9;0.12;1;2.05;1;0.649;1;1.14;1;0;3.16;1.80
18HU13004_132;SIB_06;43.6728;-60.6522;390475;40;24-apr-13;17:21:00;32.6009;3.2086;4.0619;1;NaN;9;NaN;9;0.165;1;2.12;1;0.5925;1;1.12;1;0;3.58;1.89
18HU13004_132;SIB_06;43.6728;-60.6522;390474;50;24-apr-13;17:20:00;32.6379;3.361;5.2115;1;NaN;9;NaN;9;0.12;1;2.165;1;0.606;1;0.96;1;0;3.57;2.26
18HU13004_132;SIB_06;43.6728;-60.6522;390473;54;24-apr-13;17:19:00;32.639;3.3645;5.4414;1;32.64;1;7.6045;1;0.125;1;2.6;1;0.5895;1;0.91;1;0;4.41;2.86
18HU13004_134;SIB_04;44.0607;-61.0613;390486;4;24-apr-13;20:05:00;32.0234;4.0286;1.0579;1;32.023;1;7.9245;1;0.025;1;1.055;1;0.401;1;1.21;1;0;2.63;0.87
18HU13004_134;SIB_04;44.0607;-61.0613;390485;10;24-apr-13;20:03:00;32.0229;4.0163;1.1472;1;NaN;9;NaN;9;0.04;1;1.045;1;0.3795;1;1.065;1;0;2.75;0.98
18HU13004_134;SIB_04;44.0607;-61.0613;390484;21;24-apr-13;20:02:00;32.0252;4.0185;1.2068;1;NaN;9;NaN;9;0.03;1;0.7;1;0.393;1;1.15;1;0;1.78;0.61
18HU13004_134;SIB_04;44.0607;-61.0613;390483;31;24-apr-13;20:01:00;32.053;3.6184;1.3111;1;NaN;9;NaN;9;0.045;1;0.95;1;0.4665;1;1.46;1;0;2.04;0.65
18HU13004_134;SIB_04;44.0607;-61.0613;390482;40;24-apr-13;20:00:00;32.2154;3.252;4.5984;1;NaN;9;NaN;9;0.07;1;1.785;1;0.6445;1;2.445;1;0;2.77;0.73
18HU13004_134;SIB_04;44.0607;-61.0613;390481;50;24-apr-13;19:58:00;32.256;3.2861;4.4834;1;NaN;9;NaN;9;0.095;1;2.925;1;0.776;1;2.715;1;0;3.77;1.08
18HU13004_134;SIB_04;44.0607;-61.0613;390480;53;24-apr-13;19:57:00;32.2647;3.2922;4.4834;1;32.261;1;6.947;1;0.1;1;2.935;1;0.742;1;2.755;1;0;3.96;1.07
18HU13004_136;SIB_03;44.2803;-61.2613;390496;4;24-apr-13;21:50:00;31.7565;3.4672;0.4655;1;31.762;1;8.011;1;0.035;1;0.88;1;0.4415;1;0.775;1;0;1.99;1.14
18HU13004_136;SIB_03;44.2803;-61.2613;390495;10;24-apr-13;21:49:00;31.7563;3.4642;0.6854;1;NaN;9;NaN;9;0.04;1;1.005;1;0.4475;1;0.755;1;0;2.25;1.33
18HU13004_136;SIB_03;44.2803;-61.2613;390494;20;24-apr-13;21:48:00;31.7559;3.4633;0.7152;1;NaN;9;NaN;9;0.055;1;0.845;1;0.4505;1;0.875;1;0;1.88;0.97
18HU13004_136;SIB_03;44.2803;-61.2613;390493;30;24-apr-13;21:47:00;31.777;3.4212;0.7003;1;NaN;9;NaN;9;0.05;1;1.065;1;0.482;1;0.985;1;0;2.21;1.08
18HU13004_136;SIB_03;44.2803;-61.2613;390492;40;24-apr-13;21:47:00;31.9112;3.4218;0.7084;1;NaN;9;NaN;9;0.06;1;1.275;1;0.5215;1;1.7;1;0;2.44;0.75
18HU13004_136;SIB_03;44.2803;-61.2613;390491;50;24-apr-13;21:46:00;32.1274;2.6987;0.9983;1;NaN;9;NaN;9;0.11;1;3.68;1;0.7555;1;3.265;1;0;4.87;1.13
18HU13004_136;SIB_03;44.2803;-61.2613;390490;61;24-apr-13;21:45:00;32.3016;3.0794;1.0281;1;NaN;9;NaN;9;0.13;1;5.695;1;0.883;1;4.475;1;0;6.45;1.27
18HU13004_136;SIB_03;44.2803;-61.2613;390489;80;24-apr-13;21:44:00;32.4879;3.6559;0.9387;1;NaN;9;NaN;9;0.11;1;5.9;1;0.97;1;4.375;1;0;6.08;1.35
18HU13004_136;SIB_03;44.2803;-61.2613;390487;100;24-apr-13;21:43:00;33.9838;8.3906;NaN;9;33.959;1;4.04;1;0.115;1;12.18;7;1.175;7;11.98;1;512;10.37;1.02
18HU13004_136;SIB_03;44.2803;-61.2613;390488;100;24-apr-13;21:43:00;33.9858;8.4075;0.199;1;NaN;9;NaN;9;0.125;1;13.175;7;1.243;7;13.055;1;512;10.60;1.01
18HU13004_139;SIB_02;44.5205;-61.541;390506;4;24-apr-13;23:52:00;31.9143;3.5223;1.7432;1;31.917;1;8.1915;1;0.04;1;1.135;1;0.4475;1;0.725;1;0;2.54;1.57
18HU13004_139;SIB_02;44.5205;-61.541;390505;10;24-apr-13;23:51:00;31.9147;3.5219;1.773;1;NaN;9;NaN;9;0.03;1;1.08;1;0.4345;1;1.045;1;0;2.49;1.03
18HU13004_139;SIB_02;44.5205;-61.541;390504;20;24-apr-13;23:50:00;31.915;3.525;1.9369;1;NaN;9;NaN;9;0.03;1;0.98;1;0.407;1;0.76;1;0;2.41;1.29
18HU13004_139;SIB_02;44.5205;-61.541;390503;30;24-apr-13;23:49:00;31.9457;3.6331;1.6091;1;NaN;9;NaN;9;0.045;1;1.035;1;0.4495;1;1.04;1;0;2.30;1.00
18HU13004_139;SIB_02;44.5205;-61.541;390502;40;24-apr-13;23:49:00;32.2453;3.3358;1.2217;1;NaN;9;NaN;9;0.07;1;1.84;1;0.5805;1;2.6;1;0;3.17;0.71
18HU13004_139;SIB_02;44.5205;-61.541;390501;50;24-apr-13;23:48:00;32.2738;3.0703;1.3856;1;NaN;9;NaN;9;0.105;1;3.07;1;0.6695;1;3.05;1;0;4.59;1.01
18HU13004_139;SIB_02;44.5205;-61.541;390500;60;24-apr-13;23:47:00;32.2871;2.4424;1.6836;1;NaN;9;NaN;9;0.13;1;4.605;1;0.7875;1;3.39;1;0;5.85;1.36
18HU13004_139;SIB_02;44.5205;-61.541;390499;80;24-apr-13;23:46:00;32.4971;3.0621;1.0727;1;NaN;9;NaN;9;0.14;1;7.035;1;0.962;1;5.73;1;0;7.31;1.23
18HU13004_139;SIB_02;44.5205;-61.541;390498;100;24-apr-13;23:45:00;33.2499;6.0329;0.6258;1;NaN;9;NaN;9;0.15;1;9.46;1;0.947;1;7.66;1;0;9.99;1.23
18HU13004_139;SIB_02;44.5205;-61.541;390497;150;24-apr-13;23:44:00;34.6357;10.1436;NaN;9;34.631;1;3.111;1;0.095;1;15.15;1;1.3;1;15.045;1;0;11.65;1.01
18HU13004_141;SIB_01;44.8607;-61.889;390514;2;25-apr-13;02:34:00;31.0142;2.4103;0.3272;1;31.022;1;8.464;1;0.035;1;1.135;1;0.406;1;0;1;0;2.80;NaN
18HU13004_141;SIB_01;44.8607;-61.889;390513;10;25-apr-13;02:33:00;31.0132;2.4121;0.6258;1;NaN;9;NaN;9;0.03;1;1.25;1;0.4255;1;0;1;0;2.94;NaN
18HU13004_141;SIB_01;44.8607;-61.889;390512;20;25-apr-13;02:33:00;31.0717;2.2438;1.0281;1;NaN;9;NaN;9;0.05;1;1.15;1;0.4085;1;0;1;0;2.82;NaN
18HU13004_141;SIB_01;44.8607;-61.889;390511;30;25-apr-13;02:32:00;31.2043;1.3599;2.3839;1;NaN;9;NaN;9;0.04;1;1.415;1;0.4865;1;0.235;1;0;2.91;6.02
18HU13004_141;SIB_01;44.8607;-61.889;390510;40;25-apr-13;02:31:00;31.4216;0.6295;1.5197;1;NaN;9;NaN;9;0.11;1;4.44;1;0.8185;1;3.17;1;0;5.42;1.40
18HU13004_141;SIB_01;44.8607;-61.889;390509;50;25-apr-13;02:30:00;31.6338;1.0634;0.7152;1;NaN;9;NaN;9;0.12;1;5.535;1;0.8475;1;5.11;1;0;6.53;1.08
18HU13004_141;SIB_01;44.8607;-61.889;390508;60;25-apr-13;02:29:00;31.8187;1.4659;0.4768;1;NaN;9;NaN;9;0.13;1;6.845;1;0.957;1;7.31;1;0;7.15;0.94
18HU13004_141;SIB_01;44.8607;-61.889;390507;62;25-apr-13;02:29:00;31.8208;1.4735;0.4321;1;31.821;1;7.31;1;0.12;1;6.485;1;0.9365;1;6.755;1;0;6.92;0.96
18HU13004_143;LE;44.431;-62.1887;390524;3;25-apr-13;06:40:00;31.2932;1.3106;1.7581;1;31.3;1;8.2995;1;0.07;1;1.995;1;0.6305;1;0.8;1;0;3.16;2.49
18HU13004_143;LE;44.431;-62.1887;390523;10;25-apr-13;06:40:00;31.3047;1.2821;1.7432;1;NaN;9;NaN;9;0.08;1;2.2;1;0.676;1;0.875;1;0;3.25;2.51
18HU13004_143;LE;44.431;-62.1887;390522;20;25-apr-13;06:39:00;31.4206;0.7794;2.2051;1;NaN;9;NaN;9;0.105;1;3.56;1;0.746;1;2.08;1;0;4.77;1.71
18HU13004_143;LE;44.431;-62.1887;390521;30;25-apr-13;06:38:00;31.545;1.1831;1.3111;1;NaN;9;NaN;9;0.105;1;4.225;1;0.7495;1;2.935;1;0;5.64;1.44
18HU13004_143;LE;44.431;-62.1887;390520;40;25-apr-13;06:38:00;31.6901;1.9722;1.4154;1;NaN;9;NaN;9;0.075;1;2.06;1;0.6245;1;1.045;1;0;3.30;1.97
18HU13004_143;LE;44.431;-62.1887;390519;50;25-apr-13;06:37:00;31.7956;2.1524;1.6687;1;NaN;9;NaN;9;0.1;1;3.345;1;0.7115;1;2.625;1;0;4.70;1.27
18HU13004_143;LE;44.431;-62.1887;390518;60;25-apr-13;06:36:00;31.9261;1.8634;0.7301;1;NaN;9;NaN;9;0.14;1;6.45;1;0.8875;1;6.505;1;0;7.27;0.99
18HU13004_143;LE;44.431;-62.1887;390517;80;25-apr-13;06:35:00;32.1001;2.2356;0.5811;1;NaN;9;NaN;9;0.12;1;6.34;1;0.876;1;6.445;1;0;7.24;0.98
18HU13004_143;LE;44.431;-62.1887;390516;100;25-apr-13;06:34:00;32.3149;2.8621;0.3137;1;NaN;9;6.085;1;0.135;1;6.405;1;0.867;1;6.46;1;0;7.39;0.99
18HU13004_143;LE;44.431;-62.1887;390515;214;25-apr-13;06:32:00;35.0786;10.2792;NaN;9;35.072;1;3.285;1;0.07;1;18.07;1;1.4235;1;13.03;1;0;12.69;1.39
18HU13004_145;HL_03;43.8845;-62.8845;390535;4;25-apr-13;12:00:00;31.7415;3.7404;0.9238;1;31.751;1;7.991;1;0.055;1;1.175;1;0.4165;1;0.715;1;0;2.82;1.64
18HU13004_145;HL_03;43.8845;-62.8845;390534;10;25-apr-13;11:59:00;31.7419;3.7326;0.9536;1;NaN;9;NaN;9;0.04;1;1.02;1;0.4265;1;0.755;1;0;2.39;1.35
18HU13004_145;HL_03;43.8845;-62.8845;390533;21;25-apr-13;11:58:00;31.8161;3.835;1.1919;1;NaN;9;NaN;9;0.04;1;1.035;1;0.446;1;0.91;1;0;2.32;1.14
18HU13004_145;HL_03;43.8845;-62.8845;390532;30;25-apr-13;11:57:00;32.2989;4.0182;0.745;1;NaN;9;NaN;9;0.135;1;2.005;1;0.5565;1;2.585;1;0;3.60;0.78
18HU13004_145;HL_03;43.8845;-62.8845;390531;41;25-apr-13;11:55:00;32.6943;4.7968;0.3171;1;NaN;9;NaN;9;0.185;1;3.84;1;0.686;1;4.27;1;0;5.60;0.90
18HU13004_145;HL_03;43.8845;-62.8845;390530;51;25-apr-13;11:54:00;32.8572;5.2365;0.2091;1;NaN;9;NaN;9;0.165;1;5.15;1;0.6825;1;4.785;1;0;7.55;1.08
18HU13004_145;HL_03;43.8845;-62.8845;390529;60;25-apr-13;11:52:00;33;5.7036;0.1653;1;NaN;9;NaN;9;0.065;1;5.515;1;0.707;1;4.96;1;0;7.80;1.11
18HU13004_145;HL_03;43.8845;-62.8845;390528;80;25-apr-13;11:51:00;33.3593;6.4234;0.145;1;NaN;9;NaN;9;0.125;1;6.34;1;0.7065;1;5.19;1;0;8.97;1.22
18HU13004_145;HL_03;43.8845;-62.8845;390527;100;25-apr-13;11:49:00;34.1748;8.9042;0.0978;1;NaN;9;NaN;9;0.045;1;11.05;1;0.968;1;8.94;1;0;11.42;1.24
18HU13004_145;HL_03;43.8845;-62.8845;390526;201;25-apr-13;11:45:00;35.1355;10.3925;NaN;9;NaN;9;NaN;9;0.035;1;18.27;1;1.3445;1;12.63;1;0;13.59;1.45
18HU13004_145;HL_03;43.8845;-62.8845;390525;262;25-apr-13;11:42:00;35.0934;9.2067;NaN;9;35.094;1;3.374;1;0.075;1;17.52;1;1.403;1;13.145;1;0;12.49;1.33
18HU13004_147;LB;43.6995;-63.7358;390545;4;25-apr-13;16:16:00;31.7088;4.1437;0.6705;1;31.712;1;7.952;1;0.05;1;0.535;1;0.4135;1;0.525;1;0;1.29;1.02
18HU13004_147;LB;43.6995;-63.7358;390544;10;25-apr-13;16:14:00;31.7088;4.1471;0.6407;1;NaN;9;NaN;9;0.045;1;0.405;1;0.3915;1;0.405;1;0;1.03;1.00
18HU13004_147;LB;43.6995;-63.7358;390543;20;25-apr-13;16:13:00;31.7073;3.9415;0.7301;1;NaN;9;NaN;9;0.065;1;0.34;1;0.3995;1;0.525;1;0;0.85;0.65
18HU13004_147;LB;43.6995;-63.7358;390542;30;25-apr-13;16:12:00;31.7185;3.8854;0.6109;1;NaN;9;NaN;9;0.06;1;0;1;0.394;1;0.55;1;0;0.00;0.00
18HU13004_147;LB;43.6995;-63.7358;390541;40;25-apr-13;16:11:00;31.9233;3.5404;0.8642;1;NaN;9;NaN;9;0.1;1;0.45;1;0.8335;1;1.61;1;0;0.54;0.28
18HU13004_147;LB;43.6995;-63.7358;390540;50;25-apr-13;16:10:00;32.5799;4.4445;0.6109;1;NaN;9;NaN;9;0.21;1;4.35;1;0.6765;1;3.54;1;0;6.43;1.23
18HU13004_147;LB;43.6995;-63.7358;390539;60;25-apr-13;16:09:00;32.8142;5.1815;0.3002;1;NaN;9;NaN;9;0.175;1;5.11;1;0.677;1;3.8;1;0;7.55;1.34
18HU13004_147;LB;43.6995;-63.7358;390538;80;25-apr-13;16:07:00;33.2516;6.455;0.1754;1;NaN;9;NaN;9;0.05;1;7.05;1;0.782;1;5.985;1;0;9.02;1.18
18HU13004_147;LB;43.6995;-63.7358;390537;101;25-apr-13;16:06:00;34.079;8.7984;0.145;1;NaN;9;NaN;9;0.03;1;10.065;1;0.967;1;8.17;1;0;10.41;1.23
18HU13004_147;LB;43.6995;-63.7358;390536;236;25-apr-13;16:00:00;35.0991;10.5537;NaN;9;35.099;1;NaN;9;0.095;1;18.165;1;1.4375;1;15.775;1;0;12.64;1.15
18HU13004_150;OTN_97;43.9137;-63.1897;390555;4;25-apr-13;20:19:00;31.8213;4.664;0.9089;1;31.827;1;7.819;1;0.06;1;0.835;1;0.463;1;0.865;1;0;1.80;0.97
18HU13004_150;OTN_97;43.9137;-63.1897;390554;11;25-apr-13;20:18:00;31.8295;4.4294;1.0727;1;NaN;9;NaN;9;0.05;1;0.645;1;0.437;1;0.885;1;0;1.48;0.73
18HU13004_150;OTN_97;43.9137;-63.1897;390553;20;25-apr-13;20:17:00;31.83;4.1983;1.1919;1;NaN;9;NaN;9;0.045;1;0.83;1;0.445;1;0.865;1;0;1.87;0.96
18HU13004_150;OTN_97;43.9137;-63.1897;390552;30;25-apr-13;20:16:00;31.9372;3.4367;0.4284;1;NaN;9;NaN;9;0.085;1;1.555;1;0.522;1;2.155;1;0;2.98;0.72
18HU13004_150;OTN_97;43.9137;-63.1897;390551;40;25-apr-13;20:15:00;32.269;3.2732;0.3339;1;NaN;9;NaN;9;0.12;1;3.685;1;0.684;1;4.025;1;0;5.39;0.92
18HU13004_150;OTN_97;43.9137;-63.1897;390550;50;25-apr-13;20:14:00;32.5347;4.5124;0.2631;1;NaN;9;NaN;9;0.14;1;2.145;1;0.537;1;4.08;1;0;3.99;0.53
18HU13004_150;OTN_97;43.9137;-63.1897;390549;61;25-apr-13;20:12:00;32.7701;5.03;0.2361;1;NaN;9;NaN;9;0.175;1;4.13;1;0.6105;1;3.89;1;0;6.76;1.06
18HU13004_150;OTN_97;43.9137;-63.1897;390548;80;25-apr-13;20:11:00;33.2365;6.1607;0.172;1;NaN;9;NaN;9;0.1;1;6.695;1;0.7865;1;5.805;1;0;8.51;1.15
18HU13004_150;OTN_97;43.9137;-63.1897;390547;100;25-apr-13;20:10:00;34.067;8.6715;0.199;1;NaN;9;NaN;9;0.05;1;10.08;1;0.975;1;8.34;1;0;10.34;1.21
18HU13004_150;OTN_97;43.9137;-63.1897;390546;125;25-apr-13;20:08:00;34.4909;9.7806;NaN;9;34.47;1;4.0615;1;0.07;1;12.55;1;1.0835;1;10.21;1;0;11.58;1.23
18HU13004_151;OTN_69;44.0885;-63.1008;390565;3;25-apr-13;21:37:00;31.699;3.3883;1.4561;1;31.698;1;8.3265;1;0.035;1;0.55;1;0.412;1;0.29;1;0;1.33;1.90
18HU13004_151;OTN_69;44.0885;-63.1008;390564;10;25-apr-13;21:36:00;31.7866;3.3785;2.759;1;NaN;9;NaN;9;0.035;1;0.71;1;0.415;1;0.33;1;0;1.71;2.15
18HU13004_151;OTN_69;44.0885;-63.1008;390563;20;25-apr-13;21:35:00;31.9484;3.8399;2.759;1;NaN;9;NaN;9;0.06;1;1.14;1;0.546;1;1.225;1;0;2.09;0.93
18HU13004_151;OTN_69;44.0885;-63.1008;390562;30;25-apr-13;21:34:00;32.0859;4.3946;1.4303;1;NaN;9;NaN;9;0.07;1;1.02;1;0.526;1;1.815;1;0;1.94;0.56
18HU13004_151;OTN_69;44.0885;-63.1008;390561;40;25-apr-13;21:34:00;32.0654;2.3868;2.7207;1;NaN;9;NaN;9;0.15;1;5.585;1;0.88;1;3.115;1;0;6.35;1.79
18HU13004_151;OTN_69;44.0885;-63.1008;390560;50;25-apr-13;21:33:00;32.2378;2.9498;1.3558;1;NaN;9;NaN;9;0.12;1;3.635;1;0.7215;1;2.75;1;0;5.04;1.32
18HU13004_151;OTN_69;44.0885;-63.1008;390559;60;25-apr-13;21:32:00;32.5792;4.4806;0.745;1;NaN;9;NaN;9;0.185;1;3.48;1;0.673;1;4.02;1;0;5.17;0.87
18HU13004_151;OTN_69;44.0885;-63.1008;390558;80;25-apr-13;21:31:00;33.0456;5.5393;0.2732;1;NaN;9;NaN;9;0.18;1;5.41;1;0.675;1;4.755;1;0;8.01;1.14
18HU13004_151;OTN_69;44.0885;-63.1008;390557;100;25-apr-13;21:30:00;33.9802;8.4211;0.1619;1;NaN;9;NaN;9;0.06;1;9.715;1;0.9285;1;7.95;1;0;10.46;1.22
18HU13004_151;OTN_69;44.0885;-63.1008;390556;161;25-apr-13;21:28:00;34.925;10.727;NaN;9;34.926;1;3.467;1;0.065;1;13.88;1;1.172;1;10.82;1;0;11.84;1.28
18HU13004_152;OTN_48;44.1775;-63.2303;390575;4;25-apr-13;22:53:00;31.2814;2.898;1.1621;1;31.283;1;8.46;1;0.04;1;0.785;1;0.4125;1;0.085;1;0;1.90;9.24
