CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;CHL_01;Q_CHL;PSAL_BS;Q_PSAL;OXY_02;Q_OXY;NO2_01;Q_NO2;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(mg/m**3);((none));(PSU);((none));(ml/l);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18HU13004_079;EH_02;44.9203;-55.8708;390181;51;20-apr-13;13:39:00;32.4734;2.2037;4.7133;1;NaN;9;NaN;9;0.145;1;1.865;1;0.567;1;2.76;1;0;3.29;0.68
18HU13004_079;EH_02;44.9203;-55.8708;390180;60;20-apr-13;13:37:00;32.5313;1.5612;1.922;1;NaN;9;NaN;9;0.175;1;3.695;1;0.663;1;4.11;1;0;5.57;0.90
18HU13004_079;EH_02;44.9203;-55.8708;390179;81;20-apr-13;13:36:00;32.6737;0.4265;0.8493;1;NaN;9;NaN;9;0.16;1;5.48;1;0.795;1;6.105;1;0;6.89;0.90
18HU13004_079;EH_02;44.9203;-55.8708;390178;101;20-apr-13;13:35:00;32.6891;0.3966;0.4756;1;NaN;9;NaN;9;0.18;1;6.385;1;0.857;1;7.19;1;0;7.45;0.89
18HU13004_079;EH_02;44.9203;-55.8708;390177;170;20-apr-13;13:32:00;33.6252;3.9782;NaN;9;33.625;1;6.129;1;0.195;1;10.435;1;0.992;1;9.09;1;0;10.52;1.15
18HU13004_082;EH_03;44.8815;-55.8755;390197;4;20-apr-13;15:54:00;32.4457;2.3766;3.5254;1;32.446;1;8.142;1;0.12;1;1.91;1;0.5;1;2.45;1;0;3.82;0.78
18HU13004_082;EH_03;44.8815;-55.8755;390196;10;20-apr-13;15:54:00;32.4457;2.3789;3.717;1;NaN;9;NaN;9;0.125;1;2.41;1;0.5245;1;2.61;1;0;4.59;0.92
18HU13004_082;EH_03;44.8815;-55.8755;390195;20;20-apr-13;15:53:00;32.4458;2.3571;4.675;1;NaN;9;NaN;9;0.125;1;2.365;1;0.522;1;2.625;1;0;4.53;0.90
18HU13004_082;EH_03;44.8815;-55.8755;390194;30;20-apr-13;15:52:00;32.4459;2.3437;3.6404;1;NaN;9;NaN;9;0.19;1;2.53;1;0.5365;1;2.965;1;0;4.72;0.85
18HU13004_082;EH_03;44.8815;-55.8755;390193;40;20-apr-13;15:51:00;32.4474;2.2902;4.1002;1;NaN;9;NaN;9;0.14;1;2.84;1;0.5535;1;2.9;1;0;5.13;0.98
18HU13004_082;EH_03;44.8815;-55.8755;390192;51;20-apr-13;15:50:00;32.4521;2.0577;4.5984;1;NaN;9;NaN;9;0.145;1;2.805;1;0.5155;1;2.685;1;0;5.44;1.04
18HU13004_082;EH_03;44.8815;-55.8755;390191;61;20-apr-13;15:49:00;32.494;1.6086;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU13004_082;EH_03;44.8815;-55.8755;390190;81;20-apr-13;15:48:00;32.655;1.2717;2.1306;1;NaN;9;NaN;9;0.185;1;6.225;1;0.7825;1;6.195;1;0;7.96;1.00
18HU13004_082;EH_03;44.8815;-55.8755;390189;100;20-apr-13;15:46:00;32.7598;0.9458;1.624;1;NaN;9;NaN;9;0.16;1;6.815;1;0.7955;1;6.705;1;0;8.57;1.02
18HU13004_082;EH_03;44.8815;-55.8755;390188;251;20-apr-13;15:43:00;34.8827;7.7556;NaN;9;NaN;9;NaN;9;0;1;19.63;1;1.371;1;11.825;1;0;14.32;1.66
18HU13004_082;EH_03;44.8815;-55.8755;390187;309;20-apr-13;15:41:00;34.8439;6.7309;NaN;9;34.841;1;4.4215;1;0.05;1;17.56;1;1.3055;1;11.45;1;0;13.45;1.53
18HU13004_084;EH_04;44.8272;-55.8605;390209;4;20-apr-13;18:19:00;32.4353;2.3533;4.1385;1;32.444;1;8.315;1;0.125;1;1.16;1;0.5065;1;1.935;1;0;2.29;0.60
18HU13004_084;EH_04;44.8272;-55.8605;390208;10;20-apr-13;18:19:00;32.4432;2.3417;4.3301;1;NaN;9;NaN;9;0.13;1;0.98;1;0.495;1;1.995;1;0;1.98;0.49
18HU13004_084;EH_04;44.8272;-55.8605;390207;21;20-apr-13;18:18:00;32.4439;2.3074;4.8283;1;NaN;9;NaN;9;0.15;1;1.14;1;0.5085;1;1.865;1;0;2.24;0.61
18HU13004_084;EH_04;44.8272;-55.8605;390206;31;20-apr-13;18:17:00;32.4475;2.2472;5.3264;1;NaN;9;NaN;9;0.13;1;1.5;1;0.5315;1;2.06;1;0;2.82;0.73
18HU13004_084;EH_04;44.8272;-55.8605;390205;40;20-apr-13;18:16:00;32.4594;2.0629;4.8666;1;NaN;9;NaN;9;0.135;1;1.88;1;0.5425;1;1.875;1;0;3.47;1.00
18HU13004_084;EH_04;44.8272;-55.8605;390204;51;20-apr-13;18:15:00;32.4902;1.6464;4.9432;1;NaN;9;NaN;9;0.15;1;3.485;1;0.625;1;2.925;1;0;5.58;1.19
18HU13004_084;EH_04;44.8272;-55.8605;390203;60;20-apr-13;18:14:00;32.5297;1.3713;3.5254;1;NaN;9;NaN;9;0.165;1;3.82;1;0.701;1;4.11;1;0;5.45;0.93
18HU13004_084;EH_04;44.8272;-55.8605;390202;80;20-apr-13;18:13:00;32.7457;1.5108;1.5197;1;NaN;9;NaN;9;0.195;1;6.16;1;0.779;1;6.86;1;0;7.91;0.90
18HU13004_084;EH_04;44.8272;-55.8605;390201;100;20-apr-13;18:12:00;32.9762;1.5006;0.8493;1;NaN;9;NaN;9;0.18;1;8.115;1;0.8405;1;7.765;1;0;9.65;1.05
18HU13004_084;EH_04;44.8272;-55.8605;390200;249;20-apr-13;18:09:00;35.0597;8.6144;NaN;9;NaN;9;3.5705;1;0.04;1;22.065;1;1.405;1;12.09;1;0;15.70;1.83
18HU13004_084;EH_04;44.8272;-55.8605;390199;500;20-apr-13;18:04:00;34.8846;5.071;NaN;9;NaN;9;NaN;9;0.025;1;19.27;1;1.185;1;11.43;1;0;16.26;1.69
18HU13004_084;EH_04;44.8272;-55.8605;390198;797;20-apr-13;17:58:00;34.9195;4.5189;NaN;9;34.922;1;5.979;1;0.035;1;17.16;1;1.105;1;9.98;1;0;15.53;1.72
18HU13004_086;SPB_08;44.7648;-55.847;390222;2;20-apr-13;21:05:00;32.4635;2.3316;5.4797;1;32.463;1;8.326;1;0.11;1;1.04;1;0.467;1;1.39;1;0;2.23;0.75
18HU13004_086;SPB_08;44.7648;-55.847;390221;10;20-apr-13;21:04:00;32.4645;2.3363;5.4031;1;NaN;9;NaN;9;0.1;1;1.3;1;0.483;1;1.425;1;0;2.69;0.91
18HU13004_086;SPB_08;44.7648;-55.847;390220;20;20-apr-13;21:03:00;32.4643;2.3238;5.5564;1;NaN;9;NaN;9;0.1;1;0.79;1;0.4775;1;1.415;1;0;1.65;0.56
18HU13004_086;SPB_08;44.7648;-55.847;390219;30;20-apr-13;21:02:00;32.467;2.2909;5.7479;1;NaN;9;8.246;1;0.1;1;1.205;1;0.4795;1;1.445;1;0;2.51;0.83
18HU13004_086;SPB_08;44.7648;-55.847;390218;39;20-apr-13;21:02:00;32.4971;2.3845;5.2115;1;NaN;9;NaN;9;0.105;1;1.225;1;0.49;1;1.51;1;0;2.50;0.81
18HU13004_086;SPB_08;44.7648;-55.847;390217;50;20-apr-13;21:01:00;32.7056;2.3335;2.5291;1;NaN;9;NaN;9;0.2;1;3.92;1;0.667;1;4.55;1;0;5.88;0.86
18HU13004_086;SPB_08;44.7648;-55.847;390216;60;20-apr-13;21:00:00;33.0324;3.6079;1.8393;1;NaN;9;NaN;9;0.24;1;5.505;1;0.7525;1;6.28;1;0;7.32;0.88
18HU13004_086;SPB_08;44.7648;-55.847;390215;80;20-apr-13;20:59:00;34;7.0554;1.177;1;NaN;9;NaN;9;0.115;1;8.415;1;0.725;1;6.165;1;0;11.61;1.36
18HU13004_086;SPB_08;44.7648;-55.847;390214;99;20-apr-13;20:58:00;35.3292;12.2727;0.3845;1;NaN;9;NaN;9;0.27;1;7.595;1;0.53;1;3.505;1;0;14.33;2.17
18HU13004_086;SPB_08;44.7648;-55.847;390213;250;20-apr-13;20:55:00;35.047;8.5792;NaN;9;NaN;9;NaN;9;0.035;1;22.845;1;1.38;1;12.51;1;0;16.55;1.83
18HU13004_086;SPB_08;44.7648;-55.847;390212;499;20-apr-13;20:50:00;34.8707;5.2256;NaN;9;NaN;9;NaN;9;0.03;1;18.47;1;1.175;1;11.555;1;0;15.72;1.60
18HU13004_086;SPB_08;44.7648;-55.847;390211;1000;20-apr-13;20:41:00;34.93;4.3267;NaN;9;NaN;9;NaN;9;0.04;1;17.44;1;1.0565;1;10.4;1;0;16.51;1.68
18HU13004_086;SPB_08;44.7648;-55.847;390210;1064;20-apr-13;20:39:00;34.9291;4.2941;NaN;9;34.929;1;6.057;1;0.03;1;17.02;1;1.061;1;10.205;1;0;16.04;1.67
18HU13004_089;SPB_09;44.5348;-55.8207;390236;3;21-apr-13;01:29:00;32.8817;4.5145;6.358;1;32.879;1;7.97;1;0.095;1;0.74;1;0.3635;1;1.14;1;0;2.04;0.65
18HU13004_089;SPB_09;44.5348;-55.8207;390235;9;21-apr-13;01:29:00;32.8865;4.5213;6.1311;1;NaN;9;NaN;9;0.115;1;0.94;1;0.3815;1;1.29;1;0;2.46;0.73
18HU13004_089;SPB_09;44.5348;-55.8207;390234;21;21-apr-13;01:28:00;33.5049;5.7082;1.1025;1;NaN;9;NaN;9;0.26;1;4.735;1;0.582;1;3.785;1;0;8.14;1.25
18HU13004_089;SPB_09;44.5348;-55.8207;390233;30;21-apr-13;01:27:00;33.7015;6.4308;0.8344;1;NaN;9;NaN;9;0.27;1;4.945;1;0.588;1;3.925;1;0;8.41;1.26
18HU13004_089;SPB_09;44.5348;-55.8207;390232;40;21-apr-13;01:26:00;34.1561;8.0905;0.8344;1;NaN;9;NaN;9;0.225;1;5.825;1;0.59;1;3.82;1;0;9.87;1.52
18HU13004_089;SPB_09;44.5348;-55.8207;390231;50;21-apr-13;01:25:00;35.2501;12.2245;0.2462;1;NaN;9;NaN;9;0.37;1;6.27;1;0.5095;1;3.275;1;0;12.31;1.91
18HU13004_089;SPB_09;44.5348;-55.8207;390230;60;21-apr-13;01:24:00;35.3701;12.659;0.172;1;NaN;9;NaN;9;0.305;1;7.125;1;0.503;1;3.27;1;0;14.17;2.18
18HU13004_089;SPB_09;44.5348;-55.8207;390229;80;21-apr-13;01:23:00;35.4131;12.7177;0.1523;1;NaN;9;NaN;9;0.16;1;7.98;1;0.536;1;3.635;1;0;14.89;2.20
18HU13004_089;SPB_09;44.5348;-55.8207;390228;100;21-apr-13;01:22:00;35.5085;12.9737;0.077;1;NaN;9;NaN;9;0.08;1;9.185;1;0.6015;1;3.96;1;0;15.27;2.32
18HU13004_089;SPB_09;44.5348;-55.8207;390227;250;21-apr-13;01:18:00;34.8816;8.4051;NaN;9;34.879;1;4.134;1;0.04;1;18.765;1;1.1925;1;10.25;1;0;15.74;1.83
18HU13004_089;SPB_09;44.5348;-55.8207;390226;500;21-apr-13;01:13:00;34.8677;5.7296;NaN;9;NaN;9;NaN;9;0.03;1;20.425;1;1.2905;1;12.11;1;0;15.83;1.69
18HU13004_089;SPB_09;44.5348;-55.8207;390225;1000;21-apr-13;01:02:00;34.925;4.3591;NaN;9;NaN;9;NaN;9;0.03;1;17.76;1;1.137;1;10.16;1;0;15.62;1.75
18HU13004_089;SPB_09;44.5348;-55.8207;390224;1500;21-apr-13;00:52:00;34.9448;4.0279;NaN;9;NaN;9;NaN;9;0.03;1;17.785;1;1.139;1;11.095;1;0;15.61;1.60
18HU13004_089;SPB_09;44.5348;-55.8207;390223;2128;21-apr-13;00:40:00;34.9401;3.5618;NaN;9;34.939;1;6.125;1;0.035;1;18.14;1;1.1465;1;13.225;1;0;15.82;1.37
18HU13004_092;SPB_10;44.2417;-55.8273;390252;3;21-apr-13;06:41:00;33.0714;5.5395;9.6502;1;33.069;1;7.932;1;0.06;1;0.51;1;0.2745;1;0.58;1;0;1.86;0.88
18HU13004_092;SPB_10;44.2417;-55.8273;390251;10;21-apr-13;06:40:00;33.093;5.6032;9.4809;1;NaN;9;NaN;9;0.07;1;0.47;1;0.2705;1;0.585;1;0;1.74;0.80
18HU13004_092;SPB_10;44.2417;-55.8273;390250;20;21-apr-13;06:39:00;33.1667;5.7944;10.3274;1;NaN;9;NaN;9;0.1;1;0.875;1;0.2665;1;0.595;1;0;3.28;1.47
18HU13004_092;SPB_10;44.2417;-55.8273;390249;30;21-apr-13;06:38:00;34.5205;9.597;2.8357;1;NaN;9;NaN;9;0.27;1;4.82;1;0.4635;1;2.345;1;0;10.40;2.06
18HU13004_092;SPB_10;44.2417;-55.8273;390248;40;21-apr-13;06:37:00;35.2861;12.2225;0.6407;1;NaN;9;NaN;9;0.425;1;6.63;1;0.4905;1;3.05;1;0;13.52;2.17
18HU13004_092;SPB_10;44.2417;-55.8273;390247;50;21-apr-13;06:37:00;35.3539;12.4353;0.2395;1;NaN;9;NaN;9;0.51;1;6.98;1;0.499;1;3.25;1;0;13.99;2.15
18HU13004_092;SPB_10;44.2417;-55.8273;390246;60;21-apr-13;06:36:00;35.4724;12.8512;0.2159;1;NaN;9;NaN;9;0.47;1;7.2;1;0.496;1;3.2;1;0;14.52;2.25
18HU13004_092;SPB_10;44.2417;-55.8273;390245;81;21-apr-13;06:35:00;35.4996;12.9212;0.1417;1;NaN;9;NaN;9;0.225;1;8.22;1;0.5505;1;3.875;1;0;14.93;2.12
18HU13004_092;SPB_10;44.2417;-55.8273;390244;101;21-apr-13;06:33:00;35.603;13.2827;0.1889;1;NaN;9;NaN;9;0.295;1;8.25;1;0.5445;1;3.72;1;0;15.15;2.22
18HU13004_092;SPB_10;44.2417;-55.8273;390243;250;21-apr-13;06:30:00;35.5436;12.3306;NaN;9;35.542;1;3.656;1;0.055;1;16.905;1;1.0415;1;8.215;1;0;16.23;2.06
18HU13004_092;SPB_10;44.2417;-55.8273;390242;500;21-apr-13;06:24:00;34.8656;6.0118;NaN;9;NaN;9;NaN;9;0.035;1;19.52;1;1.318;1;12.94;1;0;14.81;1.51
18HU13004_092;SPB_10;44.2417;-55.8273;390241;1000;21-apr-13;06:14:00;34.9332;4.3902;NaN;9;NaN;9;NaN;9;0.04;1;17.145;1;1.0945;1;10.45;1;0;15.66;1.64
18HU13004_092;SPB_10;44.2417;-55.8273;390240;1500;21-apr-13;06:04:00;34.9522;4.0951;NaN;9;NaN;9;NaN;9;0.04;1;16.7;1;1.0885;1;10.975;1;0;15.34;1.52
18HU13004_092;SPB_10;44.2417;-55.8273;390239;2001;21-apr-13;05:53:00;34.9416;3.6022;NaN;9;NaN;9;NaN;9;0.045;1;17.455;1;1.0985;1;12.94;1;0;15.89;1.35
18HU13004_092;SPB_10;44.2417;-55.8273;390238;2500;21-apr-13;05:43:00;34.9319;3.0759;NaN;9;NaN;9;NaN;9;0.035;1;17.065;1;1.1125;1;15.555;1;0;15.34;1.10
18HU13004_092;SPB_10;44.2417;-55.8273;390237;2977;21-apr-13;05:33:00;34.9149;2.654;NaN;9;34.914;1;6.305;1;0.03;1;16.775;1;1.1065;1;16.06;1;0;15.16;1.04
18HU13004_094;SPB_10A;43.7983;-55.7097;390269;3;21-apr-13;12:46:00;34.7409;10.6179;4.3301;1;34.738;1;6.6;1;0.2;1;2.215;1;0.297;1;0.95;1;0;7.46;2.33
18HU13004_094;SPB_10A;43.7983;-55.7097;390270;3;21-apr-13;12:46:00;34.7372;10.6027;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU13004_094;SPB_10A;43.7983;-55.7097;390271;3;21-apr-13;12:46:00;34.7372;10.6033;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU13004_094;SPB_10A;43.7983;-55.7097;390272;3;21-apr-13;12:46:00;34.737;10.6031;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU13004_094;SPB_10A;43.7983;-55.7097;390273;3;21-apr-13;12:46:00;34.7371;10.6028;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU13004_094;SPB_10A;43.7983;-55.7097;390274;3;21-apr-13;12:46:00;34.7393;10.6084;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU13004_094;SPB_10A;43.7983;-55.7097;390275;3;21-apr-13;12:46:00;34.7399;10.6109;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU13004_094;SPB_10A;43.7983;-55.7097;390276;3;21-apr-13;12:46:00;34.7398;10.6102;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU13004_094;SPB_10A;43.7983;-55.7097;390268;11;21-apr-13;12:45:00;34.7399;10.6142;4.3684;1;NaN;9;NaN;9;0.2;1;2.115;1;0.268;1;0.82;1;0;7.89;2.58
18HU13004_094;SPB_10A;43.7983;-55.7097;390267;20;21-apr-13;12:44:00;34.7334;10.5924;4.3301;1;NaN;9;NaN;9;0.19;1;1.935;1;0.2735;1;0.795;1;0;7.07;2.43
18HU13004_094;SPB_10A;43.7983;-55.7097;390266;30;21-apr-13;12:43:00;35.141;11.8023;2.2992;1;NaN;9;NaN;9;0.255;1;4.185;1;0.3625;1;1.81;1;0;11.54;2.31
18HU13004_094;SPB_10A;43.7983;-55.7097;390265;41;21-apr-13;12:42:00;35.4335;12.7578;1.1472;1;NaN;9;NaN;9;0.365;1;6.845;1;0.4755;1;3.05;1;0;14.40;2.24
18HU13004_094;SPB_10A;43.7983;-55.7097;390264;50;21-apr-13;12:41:00;35.5044;12.9963;0.8642;1;NaN;9;NaN;9;0.37;1;6.485;1;0.475;1;3.035;1;0;13.65;2.14
18HU13004_094;SPB_10A;43.7983;-55.7097;390263;61;21-apr-13;12:40:00;35.5298;13.0841;0.745;1;NaN;9;NaN;9;0.375;1;7.32;1;0.508;1;3.29;1;0;14.41;2.22
18HU13004_094;SPB_10A;43.7983;-55.7097;390262;80;21-apr-13;12:39:00;35.6035;13.2989;0.6258;1;NaN;9;NaN;9;0.385;1;7.65;1;0.477;1;3.4;1;0;16.04;2.25
18HU13004_094;SPB_10A;43.7983;-55.7097;390261;101;21-apr-13;12:38:00;35.6332;13.3947;0.5364;1;NaN;9;NaN;9;0.39;1;7.67;1;0.5545;1;3.42;1;0;13.83;2.24
18HU13004_094;SPB_10A;43.7983;-55.7097;390260;251;21-apr-13;12:33:00;35.4771;12.5692;NaN;9;35.474;1;5.3385;1;0.09;1;7.87;1;0.584;1;4.005;1;0;13.48;1.97
18HU13004_094;SPB_10A;43.7983;-55.7097;390259;504;21-apr-13;12:27:00;35.002;6.9654;NaN;9;NaN;9;NaN;9;0.045;1;21.895;1;1.4025;1;13.9;1;0;15.61;1.58
18HU13004_094;SPB_10A;43.7983;-55.7097;390258;1002;21-apr-13;12:17:00;34.9359;4.4243;NaN;9;NaN;9;NaN;9;0.045;1;16.45;1;1.126;1;10.065;1;0;14.61;1.63
18HU13004_094;SPB_10A;43.7983;-55.7097;390257;1501;21-apr-13;12:07:00;34.9573;4.0721;NaN;9;NaN;9;NaN;9;0.04;1;17.53;1;1.165;1;11.71;1;0;15.05;1.50
18HU13004_094;SPB_10A;43.7983;-55.7097;390256;2001;21-apr-13;11:57:00;34.9439;3.6638;NaN;9;NaN;9;NaN;9;0.035;1;16.68;1;1.1785;1;12.78;1;0;14.15;1.31
18HU13004_094;SPB_10A;43.7983;-55.7097;390255;2501;21-apr-13;11:47:00;34.9288;3.1205;NaN;9;NaN;9;NaN;9;0.04;1;17.05;1;1.1735;1;15.48;1;0;14.53;1.10
18HU13004_094;SPB_10A;43.7983;-55.7097;390254;3000;21-apr-13;11:38:00;34.9197;2.7895;NaN;9;NaN;9;NaN;9;0.035;1;16.245;1;1.1205;1;16.17;1;0;14.50;1.00
18HU13004_094;SPB_10A;43.7983;-55.7097;390253;3662;21-apr-13;11:25:00;34.8999;2.3529;NaN;9;34.9;1;6.46;1;0.05;1;16.365;1;1.085;1;18.09;1;0;15.08;0.90
18HU13004_096;SESPB_09;44.0807;-54.7813;390293;5;21-apr-13;19:37:00;32.5244;3.8295;6.4335;1;32.526;1;8.153;1;0.055;1;0.9;1;0.351;1;0.86;1;0;2.56;1.05
18HU13004_096;SESPB_09;44.0807;-54.7813;390294;5;21-apr-13;19:37:00;32.5246;3.8287;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU13004_096;SESPB_09;44.0807;-54.7813;390295;5;21-apr-13;19:37:00;32.5248;3.8306;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU13004_096;SESPB_09;44.0807;-54.7813;390296;5;21-apr-13;19:37:00;32.5244;3.8318;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU13004_096;SESPB_09;44.0807;-54.7813;390297;5;21-apr-13;19:37:00;32.5244;3.831;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU13004_096;SESPB_09;44.0807;-54.7813;390298;5;21-apr-13;19:37:00;32.5244;3.8317;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU13004_096;SESPB_09;44.0807;-54.7813;390299;5;21-apr-13;19:37:00;32.5245;3.8315;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU13004_096;SESPB_09;44.0807;-54.7813;390300;5;21-apr-13;19:37:00;32.5247;3.8307;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU13004_096;SESPB_09;44.0807;-54.7813;390292;11;21-apr-13;19:36:00;32.5261;3.7983;6.9414;1;NaN;9;NaN;9;0.04;1;0.67;1;0.3145;1;0.845;1;0;2.13;0.79
18HU13004_096;SESPB_09;44.0807;-54.7813;390291;21;21-apr-13;19:35:00;32.5286;3.72;7.1107;1;NaN;9;NaN;9;0.045;1;0.39;1;0.3385;1;0.91;1;0;1.15;0.43
18HU13004_096;SESPB_09;44.0807;-54.7813;390290;30;21-apr-13;19:34:00;32.5275;3.318;8.4651;1;NaN;9;NaN;9;0.04;1;0.42;1;0.3415;1;0.755;1;0;1.23;0.56
18HU13004_096;SESPB_09;44.0807;-54.7813;390289;40;21-apr-13;19:33:00;32.557;3.0108;9.3116;1;NaN;9;NaN;9;0.07;1;0.53;1;0.4095;1;0.98;1;0;1.29;0.54
18HU13004_096;SESPB_09;44.0807;-54.7813;390288;50;21-apr-13;19:32:00;32.6365;3.343;6.6293;1;NaN;9;NaN;9;0.08;1;0.67;1;0.4075;1;1.095;1;0;1.64;0.61
18HU13004_096;SESPB_09;44.0807;-54.7813;390287;61;21-apr-13;19:31:00;32.7137;3.7701;6.3227;1;NaN;9;NaN;9;0.05;1;0.585;1;0.379;1;0.835;1;0;1.54;0.70
18HU13004_096;SESPB_09;44.0807;-54.7813;390286;80;21-apr-13;19:30:00;33.1609;4.7169;1.3795;1;NaN;9;NaN;9;0.27;1;4.49;1;0.619;1;4.795;1;0;7.25;0.94
18HU13004_096;SESPB_09;44.0807;-54.7813;390285;100;21-apr-13;19:28:00;33.9719;7.3329;0.3137;1;NaN;9;NaN;9;0.105;1;6.675;1;0.663;1;5.025;1;0;10.07;1.33
18HU13004_096;SESPB_09;44.0807;-54.7813;390284;250;21-apr-13;19:25:00;35.0165;8.4364;NaN;9;35.009;1;3.665;1;0.03;1;21.795;1;1.434;1;12.605;1;0;15.20;1.73
18HU13004_096;SESPB_09;44.0807;-54.7813;390283;500;21-apr-13;19:20:00;34.8533;5.11;NaN;9;NaN;9;NaN;9;0.025;1;16.49;1;1.1975;1;10.73;1;0;13.77;1.54
18HU13004_096;SESPB_09;44.0807;-54.7813;390282;1000;21-apr-13;19:11:00;34.938;4.2617;NaN;9;NaN;9;NaN;9;0.025;1;16.985;1;1.096;1;10.495;1;0;15.50;1.62
18HU13004_096;SESPB_09;44.0807;-54.7813;390281;1500;21-apr-13;19:02:00;34.9544;4.0072;NaN;9;NaN;9;NaN;9;0.05;1;17.42;1;1.2115;1;12.04;1;0;14.38;1.45
18HU13004_096;SESPB_09;44.0807;-54.7813;390280;2001;21-apr-13;18:53:00;34.9445;3.5939;NaN;9;NaN;9;NaN;9;0.035;1;17.545;1;1.1395;1;13.07;1;0;15.40;1.34
18HU13004_096;SESPB_09;44.0807;-54.7813;390279;2500;21-apr-13;18:43:00;34.9304;3.0293;NaN;9;NaN;9;NaN;9;0.02;1;17.33;1;1.1395;1;16.15;1;0;15.21;1.07
18HU13004_096;SESPB_09;44.0807;-54.7813;390278;3006;21-apr-13;18:34:00;34.9092;2.5214;NaN;9;NaN;9;NaN;9;0.02;1;16.485;1;1.05;1;15.69;1;0;15.70;1.05
18HU13004_096;SESPB_09;44.0807;-54.7813;390277;3325;21-apr-13;18:27:00;34.9026;2.3792;NaN;9;34.903;1;6.2485;1;0.025;1;16.355;1;1.0915;1;16.87;1;0;14.98;0.97
18HU13004_098;SESPB_08;44.4327;-54.8915;390315;2;22-apr-13;00:13:00;32.7475;4.4599;3.5254;1;32.75;1;7.9735;1;0.05;1;0.395;1;0.3045;1;0.44;1;0;1.30;0.90
18HU13004_098;SESPB_08;44.4327;-54.8915;390314;9;22-apr-13;00:12:00;32.7485;4.4599;3.7553;1;NaN;9;NaN;9;0.04;1;0.455;1;0.295;1;0.475;1;0;1.54;0.96
18HU13004_098;SESPB_08;44.4327;-54.8915;390313;19;22-apr-13;00:11:00;32.7461;4.2763;4.8283;1;NaN;9;NaN;9;0.04;1;0.505;1;0.2915;1;0.34;1;0;1.73;1.49
18HU13004_098;SESPB_08;44.4327;-54.8915;390312;29;22-apr-13;00:11:00;32.7706;4.2395;4.9816;1;NaN;9;NaN;9;0.04;1;0.51;1;0.3015;1;0.38;1;0;1.69;1.34
18HU13004_098;SESPB_08;44.4327;-54.8915;390311;40;22-apr-13;00:10:00;32.8083;4.0599;5.3264;1;NaN;9;NaN;9;0.12;1;1.44;1;0.4385;1;1.69;1;0;3.28;0.85
18HU13004_098;SESPB_08;44.4327;-54.8915;390310;49;22-apr-13;00:09:00;32.9754;4.4142;4.5217;1;NaN;9;NaN;9;0.19;1;2.44;1;0.507;1;2.825;1;0;4.81;0.86
18HU13004_098;SESPB_08;44.4327;-54.8915;390309;61;22-apr-13;00:08:00;33.1765;4.9567;2.9889;1;NaN;9;NaN;9;0.23;1;3.655;1;0.557;1;3.88;1;0;6.56;0.94
18HU13004_098;SESPB_08;44.4327;-54.8915;390308;80;22-apr-13;00:07:00;33.8871;7.2047;1.0579;1;NaN;9;NaN;9;0.23;1;6.41;1;0.612;1;4.6;1;0;10.47;1.39
18HU13004_098;SESPB_08;44.4327;-54.8915;390307;100;22-apr-13;00:06:00;34.4457;8.613;0.1518;1;NaN;9;NaN;9;0.07;1;9.175;1;0.715;1;5.685;1;0;12.83;1.61
