CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
18HU00001_284;SEGB-01;46.5833;-52.9333;221517;48;01-nov-00;21:47:00;48.87;7.74993058665472;1;0.83;1;0.66;1;0.38;1;0.44;1;1.67;1;0;0.86;0.23
18HU00001_304;SEGB-02;46.5;-52.85;221518;170;01-nov-00;22:51:00;171.85;7.80993058665473;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU00001_315;SEGB-03;46.35;-52.7333;221528;5;02-nov-00;00:15:00;5.07;7.57993058665472;1;1.56;1;1.3;1;0.02;1;0.34;1;1.19;1;0;0.06;0.02
18HU00001_315;SEGB-03;46.35;-52.7333;221527;10;02-nov-00;00:15:00;10.32;7.6199328257949;1;1.56;1;1.3;1;0.02;1;0.36;1;1.49;1;0;0.06;0.01
18HU00001_315;SEGB-03;46.35;-52.7333;221526;20;02-nov-00;00:15:00;19.96;7.68993058665473;1;1.22;1;0.98;1;0.35;1;0.38;1;1.65;1;0;0.92;0.21
18HU00001_315;SEGB-03;46.35;-52.7333;221525;30;02-nov-00;00:15:00;30.21;7.73993058665472;1;0.75;1;0.6;1;0.56;1;0.49;1;1.8;1;0;1.14;0.31
18HU00001_315;SEGB-03;46.35;-52.7333;221524;39;02-nov-00;00:15:00;38.87;8.20992610837438;1;0.16;1;0.12;1;2.4;1;0.76;1;2.89;1;0;3.16;0.83
18HU00001_315;SEGB-03;46.35;-52.7333;221523;49;02-nov-00;00:15:00;49.86;8.34992610837438;1;0.07;1;0.05;1;3.81;1;1.01;1;4.67;1;0;3.77;0.82
18HU00001_315;SEGB-03;46.35;-52.7333;221522;74;02-nov-00;00:15:00;74.98;8.11992834751456;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU00001_315;SEGB-03;46.35;-52.7333;221521;100;02-nov-00;00:15:00;100.8;7.73993058665472;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU00001_315;SEGB-03;46.35;-52.7333;221520;150;02-nov-00;00:15:00;151.03;7.63993058665473;1;NaN;9;NaN;9;8.84;1;1.12;1;9.72;1;0;7.89;0.91
18HU00001_315;SEGB-03;46.35;-52.7333;221519;166;02-nov-00;00:15:00;167.76;7.37993506493507;1;NaN;9;NaN;9;9.64;1;1.29;2;11.37;1;2048;7.47;0.85
18HU00001_326;SEGB-04;46.2083;-52.6083;221529;122;02-nov-00;02:23:00;122.58;6.86993730407524;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU00001_339;SEGB-05;46.07;-52.5;221537;5;02-nov-00;04:01:00;5.16;6.98993730407524;1;0.56;1;0.4;1;0;1;0.34;1;0.33;1;0;0.00;0.00
18HU00001_339;SEGB-05;46.07;-52.5;221536;11;02-nov-00;04:01:00;11.23;6.99993730407524;1;0.52;1;0.45;1;0;1;0.41;1;0.44;1;0;0.00;0.00
18HU00001_339;SEGB-05;46.07;-52.5;221535;21;02-nov-00;04:01:00;20.98;7.01993730407524;1;0.54;1;0.47;1;0;1;0.32;1;0.66;1;0;0.00;0.00
18HU00001_339;SEGB-05;46.07;-52.5;221534;30;02-nov-00;04:01:00;29.83;6.99993730407524;1;0.59;1;0.45;1;0;1;0.3;1;0.35;1;0;0.00;0.00
18HU00001_339;SEGB-05;46.07;-52.5;221533;40;02-nov-00;04:01:00;39.89;7.02993730407524;1;0.39;1;0.34;1;0.7;1;0.37;1;2.25;1;0;1.89;0.31
18HU00001_339;SEGB-05;46.07;-52.5;221532;50;02-nov-00;04:01:00;50.23;6.49994178235558;1;0.24;1;0.22;1;3.39;1;0.76;1;9.81;1;0;4.46;0.35
18HU00001_339;SEGB-05;46.07;-52.5;221531;75;02-nov-00;04:01:00;75.55;6.24994402149575;1;0.13;1;0.1;1;8.66;1;1.41;1;11.65;1;0;6.14;0.74
18HU00001_339;SEGB-05;46.07;-52.5;221530;85;02-nov-00;04:01:00;85.94;6.53994178235558;1;0.08;1;0.05;1;10.57;1;1.46;1;15.88;1;0;7.24;0.67
18HU00001_003;SEGB-06;45.7883;-52.2667;221544;5;02-nov-00;07:07:00;5.53;6.79993954321541;1;0.48;1;0.43;1;0;1;0.18;1;0.32;1;0;0.00;0.00
18HU00001_003;SEGB-06;45.7883;-52.2667;221543;10;02-nov-00;07:07:00;10.21;6.78993954321541;1;0.47;1;0.41;1;0;1;0.23;1;0.05;2;2048;0.00;0.00
18HU00001_003;SEGB-06;45.7883;-52.2667;221542;20;02-nov-00;07:07:00;20.58;6.78993954321541;1;0.46;1;0.43;1;0;1;0.19;1;0.14;1;0;0.00;0.00
18HU00001_003;SEGB-06;45.7883;-52.2667;221541;30;02-nov-00;07:07:00;30.42;6.80993954321541;1;0.49;1;0.44;1;0;1;0.16;1;0.4;1;0;0.00;0.00
18HU00001_003;SEGB-06;45.7883;-52.2667;221540;40;02-nov-00;07:07:00;40.55;6.95993730407524;1;0.48;1;0.41;1;0;1;0.19;1;0.08;2;2048;0.00;0.00
18HU00001_003;SEGB-06;45.7883;-52.2667;221539;50;02-nov-00;07:07:00;50.9;6.77993954321541;1;0.33;1;0.3;1;6.74;1;1.1;1;8.77;1;0;6.13;0.77
18HU00001_003;SEGB-06;45.7883;-52.2667;221538;79;02-nov-00;07:07:00;79.94;6.19994402149575;1;0.13;1;0.1;1;9.48;1;1.35;1;13.49;1;0;7.02;0.70
18HU00001_014;SEGB-07;45.4583;-52;221551;5;02-nov-00;09:27:00;5.27;6.79993954321541;1;0.47;1;0.44;1;0;1;0.19;1;0.34;1;0;0.00;0.00
18HU00001_014;SEGB-07;45.4583;-52;221550;10;02-nov-00;09:27:00;10.27;6.79993954321541;1;0.49;1;0.45;1;0;1;0.14;1;0.25;1;0;0.00;0.00
18HU00001_014;SEGB-07;45.4583;-52;221549;20;02-nov-00;09:27:00;20.38;6.80993954321541;1;0.47;1;0.43;1;0;1;0.17;1;0.43;1;0;0.00;0.00
18HU00001_014;SEGB-07;45.4583;-52;221548;31;02-nov-00;09:27:00;31.47;6.84993730407524;1;0.44;1;0.41;1;0;1;0.26;1;0.23;1;0;0.00;0.00
18HU00001_014;SEGB-07;45.4583;-52;221547;41;02-nov-00;09:27:00;40.94;6.94993730407524;1;0.35;1;0.32;1;0;1;0.25;1;0.77;1;0;0.00;0.00
18HU00001_014;SEGB-07;45.4583;-52;221546;51;02-nov-00;09:27:00;51.18;6.61993954321541;1;0.27;1;0.24;1;6.53;1;1.12;1;9.09;1;0;5.83;0.72
18HU00001_014;SEGB-07;45.4583;-52;221545;73;02-nov-00;09:27:00;73.34;6.79993954321541;1;0.25;1;0.2;1;6.48;1;1.07;1;9.79;1;0;6.06;0.66
18HU00001_025;SEGB-08;45.095;-51.7;221558;6;02-nov-00;12:21:00;5.65;6.68993954321541;1;0.66;1;0.54;1;0;1;0.2;1;0.69;1;0;0.00;0.00
18HU00001_025;SEGB-08;45.095;-51.7;221557;11;02-nov-00;12:21:00;10.7;6.68993954321541;1;0.68;1;0.55;1;0;1;0.2;1;0.47;1;0;0.00;0.00
18HU00001_025;SEGB-08;45.095;-51.7;221556;20;02-nov-00;12:21:00;20.38;6.70993954321541;1;0.65;1;0.54;1;0;1;0.22;1;0.38;1;0;0.00;0.00
18HU00001_025;SEGB-08;45.095;-51.7;221555;30;02-nov-00;12:21:00;30.54;6.75993954321541;1;0.66;1;0.53;1;0;1;0.18;1;0.59;1;0;0.00;0.00
18HU00001_025;SEGB-08;45.095;-51.7;221554;41;02-nov-00;12:21:00;41.46;6.64993954321541;1;0.77;1;0.64;1;6.11;1;1.1;1;7.93;1;0;5.55;0.77
18HU00001_025;SEGB-08;45.095;-51.7;221553;51;02-nov-00;12:21:00;51.41;6.73993954321541;1;0.23;1;0.2;1;6.78;1;1.14;1;9.57;1;0;5.95;0.71
18HU00001_025;SEGB-08;45.095;-51.7;221552;66;02-nov-00;12:21:00;66.61;6.64993954321541;1;0.23;1;0.2;1;6.96;1;1.12;1;10.2;1;0;6.21;0.68
18HU00001_036;SEGB-09;44.725;-51.395;221565;5;02-nov-00;14:50:00;5.06;6.54994178235558;1;0.46;1;0.44;1;0;1;0;1;0.7;1;0;NaN;0.00
18HU00001_036;SEGB-09;44.725;-51.395;221564;10;02-nov-00;14:50:00;9.88;6.56994178235558;1;0.49;1;0.44;1;0;1;0;1;0.61;1;0;NaN;0.00
18HU00001_036;SEGB-09;44.725;-51.395;221563;19;02-nov-00;14:50:00;19.6;6.64993954321541;1;0.48;1;0.45;1;0;1;0;1;0.76;1;0;NaN;0.00
18HU00001_036;SEGB-09;44.725;-51.395;221562;30;02-nov-00;14:50:00;29.95;6.74993954321541;1;0.72;1;0.6;1;0;1;0;1;0.34;1;0;NaN;0.00
18HU00001_036;SEGB-09;44.725;-51.395;221561;40;02-nov-00;14:50:00;40.3;6.53994178235558;1;0.5;1;0.45;1;3.78;1;0.4;1;5.47;1;0;9.45;0.69
18HU00001_036;SEGB-09;44.725;-51.395;221560;51;02-nov-00;14:50:00;51.25;6.12994402149575;1;0.2;1;0.16;1;7.6;1;1.21;1;9.83;1;0;6.28;0.77
18HU00001_036;SEGB-09;44.725;-51.395;221559;67;02-nov-00;14:50:00;67.4;6.28994402149575;1;0.23;1;0.19;1;7.61;1;1.18;1;10.39;1;0;6.45;0.73
18HU00001_047;SEGB-10;44.3633;-51.1033;221572;6;02-nov-00;17:41:00;5.89;6.48994178235558;1;0.5;1;0.34;1;0;1;0;1;0.89;1;0;NaN;0.00
18HU00001_047;SEGB-10;44.3633;-51.1033;221571;11;02-nov-00;17:41:00;10.79;6.50994178235558;1;0.45;1;0.4;1;0;1;0;1;0.87;1;0;NaN;0.00
18HU00001_047;SEGB-10;44.3633;-51.1033;221570;21;02-nov-00;17:41:00;21;6.51994178235558;1;0.53;1;0.46;1;0;1;0;1;0.79;1;0;NaN;0.00
18HU00001_047;SEGB-10;44.3633;-51.1033;221569;30;02-nov-00;17:41:00;30.61;6.63993954321541;1;0.55;1;0.48;1;0.01;1;0;1;0.89;1;0;NaN;0.01
18HU00001_047;SEGB-10;44.3633;-51.1033;221568;42;02-nov-00;17:41:00;42.7;6.57994178235558;1;0.21;1;0.17;1;4.55;1;0.75;1;9.34;1;0;6.07;0.49
18HU00001_047;SEGB-10;44.3633;-51.1033;221567;53;02-nov-00;17:41:00;52.98;6.8599395432154;1;0.23;1;0.16;1;3.74;1;0.65;1;9.45;1;0;5.75;0.40
18HU00001_047;SEGB-10;44.3633;-51.1033;221566;68;02-nov-00;17:41:00;68.54;7.14993506493507;1;0.25;1;0.19;1;3.25;1;0.71;1;9.64;1;0;4.58;0.34
18HU00001_058;SEGB-11;44;-50.8083;221579;11;02-nov-00;20:05:00;11.05;6.68993954321541;1;0.6;1;0.54;1;0;1;0;1;0.51;1;0;NaN;0.00
18HU00001_058;SEGB-11;44;-50.8083;221577;21;02-nov-00;20:05:00;20.81;6.68993954321541;1;0.62;1;0.54;1;0;1;0;1;0.65;1;0;NaN;0.00
18HU00001_058;SEGB-11;44;-50.8083;221576;30;02-nov-00;20:05:00;30.61;6.79993954321541;1;0.56;1;0.5;1;0.03;1;0;1;1.04;1;0;NaN;0.03
18HU00001_058;SEGB-11;44;-50.8083;221575;41;02-nov-00;20:05:00;40.99;7.01993730407524;1;0.85;1;0.69;1;0.98;1;0.1;1;3.93;1;0;9.80;0.25
18HU00001_058;SEGB-11;44;-50.8083;221574;51;02-nov-00;20:05:00;51.08;7.4399328257949;1;0.37;1;0.29;1;2.44;1;0.44;1;9.14;1;0;5.55;0.27
18HU00001_058;SEGB-11;44;-50.8083;221573;66;02-nov-00;20:05:00;66.25;7.32993506493507;1;0.43;1;0.31;1;2.51;1;0.39;1;9.2;1;0;6.44;0.27
18HU00001_069;SEGB-12;43.6333;-50.5167;221586;5;02-nov-00;23:05:00;5.29;6.62993954321541;1;0.44;1;0.42;1;NaN;9;0;1;0.7;1;0;NaN;NaN
18HU00001_069;SEGB-12;43.6333;-50.5167;221585;10;02-nov-00;23:05:00;10.07;6.65993954321541;1;0.43;1;0.39;1;0;1;0;1;0.69;1;0;NaN;0.00
18HU00001_069;SEGB-12;43.6333;-50.5167;221584;20;02-nov-00;23:05:00;19.92;6.72993954321541;1;0.58;1;0.52;1;0;1;0;1;0.59;1;0;NaN;0.00
18HU00001_069;SEGB-12;43.6333;-50.5167;221583;30;02-nov-00;23:05:00;30.6;6.95993730407524;1;0.8;1;0.73;1;0;1;0;1;0.51;1;0;NaN;0.00
18HU00001_069;SEGB-12;43.6333;-50.5167;221582;42;02-nov-00;23:05:00;42.59;7.13993506493507;1;0.39;1;0.37;1;2.08;1;0.35;1;8.99;1;0;5.94;0.23
18HU00001_069;SEGB-12;43.6333;-50.5167;221581;52;02-nov-00;23:05:00;52.47;7.13993506493507;1;0.37;1;0.32;1;2.09;1;0.48;1;9.19;1;0;4.35;0.23
18HU00001_069;SEGB-12;43.6333;-50.5167;221580;59;02-nov-00;23:05:00;59.24;7.08993730407524;1;0.41;1;0.34;1;2.25;1;0.37;1;9.2;1;0;6.08;0.24
18HU00001_080;SEGB-13;43.2;-50.1667;221593;5;03-nov-00;02:05:00;5.02;6.79993954321541;1;0.49;1;0.46;1;0.08;1;0;1;0.66;1;0;NaN;0.12
18HU00001_080;SEGB-13;43.2;-50.1667;221592;10;03-nov-00;02:05:00;10.01;6.90993730407524;1;0.47;1;0.44;1;0;1;0;1;0.65;1;0;NaN;0.00
18HU00001_080;SEGB-13;43.2;-50.1667;221591;20;03-nov-00;02:05:00;20.51;7.78993058665473;1;0.95;1;0.8;1;0;1;0;1;0.65;1;0;NaN;0.00
18HU00001_080;SEGB-13;43.2;-50.1667;221590;30;03-nov-00;02:05:00;30.44;8.19992610837438;1;3.85;1;4.34;1;1.3;1;0.05;1;1.97;1;0;26.00;0.66
18HU00001_080;SEGB-13;43.2;-50.1667;221589;40;03-nov-00;02:05:00;40.22;7.5699328257949;1;0.85;1;0.69;1;4.39;1;0.36;1;5.47;1;0;12.19;0.80
18HU00001_080;SEGB-13;43.2;-50.1667;221588;50;03-nov-00;02:05:00;50.19;7.51993282579489;1;1.02;1;0.7;1;5.87;1;0.49;1;7.06;1;0;11.98;0.83
18HU00001_080;SEGB-13;43.2;-50.1667;221587;61;03-nov-00;02:05:00;61.65;7.4399328257949;1;1.31;1;0.88;1;6.31;1;0.41;1;7.31;1;0;15.39;0.86
18HU00001_091;SEGB-14;42.92;-49.9417;221594;163;03-nov-00;04:26:00;163.88;7.03993730407524;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU00001_102;SEGB-15;42.85;-49.8867;222214;5;03-nov-00;05:22:00;5.22;7.69993058665472;1;1.07;1;0.92;1;2.41;1;0.03;1;3.05;1;0;80.33;0.79
18HU00001_102;SEGB-15;42.85;-49.8867;222213;10;03-nov-00;05:22:00;10.3;7.72993058665473;1;0.95;1;0.8;1;3.17;1;0.12;1;3.77;1;0;26.42;0.84
18HU00001_102;SEGB-15;42.85;-49.8867;222212;20;03-nov-00;05:22:00;19.75;7.69993058665472;1;0.89;1;0.76;1;4.46;1;0.29;1;4.93;1;0;15.38;0.90
18HU00001_102;SEGB-15;42.85;-49.8867;222211;30;03-nov-00;05:22:00;29.82;7.64993058665473;1;0.9;1;0.75;1;3.17;1;0.07;1;3.13;1;0;45.29;1.01
18HU00001_102;SEGB-15;42.85;-49.8867;221600;40;03-nov-00;05:22:00;40.11;7.63993058665473;1;0.39;1;0.36;1;3.64;1;0.1;1;3.47;1;0;36.40;1.05
18HU00001_102;SEGB-15;42.85;-49.8867;221599;50;03-nov-00;05:22:00;50.34;7.5699328257949;1;0.19;1;0.17;1;7.09;1;0.37;1;6.17;1;0;19.16;1.15
18HU00001_102;SEGB-15;42.85;-49.8867;221598;75;03-nov-00;05:22:00;75.28;7.10993730407524;1;0.06;1;0.04;1;12.53;1;0.52;1;9.45;1;0;24.10;1.33
18HU00001_102;SEGB-15;42.85;-49.8867;221597;100;03-nov-00;05:22:00;100.86;6.98993730407524;1;0.05;1;0.04;1;12.96;1;0.52;1;10.18;1;0;24.92;1.27
18HU00001_102;SEGB-15;42.85;-49.8867;221596;150;03-nov-00;05:22:00;150.81;6.87993954321541;1;NaN;9;NaN;9;13.86;1;0.55;1;10.84;1;0;25.20;1.28
18HU00001_102;SEGB-15;42.85;-49.8867;221595;383;03-nov-00;05:22:00;385.64;6.79993954321541;1;NaN;9;NaN;9;2.41;1;0.03;1;3.05;1;0;80.33;0.79
18HU00001_114;SEGB-16;42.775;-49.8283;222215;1461;03-nov-00;07:20:00;1468.32;6.89993730407524;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU00001_127;SEGB-17;42.5883;-49.6833;222230;5;03-nov-00;10:01:00;5.38;7.13993506493507;1;0.33;1;0.31;1;0;1;0.24;1;0.23;1;0;0.00;0.00
18HU00001_127;SEGB-17;42.5883;-49.6833;222229;10;03-nov-00;10:01:00;10.55;7.17993506493506;1;0.34;1;0.31;1;0;1;0.22;1;0.27;1;0;0.00;0.00
18HU00001_127;SEGB-17;42.5883;-49.6833;222228;21;03-nov-00;10:01:00;21.34;7.30993506493507;1;0.49;1;0.43;1;0;1;0;1;0.7;1;0;NaN;0.00
18HU00001_127;SEGB-17;42.5883;-49.6833;222227;31;03-nov-00;10:01:00;31.02;7.4099328257949;1;1.05;1;0.86;1;1.7;1;0;1;1.53;1;0;NaN;1.11
18HU00001_127;SEGB-17;42.5883;-49.6833;222221;41;03-nov-00;10:01:00;41.01;7.35993506493507;1;0.46;1;0.42;1;3.34;1;0.03;1;2.24;1;0;111.33;1.49
18HU00001_127;SEGB-17;42.5883;-49.6833;222220;51;03-nov-00;10:01:00;51.22;7.35993506493507;1;0.28;1;0.25;1;4.46;1;0.09;1;2.72;1;0;49.56;1.64
18HU00001_127;SEGB-17;42.5883;-49.6833;222219;75;03-nov-00;10:01:00;76;6.91993730407524;1;0.07;1;0.05;1;10.68;1;0.5;1;7.14;1;0;21.36;1.50
18HU00001_127;SEGB-17;42.5883;-49.6833;222218;102;03-nov-00;10:01:00;102.76;6.37994402149575;1;0.05;1;0.04;1;15.34;1;0.62;1;10.54;1;0;24.74;1.46
18HU00001_127;SEGB-17;42.5883;-49.6833;222217;151;03-nov-00;10:01:00;152.65;5.57995073891626;1;NaN;9;NaN;9;19.03;1;0.79;1;11.46;1;0;24.09;1.66
18HU00001_127;SEGB-17;42.5883;-49.6833;222216;1493;03-nov-00;10:01:00;1499.73;6.60994178235558;1;NaN;9;NaN;9;17.55;1;0.67;1;11.89;1;0;26.19;1.48
18HU00001_138;SEGB-18;42.395;-49.5183;222232;11;03-nov-00;13:20:00;10.83;7.20993506493507;1;0.33;1;0.31;1;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU00001_138;SEGB-18;42.395;-49.5183;222231;1506;03-nov-00;13:20:00;1512.85;6.68993954321541;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU00001_306;FC-12;47;-48.1167;222371;6;06-nov-00;16:12:00;6.11;7.67993058665473;1;0.67;1;0.56;1;0;1;0.26;1;1.02;1;0;0.00;0.00
18HU00001_306;FC-12;47;-48.1167;222370;11;06-nov-00;16:12:00;11.48;7.68993058665473;1;0.67;1;0.55;1;0;1;0.25;1;1.31;1;0;0.00;0.00
18HU00001_306;FC-12;47;-48.1167;222369;21;06-nov-00;16:12:00;21.03;7.75993058665472;1;0.66;1;0.57;1;0;1;0.3;1;0;1;0;0.00;NaN
18HU00001_306;FC-12;47;-48.1167;222368;31;06-nov-00;16:12:00;30.8;8.48992386923421;1;0.3;1;0.27;1;1.84;1;0.66;1;0.86;1;0;2.79;2.14
18HU00001_306;FC-12;47;-48.1167;222367;40;06-nov-00;16:12:00;40.61;8.51992386923421;1;0.3;1;0.27;1;4.16;1;1.41;1;1.78;1;0;2.95;2.34
18HU00001_306;FC-12;47;-48.1167;222366;50;06-nov-00;16:12:00;50.5;8.13992610837439;1;0.28;1;0.26;1;6.35;1;1.18;1;3.65;1;0;5.38;1.74
18HU00001_306;FC-12;47;-48.1167;222365;73;06-nov-00;16:12:00;73.79;7.80993058665473;1;0.08;1;0.07;1;8.54;1;1.21;1;7.15;1;0;7.06;1.19
18HU00001_306;FC-12;47;-48.1167;222364;102;06-nov-00;16:12:00;102.36;7.20993506493507;1;0.06;1;0.05;1;9.35;1;1.28;1;10.36;1;0;7.30;0.90
18HU00001_306;FC-12;47;-48.1167;222363;129;06-nov-00;16:12:00;130.23;6.92993730407524;1;NaN;9;NaN;9;8.85;1;1.21;1;11.89;1;0;7.31;0.74
18HU00001_307;FC-11;47;-48.6167;222372;98;06-nov-00;18:50:00;98.91;6.76993954321541;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU00001_308;FC-10;47;-49.1167;222379;5;06-nov-00;20:48:00;5.46;7.3999328257949;1;0.82;1;0.67;1;0;1;0.25;1;0;1;0;0.00;NaN
18HU00001_308;FC-10;47;-49.1167;222378;11;06-nov-00;20:48:00;11.05;7.41993282579489;1;0.8;1;0.66;1;0;1;0.26;1;0;1;0;0.00;NaN
18HU00001_308;FC-10;47;-49.1167;222377;21;06-nov-00;20:48:00;21.27;7.4399328257949;1;0.74;1;0.61;1;0;1;0.26;1;0;1;0;0.00;NaN
18HU00001_308;FC-10;47;-49.1167;222376;31;06-nov-00;20:48:00;31.32;7.5299328257949;1;0.7;1;0.56;1;0.02;1;0.31;1;0;1;0;0.06;NaN
18HU00001_308;FC-10;47;-49.1167;222375;41;06-nov-00;20:48:00;41.17;7.64993058665473;1;0.25;1;0.21;1;5.05;1;0.98;1;5.66;1;0;5.15;0.89
18HU00001_308;FC-10;47;-49.1167;222374;50;06-nov-00;20:48:00;50.4;6.76993954321541;1;0.1;1;0.07;1;8.33;1;1.34;1;10.46;1;0;6.22;0.80
18HU00001_308;FC-10;47;-49.1167;222373;74;06-nov-00;20:48:00;74.34;6.54994178235558;1;0.09;1;0.05;1;10.63;1;1.34;1;15.59;1;0;7.93;0.68
18HU00001_309;FC-09;47;-50;222386;4;06-nov-00;22:39:00;3.69;7.35993506493507;1;0.72;1;0.65;1;0;1;0.27;1;0;1;0;0.00;NaN
18HU00001_309;FC-09;47;-50;222385;9;06-nov-00;22:39:00;8.8;7.3699328257949;1;0.69;1;0.62;1;0;1;0.16;1;0.85;1;0;0.00;0.00
18HU00001_309;FC-09;47;-50;222384;18;06-nov-00;22:39:00;18.39;7.37993506493507;1;0.69;1;0.61;1;0;1;0.25;1;1.4;1;0;0.00;0.00
18HU00001_309;FC-09;47;-50;222383;29;06-nov-00;22:39:00;29;7.4099328257949;1;0.76;1;0.58;1;0;1;0.26;1;0.81;1;0;0.00;0.00
18HU00001_309;FC-09;47;-50;222382;39;06-nov-00;22:39:00;38.82;7.5699328257949;1;0.31;1;0.27;1;0.48;1;0.29;1;2.1;1;0;1.66;0.23
18HU00001_309;FC-09;47;-50;222381;48;06-nov-00;22:39:00;48.22;7.4299328257949;1;0.13;1;0.11;1;6.63;1;1.21;1;5.98;1;0;5.48;1.11
18HU00001_309;FC-09;47;-50;222380;73;06-nov-00;22:39:00;74.1;7.21993506493506;1;0.1;1;0.08;1;7.92;1;1.25;1;8.06;1;0;6.34;0.98
18HU00001_310;FC-08;47;-50.6667;222387;168;06-nov-00;23:55:00;169.84;7.08993730407524;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU00001_311;FC-07;47;-51;222395;5;07-nov-00;04:53:00;5.26;7.23993506493507;1;0.87;1;0.69;1;0;1;0.27;1;0.76;1;0;0.00;0.00
18HU00001_311;FC-07;47;-51;222394;10;07-nov-00;04:53:00;10.19;7.25993506493507;1;0.76;1;0.67;1;0;1;0.17;1;0.9;1;0;0.00;0.00
