CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
18HU86006_080;CAST#1;41.955;-48.98167;30304;3084;24-apr-86;18:42:00;35.012;6.57;1;16.45;1;1;1;15.97;1;0;16.45;1.03
18HU86006_080;CAST#1;41.955;-48.98167;30303;3188;24-apr-86;18:42:00;35.007;6.56;1;16.79;1;1.02;1;17.72;1;0;16.46;0.95
18HU86006_080;CAST#1;41.955;-48.98167;30302;3238;24-apr-86;18:42:00;35.003;6.56;1;16.66;1;0.98;1;17.62;1;0;17.00;0.95
18HU86006_080;CAST#1;41.955;-48.98167;30301;3287;24-apr-86;18:42:00;35.005;6.6;1;16.38;1;1.09;1;17.86;1;0;15.03;0.92
18HU86006_091;CAST#1;42.40167;-48.965;30341;2;24-apr-86;23:06:00;NaN;NaN;9;0;1;0;1;0;1;0;NaN;NaN
18HU86006_091;CAST#1;42.40167;-48.965;30340;92;24-apr-86;23:06:00;34.35;6.57;1;9.1;1;0.89;1;6.41;1;0;10.22;1.42
18HU86006_091;CAST#1;42.40167;-48.965;30339;292;24-apr-86;23:06:00;34.511;6.61;1;15.02;1;1.16;1;10.42;1;0;12.95;1.44
18HU86006_091;CAST#1;42.40167;-48.965;30338;494;24-apr-86;23:06:00;35.036;5.4;1;19.62;1;1.47;1;12.86;1;0;13.35;1.53
18HU86006_091;CAST#1;42.40167;-48.965;30337;694;24-apr-86;23:06:00;35.083;5.83;1;18.67;1;1.33;1;11.25;1;0;14.04;1.66
18HU86006_091;CAST#1;42.40167;-48.965;30336;913;24-apr-86;23:06:00;35.101;5.92;1;18.66;1;1.31;1;11.54;1;0;14.24;1.62
18HU86006_091;CAST#1;42.40167;-48.965;30335;1087;24-apr-86;23:06:00;35.078;6.09;1;18.4;1;1.3;1;11.46;1;0;14.15;1.61
18HU86006_091;CAST#1;42.40167;-48.965;30334;1291;24-apr-86;23:06:00;35.073;6.15;1;18.31;1;1.28;1;12.39;1;0;14.30;1.48
18HU86006_091;CAST#1;42.40167;-48.965;30333;1496;24-apr-86;23:06:00;35.049;6.31;1;17.9;1;1.28;1;11.91;1;0;13.98;1.50
18HU86006_091;CAST#1;42.40167;-48.965;30332;1702;24-apr-86;23:06:00;35.05;6.29;1;17.95;1;1.27;1;12.3;1;0;14.13;1.46
18HU86006_091;CAST#1;42.40167;-48.965;30331;1918;24-apr-86;23:06:00;35.051;6.34;1;17.79;1;1.27;1;13.06;1;0;14.01;1.36
18HU86006_091;CAST#1;42.40167;-48.965;30330;2073;24-apr-86;23:06:00;35.039;6.31;1;17.81;1;1.27;1;13.78;1;0;14.02;1.29
18HU86006_091;CAST#1;42.40167;-48.965;30329;2226;24-apr-86;23:06:00;35.047;6.36;1;17.65;1;1.24;1;14.06;1;0;14.23;1.26
18HU86006_091;CAST#1;42.40167;-48.965;30328;2380;24-apr-86;23:06:00;35.042;6.37;1;17.44;1;1.22;1;13.96;1;0;14.30;1.25
18HU86006_091;CAST#1;42.40167;-48.965;30327;2532;24-apr-86;23:06:00;35.036;6.39;1;17.25;1;1.23;1;13.64;1;0;14.02;1.26
18HU86006_091;CAST#1;42.40167;-48.965;30326;2687;24-apr-86;23:06:00;35.03;6.45;1;17.1;1;1.25;1;13.94;1;0;13.68;1.23
18HU86006_091;CAST#1;42.40167;-48.965;30325;2807;24-apr-86;23:06:00;35.027;6.48;1;16.95;1;1.28;1;14.6;1;0;13.24;1.16
18HU86006_091;CAST#1;42.40167;-48.965;30324;2909;24-apr-86;23:06:00;35.022;6.52;1;17.07;1;1.15;1;14.98;1;0;14.84;1.14
18HU86006_091;CAST#1;42.40167;-48.965;30323;2960;24-apr-86;23:06:00;35.021;6.47;1;16.92;1;1.22;1;15.35;1;0;13.87;1.10
18HU86006_091;CAST#1;42.40167;-48.965;30322;3010;24-apr-86;23:06:00;35.02;6.42;1;16.98;1;1.25;1;15.91;1;0;13.58;1.07
18HU86006_102;CAST#1;42.85167;-48.95;30362;40;25-apr-86;05:25:00;34.372;8.24;1;0.81;1;0.3;1;1.33;1;0;2.70;0.61
18HU86006_102;CAST#1;42.85167;-48.95;30361;95;25-apr-86;05:25:00;34.711;5.95;1;12.51;1;0.95;1;7.32;1;0;13.17;1.71
18HU86006_102;CAST#1;42.85167;-48.95;30360;190;25-apr-86;05:25:00;35.05;4.45;1;22.14;1;1.47;1;13.16;1;0;15.06;1.68
18HU86006_102;CAST#1;42.85167;-48.95;30359;292;25-apr-86;05:25:00;34.872;5.28;1;19.8;1;0;1;12.04;1;0;NaN;1.64
18HU86006_102;CAST#1;42.85167;-48.95;30358;395;25-apr-86;05:25:00;34.852;6.11;1;17.77;1;1.21;1;11.71;1;0;14.69;1.52
18HU86006_102;CAST#1;42.85167;-48.95;30357;499;25-apr-86;05:25:00;34.935;6.49;1;17.32;1;1.14;1;9.7;1;0;15.19;1.79
18HU86006_102;CAST#1;42.85167;-48.95;30356;599;25-apr-86;05:25:00;34.98;6.51;1;17.6;1;1.14;1;9.69;1;0;15.44;1.82
18HU86006_102;CAST#1;42.85167;-48.95;30355;699;25-apr-86;05:25:00;34.982;6.6;1;17.7;1;1.16;1;9.52;1;0;15.26;1.86
18HU86006_102;CAST#1;42.85167;-48.95;30354;801;25-apr-86;05:25:00;35.07;6.13;1;18.75;1;1.22;1;11.03;1;0;15.37;1.70
18HU86006_102;CAST#1;42.85167;-48.95;30353;901;25-apr-86;05:25:00;35.069;6.22;1;18.36;1;1.22;1;11.06;1;0;15.05;1.66
18HU86006_102;CAST#1;42.85167;-48.95;30352;1004;25-apr-86;05:25:00;35.059;NaN;9;18.1;1;1.23;1;11.18;1;0;14.72;1.62
18HU86006_102;CAST#1;42.85167;-48.95;30351;1105;25-apr-86;05:25:00;35.051;6.31;1;17.01;1;1.21;1;11.12;1;0;14.06;1.53
18HU86006_102;CAST#1;42.85167;-48.95;30350;1204;25-apr-86;05:25:00;35.045;6.32;1;18.05;1;1.22;1;11.19;1;0;14.80;1.61
18HU86006_102;CAST#1;42.85167;-48.95;30349;1405;25-apr-86;05:25:00;35.044;6.36;1;17.77;1;1.24;1;11.33;1;0;14.33;1.57
18HU86006_102;CAST#1;42.85167;-48.95;30348;1613;25-apr-86;05:25:00;35.042;6.43;1;17.52;1;1.22;1;11.36;1;0;14.36;1.54
18HU86006_102;CAST#1;42.85167;-48.95;30347;1816;25-apr-86;05:25:00;35.02;6.51;1;16.95;1;1.2;1;11.16;1;0;14.13;1.52
18HU86006_102;CAST#1;42.85167;-48.95;30346;2016;25-apr-86;05:25:00;35.033;6.41;1;16.97;1;1.24;1;12.85;1;0;13.69;1.32
18HU86006_102;CAST#1;42.85167;-48.95;30345;2246;25-apr-86;05:25:00;35.035;6.46;1;17.14;1;1.26;1;12.96;1;0;13.60;1.32
18HU86006_102;CAST#1;42.85167;-48.95;30344;2357;25-apr-86;05:25:00;35.036;6.46;1;17.17;1;1.28;1;12.56;1;0;13.41;1.37
18HU86006_102;CAST#1;42.85167;-48.95;30343;2405;25-apr-86;05:25:00;35.036;6.43;1;17.12;1;1.18;1;12.62;1;0;14.51;1.36
18HU86006_102;CAST#1;42.85167;-48.95;30342;2461;25-apr-86;05:25:00;35.035;6.49;1;16.9;1;1.22;1;13.3;1;0;13.85;1.27
18HU86006_114;CAST#1;43.30333;-48.935;30383;4;25-apr-86;09:34:00;NaN;9.26;1;0.29;1;0.45;1;0.15;1;0;0.64;1.93
18HU86006_114;CAST#1;43.30333;-48.935;30382;94;25-apr-86;09:34:00;34.369;6.1;1;14;1;1.15;1;8.62;1;0;12.17;1.62
18HU86006_114;CAST#1;43.30333;-48.935;30381;196;25-apr-86;09:34:00;34.344;6.75;1;14.15;1;1.16;1;9.54;1;0;12.20;1.48
18HU86006_114;CAST#1;43.30333;-48.935;30380;296;25-apr-86;09:34:00;34.884;5.95;1;17.77;1;1.29;1;11.07;1;0;13.78;1.61
18HU86006_114;CAST#1;43.30333;-48.935;30379;398;25-apr-86;09:34:00;34.948;6.52;1;16.65;1;1.21;1;9.68;1;0;13.76;1.72
18HU86006_114;CAST#1;43.30333;-48.935;30378;499;25-apr-86;09:34:00;35.045;5.84;1;18.79;1;1.34;1;11.1;1;0;14.02;1.69
18HU86006_114;CAST#1;43.30333;-48.935;30377;601;25-apr-86;09:34:00;35.027;6.2;1;18.32;1;0;3;10.11;1;16;NaN;1.81
18HU86006_114;CAST#1;43.30333;-48.935;30376;700;25-apr-86;09:34:00;35.041;6.3;1;18.2;1;1.29;1;10.26;1;0;14.11;1.77
18HU86006_114;CAST#1;43.30333;-48.935;30375;802;25-apr-86;09:34:00;35.037;6.31;1;18.18;1;1.29;1;10.12;1;0;14.09;1.80
18HU86006_114;CAST#1;43.30333;-48.935;30374;902;25-apr-86;09:34:00;35.025;6.4;1;18;1;1.26;1;10.14;1;0;14.29;1.78
18HU86006_114;CAST#1;43.30333;-48.935;30373;1005;25-apr-86;09:34:00;35.013;6.45;1;17.6;1;1.17;1;10.14;1;0;15.04;1.74
18HU86006_114;CAST#1;43.30333;-48.935;30372;1105;25-apr-86;09:34:00;35.014;6.52;1;17.65;1;1.24;1;10.46;1;0;14.23;1.69
18HU86006_114;CAST#1;43.30333;-48.935;30371;1208;25-apr-86;09:34:00;35.006;6.57;1;17.62;1;1.19;1;10.48;1;0;14.81;1.68
18HU86006_114;CAST#1;43.30333;-48.935;30370;1307;25-apr-86;09:34:00;35.002;6.59;1;17.77;1;1.3;1;10.34;1;0;13.67;1.72
18HU86006_114;CAST#1;43.30333;-48.935;30369;1358;25-apr-86;09:34:00;35;6.6;1;17.83;1;1.23;1;10.49;1;0;14.50;1.70
18HU86006_114;CAST#1;43.30333;-48.935;30368;1409;25-apr-86;09:34:00;35.001;6.61;1;17.78;1;1.24;1;10.27;1;0;14.34;1.73
18HU86006_114;CAST#1;43.30333;-48.935;30367;1461;25-apr-86;09:34:00;34.999;6.55;1;17.6;1;1.26;1;11.18;1;0;13.97;1.57
18HU86006_114;CAST#1;43.30333;-48.935;30366;1525;25-apr-86;09:34:00;35.006;6.55;1;17.61;1;1.31;1;11.02;1;0;13.44;1.60
18HU86006_114;CAST#1;43.30333;-48.935;30365;1629;25-apr-86;09:34:00;35.003;6.59;1;17.79;1;1.26;1;10.61;1;0;14.12;1.68
18HU86006_114;CAST#1;43.30333;-48.935;30364;1678;25-apr-86;09:34:00;35.01;6.56;1;17.83;1;1.34;1;10.96;1;0;13.31;1.63
18HU86006_114;CAST#1;43.30333;-48.935;30363;1731;25-apr-86;09:34:00;35.016;6.54;1;17.5;1;1.31;1;11.81;1;0;13.36;1.48
18HU86006_127;CAST#1;43.74667;-48.91667;30393;3;25-apr-86;13:30:00;NaN;8.17;1;7.99;1;0.98;1;8.24;1;0;8.15;0.97
18HU86006_127;CAST#1;43.74667;-48.91667;30392;94;25-apr-86;13:30:00;34.409;6.8;1;6.85;1;0.8;1;3.57;1;0;8.56;1.92
18HU86006_127;CAST#1;43.74667;-48.91667;30391;193;25-apr-86;13:30:00;34.171;7.05;1;13.98;1;1.13;1;10.07;1;0;12.37;1.39
18HU86006_127;CAST#1;43.74667;-48.91667;30390;296;25-apr-86;13:30:00;34.742;6.81;1;15.5;1;1.17;1;10.36;1;0;13.25;1.50
18HU86006_127;CAST#1;43.74667;-48.91667;30389;409;25-apr-86;13:30:00;34.826;6.7;1;15.92;1;1.21;1;9.59;1;0;13.16;1.66
18HU86006_127;CAST#1;43.74667;-48.91667;30388;800;25-apr-86;13:30:00;35.012;6.37;1;17.44;1;1.27;1;9.91;1;0;13.73;1.76
18HU86006_127;CAST#1;43.74667;-48.91667;30387;1018;25-apr-86;13:30:00;34.976;6.62;1;17.09;1;1.26;1;9.5;1;0;13.56;1.80
18HU86006_127;CAST#1;43.74667;-48.91667;30386;1127;25-apr-86;13:30:00;34.979;6.7;1;17.22;1;1.2;1;10;1;0;14.35;1.72
18HU86006_127;CAST#1;43.74667;-48.91667;30385;1176;25-apr-86;13:30:00;34.982;6.7;1;17.32;1;1.2;1;10.32;1;0;14.43;1.68
18HU86006_127;CAST#1;43.74667;-48.91667;30384;1226;25-apr-86;13:30:00;34.979;6.66;1;17.45;1;1.25;1;9.69;1;0;13.96;1.80
18HU86006_138;CAST#1;43.585;-48.23167;30414;4;25-apr-86;17:30:00;33.083;8.95;1;3.14;1;0.65;1;3.05;1;0;4.83;1.03
18HU86006_138;CAST#1;43.585;-48.23167;30413;94;25-apr-86;17:30:00;33.869;7.29;1;12.54;1;1;1;8.94;1;0;12.54;1.40
18HU86006_138;CAST#1;43.585;-48.23167;30412;196;25-apr-86;17:30:00;34.548;5.93;1;17.46;1;1.28;1;10.75;1;0;13.64;1.62
18HU86006_138;CAST#1;43.585;-48.23167;30411;293;25-apr-86;17:30:00;34.899;5.68;1;18.78;1;1.29;1;11.3;1;0;14.56;1.66
18HU86006_138;CAST#1;43.585;-48.23167;30410;498;25-apr-86;17:30:00;35.047;6;1;18.16;1;1.23;1;10.7;1;0;14.76;1.70
18HU86006_138;CAST#1;43.585;-48.23167;30409;702;25-apr-86;17:30:00;35.079;6.2;1;17.66;1;1.24;1;10.37;1;0;14.24;1.70
18HU86006_138;CAST#1;43.585;-48.23167;30408;904;25-apr-86;17:30:00;34.975;6.82;1;16.83;1;1.17;1;9.38;1;0;14.38;1.79
18HU86006_138;CAST#1;43.585;-48.23167;30407;1106;25-apr-86;17:30:00;34.977;6.89;1;17.02;1;1.21;1;9.84;1;0;14.07;1.73
18HU86006_138;CAST#1;43.585;-48.23167;30406;1294;25-apr-86;17:30:00;34.978;6.75;1;17.07;1;1.23;1;9.61;1;0;13.88;1.78
18HU86006_138;CAST#1;43.585;-48.23167;30405;1504;25-apr-86;17:30:00;34.997;6.64;1;17.45;1;1.24;1;10.22;1;0;14.07;1.71
18HU86006_138;CAST#1;43.585;-48.23167;30404;1711;25-apr-86;17:30:00;35.009;6.58;1;17.25;1;1.22;1;11.54;1;0;14.14;1.49
18HU86006_138;CAST#1;43.585;-48.23167;30403;1917;25-apr-86;17:30:00;35.019;6.08;1;16.94;1;1.24;1;11.19;1;0;13.66;1.51
18HU86006_138;CAST#1;43.585;-48.23167;30402;2125;25-apr-86;17:30:00;35.029;6.47;1;16.94;1;1.44;1;11.72;1;0;11.76;1.45
18HU86006_138;CAST#1;43.585;-48.23167;30401;2330;25-apr-86;17:30:00;35.032;NaN;9;0;1;0.1;1;0;1;0;0.00;NaN
18HU86006_138;CAST#1;43.585;-48.23167;30400;2555;25-apr-86;17:30:00;35.032;6.44;1;16.92;1;1.21;1;12.89;1;0;13.98;1.31
18HU86006_138;CAST#1;43.585;-48.23167;30399;2740;25-apr-86;17:30:00;35.03;6.47;1;16.99;1;1.3;1;13.18;1;0;13.07;1.29
18HU86006_138;CAST#1;43.585;-48.23167;30398;2945;25-apr-86;17:30:00;35.025;6.51;1;8.45;1;1.31;1;7.65;1;0;6.45;1.10
18HU86006_138;CAST#1;43.585;-48.23167;30397;3085;25-apr-86;17:30:00;35.019;6.53;1;16.48;1;1.23;1;14.91;1;0;13.40;1.11
18HU86006_138;CAST#1;43.585;-48.23167;30396;3187;25-apr-86;17:30:00;35.009;6.53;1;16.46;1;1.43;1;15.62;1;0;11.51;1.05
18HU86006_138;CAST#1;43.585;-48.23167;30395;3238;25-apr-86;17:30:00;35.009;6.55;1;16.59;1;1.28;1;16.17;1;0;12.96;1.03
18HU86006_138;CAST#1;43.585;-48.23167;30394;3288;25-apr-86;17:30:00;35.011;6.55;1;16.52;1;0;1;16.07;1;0;NaN;1.03
18HU86006_300;CAST#1;45.41333;-48.32;31187;3;04-may-86;10:46:00;NaN;9.43;1;0.16;1;0.43;1;0;1;0;0.37;NaN
18HU86006_300;CAST#1;45.41333;-48.32;31186;43;04-may-86;10:46:00;32.81;8.56;1;7.12;1;0.96;1;6.71;1;0;7.42;1.06
18HU86006_300;CAST#1;45.41333;-48.32;31185;103;04-may-86;10:46:00;32.969;8.39;1;8.73;1;1.03;1;8.56;1;0;8.48;1.02
18HU86006_300;CAST#1;45.41333;-48.32;31184;165;04-may-86;10:46:00;33.281;7.69;1;10.29;1;1.23;1;10.54;1;0;8.37;0.98
18HU86006_300;CAST#1;45.41333;-48.32;31183;221;04-may-86;10:46:00;33.623;7.18;1;12.2;1;1.17;1;9.95;1;0;10.43;1.23
18HU86006_300;CAST#1;45.41333;-48.32;31182;284;04-may-86;10:46:00;34.453;7;1;15.53;1;1.16;1;9.23;1;0;13.39;1.68
18HU86006_300;CAST#1;45.41333;-48.32;31181;346;04-may-86;10:46:00;34.696;6.74;1;16.48;1;1.32;1;9.75;1;0;12.48;1.69
18HU86006_300;CAST#1;45.41333;-48.32;31180;407;04-may-86;10:46:00;34.806;6.77;1;17.4;1;1.2;1;10.41;1;0;14.50;1.67
18HU86006_300;CAST#1;45.41333;-48.32;31179;464;04-may-86;10:46:00;34.892;6.74;1;17.81;1;1.3;1;9.83;1;0;13.70;1.81
18HU86006_300;CAST#1;45.41333;-48.32;31178;526;04-may-86;10:46:00;34.92;6.76;1;17.72;1;1.32;1;9.48;1;0;13.42;1.87
18HU86006_300;CAST#1;45.41333;-48.32;31177;587;04-may-86;10:46:00;34.94;6.75;1;17.82;1;1.51;1;9.52;1;0;11.80;1.87
