CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
18NA96002_284;CAST#1;45.7278;-61.0968;147417;1;25-apr-96;15:40:00;21.663;2.346;8.39;1;0;7;0.111;1;0.01;1;0.2265;1;0.23;1;32;0.04;0.04
18NA96002_284;CAST#1;45.7278;-61.0968;147416;5;25-apr-96;15:40:00;21.666;2.243;8.385;1;0;7;0.109;1;0;1;0.205;1;0.235;1;32;0.00;0.00
18NA96002_284;CAST#1;45.7278;-61.0968;147415;15;25-apr-96;15:40:00;21.742;1.562;8.255;1;0;7;0.1355;1;0.08;1;0.2625;1;0.61;1;32;0.30;0.13
18NA96002_304;CAST#1;45.7812;-61.0835;147420;1;25-apr-96;16:32:00;21.643;2.805;8.483;1;NaN;9;0.124;1;0.04;1;0.203;1;0.125;1;0;0.20;0.32
18NA96002_304;CAST#1;45.7812;-61.0835;147419;5;25-apr-96;16:32:00;21.641;2.787;8.473;1;0.1602;1;0.1235;1;0.01;1;0.2065;1;0.235;1;0;0.05;0.04
18NA96002_304;CAST#1;45.7812;-61.0835;147418;35;25-apr-96;16:32:00;21.763;1.623;8.423;1;NaN;9;0.122;1;0.02;1;0.25;1;0.345;1;0;0.08;0.06
18NA96002_315;CAST#1;45.7835;-61.0097;147423;1;25-apr-96;17:09:00;21.668;3.423;8.403;1;0;1;0.1155;1;0;1;0.192;1;0.065;1;0;0.00;0.00
18NA96002_315;CAST#1;45.7835;-61.0097;147422;11;25-apr-96;17:09:00;21.673;2.903;8.422;1;0.0801;1;0.1235;1;0.02;1;0.1885;1;0.445;1;0;0.11;0.04
18NA96002_315;CAST#1;45.7835;-61.0097;147421;46;25-apr-96;17:09:00;21.847;1.51;8.453;1;NaN;9;0.117;1;0;1;0.218;1;0.205;1;0;0.00;0.00
18NA96002_326;CAST#1;45.9835;-60.7672;147425;4;25-apr-96;19:11:00;22.571;2.852;8.294;1;0.3204;1;0.1255;1;0.22;1;0.1965;1;0.735;1;0;1.12;0.30
18NA96002_326;CAST#1;45.9835;-60.7672;147424;22;25-apr-96;19:11:00;24.349;0.85;8.101;1;0.1602;1;0.186;1;1.835;1;0.438;1;3.59;1;0;4.19;0.51
18NA96002_339;CAST#1;46.0235;-60.765;147427;7;26-apr-96;11:44:00;22.853;2.875;8.382;1;0.4005;1;0.1195;1;0.01;1;0.1975;1;0.685;1;0;0.05;0.01
18NA96002_339;CAST#1;46.0235;-60.765;147426;17;26-apr-96;11:44:00;24.186;1.043;8.137;1;0.8811;1;0.1825;1;1.49;1;0.418;1;3.27;1;0;3.56;0.46
18NA96002_014;CAST#1;46.0145;-60.7487;147433;1;26-apr-96;12:22:00;22.419;3.263;8.228;1;NaN;9;0.1035;1;0;1;0.1895;1;1.345;1;0;0.00;0.00
18NA96002_014;CAST#1;46.0145;-60.7487;147432;7;26-apr-96;12:22:00;22.82;2.679;8.363;1;1.9224;1;0.12;1;0.105;1;0.214;1;0.875;1;0;0.49;0.12
18NA96002_014;CAST#1;46.0145;-60.7487;147431;40;26-apr-96;12:22:00;24.957;0.456;8.052;1;0.4005;1;0.1755;1;2.31;1;0.48;1;4.16;1;0;4.81;0.56
18NA96002_014;CAST#1;46.0145;-60.7487;147430;75;26-apr-96;12:22:00;25.627;-0.069;8.161;1;NaN;9;0.1785;1;3.435;1;0.579;1;6.045;1;0;5.93;0.57
18NA96002_014;CAST#1;46.0145;-60.7487;147429;100;26-apr-96;12:22:00;25.68;-0.096;8.151;1;NaN;9;0.167;1;3.785;1;0.6155;1;6.745;1;0;6.15;0.56
18NA96002_014;CAST#1;46.0145;-60.7487;147428;140;26-apr-96;12:22:00;25.689;-0.099;8.129;1;NaN;9;0.1755;1;3.725;1;0.622;1;6.605;1;0;5.99;0.56
18NA96002_058;CAST#1;46.0353;-60.7262;147439;7;26-apr-96;14:09:00;22.931;2.799;8.364;1;0.3204;1;0.11;1;0.025;1;0.251;1;1.035;1;0;0.10;0.02
18NA96002_058;CAST#1;46.0353;-60.7262;147438;40;26-apr-96;14:09:00;24.939;0.636;8.072;1;0.1602;1;0.158;1;2.125;1;0.446;1;3.88;1;0;4.76;0.55
18NA96002_058;CAST#1;46.0353;-60.7262;147437;75;26-apr-96;14:09:00;25.634;-0.068;8.239;1;NaN;9;0.1625;1;3.16;1;0.5495;1;5.35;1;0;5.75;0.59
18NA96002_058;CAST#1;46.0353;-60.7262;147436;100;26-apr-96;14:09:00;25.677;-0.095;8.147;1;NaN;9;0.167;1;3.74;1;0.703;1;7.33;1;0;5.32;0.51
18NA96002_058;CAST#1;46.0353;-60.7262;147435;140;26-apr-96;14:09:00;25.696;-0.1;8.105;1;NaN;9;0.165;1;3.845;1;0.615;1;6.955;1;0;6.25;0.55
18NA96002_058;CAST#1;46.0353;-60.7262;147434;175;26-apr-96;14:09:00;25.702;-0.099;8.105;1;NaN;9;0.158;1;3.605;1;0.6325;1;6.66;1;0;5.70;0.54
18NA96002_069;CAST#1;46.2258;-60.3225;147442;1;26-apr-96;16:41:00;22.333;4.698;8.118;1;0.4005;1;0.1055;1;0.025;1;0.214;1;1.165;1;0;0.12;0.02
18NA96002_069;CAST#1;46.2258;-60.3225;147441;4;26-apr-96;16:41:00;22.315;4.704;8.111;1;0.4005;1;0.0975;1;0;1;0.198;1;1.29;1;0;0.00;0.00
18NA96002_069;CAST#1;46.2258;-60.3225;147440;7;26-apr-96;16:41:00;22.325;4.601;8.133;1;0.3204;1;0.105;1;0.04;1;0.2335;1;1.565;1;0;0.17;0.03
18NA96002_080;CAST#1;46.2197;-60.3682;147444;5;26-apr-96;17:09:00;22.291;4.195;8.177;1;0.4806;1;0.1025;1;0;1;0.1925;1;1.045;1;0;0.00;0.00
18NA96002_080;CAST#1;46.2197;-60.3682;147443;15;26-apr-96;17:09:00;22.404;3.843;8.211;1;0.3204;1;0.11;1;0.05;1;0.309;1;1.46;1;0;0.16;0.03
18NA96002_091;CAST#1;46.1792;-60.4078;147448;1;26-apr-96;17:35:00;22.147;4.714;8.197;1;0.2403;1;0.0785;1;0;1;0.182;1;1.215;1;0;0.00;0.00
18NA96002_091;CAST#1;46.1792;-60.4078;147447;5;26-apr-96;17:35:00;22.32;4.042;NaN;9;0.2403;1;0.2055;1;0.01;1;0.2155;1;1.25;1;0;0.05;0.01
18NA96002_091;CAST#1;46.1792;-60.4078;147446;15;26-apr-96;17:35:00;22.733;3.272;8.265;1;0.4005;1;0.43;1;0.095;1;0.1935;1;1.32;1;0;0.49;0.07
18NA96002_091;CAST#1;46.1792;-60.4078;147445;32;26-apr-96;17:35:00;24.796;0.772;7.018;1;NaN;9;0.2185;1;5.15;1;0.863;1;11.035;1;0;5.97;0.47
18NA96002_102;CAST#1;46.1427;-60.4995;147456;1;26-apr-96;18:25:00;22.168;3.819;8.262;1;0.1602;1;0.0955;1;0.03;1;0.163;1;0.565;1;0;0.18;0.05
18NA96002_102;CAST#1;46.1427;-60.4995;147455;5;26-apr-96;18:25:00;22.379;3.345;8.323;1;0.0801;1;0.093;1;0.045;1;0.174;1;0.575;1;0;0.26;0.08
18NA96002_102;CAST#1;46.1427;-60.4995;147454;15;26-apr-96;18:25:00;22.747;3.143;8.355;1;0;1;0.0985;1;0.12;1;0.1575;1;0.995;1;0;0.76;0.12
18NA96002_102;CAST#1;46.1427;-60.4995;147453;50;26-apr-96;18:25:00;25.123;0.527;7.515;1;0.0801;1;0.152;1;5.31;1;0.6505;1;8.145;1;0;8.16;0.65
18NA96002_102;CAST#1;46.1427;-60.4995;147452;100;26-apr-96;18:25:00;25.38;0.35;6.595;1;NaN;9;0.11;1;8.56;1;0.9125;1;14.18;1;0;9.38;0.60
18NA96002_102;CAST#1;46.1427;-60.4995;147451;150;26-apr-96;18:25:00;25.555;0.209;4.997;1;NaN;9;0.1035;1;13.535;1;1.428;1;25.655;1;0;9.48;0.53
18NA96002_102;CAST#1;46.1427;-60.4995;147450;200;26-apr-96;18:25:00;25.582;0.174;4.813;1;NaN;9;0.107;1;13.725;1;1.5535;1;26.84;1;0;8.83;0.51
18NA96002_102;CAST#1;46.1427;-60.4995;147449;257;26-apr-96;18:25:00;25.592;0.165;4.699;1;NaN;9;0.0745;1;12.565;1;1.5055;1;25.99;1;0;8.35;0.48
18NA96002_114;CAST#1;46.1325;-60.5447;147458;1;26-apr-96;19:30:00;22.364;4.212;8.275;1;0.2403;1;0.0895;1;0.06;7;0.144;1;0.755;1;32;0.42;0.08
18NA96002_114;CAST#1;46.1325;-60.5447;147457;5;26-apr-96;19:30:00;22.584;3.662;8.298;1;0.3204;1;0.096;1;0.06;7;0.17;1;0.93;1;32;0.35;0.06
18NA96002_127;CAST#1;46.0813;-60.6775;147460;5;27-apr-96;11:27:00;22.631;3.05;8.315;1;0;1;0.0975;1;0.065;1;0.21;1;0.925;1;0;0.31;0.07
18NA96002_127;CAST#1;46.0813;-60.6775;147459;10;27-apr-96;11:27:00;22.829;2.838;8.348;1;0.4005;1;0.103;1;0.105;1;0.2035;1;0.59;1;0;0.52;0.18
18NA96002_149;CAST#1;46.0862;-60.6842;147465;1;27-apr-96;11:49:00;21.394;4.195;8.211;1;0.4806;1;0.0935;1;0.08;1;0.1495;1;1.77;1;0;0.54;0.05
18NA96002_149;CAST#1;46.0862;-60.6842;147464;7;27-apr-96;11:49:00;22.715;3.095;8.352;1;0.2403;1;0.098;1;0.075;1;0.1895;1;0.805;1;0;0.40;0.09
18NA96002_149;CAST#1;46.0862;-60.6842;147463;21;27-apr-96;11:49:00;24.28;2.054;8.363;1;NaN;9;0.103;1;0.215;1;0.2615;1;0.845;1;0;0.82;0.25
18NA96002_149;CAST#1;46.0862;-60.6842;147462;46;27-apr-96;11:49:00;25.121;1.577;8.413;1;NaN;9;0.114;1;0.415;1;0.313;1;1.085;1;0;1.33;0.38
18NA96002_149;CAST#1;46.0862;-60.6842;147461;88;27-apr-96;11:49:00;26.287;-0.146;8.124;1;0.1602;1;0.136;1;0.765;1;0.558;1;0.815;1;0;1.37;0.94
18NA96002_171;CAST#1;46.096;-60.7075;147467;5;27-apr-96;12:24:00;22.518;3.106;8.316;1;0.2403;1;0.0995;1;0.07;1;0.234;1;0.715;1;0;0.30;0.10
18NA96002_171;CAST#1;46.096;-60.7075;147466;10;27-apr-96;12:24:00;22.786;2.808;8.339;1;0.3204;1;0.097;1;0.09;1;0.225;1;0.66;1;0;0.40;0.14
18NA96002_182;CAST#1;46.1348;-60.6045;147469;7;27-apr-96;13:05:00;22.955;3.044;8.323;1;0.4806;1;0.0885;1;0.085;1;0.274;1;1.165;1;0;0.31;0.07
18NA96002_182;CAST#1;46.1348;-60.6045;147468;30;27-apr-96;13:05:00;26.383;1.327;8.495;1;0.2403;1;0.1045;1;0.13;1;0.393;1;0.585;1;0;0.33;0.22
18NA96002_193;CAST#1;46.2907;-60.416;147472;1;27-apr-96;14:24:00;24.131;3.239;8.298;1;0.4005;1;0.096;1;0.12;1;0.2985;1;1.22;1;0;0.40;0.10
18NA96002_193;CAST#1;46.2907;-60.416;147471;7;27-apr-96;14:24:00;24.966;2.631;8.404;1;0.1602;1;0.092;1;0.1;1;0.3245;1;0.67;1;0;0.31;0.15
18NA96002_193;CAST#1;46.2907;-60.416;147470;12;27-apr-96;14:24:00;28.553;1.09;8.729;1;0;1;0.097;1;0.07;1;0.3765;1;0.105;1;0;0.19;0.67
18NA96002_204;CAST#1;46.244;-60.4853;147475;1;27-apr-96;15:31:00;23.86;3.36;8.3;1;0.1602;1;0.0705;1;0.06;1;0.207;1;0.355;1;0;0.29;0.17
18NA96002_204;CAST#1;46.244;-60.4853;147474;7;27-apr-96;15:31:00;26.071;2.01;8.426;1;0;1;0.0855;1;0.12;1;0.337;1;0.115;1;0;0.36;1.04
18NA96002_204;CAST#1;46.244;-60.4853;147473;17;27-apr-96;15:31:00;28.076;1.205;8.646;1;0.1602;1;0.1045;1;0.14;1;0.4425;1;0.335;1;0;0.32;0.42
18NA96002_215;CAST#1;46.2125;-60.5172;147478;1;27-apr-96;15:55:00;21.836;4.275;8.209;1;0.4806;1;0.07;1;0.06;1;0.1435;1;1.46;1;0;0.42;0.04
18NA96002_215;CAST#1;46.2125;-60.5172;147479;7;27-apr-96;15:55:00;22.804;3.643;8.274;1;0.2403;1;0.0775;1;0.06;1;0.3535;1;0.99;1;0;0.17;0.06
18NA96002_215;CAST#1;46.2125;-60.5172;147477;29;27-apr-96;15:55:00;26.677;1.362;8.482;1;0.1602;1;0.0955;1;0.195;1;0.392;1;0.495;1;0;0.50;0.39
18NA96002_215;CAST#1;46.2125;-60.5172;147476;79;27-apr-96;15:55:00;27.378;0.979;8.564;1;0.0801;1;0.097;1;0.22;1;0.4055;1;0.465;1;0;0.54;0.47
18NA96002_226;CAST#1;46.0882;-60.7237;147482;1;27-apr-96;17:24:00;20.246;5.392;8.088;1;0.4806;1;0.0735;1;0.245;1;0.1785;1;4.58;1;0;1.37;0.05
18NA96002_226;CAST#1;46.0882;-60.7237;147481;5;27-apr-96;17:24:00;22.639;2.951;8.341;1;0.4806;1;0.075;1;0.04;1;0.207;1;0.835;1;0;0.19;0.05
18NA96002_226;CAST#1;46.0882;-60.7237;147480;17;27-apr-96;17:24:00;23.395;1.959;8.315;1;0.2403;1;0.096;1;0.355;1;0.24;1;1.115;1;0;1.48;0.32
18NA96002_237;CAST#1;46.1068;-60.7257;147485;1;27-apr-96;17:42:00;20.414;5.433;8.121;1;0;1;0.068;1;0.17;1;0.2445;1;2.575;1;0;0.70;0.07
18NA96002_237;CAST#1;46.1068;-60.7257;147484;5;27-apr-96;17:42:00;22.526;3.063;8.66;1;0;1;0.0795;1;0.1;1;0.2215;1;1.48;1;0;0.45;0.07
18NA96002_237;CAST#1;46.1068;-60.7257;147483;11;27-apr-96;17:42:00;22.868;2.671;8.372;1;0.3204;1;0.082;1;0.07;1;0.213;1;0.67;1;0;0.33;0.10
18NA96002_239;CAST#1;46.0675;-60.816;147488;1;27-apr-96;18:20:00;20.799;4.712;8.136;1;0.0801;1;0.069;1;0.54;1;0.164;1;6.695;1;0;3.29;0.08
18NA96002_239;CAST#1;46.0675;-60.816;147487;5;27-apr-96;18:20:00;22.353;3.027;8.336;1;0.4005;1;0.0725;1;0.03;1;0.2175;1;0.805;1;0;0.14;0.04
18NA96002_239;CAST#1;46.0675;-60.816;147486;11;27-apr-96;18:20:00;23.452;1.713;8.361;1;0.4005;1;0.097;1;0.215;1;0.2595;1;0.76;1;0;0.83;0.28
18NA96002_243;CAST#1;46.1245;-60.707;147491;1;28-apr-96;12:21:00;22.322;3.418;8.281;1;0;1;0.3175;1;3.355;1;0.63;1;11.905;1;0;5.33;0.28
18NA96002_243;CAST#1;46.1245;-60.707;147490;5;28-apr-96;12:21:00;22.588;2.945;8.34;1;0.6408;1;0.075;1;0.08;1;0.222;1;1.075;1;0;0.36;0.07
18NA96002_243;CAST#1;46.1245;-60.707;147489;20;28-apr-96;12:21:00;24.109;0.653;7.089;1;NaN;9;0.1535;1;1.05;1;0.6475;1;4.41;1;0;1.62;0.24
18NA96002_244;CAST#1;46.0728;-60.864;147493;4;28-apr-96;13:50:00;22.616;2.87;8.342;1;0.7209;1;0.069;1;0.155;1;0.24;1;2.19;1;0;0.65;0.07
18NA96002_244;CAST#1;46.0728;-60.864;147492;8;28-apr-96;13:50:00;22.809;2.484;8.399;1;NaN;9;0.071;1;0.075;1;0.26;1;0.985;1;0;0.29;0.08
18NA96002_247;CAST#1;46.0827;-60.8905;147494;4;28-apr-96;14:20:00;22.306;3.009;8.321;1;NaN;9;0.064;1;0.67;1;0.219;1;6.135;1;0;3.06;0.11
18NA96002_253;CAST#1;46.0537;-60.8963;147496;1;28-apr-96;14:47:00;18.447;5.943;8.274;1;0.5607;1;0.087;1;2.61;1;0.102;1;18.075;1;0;25.59;0.14
18NA96002_253;CAST#1;46.0537;-60.8963;147495;5;28-apr-96;14:47:00;22.427;2.947;8.341;1;NaN;9;0.068;1;0.07;1;0.225;1;1.25;1;0;0.31;0.06
18NA96002_257;CAST#1;46.0032;-60.9643;147499;1;28-apr-96;15:28:00;20.21;4.318;7.992;1;0.4806;1;NaN;9;0.95;1;0.226;1;9.635;1;0;4.20;0.10
18NA96002_257;CAST#1;46.0032;-60.9643;147498;4;28-apr-96;15:28:00;22.353;2.985;8.266;1;NaN;9;NaN;9;0.105;1;0.305;1;1.02;1;0;0.34;0.10
18NA96002_257;CAST#1;46.0032;-60.9643;147497;7;28-apr-96;15:28:00;23.275;1.831;8.396;1;0.5607;1;0.09;1;0.06;1;0.3165;1;0.74;1;0;0.19;0.08
18NA96002_261;CAST#1;45.946;-61.1235;147605;1;28-apr-96;16:37:00;16.816;6.496;7.846;1;0.6408;1;NaN;9;0.59;1;0.368;1;7.275;1;0;1.60;0.08
18NA96002_261;CAST#1;45.946;-61.1235;147604;5;28-apr-96;16:37:00;18.312;6.173;7.857;1;0.1602;1;NaN;9;0.195;1;0.361;1;3.37;1;0;0.54;0.06
18NA96002_261;CAST#1;45.946;-61.1235;147603;25;28-apr-96;16:37:00;23.053;3.2;0;1;NaN;9;NaN;9;0;1;10.35;4;38.08;1;6;NaN;0.00
18NA96002_261;CAST#1;45.946;-61.1235;147500;42;28-apr-96;16:37:00;23.056;2.941;0;1;NaN;9;NaN;9;0;1;12.11;4;42;1;6;NaN;0.00
18NA96002_263;CAST#1;45.9705;-61.0195;147609;1;28-apr-96;17:23:00;17.93;6.312;7.925;1;0.8811;1;NaN;9;0.015;1;0.3465;1;1.94;1;0;0.04;0.01
18NA96002_263;CAST#1;45.9705;-61.0195;147608;5;28-apr-96;17:23:00;18.065;6.265;7.913;1;0.5607;1;NaN;9;0.05;1;0.429;1;1.925;1;0;0.12;0.03
18NA96002_263;CAST#1;45.9705;-61.0195;147607;25;28-apr-96;17:23:00;23.27;2.051;5.694;1;0.2403;1;NaN;9;8.17;1;1.2135;1;15.2;1;0;6.73;0.54
18NA96002_263;CAST#1;45.9705;-61.0195;147606;32;28-apr-96;17:23:00;23.297;2.075;5.344;1;NaN;9;NaN;9;7.505;1;1.198;1;14.68;1;0;6.26;0.51
18NA96002_275;CAST#1;46.0478;-60.84;147612;1;29-apr-96;12:01:00;18.239;6.452;8.055;1;0.2403;1;NaN;9;1.11;1;0.1975;1;10.985;1;0;5.62;0.10
18NA96002_275;CAST#1;46.0478;-60.84;147611;5;29-apr-96;12:01:00;22.773;2.437;8.243;1;0.3204;1;NaN;9;0.115;1;0.2215;1;2.76;1;0;0.52;0.04
18NA96002_275;CAST#1;46.0478;-60.84;147610;11;29-apr-96;12:01:00;23.078;2.159;8.268;1;0.3204;1;NaN;9;0.05;1;0.301;1;0.835;1;0;0.17;0.06
18NA96002_276;CAST#1;46.072;-60.6442;147614;7;29-apr-96;13:42:00;22.428;3.794;8.264;1;0.0801;1;NaN;9;0;1;0.218;1;1.04;1;0;0.00;0.00
18NA96002_276;CAST#1;46.072;-60.6442;147613;32;29-apr-96;13:42:00;24.779;0.994;8.074;1;NaN;9;NaN;9;2.095;1;0.5225;1;3.92;1;0;4.01;0.53
18NA96002_278;CAST#1;46.055;-60.626;147619;1;29-apr-96;14:11:00;21.822;4.358;8.229;1;0;1;NaN;9;0.02;1;0.226;1;1.07;1;0;0.09;0.02
18NA96002_278;CAST#1;46.055;-60.626;147618;5;29-apr-96;14:11:00;21.835;4.329;8.235;1;0;1;NaN;9;0;1;0.2675;1;1.16;1;0;0.00;0.00
18NA96002_278;CAST#1;46.055;-60.626;147617;15;29-apr-96;14:11:00;23.4;2.133;8.292;1;0.6408;1;NaN;9;0.4;1;0.2945;1;1.37;1;0;1.36;0.29
18NA96002_278;CAST#1;46.055;-60.626;147616;50;29-apr-96;14:11:00;25.067;0.632;7.824;1;NaN;9;NaN;9;3.59;1;0.6025;1;5.785;1;0;5.96;0.62
18NA96002_278;CAST#1;46.055;-60.626;147615;122;29-apr-96;14:11:00;25.517;-0.043;8.139;1;NaN;9;NaN;9;2.89;1;0.5935;1;5.475;1;0;4.87;0.53
18NA96002_280;CAST#1;46.1113;-60.556;147623;1;29-apr-96;15:44:00;22.168;4.373;8.181;1;0;1;NaN;9;0;1;0.233;1;0.815;1;0;0.00;0.00
18NA96002_280;CAST#1;46.1113;-60.556;147622;5;29-apr-96;15:44:00;22.165;4.371;8.175;1;0.1602;1;NaN;9;0.01;1;0.251;1;0.95;1;0;0.04;0.01
18NA96002_280;CAST#1;46.1113;-60.556;147621;15;29-apr-96;15:44:00;23.19;2.676;8.226;1;0;1;NaN;9;0.19;1;0.2715;1;1.305;1;0;0.70;0.15
18NA96002_280;CAST#1;46.1113;-60.556;147620;222;29-apr-96;15:44:00;25.581;0.177;4.816;1;NaN;9;NaN;9;14.485;1;1.5965;1;27.945;1;0;9.07;0.52
18NA96002_281;CAST#1;45.9508;-60.8028;147625;7;30-apr-96;11:13:00;21.811;3.535;8.38;1;0.4005;7;NaN;9;0;1;0.194;1;0.04;1;32;0.00;0.00
18NA96002_281;CAST#1;45.9508;-60.8028;147624;25;30-apr-96;11:13:00;22.644;2.813;8.209;1;0.4005;7;NaN;9;0.145;1;0.2215;1;0.495;1;32;0.65;0.29
18NA96002_282;CAST#1;45.9225;-60.8308;147629;1;30-apr-96;11:37:00;21.564;3.695;8.35;1;0;1;NaN;9;0.015;1;0.167;1;0;1;0;0.09;NaN
18NA96002_282;CAST#1;45.9225;-60.8308;147628;5;30-apr-96;11:37:00;21.612;4.058;8.346;1;0.1602;1;NaN;9;0.025;1;0.188;1;0.525;1;0;0.13;0.05
18NA96002_282;CAST#1;45.9225;-60.8308;147627;30;30-apr-96;11:37:00;23.328;1.875;8.538;1;0.3204;1;NaN;9;0.625;1;0.334;1;1.07;1;0;1.87;0.58
18NA96002_282;CAST#1;45.9225;-60.8308;147626;62;30-apr-96;11:37:00;23.568;1.367;7.983;1;NaN;9;NaN;9;1.245;1;0.463;1;3.46;1;0;2.69;0.36
18NA96002_283;CAST#1;45.9163;-60.9625;147632;1;30-apr-96;12:21:00;20.685;4.191;8.323;1;0;1;NaN;9;0.035;1;0.176;1;0.07;1;0;0.20;0.50
18NA96002_283;CAST#1;45.9163;-60.9625;147631;5;30-apr-96;12:21:00;21.761;3.396;8.325;1;0.4806;1;NaN;9;0.04;1;0.1925;1;0;1;0;0.21;NaN
18NA96002_283;CAST#1;45.9163;-60.9625;147630;11;30-apr-96;12:21:00;22.119;2.783;8.477;1;0;1;NaN;9;0.035;1;0.2135;1;0;1;0;0.16;NaN
18NA96002_285;CAST#1;45.9012;-61.0562;147634;1;30-apr-96;13:15:00;15.101;7.352;7.891;1;0.1602;1;NaN;9;0.045;1;0.0975;1;6.32;1;0;0.46;0.01
18NA96002_285;CAST#1;45.9012;-61.0562;147633;7;30-apr-96;13:15:00;21.88;2.427;8.608;1;0.4806;1;NaN;9;0.085;1;0.2145;1;0;1;0;0.40;NaN
18NA96002_295;CAST#1;45.8727;-61.0723;147636;1;30-apr-96;13:57:00;14.783;8.215;7.963;1;0.2403;1;NaN;9;0.49;1;0.1055;1;9.375;1;0;4.64;0.05
18NA96002_295;CAST#1;45.8727;-61.0723;147635;4;30-apr-96;13:57:00;21.49;3.029;8.536;1;0.4806;1;NaN;9;0.055;1;0.178;1;0.995;1;0;0.31;0.06
18NA96002_296;CAST#1;45.8895;-60.9992;147638;1;30-apr-96;14:40:00;12.076;7.435;7.923;1;0.4005;1;NaN;9;0.075;1;0.097;1;8.165;1;0;0.77;0.01
18NA96002_296;CAST#1;45.8895;-60.9992;147637;3;30-apr-96;14:40:00;21.161;3.677;8.18;1;0.9612;1;NaN;9;0.055;1;0.177;1;3.97;1;0;0.31;0.01
18NA96002_297;CAST#1;45.8928;-60.9085;147640;5;30-apr-96;15:55:00;21.365;3.845;8.337;1;0.2403;1;NaN;9;0.045;1;0.175;1;0;1;0;0.26;NaN
18NA96002_297;CAST#1;45.8928;-60.9085;147639;15;30-apr-96;15:55:00;22.379;2.355;8.442;1;0.0801;1;NaN;9;0.065;1;0.2295;1;0.13;1;0;0.28;0.50
18NA96002_298;CAST#1;45.8665;-60.8392;147644;1;30-apr-96;16:24:00;21.633;3.856;8.281;1;0;1;NaN;9;0.025;1;0.149;1;0;1;0;0.17;NaN
18NA96002_298;CAST#1;45.8665;-60.8392;147643;5;30-apr-96;16:24:00;21.643;3.615;8.35;1;0;1;NaN;9;0.025;1;0.179;1;0.03;1;0;0.14;0.83
