CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;calc;calc
18HU11009_256;HL_06;42.8545;-61.735;379215;199.4;27-may-11;09:54:00;3.6;1;0;NaN;NaN
18HU11009_256;HL_06;42.8545;-61.735;379214;248.6;27-may-11;09:53:00;3.4;1;0;NaN;NaN
18HU11009_256;HL_06;42.8545;-61.735;379213;350.2;27-may-11;09:50:00;4.2;1;0;NaN;NaN
18HU11009_256;HL_06;42.8545;-61.735;379212;499.4;27-may-11;09:48:00;5.3;1;0;NaN;NaN
18HU11009_256;HL_06;42.8545;-61.735;379211;749.5;27-may-11;09:43:00;5.9;1;0;NaN;NaN
18HU11009_256;HL_06;42.8545;-61.735;379210;900.3;27-may-11;09:39:00;6;1;0;NaN;NaN
18HU11009_256;HL_06;42.8545;-61.735;379209;977.4;27-may-11;09:37:00;6;1;0;NaN;NaN
18HU11009_258;HL_05;43.186;-62.1008;379245;10.3;27-may-11;14:47:00;7.2;1;0;NaN;NaN
18HU11009_258;HL_05;43.186;-62.1008;379243;30.3;27-may-11;14:45:00;7.4;1;0;NaN;NaN
18HU11009_258;HL_05;43.186;-62.1008;379241;50.4;27-may-11;14:43:00;7.2;1;0;NaN;NaN
18HU11009_258;HL_05;43.186;-62.1008;379240;60.2;27-may-11;14:42:00;6.8;1;0;NaN;NaN
18HU11009_258;HL_05;43.186;-62.1008;379238;85.4;27-may-11;14:40:00;6;1;0;NaN;NaN
18HU11009_259;HL_04;43.4842;-62.4518;379253;11;27-may-11;17:36:00;7.5;1;0;NaN;NaN
18HU11009_259;HL_04;43.4842;-62.4518;379251;31;27-may-11;17:34:00;7.4;1;0;NaN;NaN
18HU11009_259;HL_04;43.4842;-62.4518;379249;51;27-may-11;17:32:00;6.2;1;0;NaN;NaN
18HU11009_259;HL_04;43.4842;-62.4518;379247;68.5;27-may-11;17:30:00;5.9;1;0;NaN;NaN
18HU11009_260;HL_03;43.8875;-62.882;379266;9.6;27-may-11;21:41:00;7.2;1;0;NaN;NaN
18HU11009_260;HL_03;43.8875;-62.882;379264;29.4;27-may-11;21:40:00;7.3;1;0;NaN;NaN
18HU11009_260;HL_03;43.8875;-62.882;379262;49.9;27-may-11;21:37:00;6.4;1;0;NaN;NaN
18HU11009_260;HL_03;43.8875;-62.882;379259;100.9;27-may-11;21:35:00;3.9;1;0;NaN;NaN
18HU11009_260;HL_03;43.8875;-62.882;379257;149.8;27-may-11;21:32:00;3.2;1;0;NaN;NaN
18HU11009_260;HL_03;43.8875;-62.882;379256;200.9;27-may-11;21:30:00;3.3;1;0;NaN;NaN
18HU11009_260;HL_03;43.8875;-62.882;379255;246.1;27-may-11;21:29:00;3.1;1;0;NaN;NaN
18HU11009_262;HL_02;44.2705;-63.3223;379278;2.7;28-may-11;01:38:00;7.6;1;0;NaN;NaN
18HU11009_262;HL_02;44.2705;-63.3223;379274;40;28-may-11;01:35:00;7.7;1;0;NaN;NaN
18HU11009_262;HL_02;44.2705;-63.3223;379268;165.6;28-may-11;01:28:00;4.1;1;0;NaN;NaN
