CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
18HU16006_339;CSL_02;47.01593;-60.11984;433044;1.26;02-may-16;03:55:00;1.267;30.324;1.808;8.344;8.162;1.56521;1;30.335;1;8.719;1;0.02667;1;NaN;9;0;1;NaN;9;0.27333;1;NaN;9;0;1;NaN;9;0;0.00;NaN
18HU16006_339;CSL_02;47.01606;-60.11978;433043;9.89;02-may-16;03:54:00;9.892;30.4865;1.563;8.435;8.166;1.95283;1;30.476;1;8.818;1;0.02333;1;NaN;9;0;1;NaN;9;0.34467;1;NaN;9;0;1;NaN;9;0;0.00;NaN
18HU16006_339;CSL_02;47.0162;-60.11972;433042;20.34;02-may-16;03:53:00;20.346;30.9578;-0.0326;8.8139;8.144;3.28917;1;NaN;9;NaN;9;0.04333;1;NaN;9;0.78;1;NaN;9;0.519;1;NaN;9;0.24;1;NaN;9;0;1.50;3.25
18HU16006_339;CSL_02;47.01636;-60.11964;433041;30.17;02-may-16;03:52:00;30.175;31.211;-0.5199;8.5299;8.107;7.34106;1;NaN;9;NaN;9;0.03667;1;NaN;9;0.61;1;NaN;9;0.381;1;NaN;9;0;1;NaN;9;0;1.60;NaN
18HU16006_339;CSL_02;47.01652;-60.11956;433040;39.78;02-may-16;03:51:00;39.785;31.2671;-0.1854;8.5848;8.115;7.4364;1;31.301;1;NaN;9;0.04667;1;NaN;9;1.19;1;NaN;9;0.49367;1;NaN;9;0.34333;1;NaN;9;0;2.41;3.47
18HU16006_339;CSL_02;47.01666;-60.1195;433039;50.3;02-may-16;03:50:00;50.304;31.3501;-0.2135;8.5121;8.096;7.06292;1;NaN;9;8.893;1;0.02667;1;NaN;9;0.86667;1;NaN;9;0.446;1;NaN;9;0.27;1;NaN;9;0;1.94;3.21
18HU16006_339;CSL_02;47.01682;-60.11942;433038;59.53;02-may-16;03:49:00;59.539;31.4836;-0.0528;8.4178;8.086;5.91098;1;NaN;9;NaN;9;0.04333;1;NaN;9;0.98667;1;NaN;9;0.46833;1;NaN;9;0.34667;1;NaN;9;0;2.11;2.85
18HU16006_339;CSL_02;47.017;-60.11932;433037;80.18;02-may-16;03:48:00;80.187;31.6855;0.0072;8.0285;8.05;2.52646;1;31.713;1;NaN;9;0.05667;1;NaN;9;1.68333;1;NaN;9;0.54967;1;NaN;9;1.39333;1;NaN;9;0;3.06;1.21
18HU16006_339;CSL_02;47.01714;-60.11926;433036;100.17;02-may-16;03:47:00;100.179;32.0023;1.0559;7.6647;8.055;0.38883;1;NaN;9;7.997;1;0.04667;1;NaN;9;1.08;1;NaN;9;0.538;1;NaN;9;1.52;1;NaN;9;0;2.01;0.71
18HU16006_339;CSL_02;47.01738;-60.1192;433035;149.76;02-may-16;03:45:00;149.763;33.4762;3.6974;4.7666;7.86;NaN;9;33.492;1;5;1;0.15667;1;NaN;9;14.13333;1;NaN;9;1.31833;1;NaN;9;16.42;1;NaN;9;0;10.72;0.86
18HU16006_339;CSL_02;47.01753;-60.11916;433034;169.7;02-may-16;03:44:00;169.704;33.6286;4.0624;4.4724;7.844;NaN;9;33.619;1;4.724;1;0.11;1;NaN;9;11.76333;1;NaN;9;1.16833;1;NaN;9;14.02333;1;NaN;9;0;10.07;0.84
18HU16006_014;CSL_03;47.10081;-59.99622;433056;1.93;02-may-16;06:36:00;1.936;31.5067;1.2264;8.1983;8.114;1.7867;1;31.519;1;8.58;1;0.06333;1;NaN;9;0.88667;1;NaN;9;0.47633;1;NaN;9;0;1;NaN;9;0;1.86;NaN
18HU16006_014;CSL_03;47.10068;-59.99628;433055;9.66;02-may-16;06:35:00;9.666;31.5173;1.125;8.1933;8.11;2.11156;1;NaN;9;8.483;1;0.07333;1;NaN;9;1.1;1;NaN;9;0.59533;1;NaN;9;0.28333;1;NaN;9;0;1.85;3.88
18HU16006_014;CSL_03;47.1006;-59.99632;433054;20.4;02-may-16;06:34:00;20.401;31.5823;0.8274;8.0661;8.087;1.07793;1;NaN;9;NaN;9;0.05333;1;NaN;9;1.02;1;NaN;9;0.50333;1;NaN;9;0.36667;1;NaN;9;0;2.03;2.78
18HU16006_014;CSL_03;47.10052;-59.99636;433053;29.67;02-may-16;06:34:00;29.671;31.6098;0.7988;8.0304;8.082;0.64489;1;31.626;1;NaN;9;0.04667;1;NaN;9;1.03;1;NaN;9;0.484;1;NaN;9;0.49667;1;NaN;9;0;2.13;2.07
18HU16006_014;CSL_03;47.10046;-59.99642;433052;39.97;02-may-16;06:33:00;39.972;31.6259;0.6447;7.9651;8.073;0.49789;1;NaN;9;NaN;9;0.09;1;NaN;9;1.39333;1;NaN;9;0.59367;1;NaN;9;0.75;1;NaN;9;0;2.35;1.86
18HU16006_014;CSL_03;47.1004;-59.99646;433051;50.13;02-may-16;06:32:00;50.135;31.6434;0.5851;7.9751;8.068;0.47419;1;31.703;1;8.327;1;0.07667;1;NaN;9;1.51333;1;NaN;9;0.58567;1;NaN;9;0.95667;1;NaN;9;0;2.58;1.58
18HU16006_014;CSL_03;47.10034;-59.99651;433050;60;02-may-16;06:31:00;60.007;31.7908;0.1136;7.9286;8.048;0.09743;1;NaN;9;8.279;1;0.1;1;NaN;9;2.06;1;NaN;9;0.666;1;NaN;9;1.56;1;NaN;9;0;3.09;1.32
18HU16006_014;CSL_03;47.10028;-59.99654;433049;80.22;02-may-16;06:30:00;80.22;32.0187;0.8603;7.5949;8.038;0.11569;1;NaN;9;7.931;1;0.12;1;NaN;9;2.56667;1;NaN;9;0.66767;1;NaN;9;2.19333;1;NaN;9;0;3.84;1.17
18HU16006_014;CSL_03;47.10024;-59.99658;433048;100.47;02-may-16;06:29:00;100.477;32.1172;1.1537;7.3882;8.017;0.48367;1;32.126;1;7.703;1;0.11667;1;NaN;9;3.01667;1;NaN;9;0.687;1;NaN;9;2.11667;1;NaN;9;0;4.39;1.43
18HU16006_014;CSL_03;47.10018;-59.99654;433047;150.38;02-may-16;06:24:00;150.38;33.2232;3.3815;5.714;7.961;NaN;9;33.257;1;5.907;1;0.13667;1;NaN;9;10.53333;1;NaN;9;1.07533;1;NaN;9;10.67;1;NaN;9;0;9.80;0.99
18HU16006_014;CSL_03;47.10014;-59.9963;433046;200.7;02-may-16;06:22:00;200.702;34.2727;5.8888;3.7362;7.876;NaN;9;34.299;1;3.939;1;0.06333;1;NaN;9;18.07333;1;NaN;9;1.45067;1;NaN;9;19.02667;1;NaN;9;0;12.46;0.95
18HU16006_014;CSL_03;47.09996;-59.9959;433045;322.04;02-may-16;06:20:00;322.043;34.8107;6.0483;2.7316;7.802;NaN;9;34.822;1;2.9;1;0.06333;1;NaN;9;23.05667;1;NaN;9;1.8;1;NaN;9;30.38667;1;NaN;9;0;12.81;0.76
18HU16006_036;CSL_04;47.27843;-59.78276;433070;2.58;02-may-16;09:27:00;2.588;31.4016;1.1284;8.1934;8.105;2.02296;1;31.411;1;8.598;1;0.06667;1;NaN;9;1.07333;1;NaN;9;0.527;1;NaN;9;0.22;1;NaN;9;0;2.04;4.88
18HU16006_036;CSL_04;47.27832;-59.78284;433069;11.53;02-may-16;09:26:00;11.53;31.3928;0.914;8.2035;8.106;2.48071;1;NaN;9;8.655;1;0.06667;1;NaN;9;1.10333;1;NaN;9;0.518;1;NaN;9;0.23333;1;NaN;9;0;2.13;4.73
18HU16006_036;CSL_04;47.27824;-59.78286;433068;21;02-may-16;09:25:00;21.009;31.4256;0.5224;8.1756;8.102;2.42165;1;31.447;1;NaN;9;0.07667;1;NaN;9;1.24333;1;NaN;9;0.57333;1;NaN;9;0.31333;1;NaN;9;0;2.17;3.97
18HU16006_036;CSL_04;47.27818;-59.78286;433067;31.25;02-may-16;09:24:00;31.251;31.4614;0.5647;8.0648;8.092;1.29942;1;NaN;9;8.468;1;0.09333;1;NaN;9;1.42333;1;NaN;9;0.601;1;NaN;9;0.61333;1;NaN;9;0;2.37;2.32
18HU16006_036;CSL_04;47.278;-59.78296;433066;41.34;02-may-16;09:23:00;41.345;31.5305;0.447;8.0278;8.078;0.94503;1;NaN;9;NaN;9;0.09667;1;NaN;9;1.36;1;NaN;9;0.63567;1;NaN;9;1;1;NaN;9;0;2.14;1.36
18HU16006_036;CSL_04;47.27794;-59.78298;433065;51.42;02-may-16;09:22:00;51.425;31.7581;0.2633;7.9028;8.063;0.12787;1;31.794;1;8.414;1;0.10667;1;NaN;9;1.9;1;NaN;9;0.65133;1;NaN;9;1.37333;1;NaN;9;0;2.92;1.38
18HU16006_036;CSL_04;47.27788;-59.783;433064;61.93;02-may-16;09:21:00;61.93;31.8164;0.265;7.9192;8.064;0.07916;1;NaN;9;8.282;1;0.09667;1;NaN;9;1.62;1;NaN;9;0.64333;1;NaN;9;1.17;1;NaN;9;0;2.52;1.38
18HU16006_036;CSL_04;47.27776;-59.783;433063;81.55;02-may-16;09:21:00;81.552;31.8565;-0.0587;7.8687;8.051;0.04414;1;NaN;9;8.263;1;0.11;1;NaN;9;2.39333;1;NaN;9;0.681;1;NaN;9;1.97;1;NaN;9;0;3.51;1.21
18HU16006_036;CSL_04;47.27752;-59.7831;433062;101.65;02-may-16;09:19:00;101.652;32.0305;0.4091;7.4357;8.035;0.06546;1;32.058;1;7.752;1;0.13;1;NaN;9;4.13667;2;NaN;9;0.792;1;NaN;9;3.83;1;NaN;9;2048;5.22;1.08
18HU16006_036;CSL_04;47.27735;-59.7832;433061;151.38;02-may-16;09:17:00;151.383;33.167;2.66;5.664;7.948;NaN;9;NaN;9;5.911;1;0.06;1;NaN;9;10.92;1;NaN;9;1.10467;1;NaN;9;10.96;1;NaN;9;0;9.89;1.00
18HU16006_036;CSL_04;47.27712;-59.7832;433060;199.99;02-may-16;09:15:00;199.996;34.1225;5.7563;4.2783;7.933;NaN;9;34.157;1;4.472;1;0.06667;1;NaN;9;15.48333;1;NaN;9;1.27233;1;NaN;9;14.97;1;NaN;9;0;12.17;1.03
18HU16006_036;CSL_04;47.27693;-59.78315;433059;300.23;02-may-16;09:13:00;300.235;34.7958;6.8376;2.9936;7.86;NaN;9;NaN;9;3.177;1;0.05;1;NaN;9;22.32333;1;NaN;9;1.63033;1;NaN;9;22.67667;1;NaN;9;0;13.69;0.98
18HU16006_036;CSL_04;47.27658;-59.78334;433058;399.83;02-may-16;09:11:00;399.831;34.8775;5.8008;3.0476;7.833;NaN;9;34.889;1;3.22;1;0.04333;1;NaN;9;22.45667;1;NaN;9;1.76167;1;NaN;9;31.21667;2;NaN;9;2048;12.75;0.72
18HU16006_036;CSL_04;47.27606;-59.78372;433057;462.77;02-may-16;09:05:00;462.771;34.8901;5.7666;3.1153;7.839;NaN;9;34.903;1;3.291;1;0.04667;1;NaN;9;21.85;1;NaN;9;1.765;1;NaN;9;30.42;1;NaN;9;0;12.38;0.72
18HU16006_080;CSL_05;47.4331;-59.55842;433085;2.84;02-may-16;12:51:00;2.842;31.3964;0.9396;8.1987;8.125;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU16006_080;CSL_05;47.4331;-59.55842;433084;2.95;02-may-16;12:51:00;2.955;31.3966;0.9387;8.2082;8.125;1.41755;1;31.407;1;NaN;9;0.05;1;NaN;9;1.04333;1;NaN;9;0.571;1;NaN;9;0.60667;1;NaN;9;0;1.83;1.72
18HU16006_080;CSL_05;47.43312;-59.5584;433083;10.3;02-may-16;12:50:00;10.302;31.3968;0.9322;8.182;8.124;1.62427;1;NaN;9;NaN;9;0.05667;1;NaN;9;1.05;1;NaN;9;0.542;1;NaN;9;0.33667;1;NaN;9;0;1.94;3.12
18HU16006_080;CSL_05;47.43314;-59.55834;433082;20.18;02-may-16;12:50:00;20.18;31.4051;0.8883;8.165;8.122;1.68334;1;31.413;1;8.589;1;0.04667;1;NaN;9;1.04667;1;NaN;9;0.56833;1;NaN;9;0.31;1;NaN;9;0;1.84;3.38
18HU16006_080;CSL_05;47.4332;-59.55832;433081;30.6;02-may-16;12:49:00;30.608;31.4303;0.5378;8.0675;8.113;1.19606;1;NaN;9;NaN;9;0.06667;1;NaN;9;1.22333;1;NaN;9;0.60367;1;NaN;9;0.66333;1;NaN;9;0;2.03;1.84
18HU16006_080;CSL_05;47.43324;-59.55832;433080;40.25;02-may-16;12:49:00;40.259;31.5182;0.4598;7.9575;8.1;1.25512;1;NaN;9;8.329;1;0.06333;1;NaN;9;1.81;1;NaN;9;0.64467;1;NaN;9;1.60667;1;NaN;9;0;2.81;1.13
18HU16006_080;CSL_05;47.43328;-59.55834;433079;50.62;02-may-16;12:48:00;50.623;31.8416;0.3803;7.7045;8.071;0.15527;1;31.798;1;NaN;9;0.07667;1;NaN;9;2.41;1;NaN;9;0.70267;1;NaN;9;2.26;1;NaN;9;0;3.43;1.07
18HU16006_080;CSL_05;47.4333;-59.55838;433078;60.56;02-may-16;12:48:00;60.563;31.9107;0.617;7.5694;8.074;0.14766;1;NaN;9;7.885;1;0.09333;1;NaN;9;2.76;1;NaN;9;0.70967;1;NaN;9;2.70667;1;NaN;9;0;3.89;1.02
18HU16006_080;CSL_05;47.4333;-59.55842;433077;80.34;02-may-16;12:47:00;80.348;32.1692;1.2331;7.1834;8.053;0.06698;1;NaN;9;7.433;1;0.12;1;NaN;9;4.62333;1;NaN;9;0.78933;1;NaN;9;4.60333;1;NaN;9;0;5.86;1.00
18HU16006_080;CSL_05;47.43326;-59.55835;433076;100.02;02-may-16;12:46:00;100.028;32.4529;1.5791;6.6105;8.004;0.04719;1;32.512;1;6.889;1;0.13333;1;NaN;9;7.48;1;NaN;9;0.93067;1;NaN;9;7.41333;1;NaN;9;0;8.04;1.01
18HU16006_080;CSL_05;47.43324;-59.55828;433075;151.38;02-may-16;12:45:00;151.387;33.4101;3.1776;5.069;7.933;NaN;9;33.456;1;5.336;1;0.02667;1;NaN;9;12.91333;1;NaN;9;1.241;1;NaN;9;13.46333;1;NaN;9;0;10.41;0.96
18HU16006_080;CSL_05;47.43328;-59.55832;433074;201.35;02-may-16;12:44:00;201.354;33.9466;5.0125;4.2347;7.923;NaN;9;33.977;1;4.57;1;0.02667;1;NaN;9;15.74667;1;NaN;9;1.33633;1;NaN;9;15.83667;1;NaN;9;0;11.78;0.99
18HU16006_080;CSL_05;47.43322;-59.55836;433073;302.53;02-may-16;12:42:00;302.532;34.7983;7.1925;3.1041;7.901;NaN;9;34.813;1;3.307;1;0;1;NaN;9;21.61;1;NaN;9;1.56833;1;NaN;9;19.86;1;NaN;9;0;13.78;1.09
18HU16006_080;CSL_05;47.43326;-59.55836;433072;403.97;02-may-16;12:38:00;403.97;34.8622;5.9303;3.001;7.848;NaN;9;34.875;1;3.197;1;0;1;NaN;9;22.52;1;NaN;9;1.757;1;NaN;9;28.40333;1;NaN;9;0;12.82;0.79
18HU16006_080;CSL_05;47.43326;-59.55826;433071;468.84;02-may-16;12:37:00;468.844;34.9134;5.7594;3.2983;7.872;NaN;9;34.924;1;3.506;1;0.02;1;NaN;9;21.80667;1;NaN;9;1.77333;1;NaN;9;29.89333;1;NaN;9;0;12.30;0.73
18HU16006_102;CSL_06;47.58292;-59.337;433097;2.06;02-may-16;15:01:00;2.061;31.7344;1.2931;7.9772;8.113;1.72763;1;31.746;1;8.338;1;0.08667;1;NaN;9;1.68;7;NaN;9;0.579;1;NaN;9;1.00667;1;NaN;9;512;2.90;1.67
18HU16006_102;CSL_06;47.58292;-59.337;433098;2.07;02-may-16;15:02:00;2.076;31.7342;1.297;7.978;8.114;NaN;9;NaN;9;NaN;9;0.08;1;NaN;9;1.58333;7;NaN;9;0.56533;1;NaN;9;0.84333;1;NaN;9;512;2.80;1.88
18HU16006_102;CSL_06;47.58296;-59.33708;433096;10.53;02-may-16;15:01:00;10.53;31.7378;1.1626;7.9341;8.109;1.99343;1;31.764;1;8.27;1;0.08667;1;NaN;9;2.10667;2;NaN;9;0.62933;1;NaN;9;1.46;2;NaN;9;2048;3.35;1.44
18HU16006_102;CSL_06;47.583;-59.33714;433095;20.21;02-may-16;15:00:00;20.211;31.8117;0.8286;7.7874;8.082;1.56521;1;NaN;9;8.076;1;0.08;1;NaN;9;2.26667;2;NaN;9;0.64567;1;NaN;9;1.68;2;NaN;9;2048;3.51;1.35
18HU16006_102;CSL_06;47.58304;-59.3372;433094;30.42;02-may-16;14:59:00;30.425;31.9118;0.9279;7.6352;8.067;0.81214;1;NaN;9;7.874;1;0.10667;1;NaN;9;3.38667;1;NaN;9;0.73167;1;NaN;9;3.23;1;NaN;9;0;4.63;1.05
18HU16006_102;CSL_06;47.5831;-59.33724;433093;40.21;02-may-16;14:59:00;40.21;31.9984;1.0661;7.4796;8.058;0.9598;1;NaN;9;7.82;1;0.08;1;NaN;9;2.7;1;NaN;9;0.638;1;NaN;9;2.59;1;NaN;9;0;4.23;1.04
18HU16006_102;CSL_06;47.58314;-59.33726;433092;50.84;02-may-16;14:58:00;50.847;32.1383;1.1279;7.3864;8.057;0.16745;1;32.187;1;7.587;1;0.12;1;NaN;9;4.14667;1;NaN;9;0.779;1;NaN;9;3.99;1;NaN;9;0;5.32;1.04
18HU16006_102;CSL_06;47.58316;-59.3373;433091;60.14;02-may-16;14:57:00;60.141;32.2179;1.1959;7.1513;8.037;0.11721;1;NaN;9;7.424;1;0.12;1;NaN;9;4.94333;1;NaN;9;0.831;1;NaN;9;4.81;1;NaN;9;0;5.95;1.03
18HU16006_102;CSL_06;47.5832;-59.33734;433090;80.84;02-may-16;14:56:00;80.842;32.8286;2.138;6.091;7.975;0.04719;1;32.923;1;6.336;1;0.10667;1;NaN;9;9.47333;1;NaN;9;1.04967;1;NaN;9;9.74333;1;NaN;9;0;9.03;0.97
18HU16006_102;CSL_06;47.58316;-59.33742;433089;99.98;02-may-16;14:55:00;99.98;33.0104;2.4888;5.837;7.969;0.05023;1;33.074;1;6.076;1;0.08;1;NaN;9;7.08667;1;NaN;9;0.871;1;NaN;9;7.46;1;NaN;9;0;8.14;0.95
18HU16006_102;CSL_06;47.58309;-59.33758;433088;150.19;02-may-16;14:54:00;150.198;33.5595;3.7992;5.0092;7.945;NaN;9;33.568;1;5.231;1;0.09;1;NaN;9;8.95;1;NaN;9;0.983;1;NaN;9;9.91667;1;NaN;9;0;9.10;0.90
18HU16006_102;CSL_06;47.583;-59.33774;433087;200.85;02-may-16;14:53:00;200.853;34.0476;5.3289;4.3614;7.94;NaN;9;34.055;1;4.575;1;0.07333;1;NaN;9;13.15667;1;NaN;9;1.15867;1;NaN;9;12.99667;1;NaN;9;0;11.35;1.01
18HU16006_102;CSL_06;47.58284;-59.33804;433086;247.22;02-may-16;14:51:00;247.224;34.5384;6.7513;3.6646;7.923;NaN;9;34.545;1;3.871;1;0.03;1;NaN;9;17.96;1;NaN;9;1.41567;1;NaN;9;17.10667;1;NaN;9;0;12.69;1.05
18HU16006_127;STN27;47.5475;-52.5926;433108;5.5;03-may-16;21:24:00;5.509;32.2579;0.9584;8.7175;8.2;3.28918;1;32.274;1;9.027;1;0.02;1;NaN;9;0.115;1;NaN;9;0.3295;1;NaN;9;0.235;1;NaN;9;0;0.35;0.49
18HU16006_127;STN27;47.54748;-52.59252;433107;10.27;03-may-16;21:23:00;10.272;32.263;0.9423;8.7239;8.199;3.57519;1;NaN;9;9.117;1;0.035;1;NaN;9;0.085;1;NaN;9;0.3245;1;NaN;9;0.11;1;NaN;9;0;0.26;0.77
18HU16006_127;STN27;47.54746;-52.59242;433106;19.98;03-may-16;21:23:00;19.988;32.4987;0.1529;9.0986;8.216;7.13594;1;NaN;9;9.371;1;0.025;1;NaN;9;0.09;1;NaN;9;0.3195;1;NaN;9;0.09;1;NaN;9;0;0.28;1.00
18HU16006_127;STN27;47.54746;-52.59232;433105;30.59;03-may-16;21:22:00;30.599;32.5257;-0.1658;9.0082;8.2;11.95303;1;NaN;9;9.283;3;0.025;1;NaN;9;0.145;1;NaN;9;0.3465;1;NaN;9;0.12;1;NaN;9;16;0.42;1.21
18HU16006_127;STN27;47.5474;-52.59217;433104;39.95;03-may-16;21:21:00;39.955;32.5592;-0.4387;8.7733;8.167;12.28973;1;32.57;1;9.058;3;0.02;1;NaN;9;0.34;1;NaN;9;0.405;1;NaN;9;0.24;1;NaN;9;16;0.84;1.42
18HU16006_127;STN27;47.54734;-52.59196;433103;51.94;03-may-16;21:20:00;51.949;32.5743;-0.6252;8.6192;8.137;11.11126;1;32.585;1;8.894;1;0.025;1;NaN;9;0.95;1;NaN;9;0.4575;1;NaN;9;0.68;1;NaN;9;0;2.08;1.40
18HU16006_127;STN27;47.5472;-52.59164;433102;76.11;03-may-16;21:19:00;76.115;32.6441;-1.2544;8.073;8.063;4.14722;1;32.65;1;8.39;1;0.07;1;NaN;9;4.635;1;NaN;9;0.712;1;NaN;9;4.165;1;NaN;9;0;6.51;1.11
18HU16006_127;STN27;47.54714;-52.59135;433101;101.57;03-may-16;21:18:00;101.579;32.7239;-1.4023;7.8204;8.023;0.7383;1;32.733;1;8.074;1;0.075;1;NaN;9;7.02;1;NaN;9;0.8355;1;NaN;9;7.33;1;NaN;9;0;8.40;0.96
18HU16006_127;STN27;47.54706;-52.59087;433100;151.06;03-may-16;21:16:00;151.066;32.8797;-1.1303;7.3245;7.992;0.38883;1;32.888;1;7.601;1;0.115;1;NaN;9;8.235;1;NaN;9;0.952;1;NaN;9;10.955;1;NaN;9;0;8.65;0.75
18HU16006_127;STN27;47.54685;-52.59052;433099;170.55;03-may-16;21:14:00;170.555;32.9064;-1.0649;7.2807;7.987;0.59064;1;NaN;9;7.58;1;0.115;1;NaN;9;8.375;1;NaN;9;0.962;1;NaN;9;11.325;1;NaN;9;0;8.71;0.74
18HU16006_177;HL_12;41.42428;-60.65954;434029;2.88;21-may-16;05:39:00;2.885;35.6264;16.4989;5.3624;NaN;1.31418;1;NaN;9;5.697;1;NaN;9;0.065;1;NaN;9;1.87;1;NaN;9;0.0695;1;NaN;9;0.32;1;0;26.91;5.84
18HU16006_177;HL_12;41.4242;-60.65962;434028;50.39;21-may-16;05:38:00;50.39;35.1486;13.5861;5.0481;NaN;0.1918;1;NaN;9;5.363;1;NaN;9;0.16;1;NaN;9;4.15;1;NaN;9;0.4515;1;NaN;9;2.45;1;0;9.19;1.69
18HU16006_177;HL_12;41.42406;-60.65978;434027;100.44;21-may-16;05:37:00;100.44;35.7968;14.829;4.2981;NaN;0.02436;1;NaN;9;4.574;1;NaN;9;0.04;1;NaN;9;6.94;1;NaN;9;0.5535;1;NaN;9;3.185;1;0;12.54;2.18
18HU16006_177;HL_12;41.42398;-60.65982;434026;195.2;21-may-16;05:35:00;195.209;35.5915;13.0936;4.0034;NaN;NaN;9;NaN;9;4.245;1;NaN;9;0.035;1;NaN;9;13.335;1;NaN;9;0.865;1;NaN;9;6.46;1;0;15.42;2.06
18HU16006_177;HL_12;41.42392;-60.65984;434025;351.59;21-may-16;05:32:00;351.599;35.2374;9.7662;3.1255;NaN;NaN;9;NaN;9;3.282;1;NaN;9;0.03;1;NaN;9;22.85;1;NaN;9;1.4805;1;NaN;9;13.06;1;0;15.43;1.75
18HU16006_177;HL_12;41.42339;-60.65954;434024;515.11;21-may-16;05:29:00;515.11;35.0907;7.0646;4.006;NaN;NaN;9;NaN;9;4.189;1;NaN;9;0.025;1;NaN;9;21.87;1;NaN;9;1.45;1;NaN;9;13.915;1;0;15.08;1.57
18HU16006_177;HL_12;41.42268;-60.6591;434023;730.1;21-may-16;05:26:00;730.101;35.0152;5.2297;5.1329;NaN;NaN;9;NaN;9;5.383;1;NaN;9;0.025;1;NaN;9;18.41;1;NaN;9;1.238;1;NaN;9;11.99;1;0;14.87;1.54
18HU16006_177;HL_12;41.42242;-60.65886;434022;960.64;21-may-16;05:22:00;960.641;34.9782;4.509;5.6244;NaN;NaN;9;NaN;9;5.912;1;NaN;9;0.015;1;NaN;9;17.225;1;NaN;9;1.1495;1;NaN;9;11.67;1;0;14.98;1.48
18HU16006_177;HL_12;41.4229;-60.6589;434021;1200.08;21-may-16;05:18:00;1200.083;34.9605;4.1575;5.739;NaN;NaN;9;NaN;9;6.065;1;NaN;9;0.035;1;NaN;9;17.02;1;NaN;9;1.172;1;NaN;9;11.43;1;0;14.52;1.49
