CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
18HU92037_360;CTD-82;42.99;-49.52;114414;80;18-oct-92;12:06:00;1.6;6.588;1;0.353;1;10.3;1;0.75;1;9.09;1;0;13.73;1.13
18HU92037_360;CTD-82;42.99;-49.52;114413;90;18-oct-92;12:06:00;1.7;6.735;1;0.243;1;11.26;1;0.94;1;9.39;1;0;11.98;1.20
18HU92037_360;CTD-82;42.99;-49.52;114412;100;18-oct-92;12:06:00;2;6.709;1;0.103;1;13.72;1;1.03;1;10.64;1;0;13.32;1.29
18HU92037_360;CTD-82;42.99;-49.52;114411;150;18-oct-92;12:06:00;2.8;6.624;1;0.029;1;15.05;1;1.09;1;10.28;1;0;13.81;1.46
18HU92037_360;CTD-82;42.99;-49.52;114410;200;18-oct-92;12:06:00;3.1;6.437;1;0.022;1;16.31;1;1.14;1;11.54;1;0;14.31;1.41
18HU92037_361;CTD-83;43;-49.5;114427;300;18-oct-92;14:10:00;NaN;6.58;1;NaN;9;16.87;1;1.16;1;12.02;1;0;14.54;1.40
18HU92037_362;CTD-84;43.18;-51.03;114449;0;18-oct-92;23:16:00;NaN;NaN;9;0.287;1;0.04;1;0.25;1;0.57;1;0;0.16;0.07
18HU92037_362;CTD-84;43.18;-51.03;114448;10;18-oct-92;23:16:00;NaN;NaN;9;0.294;1;0.06;1;0.27;1;0.62;1;0;0.22;0.10
18HU92037_362;CTD-84;43.18;-51.03;114447;20;18-oct-92;23:16:00;NaN;NaN;9;0.346;1;0.06;1;0.23;1;0.77;1;0;0.26;0.08
18HU92037_362;CTD-84;43.18;-51.03;114446;30;18-oct-92;23:16:00;NaN;NaN;9;0.478;1;0.04;1;0.29;1;1.04;1;0;0.14;0.04
18HU92037_362;CTD-84;43.18;-51.03;114445;40;18-oct-92;23:16:00;NaN;NaN;9;0.309;1;0.36;1;0.52;1;2.52;1;0;0.69;0.14
18HU92037_362;CTD-84;43.18;-51.03;114444;50;18-oct-92;23:16:00;NaN;NaN;9;0.243;1;1.32;1;0.87;1;5.29;1;0;1.52;0.25
18HU92037_362;CTD-84;43.18;-51.03;114443;60;18-oct-92;23:16:00;NaN;NaN;9;0.096;1;2.32;1;1.05;1;9.47;1;0;2.21;0.24
18HU92037_362;CTD-84;43.18;-51.03;114442;70;18-oct-92;23:16:00;NaN;NaN;9;0.088;1;2.71;1;1.05;1;8.22;1;0;2.58;0.33
18HU92037_362;CTD-84;43.18;-51.03;114441;80;18-oct-92;23:16:00;NaN;NaN;9;0.125;1;4.41;1;1.22;1;11.03;1;0;3.61;0.40
18HU92037_362;CTD-84;43.18;-51.03;114440;90;18-oct-92;23:16:00;NaN;NaN;9;0.132;1;6.82;1;1.31;1;12.69;1;0;5.21;0.54
18HU92037_362;CTD-84;43.18;-51.03;114439;100;18-oct-92;23:16:00;NaN;NaN;9;0.081;1;14.69;1;1.41;2;13.75;2;2048;10.42;1.07
18HU92037_363;399;43.57;-54.35;99472;1;19-oct-92;11:06:00;16.2;NaN;9;0.36;1;0;7;0.12;1;0.85;1;32;0.00;0.00
18HU92037_363;399;43.57;-54.35;99473;20;19-oct-92;11:06:00;16.2;NaN;9;0.34;1;0;7;0.18;1;0.87;1;32;0.00;0.00
18HU92037_363;399;43.57;-54.35;99474;40;19-oct-92;11:06:00;14;NaN;9;0.47;1;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU92037_364;CTD-85;43.57;-54.35;114466;0;19-oct-92;11:07:00;16.1;7.149;1;0.243;1;0;1;0.02;1;0.89;1;0;0.00;0.00
18HU92037_364;CTD-85;43.57;-54.35;114465;10;19-oct-92;11:07:00;16.1;7.226;1;0.243;1;0;1;0.04;1;0.78;1;0;0.00;0.00
18HU92037_364;CTD-85;43.57;-54.35;114464;20;19-oct-92;11:07:00;16.2;7.237;1;0.25;1;0;1;0;1;0.78;1;0;NaN;0.00
18HU92037_364;CTD-85;43.57;-54.35;114463;30;19-oct-92;11:07:00;16.6;7.038;1;0.404;1;0.01;1;0.02;1;0.97;1;0;0.50;0.01
18HU92037_364;CTD-85;43.57;-54.35;114462;40;19-oct-92;11:07:00;17.2;7.271;1;0.449;1;0.38;1;0.23;1;1.98;1;0;1.65;0.19
18HU92037_364;CTD-85;43.57;-54.35;114461;50;19-oct-92;11:07:00;13.4;6.395;1;0.154;1;3.88;1;0.38;1;2.98;1;0;10.21;1.30
18HU92037_364;CTD-85;43.57;-54.35;114460;60;19-oct-92;11:07:00;13.4;6.088;1;0.088;1;5.85;1;0.34;1;3.5;1;0;17.21;1.67
18HU92037_364;CTD-85;43.57;-54.35;114459;70;19-oct-92;11:07:00;13.1;6.135;1;0.059;1;6.06;1;0.45;1;3.52;1;0;13.47;1.72
18HU92037_364;CTD-85;43.57;-54.35;114458;80;19-oct-92;11:07:00;12.7;5.999;1;0.037;1;7.81;1;0.52;1;4.14;1;0;15.02;1.89
18HU92037_364;CTD-85;43.57;-54.35;114457;90;19-oct-92;11:07:00;12.8;6.195;1;0.029;1;9.38;1;0.56;1;4.82;1;0;16.75;1.95
18HU92037_364;CTD-85;43.57;-54.35;114456;100;19-oct-92;11:07:00;12.5;6.128;1;0.015;1;8.56;1;0.52;1;4.37;1;0;16.46;1.96
18HU92037_364;CTD-85;43.57;-54.35;114455;110;19-oct-92;11:07:00;12.5;6.08;1;0.015;1;8.56;1;0.54;1;4.54;1;0;15.85;1.89
18HU92037_364;CTD-85;43.57;-54.35;114454;120;19-oct-92;11:07:00;12.2;6.163;1;0.015;1;8.49;1;0.53;1;4.57;1;0;16.02;1.86
18HU92037_364;CTD-85;43.57;-54.35;114453;130;19-oct-92;11:07:00;11.9;6.089;1;0.015;1;10.01;1;0.57;1;5.23;1;0;17.56;1.91
18HU92037_364;CTD-85;43.57;-54.35;114452;140;19-oct-92;11:07:00;11.9;6.039;1;0.007;1;11.37;1;0.71;1;5.97;1;0;16.01;1.90
18HU92037_364;CTD-85;43.57;-54.35;114451;150;19-oct-92;11:07:00;12;5.894;1;0.007;1;9.99;1;0.67;1;5.35;1;0;14.91;1.87
18HU92037_364;CTD-85;43.57;-54.35;114450;200;19-oct-92;11:07:00;11.9;4.649;1;0.007;1;17.31;1;1.06;1;9.5;1;0;16.33;1.82
18HU92037_365;CTD-86;43.58;-54.36;114474;200;19-oct-92;12:27:00;11.6;5.476;1;NaN;9;13.12;1;NaN;9;6.36;1;0;NaN;2.06
18HU92037_365;CTD-86;43.58;-54.36;114473;300;19-oct-92;12:27:00;9.3;4.811;1;NaN;9;13.19;1;NaN;9;7.66;1;0;NaN;1.72
18HU92037_365;CTD-86;43.58;-54.36;114472;500;19-oct-92;12:27:00;6.6;5.564;1;NaN;9;16.62;1;NaN;9;10.4;1;0;NaN;1.60
18HU92037_365;CTD-86;43.58;-54.36;114471;600;19-oct-92;12:27:00;5.8;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU92037_365;CTD-86;43.58;-54.36;114470;700;19-oct-92;12:27:00;5.3;6.562;1;NaN;9;12.29;1;NaN;9;8.28;1;0;NaN;1.48
18HU92037_365;CTD-86;43.58;-54.36;114469;800;19-oct-92;12:27:00;4.9;6.972;1;NaN;9;15.73;1;NaN;9;10.31;1;0;NaN;1.53
18HU92037_365;CTD-86;43.58;-54.36;114468;900;19-oct-92;12:27:00;4.6;7.178;1;NaN;9;20.14;1;0.84;1;12.27;1;0;23.98;1.64
18HU92037_365;CTD-86;43.58;-54.36;114467;1000;19-oct-92;12:27:00;4.4;7.337;1;NaN;9;22.11;1;0.86;1;14.16;1;0;25.71;1.56
