CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;TEMP_XX;PSAL_BS;Q_PSAL;OXYM_01;Q_OXYM;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(celsius);(PSU);((none));(mmol/m**3);((none));((none));((none));((none))
85004_014;11;39.2517;-59.3267;228;313;09-apr-85;01:46:00;316;17.918;36.468;1;215.7078;4;6;NaN;NaN
85004_014;11;39.2517;-59.3267;227;413;09-apr-85;01:36:00;417;17.4475;36.411;1;205.8826;4;6;NaN;NaN
85004_014;11;39.2517;-59.3267;226;516;09-apr-85;01:33:00;521;16.2705;36.215;1;192.4846;4;6;NaN;NaN
85004_014;11;39.2517;-59.3267;225;613;09-apr-85;01:29:00;619;14.4295;35.909;1;176.8536;4;6;NaN;NaN
85004_014;11;39.2517;-59.3267;224;713;09-apr-85;01:26:00;720;12.427;35.599;1;165.6886;4;6;NaN;NaN
85004_014;11;39.2517;-59.3267;223;812;09-apr-85;01:17:00;820;10.015;35.317;1;164.7954;4;6;NaN;NaN
85004_014;11;39.2517;-59.3267;222;907;09-apr-85;01:13:00;916;8.218;35.154;1;170.3779;4;6;NaN;NaN
85004_014;11;39.2517;-59.3267;221;1005;09-apr-85;01:09:00;1015;6.4175;35.063;1;204.0962;4;6;NaN;NaN
85004_014;11;39.2517;-59.3267;220;1518;09-apr-85;01:00:00;1535;4.319;34.979;1;265.727;4;6;NaN;NaN
85004_014;11;39.2517;-59.3267;219;2011;09-apr-85;00:46:00;2036;3.9775;34.982;1;274.2124;4;6;NaN;NaN
85004_014;11;39.2517;-59.3267;218;2463;09-apr-85;00:38:00;2497;3.56;34.977;1;273.3192;4;6;NaN;NaN
85004_014;11;39.2517;-59.3267;217;2947;09-apr-85;00:29:00;2991;3.152;34.951;1;275.5522;4;6;NaN;NaN
85004_014;11;39.2517;-59.3267;216;3434;09-apr-85;00:21:00;3489;2.7255;34.928;1;277.7852;4;6;NaN;NaN
85004_014;11;39.2517;-59.3267;215;3887;09-apr-85;00:08:00;3953;2.436;34.91;1;278.4551;4;6;NaN;NaN
85004_014;11;39.2517;-59.3267;214;4112;09-apr-85;00:03:00;4184;2.3535;34.902;1;278.6784;4;6;NaN;NaN
85004_014;11;39.2517;-59.3267;213;4374;08-apr-85;23:57:00;4454;2.3115;34.897;1;277.7852;4;6;NaN;NaN
85004_014;11;39.2517;-59.3267;212;4686;08-apr-85;23:51:00;4775;2.2965;34.893;1;275.1056;4;6;NaN;NaN
85004_014;11;39.2517;-59.3267;211;5055;08-apr-85;23:39:00;5155;2.2895;34.89;1;278.2318;4;6;NaN;NaN
85004_025;12;39.495;-59.665;252;4;09-apr-85;08:00:00;4;20.8285;36.554;1;219.2806;4;6;NaN;NaN
85004_025;12;39.495;-59.665;251;105;09-apr-85;07:57:00;106;20.3719;36.531;1;209.2321;4;6;NaN;NaN
85004_025;12;39.495;-59.665;250;206;09-apr-85;07:52:00;208;18.6145;36.533;1;215.2612;4;6;NaN;NaN
85004_025;12;39.495;-59.665;249;303;09-apr-85;07:48:00;306;18.155;36.498;1;197.8438;4;6;NaN;NaN
85004_025;12;39.495;-59.665;248;406;09-apr-85;07:38:00;410;17.4595;36.423;1;198.2904;4;6;NaN;NaN
85004_025;12;39.495;-59.665;247;506;09-apr-85;07:35:00;511;16.474;36.264;1;194.7176;4;6;NaN;NaN
85004_025;12;39.495;-59.665;246;606;09-apr-85;07:31:00;612;14.3795;35.912;1;176.407;4;6;NaN;NaN
85004_025;12;39.495;-59.665;245;707;09-apr-85;07:27:00;714;11.9745;35.548;1;158.543;4;6;NaN;NaN
85004_025;12;39.495;-59.665;244;807;09-apr-85;07:17:00;815;9.532;35.243;1;152.2906;4;6;NaN;NaN
85004_025;12;39.495;-59.665;243;907;09-apr-85;07:12:00;916;7.644;35.134;1;182.6594;4;6;NaN;NaN
85004_025;12;39.495;-59.665;242;1003;09-apr-85;07:08:00;1013;6.468;35.078;1;203.6496;4;6;NaN;NaN
85004_025;12;39.495;-59.665;241;1502;09-apr-85;07:00:00;1519;4.3355;34.989;1;267.0668;4;6;NaN;NaN
85004_025;12;39.495;-59.665;240;1998;09-apr-85;06:40:00;2023;3.864;34.981;1;272.426;4;6;NaN;NaN
85004_025;12;39.495;-59.665;239;2497;09-apr-85;06:38:00;2531;3.445;34.971;1;274.2124;4;6;NaN;NaN
85004_025;12;39.495;-59.665;238;2998;09-apr-85;06:30:00;3043;3.0365;34.947;1;275.9988;4;6;NaN;NaN
85004_025;12;39.495;-59.665;237;3489;09-apr-85;06:23:00;3545;2.61;34.923;1;278.2318;4;6;NaN;NaN
85004_025;12;39.495;-59.665;236;3969;09-apr-85;06:11:00;4038;2.398;34.907;1;279.125;4;6;NaN;NaN
85004_025;12;39.495;-59.665;235;4144;09-apr-85;06:06:00;4217;2.343;34.902;1;277.3386;4;6;NaN;NaN
85004_025;12;39.495;-59.665;234;4433;09-apr-85;06:01:00;4514;2.309;34.898;1;279.5716;4;6;NaN;NaN
85004_025;12;39.495;-59.665;233;4734;09-apr-85;05:55:00;4824;2.297;34.894;1;276.4454;4;6;NaN;NaN
85004_025;12;39.495;-59.665;232;5066;09-apr-85;05:45:00;5167;2.274;34.887;1;275.1056;4;6;NaN;NaN
85004_036;13;39.7367;-59.3233;273;16;09-apr-85;14:04:00;16;20.094;36.493;1;NaN;9;0;NaN;NaN
85004_036;13;39.7367;-59.3233;272;111;09-apr-85;14:01:00;112;19.1235;36.577;1;NaN;9;0;NaN;NaN
85004_036;13;39.7367;-59.3233;271;206;09-apr-85;13:57:00;208;18.3095;36.521;1;NaN;9;0;NaN;NaN
85004_036;13;39.7367;-59.3233;270;308;09-apr-85;13:54:00;311;17.4465;36.426;1;NaN;9;0;NaN;NaN
85004_036;13;39.7367;-59.3233;269;411;09-apr-85;13:45:00;415;15.32;35.965;1;NaN;9;0;NaN;NaN
85004_036;13;39.7367;-59.3233;268;514;09-apr-85;13:41:00;519;13.3045;35.709;1;NaN;9;0;NaN;NaN
85004_036;13;39.7367;-59.3233;267;609;09-apr-85;13:37:00;615;11.0615;35.418;1;NaN;9;0;NaN;NaN
85004_036;13;39.7367;-59.3233;266;695;09-apr-85;13:34:00;702;8.83;35.167;1;NaN;9;0;NaN;NaN
85004_036;13;39.7367;-59.3233;265;800;09-apr-85;13:18:00;808;6.78;35.077;1;NaN;9;0;NaN;NaN
85004_036;13;39.7367;-59.3233;264;899;09-apr-85;13:14:00;908;5.688;35.039;1;NaN;9;0;NaN;NaN
85004_036;13;39.7367;-59.3233;263;1002;09-apr-85;13:11:00;1012;5.2085;35.034;1;NaN;9;0;NaN;NaN
85004_036;13;39.7367;-59.3233;262;1463;09-apr-85;12:53:00;1480;4.25;34.987;1;NaN;9;0;NaN;NaN
85004_036;13;39.7367;-59.3233;261;2012;09-apr-85;12:39:00;2037;3.749;34.976;1;NaN;9;0;NaN;NaN
85004_036;13;39.7367;-59.3233;260;2485;09-apr-85;12:31:00;2519;3.375;34.969;1;NaN;9;0;NaN;NaN
85004_036;13;39.7367;-59.3233;259;2968;09-apr-85;12:23:00;3012;2.9655;34.943;1;NaN;9;0;NaN;NaN
85004_036;13;39.7367;-59.3233;258;3470;09-apr-85;12:14:00;3526;2.587;34.922;1;NaN;9;0;NaN;NaN
85004_036;13;39.7367;-59.3233;257;3994;09-apr-85;12:00:00;4063;2.3415;34.9035;1;NaN;9;0;NaN;NaN
85004_036;13;39.7367;-59.3233;256;4157;09-apr-85;11:55:00;4231;2.3085;34.899;1;NaN;9;0;NaN;NaN
85004_036;13;39.7367;-59.3233;255;4368;09-apr-85;11:50:00;4448;2.2885;34.896;1;NaN;9;0;NaN;NaN
85004_036;13;39.7367;-59.3233;254;4642;09-apr-85;11:45:00;4730;2.283;34.892;1;NaN;9;0;NaN;NaN
85004_036;13;39.7367;-59.3233;253;5000;09-apr-85;11:33:00;5098;2.2705;34.886;1;NaN;9;4;NaN;NaN
85004_047;14;40.25;-59.3283;294;20;09-apr-85;21:09:00;20;12.8295;35.331;1;NaN;9;0;NaN;NaN
85004_047;14;40.25;-59.3283;293;111;09-apr-85;21:07:00;112;12.037;35.294;1;NaN;9;0;NaN;NaN
85004_047;14;40.25;-59.3283;292;211;09-apr-85;21:04:00;213;13.2449;35.457;1;NaN;9;0;NaN;NaN
85004_047;14;40.25;-59.3283;291;309;09-apr-85;21:01:00;312;12.5839;35.52;1;NaN;9;0;NaN;NaN
85004_047;14;40.25;-59.3283;290;411;09-apr-85;20:53:00;415;10.154;35.31;1;NaN;9;0;NaN;NaN
85004_047;14;40.25;-59.3283;289;511;09-apr-85;20:49:00;516;8.396;35.144;1;NaN;9;0;NaN;NaN
85004_047;14;40.25;-59.3283;288;611;09-apr-85;20:46:00;617;6.83;35.077;1;NaN;9;0;NaN;NaN
85004_047;14;40.25;-59.3283;287;707;09-apr-85;20:42:00;714;5.7925;35.04;1;NaN;9;0;NaN;NaN
85004_047;14;40.25;-59.3283;286;800;09-apr-85;20:34:00;808;5.2845;35.025;1;NaN;9;0;NaN;NaN
85004_047;14;40.25;-59.3283;285;886;09-apr-85;20:30:00;895;5.013;35.021;1;NaN;9;0;NaN;NaN
85004_047;14;40.25;-59.3283;284;975;09-apr-85;20:27:00;985;4.702;35.006;1;NaN;9;0;NaN;NaN
85004_047;14;40.25;-59.3283;283;1442;09-apr-85;20:18:00;1458;4.1165;34.982;1;NaN;9;0;NaN;NaN
85004_047;14;40.25;-59.3283;282;1946;09-apr-85;20:06:00;1970;3.7335;34.9765;1;NaN;9;0;NaN;NaN
85004_047;14;40.25;-59.3283;281;2413;09-apr-85;19:58:00;2446;3.3619;34.964;1;NaN;9;0;NaN;NaN
85004_047;14;40.25;-59.3283;280;2890;09-apr-85;19:50:00;2933;2.9775;34.944;1;NaN;9;0;NaN;NaN
85004_047;14;40.25;-59.3283;279;3380;09-apr-85;19:43:00;3434;2.5875;34.921;1;NaN;9;0;NaN;NaN
85004_047;14;40.25;-59.3283;278;3891;09-apr-85;19:29:00;3958;2.341;34.905;1;NaN;9;0;NaN;NaN
85004_047;14;40.25;-59.3283;277;4096;09-apr-85;19:25:00;4168;2.303;34.899;1;NaN;9;0;NaN;NaN
85004_047;14;40.25;-59.3283;276;4389;09-apr-85;19:18:00;4469;2.2835;34.894;1;NaN;9;0;NaN;NaN
85004_047;14;40.25;-59.3283;275;4689;09-apr-85;19:12:00;4778;2.2785;34.89;1;NaN;9;0;NaN;NaN
85004_047;14;40.25;-59.3283;274;5014;09-apr-85;18:56:00;5113;2.249;34.882;1;NaN;9;4;NaN;NaN
85004_058;15;40.25;-58.6667;315;21;10-apr-85;03:19:00;21;14.1785;35.662;1;NaN;9;0;NaN;NaN
85004_058;15;40.25;-58.6667;314;112;10-apr-85;03:13:00;113;14.2925;35.795;1;NaN;9;0;NaN;NaN
85004_058;15;40.25;-58.6667;313;210;10-apr-85;03:09:00;212;13.395;35.6;1;NaN;9;0;NaN;NaN
85004_058;15;40.25;-58.6667;312;308;10-apr-85;03:06:00;311;11.3385;35.445;1;NaN;9;0;NaN;NaN
85004_058;15;40.25;-58.6667;311;410;10-apr-85;02:55:00;414;8.767;35.173;1;NaN;9;0;NaN;NaN
85004_058;15;40.25;-58.6667;310;509;10-apr-85;02:51:00;514;7.113;35.088;1;NaN;9;0;NaN;NaN
85004_058;15;40.25;-58.6667;309;608;10-apr-85;02:47:00;614;5.8355;35.042;1;NaN;9;0;NaN;NaN
85004_058;15;40.25;-58.6667;308;708;10-apr-85;02:44:00;715;5.264;35.031;1;NaN;9;0;NaN;NaN
85004_058;15;40.25;-58.6667;307;808;10-apr-85;02:35:00;816;4.9035;35.018;1;NaN;9;0;NaN;NaN
85004_058;15;40.25;-58.6667;306;881;10-apr-85;02:32:00;890;4.7415;35.014;1;NaN;9;0;NaN;NaN
85004_058;15;40.25;-58.6667;305;968;10-apr-85;02:28:00;978;4.5735;35.004;1;NaN;9;0;NaN;NaN
85004_058;15;40.25;-58.6667;304;1461;10-apr-85;02:20:00;1478;3.9915;34.98;1;NaN;9;0;NaN;NaN
85004_058;15;40.25;-58.6667;303;1978;10-apr-85;02:06:00;2003;3.6625;34.976;1;NaN;9;0;NaN;NaN
85004_058;15;40.25;-58.6667;302;2501;10-apr-85;01:55:00;2536;3.2265;34.961;1;NaN;9;0;NaN;NaN
85004_058;15;40.25;-58.6667;301;3004;10-apr-85;01:47:00;3049;2.865;34.938;1;NaN;9;0;NaN;NaN
85004_058;15;40.25;-58.6667;300;3380;10-apr-85;01:40:00;3434;2.5625;34.999;1;NaN;9;0;NaN;NaN
85004_058;15;40.25;-58.6667;299;3920;10-apr-85;01:27:00;3987;2.347;34.902;1;NaN;9;0;NaN;NaN
85004_058;15;40.25;-58.6667;298;4084;10-apr-85;01:23:00;4156;2.3165;34.899;1;NaN;9;0;NaN;NaN
85004_058;15;40.25;-58.6667;297;4392;10-apr-85;01:17:00;4473;2.293;34.893;1;NaN;9;0;NaN;NaN
85004_058;15;40.25;-58.6667;296;4643;10-apr-85;01:12:00;4731;2.2865;34.892;1;NaN;9;0;NaN;NaN
85004_058;15;40.25;-58.6667;295;5051;10-apr-85;00:59:00;5151;2.282;34.885;1;NaN;9;4;NaN;NaN
85004_069;16;39.7483;-58.6567;336;4;10-apr-85;09:14:00;4;11.907;34.875;1;NaN;9;0;NaN;NaN
85004_069;16;39.7483;-58.6567;335;103;10-apr-85;09:11:00;104;14.108;35.693;1;NaN;9;0;NaN;NaN
85004_069;16;39.7483;-58.6567;334;183;10-apr-85;09:08:00;184;13.924;35.776;1;NaN;9;0;NaN;NaN
85004_069;16;39.7483;-58.6567;333;300;10-apr-85;09:04:00;303;12.64;35.546;1;NaN;9;0;NaN;NaN
85004_069;16;39.7483;-58.6567;332;421;10-apr-85;08:54:00;425;10.6375;35.344;1;NaN;9;0;NaN;NaN
85004_069;16;39.7483;-58.6567;331;487;10-apr-85;08:51:00;491;9.5505;35.237;1;NaN;9;0;NaN;NaN
85004_069;16;39.7483;-58.6567;330;599;10-apr-85;08:46:00;604;7.5925;35.1145;1;NaN;9;0;NaN;NaN
85004_069;16;39.7483;-58.6567;329;687;10-apr-85;08:43:00;693;6.38;35.067;1;NaN;9;0;NaN;NaN
85004_069;16;39.7483;-58.6567;328;817;10-apr-85;08:30:00;825;5.281;35.027;1;NaN;9;0;NaN;NaN
85004_069;16;39.7483;-58.6567;327;882;10-apr-85;08:27:00;891;4.9635;35.007;1;NaN;9;0;NaN;NaN
85004_069;16;39.7483;-58.6567;326;932;10-apr-85;08:24:00;941;4.8665;35.009;1;NaN;9;0;NaN;NaN
85004_069;16;39.7483;-58.6567;325;1428;10-apr-85;08:17:00;1444;4.145;34.984;1;NaN;9;0;NaN;NaN
85004_069;16;39.7483;-58.6567;324;1939;10-apr-85;08:04:00;1963;3.763;34.979;1;NaN;9;0;NaN;NaN
85004_069;16;39.7483;-58.6567;323;2455;10-apr-85;07:56:00;2489;3.372;34.966;1;NaN;9;0;NaN;NaN
85004_069;16;39.7483;-58.6567;322;2956;10-apr-85;07:49:00;3000;2.9585;34.944;1;NaN;9;0;NaN;NaN
85004_069;16;39.7483;-58.6567;321;3453;10-apr-85;07:41:00;3508;2.559;34.922;1;NaN;9;0;NaN;NaN
85004_069;16;39.7483;-58.6567;320;3957;10-apr-85;07:29:00;4025;2.3435;34.904;1;NaN;9;0;NaN;NaN
85004_069;16;39.7483;-58.6567;319;4166;10-apr-85;07:23:00;4240;2.308;34.899;1;NaN;9;0;NaN;NaN
85004_069;16;39.7483;-58.6567;318;4478;10-apr-85;07:16:00;4561;2.2875;34.896;1;NaN;9;0;NaN;NaN
85004_069;16;39.7483;-58.6567;317;4782;10-apr-85;07:09:00;4874;2.2835;34.891;1;NaN;9;0;NaN;NaN
85004_069;16;39.7483;-58.6567;316;5108;10-apr-85;06:57:00;5210;2.2665;34.885;1;NaN;9;4;NaN;NaN
85004_091;18;39.7567;-57.985;357;4;11-apr-85;08:25:00;4;17.2475;36.265;1;NaN;9;0;NaN;NaN
85004_091;18;39.7567;-57.985;356;104;11-apr-85;08:22:00;105;14.81;35.792;1;NaN;9;0;NaN;NaN
85004_091;18;39.7567;-57.985;355;202;11-apr-85;08:18:00;204;14.465;35.764;1;NaN;9;0;NaN;NaN
85004_091;18;39.7567;-57.985;354;301;11-apr-85;08:15:00;304;14.0175;35.798;1;NaN;9;0;NaN;NaN
85004_091;18;39.7567;-57.985;353;391;11-apr-85;08:06:00;394;12.556;35.565;1;NaN;9;0;NaN;NaN
85004_091;18;39.7567;-57.985;352;498;11-apr-85;08:03:00;502;10.3385;35.312;1;NaN;9;0;NaN;NaN
85004_091;18;39.7567;-57.985;351;582;11-apr-85;07:59:00;587;8.568;35.156;1;NaN;9;0;NaN;NaN
85004_091;18;39.7567;-57.985;350;670;11-apr-85;07:56:00;676;6.9775;35.082;1;NaN;9;0;NaN;NaN
85004_091;18;39.7567;-57.985;349;763;11-apr-85;07:48:00;770;5.8605;35.033;1;NaN;9;0;NaN;NaN
85004_091;18;39.7567;-57.985;348;828;11-apr-85;07:45:00;836;5.4775;35.03;1;NaN;9;0;NaN;NaN
85004_091;18;39.7567;-57.985;347;902;11-apr-85;07:41:00;911;5.1235;35.023;1;NaN;9;0;NaN;NaN
85004_091;18;39.7567;-57.985;346;1348;11-apr-85;07:34:00;1363;4.21;34.976;1;NaN;9;0;NaN;NaN
85004_091;18;39.7567;-57.985;345;1817;11-apr-85;07:22:00;1839;3.854;34.983;1;NaN;9;0;NaN;NaN
85004_091;18;39.7567;-57.985;344;2281;11-apr-85;07:15:00;2311;3.525;34.975;1;NaN;9;0;NaN;NaN
85004_091;18;39.7567;-57.985;343;2746;11-apr-85;07:08:00;2785;3.153;34.9585;1;NaN;9;0;NaN;NaN
85004_091;18;39.7567;-57.985;342;3209;11-apr-85;07:01:00;3259;2.771;34.936;1;NaN;9;0;NaN;NaN
85004_091;18;39.7567;-57.985;341;3703;11-apr-85;06:48:00;3765;2.4355;34.914;1;NaN;9;0;NaN;NaN
85004_091;18;39.7567;-57.985;340;3913;11-apr-85;06:43:00;3980;2.344;34.908;1;NaN;9;0;NaN;NaN
85004_091;18;39.7567;-57.985;339;4228;11-apr-85;06:37:00;4304;2.2965;34.906;1;NaN;9;0;NaN;NaN
85004_091;18;39.7567;-57.985;338;4527;11-apr-85;06:31:00;4611;2.28;34.888;1;NaN;9;0;NaN;NaN
85004_091;18;39.7567;-57.985;337;5161;11-apr-85;06:13:00;5265;2.2825;34.883;1;NaN;9;4;NaN;NaN
85004_102;19;39.25;-57.9983;378;17;11-apr-85;15:36:00;17;19.731;36.544;1;NaN;9;0;NaN;NaN
85004_102;19;39.25;-57.9983;377;105;11-apr-85;15:33:00;106;18.527;36.538;1;NaN;9;0;NaN;NaN
85004_102;19;39.25;-57.9983;376;201;11-apr-85;15:29:00;203;18.2215;36.514;1;NaN;9;0;NaN;NaN
85004_102;19;39.25;-57.9983;375;297;11-apr-85;15:25:00;299;18.0765;36.5;1;NaN;9;0;NaN;NaN
85004_102;19;39.25;-57.9983;374;396;11-apr-85;15:17:00;399;17.6285;36.433;1;NaN;9;0;NaN;NaN
85004_102;19;39.25;-57.9983;373;499;11-apr-85;15:14:00;503;16.46;36.249;1;NaN;9;0;NaN;NaN
85004_102;19;39.25;-57.9983;372;602;11-apr-85;15:10:00;608;14.754;35.96;1;NaN;9;0;NaN;NaN
85004_102;19;39.25;-57.9983;371;702;11-apr-85;15:07:00;709;12.3835;35.593;1;NaN;9;0;NaN;NaN
85004_102;19;39.25;-57.9983;370;799;11-apr-85;14:58:00;807;9.586;35.239;1;NaN;9;0;NaN;NaN
85004_102;19;39.25;-57.9983;369;893;11-apr-85;14:54:00;902;7.5355;35.102;1;NaN;9;0;NaN;NaN
85004_102;19;39.25;-57.9983;368;991;11-apr-85;14:51:00;1001;6.119;NaN;9;NaN;9;0;NaN;NaN
85004_102;19;39.25;-57.9983;367;1464;11-apr-85;14:42:00;1480;4.374;35.001;1;NaN;9;0;NaN;NaN
85004_102;19;39.25;-57.9983;366;1987;11-apr-85;14:27:00;2012;3.852;34.985;1;NaN;9;0;NaN;NaN
85004_102;19;39.25;-57.9983;365;2500;11-apr-85;14:18:00;2534;3.4045;34.974;1;NaN;9;0;NaN;NaN
85004_102;19;39.25;-57.9983;364;2963;11-apr-85;14:10:00;3007;3.03;34.946;1;NaN;9;0;NaN;NaN
85004_102;19;39.25;-57.9983;363;3454;11-apr-85;14:01:00;3509;2.6545;34.9245;1;NaN;9;0;NaN;NaN
85004_102;19;39.25;-57.9983;362;3972;11-apr-85;13:45:00;4041;2.373;34.905;1;NaN;9;0;NaN;NaN
85004_102;19;39.25;-57.9983;361;4098;11-apr-85;13:40:00;4170;2.3435;34.901;1;NaN;9;0;NaN;NaN
85004_102;19;39.25;-57.9983;360;4339;11-apr-85;13:36:00;4418;2.313;34.897;1;NaN;9;0;NaN;NaN
85004_102;19;39.25;-57.9983;359;4603;11-apr-85;13:31:00;4689;2.3045;34.898;1;NaN;9;0;NaN;NaN
85004_102;19;39.25;-57.9983;358;5133;11-apr-85;13:18:00;5236;2.319;34.889;1;NaN;9;4;NaN;NaN
85004_114;20;38.7467;-58.0033;399;5;11-apr-85;21:46:00;5;18.746;36.522;1;NaN;9;0;NaN;NaN
85004_114;20;38.7467;-58.0033;398;103;11-apr-85;21:43:00;104;17.8835;36.477;1;NaN;9;0;NaN;NaN
85004_114;20;38.7467;-58.0033;397;204;11-apr-85;21:39:00;206;17.894;36.503;1;NaN;9;0;NaN;NaN
85004_114;20;38.7467;-58.0033;396;304;11-apr-85;21:36:00;307;17.8485;36.495;1;NaN;9;0;NaN;NaN
85004_114;20;38.7467;-58.0033;395;404;11-apr-85;21:28:00;407;17.793;36.494;1;NaN;9;0;NaN;NaN
85004_114;20;38.7467;-58.0033;394;501;11-apr-85;21:25:00;505;17.3199;36.396;1;NaN;9;0;NaN;NaN
85004_114;20;38.7467;-58.0033;393;605;11-apr-85;21:22:00;610;15.818;36.137;1;NaN;9;0;NaN;NaN
85004_114;20;38.7467;-58.0033;392;705;11-apr-85;21:19:00;712;13.545;35.781;1;NaN;9;0;NaN;NaN
85004_114;20;38.7467;-58.0033;391;807;11-apr-85;21:11:00;815;11.3955;35.463;1;NaN;9;0;NaN;NaN
85004_114;20;38.7467;-58.0033;390;904;11-apr-85;21:09:00;913;9.115;35.199;1;NaN;9;0;NaN;NaN
85004_114;20;38.7467;-58.0033;389;998;11-apr-85;21:05:00;1008;7.34;35.099;1;NaN;9;0;NaN;NaN
85004_114;20;38.7467;-58.0033;388;1500;11-apr-85;20:58:00;1517;4.346;34.992;1;NaN;9;0;NaN;NaN
85004_114;20;38.7467;-58.0033;387;2003;11-apr-85;20:47:00;2028;3.891;34.98;1;NaN;9;0;NaN;NaN
85004_114;20;38.7467;-58.0033;386;2499;11-apr-85;20:39:00;2533;3.482;34.971;1;NaN;9;0;NaN;NaN
85004_114;20;38.7467;-58.0033;385;2994;11-apr-85;20:29:00;3039;3.037;34.9485;1;NaN;9;0;NaN;NaN
85004_114;20;38.7467;-58.0033;384;3488;11-apr-85;20:20:00;3544;2.656;34.925;1;NaN;9;0;NaN;NaN
85004_114;20;38.7467;-58.0033;383;3979;11-apr-85;20:07:00;4048;2.3635;34.907;1;NaN;9;0;NaN;NaN
85004_114;20;38.7467;-58.0033;382;4192;11-apr-85;20:02:00;4266;2.3235;34.901;1;NaN;9;0;NaN;NaN
85004_114;20;38.7467;-58.0033;381;4485;11-apr-85;19:56:00;4568;2.2925;34.896;1;NaN;9;0;NaN;NaN
85004_114;20;38.7467;-58.0033;380;4786;11-apr-85;19:50:00;4877;2.288;34.892;1;NaN;9;0;NaN;NaN
85004_114;20;38.7467;-58.0033;379;5204;11-apr-85;19:34:00;5309;2.2235;34.877;1;NaN;9;4;NaN;NaN
85004_127;21;38.755;-57.3333;420;14;12-apr-85;04:09:00;14;17.7105;36.486;1;NaN;9;0;NaN;NaN
85004_127;21;38.755;-57.3333;419;104;12-apr-85;04:06:00;105;17.7255;36.486;1;NaN;9;0;NaN;NaN
85004_127;21;38.755;-57.3333;418;200;12-apr-85;04:03:00;202;17.7305;36.485;1;NaN;9;0;NaN;NaN
85004_127;21;38.755;-57.3333;417;299;12-apr-85;04:00:00;301;17.628;36.47;1;NaN;9;0;NaN;NaN
85004_127;21;38.755;-57.3333;416;399;12-apr-85;03:52:00;402;17.4715;36.436;1;NaN;9;0;NaN;NaN
85004_127;21;38.755;-57.3333;415;505;12-apr-85;03:49:00;509;17.014;36.373;1;NaN;9;0;NaN;NaN
85004_127;21;38.755;-57.3333;414;605;12-apr-85;03:45:00;610;15.226;36.02;1;NaN;9;0;NaN;NaN
85004_127;21;38.755;-57.3333;413;706;12-apr-85;03:41:00;713;12.723;35.651;1;NaN;9;0;NaN;NaN
85004_127;21;38.755;-57.3333;412;806;12-apr-85;03:33:00;814;10.7905;35.389;1;NaN;9;0;NaN;NaN
85004_127;21;38.755;-57.3333;411;898;12-apr-85;03:29:00;907;8.374;35.136;1;NaN;9;0;NaN;NaN
85004_127;21;38.755;-57.3333;410;998;12-apr-85;03:25:00;1008;6.592;35.066;1;NaN;9;0;NaN;NaN
85004_127;21;38.755;-57.3333;409;1479;12-apr-85;03:17:00;1496;4.379;34.993;1;NaN;9;0;NaN;NaN
85004_127;21;38.755;-57.3333;408;1977;12-apr-85;03:08:00;2002;3.943;34.986;1;NaN;9;0;NaN;NaN
85004_127;21;38.755;-57.3333;407;2469;12-apr-85;03:00:00;2503;3.4925;34.983;1;NaN;9;0;NaN;NaN
85004_127;21;38.755;-57.3333;406;2966;12-apr-85;02:52:00;3010;3.041;34.942;1;NaN;9;0;NaN;NaN
85004_127;21;38.755;-57.3333;405;3465;12-apr-85;02:44:00;3520;2.5845;34.916;1;NaN;9;0;NaN;NaN
85004_127;21;38.755;-57.3333;404;3918;12-apr-85;02:29:00;3985;2.352;34.901;1;NaN;9;0;NaN;NaN
85004_127;21;38.755;-57.3333;403;4118;12-apr-85;02:23:00;4190;2.3045;34.897;1;NaN;9;0;NaN;NaN
85004_127;21;38.755;-57.3333;402;4438;12-apr-85;02:16:00;4519;2.2705;34.892;1;NaN;9;0;NaN;NaN
85004_127;21;38.755;-57.3333;401;4696;12-apr-85;02:09:00;4785;2.2655;34.89;1;NaN;9;0;NaN;NaN
85004_127;21;38.755;-57.3333;400;5165;12-apr-85;01:52:00;5268;2.233;34.877;1;NaN;9;4;NaN;NaN
85004_138;22;39.2533;-57.3233;441;9;12-apr-85;10:36:00;9;18.863;36.537;1;NaN;9;0;NaN;NaN
85004_138;22;39.2533;-57.3233;440;95;12-apr-85;10:31:00;96;18.513;36.5335;1;NaN;9;0;NaN;NaN
85004_138;22;39.2533;-57.3233;439;197;12-apr-85;10:27:00;199;18.1545;36.501;1;NaN;9;0;NaN;NaN
85004_138;22;39.2533;-57.3233;438;295;12-apr-85;10:23:00;297;17.9995;36.474;1;NaN;9;0;NaN;NaN
85004_138;22;39.2533;-57.3233;437;377;12-apr-85;10:14:00;380;17.768;NaN;9;NaN;9;0;NaN;NaN
85004_138;22;39.2533;-57.3233;436;500;12-apr-85;10:10:00;504;16.787;36.308;1;NaN;9;0;NaN;NaN
85004_138;22;39.2533;-57.3233;435;597;12-apr-85;10:06:00;602;15.2325;36.043;1;NaN;9;0;NaN;NaN
85004_138;22;39.2533;-57.3233;434;700;12-apr-85;10:02:00;707;12.8015;35.66;1;NaN;9;0;NaN;NaN
