CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
18VA18667_264;HL_0;44.6937;-63.6403;444044;1.4;24-jan-18;13:53:00;29.2274;2.612;7.356;8.066;0.39226;1;NaN;9;NaN;9;0.52;1;11.255;1;1.2325;1;15.515;2;2048;9.13;0.73
18VA18667_264;HL_0;44.6937;-63.6403;444043;5.34;24-jan-18;13:53:00;30.3035;2.7633;7.2173;8.073;1.75421;1;NaN;9;7.432;1;0.525;1;10.61;1;1.1345;1;13.745;2;2048;9.35;0.77
18VA18667_264;HL_0;44.6937;-63.6403;444042;10.42;24-jan-18;13:53:00;30.6003;3.3477;6.9293;8.069;0.44129;1;NaN;9;NaN;9;0.62;1;10.59;1;1.101;1;12.835;1;0;9.62;0.83
18VA18667_264;HL_0;44.6937;-63.6403;444041;60.68;24-jan-18;13:55:00;31.6443;4.7004;5.0405;8.007;0.07766;1;31.648;1;5.289;1;0.32;1;12.42;1;1.53;1;17.225;1;0;8.12;0.72
18VA18667_284;HL_0;44.6937;-63.6403;444048;1.28;31-jan-18;13:58:00;29.9231;2.002;7.2392;8.16;0.51574;1;NaN;9;NaN;9;0.57;1;10.33;1;1.054;1;13.28;2;2048;9.80;0.78
18VA18667_284;HL_0;44.6937;-63.6403;444047;5.42;31-jan-18;13:58:00;29.9415;2.0314;7.2566;8.17;0.69283;1;NaN;9;7.388;1;0.57;1;10.325;1;1.0655;1;13.3;2;2048;9.69;0.78
18VA18667_284;HL_0;44.6937;-63.6403;444046;10.34;31-jan-18;13:58:00;29.9605;2.067;7.2433;8.174;0.65818;1;NaN;9;NaN;9;0.58;1;10.325;1;1.0685;1;13.295;1;0;9.66;0.78
18VA18667_284;HL_0;44.6937;-63.6403;444045;60.63;31-jan-18;14:00:00;31.6319;4.6867;4.8852;8.053;0.04526;1;31.648;1;5.046;1;0.235;1;13.71;1;1.8965;1;21.585;2;2048;7.23;0.64
18VA18667_304;HL_0;44.6937;-63.6403;444052;1.47;08-feb-18;15:30:00;26.8974;1.9858;7.6931;8.175;0.95264;1;NaN;9;NaN;9;0.585;1;10.58;1;1.012;1;17.005;2;2048;10.45;0.62
18VA18667_304;HL_0;44.6937;-63.6403;444051;5.41;08-feb-18;15:31:00;27.2785;2.0228;7.6783;8.172;0.88335;1;NaN;9;7.5935;1;0.63;1;10.14;1;1.007;1;12.63;1;0;10.07;0.80
18VA18667_304;HL_0;44.6937;-63.6403;444050;10.42;08-feb-18;15:31:00;29.6058;2.1997;7.3785;8.155;0.43949;1;NaN;9;NaN;9;0.695;1;10.23;1;1.0065;1;12.48;1;0;10.16;0.82
18VA18667_304;HL_0;44.6937;-63.6403;444049;60.75;08-feb-18;15:33:00;31.5992;4.6362;4.5825;8.023;0.04903;1;31.626;1;5.018;1;0.03;1;14.155;1;1.8;2;21.01;2;2048;7.86;0.67
18VA18667_315;HL_0;44.6937;-63.6403;444056;1.37;14-feb-18;13:26:00;27.0613;0.8618;7.8418;8.068;0.55609;1;NaN;9;NaN;9;0.61;1;10.415;1;0.991;1;13.66;1;0;10.51;0.76
18VA18667_315;HL_0;44.6937;-63.6403;444055;5.44;14-feb-18;13:26:00;29.1527;2.0683;7.4172;8.043;1.38565;1;NaN;9;7.5885;1;0.62;1;9.7;1;1.028;1;11.985;1;0;9.44;0.81
18VA18667_315;HL_0;44.6937;-63.6403;444054;10.38;14-feb-18;13:27:00;30.0371;2.1101;7.2404;8.038;0.2332;1;NaN;9;NaN;9;0.625;1;9.24;1;0.971;1;11.11;1;0;9.52;0.83
18VA18667_315;HL_0;44.6937;-63.6403;444053;60.64;14-feb-18;13:29:00;31.5821;4.6081;4.4736;7.933;0.06035;1;31.627;1;4.6795;1;0.09;1;14.225;1;1.9665;2;21.74;2;2048;7.23;0.65
18VA18667_326;HL_0;44.6937;-63.6403;444060;1.27;21-feb-18;13:28:00;28.5215;2.0538;7.7308;7.95;0.69282;1;NaN;9;NaN;9;0.55;1;10.105;1;0.9625;1;13.385;1;0;10.50;0.75
18VA18667_326;HL_0;44.6937;-63.6403;444059;5.44;21-feb-18;13:28:00;29.5924;2.1287;7.4182;7.964;0.74479;1;NaN;9;7.677;1;0.55;1;9.64;1;0.9775;1;12.05;1;0;9.86;0.80
18VA18667_326;HL_0;44.6937;-63.6403;444058;10.45;21-feb-18;13:28:00;30.0785;2.22;7.2469;7.975;0.43052;1;NaN;9;NaN;9;0.55;1;8.95;1;0.936;1;10.845;1;0;9.56;0.83
18VA18667_326;HL_0;44.6937;-63.6403;444057;60.58;21-feb-18;13:30:00;31.5634;4.5747;4.2823;7.856;0.04526;1;31.582;1;4.5555;1;0.095;1;14.885;1;2.0835;2;24.115;2;2048;7.14;0.62
18VA18667_339;HL_0;44.6937;-63.6403;444064;1.34;28-feb-18;13:38:00;29.029;2.0513;7.625;7.996;0.86603;1;NaN;9;NaN;9;0.425;1;9.705;1;0.932;1;11.405;1;0;10.41;0.85
18VA18667_339;HL_0;44.6937;-63.6403;444063;5.36;28-feb-18;13:38:00;29.5804;2.3444;7.4319;7.993;0.84871;1;NaN;9;7.6485;1;0.43;1;8.67;1;0.9225;1;10.795;1;0;9.40;0.80
18VA18667_339;HL_0;44.6937;-63.6403;444062;10.39;28-feb-18;13:38:00;29.9186;2.3146;7.3187;8.005;0.77943;1;NaN;9;NaN;9;0.44;1;8.185;1;0.9045;1;10.045;1;0;9.05;0.81
18VA18667_339;HL_0;44.6937;-63.6403;444061;60.66;28-feb-18;13:40:00;31.5283;4.5187;4.3109;7.849;0.0396;1;31.659;1;4.5495;1;0.095;1;15.61;1;2.053;2;24.31;2;2048;7.60;0.64
18VA18667_003;HL_0;44.6937;-63.6403;444068;1.43;07-mar-18;13:52:00;29.5342;2.3528;7.5338;8.012;0.96996;1;NaN;9;NaN;9;0.27;1;9.505;1;0.878;1;10.05;1;0;10.83;0.95
18VA18667_003;HL_0;44.6937;-63.6403;444067;5.36;07-mar-18;13:53:00;29.548;2.3481;7.531;8.019;0.93532;1;NaN;9;7.71;1;0.27;1;9.41;1;0.8855;1;10.03;1;0;10.63;0.94
18VA18667_003;HL_0;44.6937;-63.6403;444066;10.41;07-mar-18;13:53:00;29.744;2.4645;7.4876;8.028;1.03924;1;NaN;9;NaN;9;0.28;1;9.165;2;0.876;1;9.695;1;2048;10.46;0.95
18VA18667_003;HL_0;44.6937;-63.6403;444065;60.67;07-mar-18;13:55:00;31.5186;4.495;4.0188;7.851;0.05658;1;31.695;1;4.769;1;0.04;1;17.21;1;2.1675;2;25.38;2;2048;7.94;0.68
18VA18667_014;HL_0;44.6937;-63.6403;444072;1.3;13-mar-18;12:24:00;29.1306;2.3303;7.6152;8.031;0.98728;1;NaN;9;NaN;9;0.26;1;8.185;1;0.777;1;9.355;1;0;10.53;0.87
18VA18667_014;HL_0;44.6937;-63.6403;444071;5.26;13-mar-18;12:24:00;29.1396;2.3416;7.6186;8.042;0.93532;1;NaN;9;7.797;1;0.26;1;8.205;1;0.7975;1;9.44;1;0;10.29;0.87
18VA18667_014;HL_0;44.6937;-63.6403;444070;10.4;13-mar-18;12:24:00;29.764;2.3806;7.3474;8.034;0.86603;1;NaN;9;NaN;9;0.26;1;7.96;1;0.798;1;8.915;1;0;9.97;0.89
18VA18667_014;HL_0;44.6937;-63.6403;444069;60.53;13-mar-18;12:26:00;31.5068;4.479;3.9795;7.847;0.08298;1;31.518;1;4.2445;1;0.05;1;16.21;1;2.1325;2;25.51;2;2048;7.60;0.64
18VA18667_025;HL_0;44.6937;-63.6403;444076;1.36;21-mar-18;12:29:00;29.1653;2.2691;7.6806;7.954;1.85745;1;NaN;9;NaN;9;0.215;1;7.56;1;0.729;1;8.675;1;0;10.37;0.87
18VA18667_025;HL_0;44.6937;-63.6403;444075;5.36;21-mar-18;12:30:00;29.9402;2.4521;7.5274;7.964;2.6535;1;NaN;9;7.8;1;0.22;1;7.395;1;0.732;1;8.16;1;0;10.10;0.91
18VA18667_025;HL_0;44.6937;-63.6403;444074;10.35;21-mar-18;12:30:00;30.3288;2.4576;7.249;7.967;1.29905;1;NaN;9;NaN;9;0.275;1;6.945;1;0.778;1;7.83;1;0;8.93;0.89
18VA18667_025;HL_0;44.6937;-63.6403;444073;60.65;21-mar-18;12:32:00;31.4757;4.4217;3.9715;7.803;0.1435;1;31.537;1;4.217;1;0.045;1;16.34;1;2.054;2;26.07;2;2048;7.96;0.63
18VA18667_036;HL_0;44.6937;-63.6403;444080;1.33;28-mar-18;12:44:00;29.845;2.9455;8.009;7.966;10.24854;1;NaN;9;NaN;9;0.2;1;5.505;1;0.485;1;4.42;1;0;11.35;1.25
18VA18667_036;HL_0;44.6937;-63.6403;444079;5.39;28-mar-18;12:44:00;30.2418;3.0885;7.8088;7.961;11.8883;1;NaN;9;8.0105;1;0.185;1;4.81;1;0.5055;1;4.13;1;0;9.52;1.16
18VA18667_036;HL_0;44.6937;-63.6403;444078;10.39;28-mar-18;12:44:00;30.6504;3.1633;7.502;7.944;5.74926;1;NaN;9;NaN;9;0.2;1;5.55;1;0.594;1;5.03;1;0;9.34;1.10
18VA18667_036;HL_0;44.6937;-63.6403;444077;60.59;28-mar-18;12:46:00;31.4499;4.3157;4.0399;7.628;0.15653;1;31.454;1;4.3785;1;0.16;1;15.92;1;2.066;2;24.895;2;2048;7.71;0.64
18VA18667_047;HL_0;44.6937;-63.6403;444084;1.45;04-apr-18;12:23:00;29.9919;3.741;8.7198;8.185;9.8386;1;NaN;9;NaN;9;0.02;1;0;1;0.133;2;0;1;2048;0.00;NaN
18VA18667_047;HL_0;44.6937;-63.6403;444083;5.41;04-apr-18;12:24:00;30.0977;3.6854;8.6504;8.178;11.27339;1;NaN;9;9.069;1;0.025;1;0;1;0.1545;1;0;1;0;0.00;NaN
18VA18667_047;HL_0;44.6937;-63.6403;444082;10.36;04-apr-18;12:24:00;30.5552;3.4565;7.5072;8.067;20.70205;1;NaN;9;NaN;9;0.16;1;2.815;1;0.47;1;0.955;1;0;5.99;2.95
18VA18667_047;HL_0;44.6937;-63.6403;444081;60.6;04-apr-18;12:26:00;31.3968;4.1254;4.3336;7.718;0.36774;1;31.409;1;4.6615;1;0.225;1;14.68;1;1.957;1;23;2;2048;7.50;0.64
18VA18667_058;HL_0;44.6937;-63.6403;444088;1.45;10-apr-18;12:32:00;29.5741;3.2934;8.0805;8.156;11.06842;1;NaN;9;NaN;9;0.055;1;0.365;1;0.162;1;0.575;1;0;2.25;0.63
18VA18667_058;HL_0;44.6937;-63.6403;444087;5.36;10-apr-18;12:32:00;29.9179;3.5015;8.0912;8.152;12.91316;1;NaN;9;8.3585;1;0.045;1;0.13;1;0.2185;1;0.14;1;0;0.59;0.93
18VA18667_058;HL_0;44.6937;-63.6403;444086;10.46;10-apr-18;12:32:00;30.6997;3.3449;7.2388;8.053;9.8386;1;NaN;9;NaN;9;0.14;1;2.88;1;0.466;1;0.445;1;0;6.18;6.47
18VA18667_058;HL_0;44.6937;-63.6403;444085;60.64;10-apr-18;12:34:00;31.3848;4.0871;4.176;7.718;1.21245;1;31.4;1;4.5725;1;0.245;1;14.65;1;2.0115;1;23.26;2;2048;7.28;0.63
18VA18667_069;HL_0;44.6937;-63.6403;444092;1.41;18-apr-18;12:36:00;29.1719;4.1984;8.08;8.202;5.88194;1;NaN;9;NaN;9;0.065;1;0.04;1;0.1175;2;0;1;2048;0.34;NaN
18VA18667_069;HL_0;44.6937;-63.6403;444091;5.43;18-apr-18;12:36:00;29.6349;4.106;8.0598;8.198;11.8883;1;NaN;9;8.2475;1;0.05;1;0.105;1;0.165;1;0;1;0;0.64;NaN
18VA18667_069;HL_0;44.6937;-63.6403;444090;10.4;18-apr-18;12:37:00;30.3716;3.7782;7.5069;8.127;11.47836;1;NaN;9;NaN;9;0.16;1;1.98;1;0.432;1;0.27;1;0;4.58;7.33
18VA18667_069;HL_0;44.6937;-63.6403;444089;60.62;18-apr-18;12:39:00;31.3107;3.5969;5.4373;7.848;0.79675;1;31.333;1;4.908;1;0.3;1;12.29;1;1.88;1;19.96;2;2048;6.54;0.62
18VA18667_080;HL_0;44.6937;-63.6403;444096;1.2;25-apr-18;12:45:00;27.5157;7.1663;8.4517;8.324;6.63377;1;NaN;9;NaN;9;0.05;1;0.14;1;0.105;2;0.01;1;2048;1.33;14.00
18VA18667_080;HL_0;44.6937;-63.6403;444095;5.37;25-apr-18;12:46:00;30.4901;4.0956;8.1629;8.269;6.10306;1;NaN;9;8.7275;1;0.035;1;0.15;1;0.18;1;0.01;1;0;0.83;15.00
18VA18667_080;HL_0;44.6937;-63.6403;444094;10.39;25-apr-18;12:46:00;30.807;3.5338;6.9989;8.185;9.22368;1;NaN;9;NaN;9;0.305;1;2.29;1;0.54;1;0.055;1;0;4.24;41.64
18VA18667_080;HL_0;44.6937;-63.6403;444093;60.79;25-apr-18;12:48:00;31.3133;3.6408;4.9052;7.852;0.27804;1;31.343;1;5.219;1;0.3;1;10.675;1;1.668;1;16.665;1;0;6.40;0.64
18VA18667_091;HL_0;44.6937;-63.6403;444100;1.36;02-may-18;12:27:00;28.1607;7.1388;7.7322;8.202;5.83771;1;NaN;9;NaN;9;0.11;1;1.36;1;0.162;1;0.94;1;0;8.40;1.45
18VA18667_091;HL_0;44.6937;-63.6403;444099;5.29;02-may-18;12:28:00;29.9251;5.1308;7.4426;8.176;10.04357;1;NaN;9;7.7985;1;0.065;1;0.315;1;0.2115;1;0.02;1;0;1.49;15.75
18VA18667_091;HL_0;44.6937;-63.6403;444098;10.3;02-may-18;12:28:00;30.4214;4.3891;7.0392;8.13;7.16447;1;NaN;9;NaN;9;0.17;1;0.795;1;0.34;1;0.075;1;0;2.34;10.60
18VA18667_091;HL_0;44.6937;-63.6403;444097;60.66;02-may-18;12:30:00;31.2964;3.5991;4.732;7.846;0.38568;1;31.292;1;5.1265;1;0.22;1;10.57;1;1.663;1;16.32;1;0;6.36;0.65
18VA18667_102;HL_0;44.6937;-63.6403;444104;1.46;08-may-18;12:28:00;27.2902;8.7379;7.096;7.994;1.769;1;NaN;9;NaN;9;0.1;1;1.47;1;0.1835;1;1.715;1;0;8.01;0.86
18VA18667_102;HL_0;44.6937;-63.6403;444103;5.45;08-may-18;12:28:00;30.0112;5.3066;7.385;8.004;1.9459;1;NaN;9;7.3785;1;0.1;1;0.81;1;0.2715;1;0.26;1;0;2.98;3.12
18VA18667_102;HL_0;44.6937;-63.6403;444102;10.59;08-may-18;12:28:00;30.5178;4.4306;6.81;7.995;2.4766;1;NaN;9;NaN;9;0.855;1;2.365;1;0.4965;1;0.585;1;0;4.76;4.04
18VA18667_102;HL_0;44.6937;-63.6403;444101;60.77;08-may-18;12:30:00;31.3027;3.6169;4.4801;7.768;0.98728;1;31.308;1;4.5465;1;0.245;1;11.58;1;1.859;1;17.985;2;2048;6.23;0.64
18VA18667_114;HL_0;44.6937;-63.6403;444108;1.24;16-may-18;12:31:00;28.4947;9.9982;6.9002;8.057;5.04166;1;NaN;9;NaN;9;0.1;1;1.17;1;0.2035;1;0.7;1;0;5.75;1.67
18VA18667_114;HL_0;44.6937;-63.6403;444107;5.58;16-may-18;12:31:00;29.824;7.1049;6.9937;8.066;4.90899;1;NaN;9;7.2875;1;0.095;1;1.09;1;0.255;1;0.83;1;0;4.27;1.31
18VA18667_114;HL_0;44.6937;-63.6403;444106;10.49;16-may-18;12:31:00;30.4432;5.0865;6.8172;8.078;2.06117;1;NaN;9;NaN;9;0.14;1;1.385;1;0.5415;1;1.52;1;0;2.56;0.91
18VA18667_114;HL_0;44.6937;-63.6403;444105;60.66;16-may-18;12:33:00;31.2892;3.5863;4.2703;7.944;0.14799;1;31.328;1;4.402;1;0.23;1;12.08;1;2.086;1;21.175;2;2048;5.79;0.57
18VA18667_127;HL_0;44.6937;-63.6403;444112;1.51;23-may-18;12:23:00;29.0361;10.9207;6.7112;8.13;2.52083;1;NaN;9;NaN;9;0.06;1;0.215;1;0.164;1;0.21;1;0;1.31;1.02
18VA18667_127;HL_0;44.6937;-63.6403;444111;5.42;23-may-18;12:23:00;30.2524;6.7475;7.4319;8.157;3.89181;1;NaN;9;7.605;1;0.05;1;0.195;1;0.2085;1;0.165;1;0;0.94;1.18
18VA18667_127;HL_0;44.6937;-63.6403;444110;10.63;23-may-18;12:23:00;30.4685;5.4253;6.8337;8.161;5.92617;1;NaN;9;NaN;9;0.145;1;0.465;1;0.3505;1;0.79;1;0;1.33;0.59
18VA18667_127;HL_0;44.6937;-63.6403;444109;60.73;23-may-18;12:25:00;31.2714;3.5566;4.3369;7.968;0.09418;1;31.372;1;4.6805;1;0.22;1;12.01;1;2.018;1;20.53;2;2048;5.95;0.58
18VA18667_138;HL_0;44.6937;-63.6403;444116;1.3;30-may-18;12:17:00;29.3906;8.9235;6.8751;7.538;1.50365;1;NaN;9;NaN;9;0.065;1;0.88;1;0.4295;1;2.055;1;0;2.05;0.43
18VA18667_138;HL_0;44.6937;-63.6403;444115;5.45;30-may-18;12:17:00;30.3157;7.0586;6.9995;7.624;2.1228;1;NaN;9;7.138;1;0.06;1;0.675;1;0.3795;1;1.95;1;0;1.78;0.35
18VA18667_138;HL_0;44.6937;-63.6403;444114;10.53;30-may-18;12:17:00;30.6572;5.1881;6.827;7.704;4.77631;1;NaN;9;NaN;9;0.11;1;0.865;1;0.5265;1;2.59;1;0;1.64;0.33
18VA18667_138;HL_0;44.6937;-63.6403;444113;60.76;30-may-18;12:18:00;31.2688;3.5553;4.0667;7.652;0.34083;1;31.292;1;4.3255;1;0.285;1;11.785;1;2.1025;1;22.06;2;2048;5.61;0.53
18VA18667_149;HL_0;44.6937;-63.6403;444120;1.38;06-jun-18;12:06:00;29.978;8.4809;7.1235;7.683;2.16703;1;NaN;9;NaN;9;0.05;1;0.275;1;0.2075;1;2.695;2;2048;1.33;0.10
18VA18667_149;HL_0;44.6937;-63.6403;444119;5.38;06-jun-18;12:06:00;30.3711;7.3654;7.2511;7.758;2.6535;1;NaN;9;7.4445;1;0.04;1;0.25;1;0.233;1;2.66;2;2048;1.07;0.09
18VA18667_149;HL_0;44.6937;-63.6403;444118;10.47;06-jun-18;12:06:00;30.5945;6.1444;7.1581;7.816;13.52808;1;NaN;9;NaN;9;0.29;1;0.705;1;0.4055;1;2.99;1;0;1.74;0.24
18VA18667_149;HL_0;44.6937;-63.6403;444117;60.75;06-jun-18;12:08:00;31.2675;3.5588;3.7188;7.619;0.15247;1;31.315;1;4.2565;1;0.21;1;12.575;1;2.198;2;23.5;2;2048;5.72;0.54
18VA18667_160;HL_0;44.6937;-63.6403;444124;1.42;13-jun-18;12:46:00;30.0579;9.8659;7.1896;7.984;1.5069;1;NaN;9;NaN;9;0.04;1;0.225;1;0.1785;1;3.025;2;2048;1.26;0.07
18VA18667_160;HL_0;44.6937;-63.6403;444123;5.43;13-jun-18;12:46:00;30.2287;8.9379;7.4001;8.006;2.21125;1;NaN;9;7.549;1;0.035;1;0.225;1;0.2175;1;3.055;2;2048;1.03;0.07
18VA18667_160;HL_0;44.6937;-63.6403;444122;10.44;13-jun-18;12:46:00;30.5609;6.7784;7.311;8.023;4.33406;1;NaN;9;NaN;9;0.26;1;0.785;1;0.394;1;3.33;1;0;1.99;0.24
18VA18667_160;HL_0;44.6937;-63.6403;444121;60.74;13-jun-18;12:48:00;31.2567;3.5522;3.467;7.707;0.17938;1;31.346;1;3.5315;1;0.255;1;12.76;1;2.6255;2;28.525;2;2048;4.86;0.45
18VA18667_171;HL_0;44.6937;-63.6403;444128;1.21;20-jun-18;12:45:00;29.8928;11.1784;7.4881;8.116;5.04166;1;NaN;9;NaN;9;0.045;1;0.16;1;0.1415;1;0.05;1;0;1.13;3.20
18VA18667_171;HL_0;44.6937;-63.6403;444127;5.58;20-jun-18;12:45:00;30.2159;9.2804;7.9562;8.141;10.24854;1;NaN;9;8.018;1;0.05;1;0.165;1;0.216;1;0.39;1;0;0.76;0.42
18VA18667_171;HL_0;44.6937;-63.6403;444126;10.61;20-jun-18;12:45:00;30.5781;7.1089;7.2082;8.149;10.24854;1;NaN;9;NaN;9;0.08;1;0.25;1;0.3125;1;2.005;1;0;0.80;0.12
18VA18667_171;HL_0;44.6937;-63.6403;444125;60.77;20-jun-18;12:47:00;31.2379;3.5432;3.5906;7.811;0.22423;1;31.3;1;3.748;1;0.255;1;12.455;1;2.4255;2;25.985;2;2048;5.14;0.48
18VA18667_182;HL_0;44.6937;-63.6403;444132;1.55;26-jun-18;12:41:00;30.1362;9.0789;7.0567;7.969;1.21245;1;NaN;9;NaN;9;0.035;1;0.15;1;0.173;1;0.815;1;0;0.87;0.18
18VA18667_182;HL_0;44.6937;-63.6403;444131;5.49;26-jun-18;12:41:00;30.2446;8.5165;7.1115;7.975;1.28173;1;NaN;9;7.2155;1;0.02;1;0.135;1;0.1795;1;0.855;1;0;0.75;0.16
18VA18667_182;HL_0;44.6937;-63.6403;444130;10.43;26-jun-18;12:41:00;30.6045;7.3013;6.8252;7.987;2.4766;1;NaN;9;NaN;9;0.07;1;0.32;1;0.2935;1;1.7;1;0;1.09;0.19
18VA18667_182;HL_0;44.6937;-63.6403;444129;60.74;26-jun-18;12:43:00;31.244;3.5473;3.2924;7.797;1.24709;1;31.28;1;3.4715;1;0.225;1;13.045;1;2.599;2;28.265;2;2048;5.02;0.46
18VA18667_193;HL_0;44.6937;-63.6403;444136;1.3;04-jul-18;12:26:00;29.6242;14.8785;7.0734;7.768;2.6535;1;NaN;9;NaN;9;0.03;1;0.05;1;0.1035;1;0.845;1;0;0.48;0.06
18VA18667_193;HL_0;44.6937;-63.6403;444135;5.42;04-jul-18;12:26:00;30.2602;10.9335;7.7675;7.852;4.95321;1;NaN;9;7.8185;1;0.025;1;0.04;1;0.156;1;0;1;0;0.26;NaN
18VA18667_193;HL_0;44.6937;-63.6403;444134;10.45;04-jul-18;12:26:00;30.5758;8.2715;6.7064;7.9;5.57236;1;NaN;9;NaN;9;0.06;1;0.155;1;0.225;1;0.38;1;0;0.69;0.41
18VA18667_193;HL_0;44.6937;-63.6403;444133;60.71;04-jul-18;12:28:00;31.2378;3.5525;2.78;7.699;1.69743;1;31.255;1;3.011;1;0.25;1;13.77;1;2.8195;2;30.545;2;2048;4.88;0.45
18VA18667_204;HL_0;44.6937;-63.6403;444140;1.2;11-jul-18;12:25:00;29.8031;15.6776;6.5704;7.738;2.87463;1;NaN;9;NaN;9;0.02;1;0.05;1;0.1045;1;0;1;0;0.48;NaN
18VA18667_204;HL_0;44.6937;-63.6403;444139;5.37;11-jul-18;12:26:00;30.4823;9.8416;7.8528;7.887;4.20139;1;NaN;9;7.9905;1;0.04;1;0;1;0.1545;1;0;1;0;0.00;NaN
18VA18667_204;HL_0;44.6937;-63.6403;444138;10.4;11-jul-18;12:26:00;30.6612;7.5081;6.402;7.909;10.86345;1;NaN;9;NaN;9;0.08;1;0.27;1;0.386;1;0.29;1;0;0.70;0.93
18VA18667_204;HL_0;44.6937;-63.6403;444137;60.67;11-jul-18;12:28:00;31.228;3.5571;2.5888;7.602;1.0046;1;31.314;1;3.089;1;0.22;1;15.23;1;2.7145;2;30.64;2;2048;5.61;0.50
18VA18667_215;HL_0;44.6937;-63.6403;444144;1.61;18-jul-18;12:09:00;29.7754;15.0335;6.6144;7.99;3.18421;1;NaN;9;NaN;9;0.04;1;0.055;1;0.1515;1;0.025;1;0;0.36;2.20
18VA18667_215;HL_0;44.6937;-63.6403;444143;5.58;18-jul-18;12:09:00;30.611;10.3066;7.1576;8.041;3.09576;1;NaN;9;6.89;1;0.025;1;0;1;0.168;1;0;1;0;0.00;NaN
18VA18667_215;HL_0;44.6937;-63.6403;444142;10.47;18-jul-18;12:09:00;30.7214;8.3082;6.526;8.044;11.8883;1;NaN;9;NaN;9;0.07;1;0.18;1;0.3595;1;0.445;1;0;0.50;0.40
