CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
18HU98051_544;861;47.48317;-59.44633;208915;297.18;10-nov-98;11:19:00;34.73;5.47;187.08074;187.3487;0;0.02;0.647;0.07;1;24.81;1;2.33;1;21.63;1;6;10.65;1.15
18HU98051_544;861;47.48317;-59.44633;208914;347.78;10-nov-98;11:19:00;34.8;5.13;191.85936;206.41852;NaN;NaN;0.616;0.08;1;19.16;1;2.25;1;22.97;1;6;8.52;0.83
18HU98051_544;861;47.48317;-59.44633;208913;398.16;10-nov-98;11:19:00;34.84;4.88;195.20886;190.16228;0;0.01;0.649;0.06;1;23.69;1;2.03;1;29.34;1;6;11.67;0.81
18HU98051_544;861;47.48317;-59.44633;208912;433.09;10-nov-98;11:19:00;34.84;4.88;195.92342;189.49238;0;0.01;0.456;0.05;1;21.81;1;1.78;1;30.26;1;6;12.25;0.72
18HU98051_545;871;47.38367;-59.563;208935;4.96;10-nov-98;12:47:00;29.64;7.65;301.32102;293.6395;0.46;0.54;1.608;0.13;1;1.84;1;0.56;1;4.88;1;6;3.29;0.38
18HU98051_545;871;47.38367;-59.563;208934;14.68;10-nov-98;12:47:00;29.63;7.66;288.2803;292.25504;0.42;0.51;1.53;0.14;1;2;1;0.57;1;4.74;1;6;3.51;0.42
18HU98051_545;871;47.38367;-59.563;208933;24.39;10-nov-98;12:47:00;30.56;5.19;263.76196;271.7561;0.19;0.26;1.229;0.15;1;7.31;1;1;1;9.82;1;6;7.31;0.74
18HU98051_545;871;47.38367;-59.563;208932;49.08;10-nov-98;12:47:00;32.13;1.51;279.7949;304.8045;0.09;0.12;0.819;0.06;1;7.68;1;1.03;1;8.74;1;6;7.46;0.88
18HU98051_545;871;47.38367;-59.563;208931;98.45;10-nov-98;12:47:00;32.84;1.27;277.87452;302.3482;0.03;0.04;0.771;0.06;1;9.18;1;1.08;1;7.74;1;6;8.50;1.19
18HU98051_545;871;47.38367;-59.563;208930;148.5;10-nov-98;12:47:00;33.61;3.56;247.23776;250.9892;0.01;0.02;0.735;0.06;1;13.95;1;1.27;1;12.56;1;6;10.98;1.11
18HU98051_545;871;47.38367;-59.563;208929;195.76;10-nov-98;12:47:00;34.3;5.8;214.90392;208.42822;0.01;0.01;0.434;0.06;1;17.5;1;1.39;1;14.75;1;6;12.59;1.19
18HU98051_545;871;47.38367;-59.563;208928;246.18;10-nov-98;12:47:00;34.47;5.3;170.6012;157.6498;0.01;0.01;0.48;0.06;1;21.66;1;1.75;1;25.15;1;6;12.38;0.86
18HU98051_545;871;47.38367;-59.563;208927;296.99;10-nov-98;12:47:00;34.67;5.38;167.475;162.5624;0;0.01;0.502;0.05;1;21.64;1;1.64;1;26.6;1;6;13.20;0.81
18HU98051_545;871;47.38367;-59.563;208926;347.09;10-nov-98;12:47:00;34.78;5.19;179.66718;173.81672;0;0.01;0.526;0.04;1;17.24;1;1.29;1;28.66;1;6;13.36;0.60
18HU98051_545;871;47.38367;-59.563;208925;396.38;10-nov-98;12:47:00;34.83;4.97;186.85744;179.80116;0;0.01;0.472;0.08;1;26.21;1;2.36;1;29.51;1;6;11.11;0.89
18HU98051_545;871;47.38367;-59.563;208924;464.07;10-nov-98;12:47:00;34.83;4.9;186.14288;183.23998;0.01;0.02;0.51;0.07;1;24.9;1;2.15;1;34.66;1;6;11.58;0.72
18HU98051_546;881;47.28383;-59.68233;208947;4.96;10-nov-98;14:36:00;29.04;7.89;299.4453;300.29384;0.93;1.03;2.154;0.1;1;1.18;1;0.42;1;3.73;1;6;2.81;0.32
18HU98051_546;881;47.28383;-59.68233;208946;13.98;10-nov-98;14:36:00;29.39;7.54;299.08802;295.96182;0.46;0.52;1.703;0.11;1;1.44;1;0.45;1;4.09;1;6;3.20;0.35
18HU98051_546;881;47.28383;-59.68233;208945;24.49;10-nov-98;14:36:00;29.98;7.1;297.48026;296.7657;0.18;0.23;1.188;0.15;1;2.24;1;0.53;1;4.52;1;6;4.23;0.50
18HU98051_546;881;47.28383;-59.68233;208944;49.38;10-nov-98;14:36:00;32.06;1.6;287.25312;299.222;0.09;0.11;0.824;0.06;1;8.35;1;1.06;1;9.29;1;6;7.88;0.90
18HU98051_546;881;47.28383;-59.68233;208943;99.34;10-nov-98;14:36:00;32.88;1.56;278.05316;303.28606;0.03;0.05;0.601;0.05;1;8.65;1;1.03;1;7.32;1;6;8.40;1.18
18HU98051_546;881;47.28383;-59.68233;208942;149.29;10-nov-98;14:36:00;33.68;3.76;238.61838;245.80864;0.01;0.02;0.512;0.05;1;14.2;1;1.25;1;13.67;1;6;11.36;1.04
18HU98051_546;881;47.28383;-59.68233;208941;198.83;10-nov-98;14:36:00;34.35;5.81;205.2127;203.69426;0.01;0.02;0.448;0.06;1;18.17;1;1.37;1;16.18;1;6;13.26;1.12
18HU98051_546;881;47.28383;-59.68233;208940;248.46;10-nov-98;14:36:00;34.51;5.43;173.5041;163.54492;0.01;0.01;0.5;0.06;1;21.98;1;1.645;1;23.505;1;6;13.36;0.94
18HU98051_546;881;47.28383;-59.68233;208939;297.48;10-nov-98;14:36:00;34.69;5.39;167.38568;165.0187;0;0.01;0.433;0.06;1;22.67;1;1.71;1;25.87;1;6;13.26;0.88
18HU98051_546;881;47.28383;-59.68233;208938;347.58;10-nov-98;14:36:00;34.77;5.21;174.6206;141.84016;0;0.01;0.435;0.06;1;22.97;1;1.72;1;27.02;1;6;13.35;0.85
18HU98051_546;881;47.28383;-59.68233;208937;398.46;10-nov-98;14:36:00;34.82;5.02;182.8827;177.5235;0.01;0.01;0.469;0.06;1;22.31;1;1.76;1;30.85;1;6;12.68;0.72
18HU98051_546;881;47.28383;-59.68233;208936;464.07;10-nov-98;14:36:00;34.83;4.93;182.52542;181.00698;0.01;0.02;0.501;0.07;1;22.11;1;1.76;1;31.4;1;6;12.56;0.70
18HU98051_547;891;47.1815;-59.79667;208959;5.75;10-nov-98;16:09:00;29.27;7.66;305.78702;301.81228;0.77;0.84;2.233;0.1;1;1.45;1;0.44;1;3.96;1;6;3.30;0.37
18HU98051_547;891;47.1815;-59.79667;208958;15.67;10-nov-98;16:09:00;29.64;7.61;299.8919;297.30162;0.28;0.32;1.229;0.12;1;1.75;1;0.49;1;3.84;1;6;3.57;0.46
18HU98051_547;891;47.1815;-59.79667;208957;25.09;10-nov-98;16:09:00;30.09;6.92;281.8046;288.14632;0.15;0.19;0.965;0.14;1;3.64;1;0.67;1;6.39;1;6;5.43;0.57
18HU98051_547;891;47.1815;-59.79667;208956;49.88;10-nov-98;16:09:00;31.75;2.28;281.44732;288.45894;0.1;0.13;0.826;0.06;1;8.2;1;1.05;1;10.43;1;6;7.81;0.79
18HU98051_547;891;47.1815;-59.79667;208955;99.94;10-nov-98;16:09:00;32.83;1.32;276.2221;295.73852;0.04;0.04;0.548;0.05;1;9.63;1;1.08;1;9.17;1;6;8.92;1.05
18HU98051_547;891;47.1815;-59.79667;208954;149.59;10-nov-98;16:09:00;33.59;3.46;237.09994;242.77176;0.01;0.02;0.486;0.055;1;14.4;1;1.255;1;14.41;1;6;11.47;1.00
18HU98051_547;891;47.1815;-59.79667;208953;198.54;10-nov-98;16:09:00;34.21;5.07;191.05548;183.90988;0.01;0.02;0.452;0.06;1;19.34;1;1.48;1;20.6;1;6;13.07;0.94
18HU98051_547;891;47.1815;-59.79667;208952;247.08;10-nov-98;16:09:00;34.47;5.42;164.88472;163.32162;0.01;0.01;0.555;0.06;1;22.06;1;1.53;1;26.06;1;6;14.42;0.85
18HU98051_547;891;47.1815;-59.79667;208951;295.9;10-nov-98;16:09:00;34.6;5.42;153.67506;150.45954;0.01;0.01;0.45;0.06;1;23.24;1;1.77;1;28.52;1;6;13.13;0.81
18HU98051_547;891;47.1815;-59.79667;208950;346.5;10-nov-98;16:09:00;34.73;5.35;159.70416;122.41306;0;0.01;0.466;0.06;1;22.65;1;1.68;1;26.54;1;6;13.48;0.85
18HU98051_547;891;47.1815;-59.79667;208949;395.99;10-nov-98;16:09:00;34.81;5.12;173.23614;169.4847;0.01;0.01;0.403;0.06;1;22.97;1;1.8;1;32.08;1;6;12.76;0.72
18HU98051_547;891;47.1815;-59.79667;208948;425.98;10-nov-98;16:09:00;34.82;5.01;179.57786;177.43418;0.03;0.03;0.341;0.07;1;22.21;1;1.68;1;32.8;1;6;13.22;0.68
18HU98051_548;901;47.07933;-59.91483;208969;4.46;10-nov-98;18:09:00;28.83;8.11;296.72104;297.2123;0.74;0.84;2.565;0.12;1;1.66;1;0.45;1;4.11;1;6;3.69;0.40
18HU98051_548;901;47.07933;-59.91483;208968;14.08;10-nov-98;18:09:00;29.24;7.62;294.9793;295.51522;0.39;0.44;1.638;0.16;1;2.63;1;0.59;1;5.36;1;6;4.46;0.49
18HU98051_548;901;47.07933;-59.91483;208967;24.1;10-nov-98;18:09:00;29.58;7.53;296.27444;298.15016;0.18;0.22;0.995;0.13;1;3.82;1;0.5;1;4.28;1;6;7.64;0.89
18HU98051_548;901;47.07933;-59.91483;208966;50.67;10-nov-98;18:09:00;30.68;4.96;280.9114;270.28232;0.11;0.15;0.867;0.15;1;8.98;1;0.9;1;10.44;1;6;9.98;0.86
18HU98051_548;901;47.07933;-59.91483;208965;101.03;10-nov-98;18:09:00;32.73;1.77;276.31142;299.17734;0.07;0.08;0.862;0.07;1;10.64;1;0.94;1;7.59;1;6;11.32;1.40
18HU98051_548;901;47.07933;-59.91483;208964;149.2;10-nov-98;18:09:00;33.46;2.97;248.7562;233.1252;0.02;0.02;0.698;0.07;1;19.73;1;1.185;1;12.6;1;6;16.65;1.57
18HU98051_548;901;47.07933;-59.91483;208963;198.54;10-nov-98;18:09:00;34.28;5.65;207.98162;189.04578;0.01;0.01;0.581;0.07;1;20.76;1;1.26;1;15.93;1;6;16.48;1.30
18HU98051_548;901;47.07933;-59.91483;208962;249.56;10-nov-98;18:09:00;34.47;5.37;166.76044;164.84006;0.01;0.01;0.433;0.07;1;26.02;1;1.49;1;23.68;1;6;17.46;1.10
18HU98051_548;901;47.07933;-59.91483;208961;297.59;10-nov-98;18:09:00;34.63;5.63;173.2808;177.47884;0.01;0.01;0.463;0.07;1;24.53;1;1.48;1;21.91;1;6;16.57;1.12
18HU98051_548;901;47.07933;-59.91483;208960;346.01;10-nov-98;18:09:00;34.71;5.38;166.62646;161.13328;0;0.01;0.466;0.08;1;22.98;1;1.64;1;28.28;1;6;14.01;0.81
18HU98051_549;911;46.98433;-60.03567;208975;6.45;10-nov-98;19:26:00;28.87;8.25;295.4259;296.14046;0.79;0.87;2.299;0.11;1;1.305;1;0.475;1;3.86;1;6;2.75;0.34
18HU98051_549;911;46.98433;-60.03567;208974;16.16;10-nov-98;19:26:00;29.04;8.35;287.69972;293.14824;0.46;0.5;1.716;0.13;1;1.61;1;0.49;1;4.11;1;6;3.29;0.39
18HU98051_549;911;46.98433;-60.03567;208973;27.07;10-nov-98;19:26:00;29.32;7.86;284.61818;294.0861;0.25;0.31;1.503;0.15;1;2.15;1;0.55;1;4.71;1;6;3.91;0.46
18HU98051_549;911;46.98433;-60.03567;208972;49.98;10-nov-98;19:26:00;29.76;7.43;285.28808;291.80844;0.19;0.25;1.233;0.15;1;3.24;1;0.54;1;4.88;1;6;6.00;0.66
18HU98051_549;911;46.98433;-60.03567;208971;99.44;10-nov-98;19:26:00;32.88;2.28;263.7173;271.13086;0.05;0.09;0.653;0.08;1;13.6;1;1.03;1;11.24;1;6;13.20;1.21
18HU98051_549;911;46.98433;-60.03567;208970;150.48;10-nov-98;19:26:00;33.55;3.21;215.35052;221.5136;0.05;0.11;0.622;0.15;1;19.23;1;1.34;1;20.43;1;6;14.35;0.94
18HU98051_550;921;46.88483;-60.15583;208981;5.55;10-nov-98;20:36:00;29.01;8.56;287.1638;293.59484;0.59;0.67;1.553;0.1;1;1.51;1;0.43;1;3.445;1;6;3.51;0.44
18HU98051_550;921;46.88483;-60.15583;208980;15.27;10-nov-98;20:36:00;29.05;8.6;282.9211;291.60003;0.47;0.53;1.302;0.11;1;1.84;1;0.45;1;3.63;1;6;4.09;0.51
18HU98051_550;921;46.88483;-60.15583;208979;25.29;10-nov-98;20:36:00;29.14;8.55;277.15996;289.12884;0.24;0.27;1.087;0.12;1;1.74;1;0.5;1;3.85;1;6;3.48;0.45
18HU98051_550;921;46.88483;-60.15583;208978;49.68;10-nov-98;20:36:00;29.9;7.32;274.48036;283.3677;0.14;0.18;0.818;0.15;1;3.92;1;0.66;1;6.55;1;6;5.94;0.60
18HU98051_550;921;46.88483;-60.15583;208977;99.84;10-nov-98;20:36:00;33.17;2.4;260.76974;266.3969;0.05;0.08;0.614;0.07;1;12.09;1;1.2;1;13.56;1;6;10.08;0.89
18HU98051_550;921;46.88483;-60.15583;208976;139.59;10-nov-98;20:36:00;33.6;3.37;223.34466;229.59706;0.02;0.05;0.544;0.09;1;19.78;1;1.26;1;16.95;1;6;15.70;1.17
18HU98051_526;651;47.825;-62.81617;208985;5.55;11-nov-98;06:45:00;30.81;5.38;329.18886;317.7559;0.77333;0.72333;2.087;0.12;1;1.64;1;0.525;1;3.59;1;6;3.12;0.46
18HU98051_526;651;47.825;-62.81617;208984;14.97;11-nov-98;06:45:00;30.8;5.38;325.97334;317.71124;0.7;0.69;2.11;0.13;1;1.64;1;0.52;1;3.76;1;6;3.15;0.44
18HU98051_526;651;47.825;-62.81617;208983;25.09;11-nov-98;06:45:00;30.83;5.36;313.55786;316.80688;0.3;0.4;1.53;0.14;1;2.18;1;0.56;1;3.43;1;6;3.89;0.64
18HU98051_526;651;47.825;-62.81617;208982;50.07;11-nov-98;06:45:00;32.38;0.22;313.02194;298.64142;0.01;0.07;0.775;0.08;1;11.21;1;1.16;1;11.89;1;6;9.66;0.94
18HU98051_521;601;47.9015;-64.33683;208996;5.85;11-nov-98;16:20:00;29.24;5.15;336.60242;306.41226;0.63;0.67;1.916;0.22;1;7.165;1;0.85;7;10.38;1;38;8.43;0.69
18HU98051_521;601;47.9015;-64.33683;208995;15.67;11-nov-98;16:20:00;29.25;5.15;332.98496;316.96319;0.55667;0.63667;1.892;0.22;1;7.13;1;0.85;7;10.84;1;38;8.39;0.66
18HU98051_522;611;47.81717;-63.99933;209001;6.05;11-nov-98;17:57:00;29.52;5.02;335.57524;318.33648;0.73;0.71;2.232;0.2;1;6.81;1;0.78;1;9.88;1;6;8.73;0.69
18HU98051_522;611;47.81717;-63.99933;209000;15.67;11-nov-98;17:57:00;29.53;5.03;331.8238;317.62192;0.59;0.58;2.237;0.205;1;6.755;1;0.79;1;9.52;1;6;8.55;0.71
18HU98051_522;611;47.81717;-63.99933;208999;25.58;11-nov-98;17:57:00;29.98;5.1;324.76752;317.62192;0.54;0.53;1.744;0.15;1;4.01;1;0.61;1;7.58;1;6;6.57;0.53
18HU98051_522;611;47.81717;-63.99933;208998;50.47;11-nov-98;17:57:00;31.02;3.89;289.75408;284.97546;0.15;0.17;0.811;0.16;1;8.08;1;1;1;10.95;1;6;8.08;0.74
18HU98051_522;611;47.81717;-63.99933;208997;75.35;11-nov-98;17:57:00;32;1.49;270.14834;254.20472;0.14;0.18;0.829;0.13;1;12.68;1;1.32;1;16.39;1;6;9.61;0.77
18HU98051_523;621;47.83767;-63.75183;209006;5.95;11-nov-98;19:18:00;29.91;4.33;343.79268;326.59858;0.84;0.81;2.479;0.16;1;5.92;1;0.83;1;8.54;1;6;7.13;0.69
18HU98051_523;621;47.83767;-63.75183;209005;15.57;11-nov-98;19:18:00;30.04;4.41;337.98688;324.49956;0.8;0.81;2.217;0.19;1;12.08;1;0.95;1;8.37;1;6;12.72;1.44
18HU98051_523;621;47.83767;-63.75183;209004;25.88;11-nov-98;19:18:00;30.38;4.52;326.28596;317.5326;0.48;0.52;1.502;0.2;1;5.72;1;0.81;1;6.77;1;6;7.06;0.84
18HU98051_523;621;47.83767;-63.75183;209003;49.87;11-nov-98;19:18:00;31.5;1.85;302.61616;295.51522;0.13;0.14;0.773;0.07;1;8.7;1;1.1;1;11;1;6;7.91;0.79
18HU98051_523;621;47.83767;-63.75183;209002;68.61;11-nov-98;19:18:00;31.99;0.45;299.13268;281.53664;0.07;0.07;0.646;0.05;1;10.88;1;1.28;1;14.855;1;6;8.50;0.73
18HU98051_524;631;47.71733;-63.63417;209010;5.65;11-nov-98;20:33:00;30.13;4.79;343.882;324.4549;0.78;0.81;2.203;0.12;1;4.12;1;0.68;1;6.09;1;6;6.06;0.68
18HU98051_524;631;47.71733;-63.63417;209009;15.17;11-nov-98;20:33:00;30.49;5.22;330.97526;326.37528;0.53;0.51;1.648;0.12;1;6.01;1;0.92;1;4.27;1;6;6.53;1.41
18HU98051_524;631;47.71733;-63.63417;209008;24.89;11-nov-98;20:33:00;30.52;5.24;326.4646;317.3093;0.49;0.48;1.563;0.13;1;3.77;1;0.67;1;3.91;1;6;5.63;0.96
18HU98051_524;631;47.71733;-63.63417;209007;50.67;11-nov-98;20:33:00;32.01;0.22;316.55008;294.39872;0.08;0.09;0.683;0.05;1;10.835;1;1.325;1;13.04;1;6;8.18;0.83
18HU98051_525;641;47.6175;-63.3015;209015;5.55;11-nov-98;22:17:00;30.76;5.37;332.98496;318.91706;0.55;0.52;1.926;0.08;1;1.61;1;0.49;1;3.19;1;6;3.29;0.50
18HU98051_525;641;47.6175;-63.3015;209014;15.17;11-nov-98;22:17:00;30.76;5.37;328.74226;318.33648;0.52;0.5;1.836;0.08;1;1.65;1;0.49;1;3.03;1;6;3.37;0.54
18HU98051_525;641;47.6175;-63.3015;209013;24.59;11-nov-98;22:17:00;30.75;5.34;325.5714;318.15784;0.51;0.54;1.942;0.08;1;1.74;1;0.51;1;3.06;1;6;3.41;0.57
18HU98051_525;641;47.6175;-63.3015;209012;50.07;11-nov-98;22:17:00;32.22;0.14;313.91514;280.95606;0.08;0.09;0.793;0.05;1;11.26;1;1.27;1;15.21;1;6;8.87;0.74
18HU98051_525;641;47.6175;-63.3015;209011;70.39;11-nov-98;22:17:00;32.7;0.82;260.01052;257.06296;0.07;0.09;0.725;0.08;1;13.67;1;1.38;1;18.76;1;6;9.91;0.73
18HU98051_527;661;47.51767;-62.967;209019;5.35;11-nov-98;23:59:00;30.64;5.34;332.22574;319.22968;0.62;0.65;1.946;0.09;1;1.85;1;0.46;1;3.46;1;6;4.02;0.53
18HU98051_527;661;47.51767;-62.967;209018;15.37;11-nov-98;23:59:00;30.63;5.33;325.48208;317.21998;0.57;0.65;1.89;0.07;1;1.82;1;0.48;1;3.37;1;6;3.79;0.54
18HU98051_527;661;47.51767;-62.967;209017;25.29;11-nov-98;23:59:00;31.08;3.45;312.8433;302.1249;0.27;0.3;1.147;0.07;1;7.29;1;0.99;1;9.18;1;6;7.36;0.79
18HU98051_527;661;47.51767;-62.967;209016;40.36;11-nov-98;23:59:00;31.97;0.1;308.10934;301.36568;0.08;0.09;0.777;0.06;1;11.09;1;1.26;1;16.38;1;6;8.80;0.68
18HU98051_528;671;47.434;-62.61683;209023;5.55;12-nov-98;01:45:00;30.73;5.38;332.00244;319.05104;0.49;0.56;2.189;0.12;1;1.63;1;0.55;1;3.86;1;6;2.96;0.42
18HU98051_528;671;47.434;-62.61683;209022;15.27;12-nov-98;01:45:00;30.73;5.37;328.0277;317.17532;0.53;0.61;2.132;0.12;1;1.64;1;0.54;1;3.76;1;6;3.04;0.44
18HU98051_528;671;47.434;-62.61683;209021;25.48;12-nov-98;01:45:00;30.74;5.32;260.68042;316.50542;0.49;0.57;2.116;0.12;1;1.91;1;0.56;1;3.89;1;6;3.41;0.49
18HU98051_528;671;47.434;-62.61683;209020;50.47;12-nov-98;01:45:00;32.57;0.71;285.69002;311.23554;0.07;0.08;0.814;0.1;1;9.65;1;1.21;1;14.91;1;6;7.98;0.65
18HU98051_529;691;47.1565;-63.15417;209027;5.16;12-nov-98;04:59:00;29.84;5.44;335.6199;319.7656;0.61333;0.65;1.758;0.17;1;4.07;1;0.7;1;5.655;1;6;5.81;0.72
18HU98051_529;691;47.1565;-63.15417;209026;14.97;12-nov-98;04:59:00;30.04;5.5;333.43156;294.80066;0.58;0.6;1.662;0.14;1;2.6;1;0.71;1;3.87;1;6;3.66;0.67
18HU98051_529;691;47.1565;-63.15417;209025;24.79;12-nov-98;04:59:00;30.29;5.69;316.81804;312.62;0.46;0.5;1.536;0.14;1;2.98;1;0.61;1;4.31;1;6;4.89;0.69
18HU98051_529;691;47.1565;-63.15417;209024;48.98;12-nov-98;04:59:00;31.78;1.49;286.85118;264.59561;0.1;0.12;0.723;0.07;1;10.63;1;1.32;1;16.44;1;6;8.05;0.65
18HU98051_530;701;47.13467;-64.14233;209030;5.45;12-nov-98;08:31:00;29.2;6.38;325.30344;311.10156;0.66;0.7;1.946;0.18;1;7.38;1;0.67;1;7.11;1;6;11.01;1.04
18HU98051_530;701;47.13467;-64.14233;209029;14.97;12-nov-98;08:31:00;29.22;6.34;316.32678;311.33975;0.69;0.72;1.902;0.18;1;6.67;1;0.675;1;7.29;1;6;9.88;0.91
18HU98051_530;701;47.13467;-64.14233;209028;25.29;12-nov-98;08:31:00;29.82;5.93;317.13066;307.57342;0.32;0.32;1.121;0.2;1;5.5;1;0.78;1;9.63;1;6;7.05;0.57
18HU98051_531;711;46.69767;-64.55017;209033;5.45;12-nov-98;11:16:00;28.15;7.47;306.27828;300.74044;0.81;0.81;2.515;0.19;1;2.46;1;0.58;1;7.73;1;6;4.24;0.32
18HU98051_531;711;46.69767;-64.55017;209032;7.14;12-nov-98;11:16:00;28.14;7.47;305.65304;300.47248;0.79;0.81;2.523;0.24;1;3.72;1;0.58;1;7.34;1;6;6.41;0.51
18HU98051_531;711;46.69767;-64.55017;209031;22.31;12-nov-98;11:16:00;28.17;7.47;300.20452;300.47248;0.83;0.94;2.658;0.24;1;3.51;1;0.65;1;7.62;1;6;5.40;0.46
18HU98051_532;721;46.13267;-63.63083;209036;4.76;12-nov-98;15:48:00;27.85;7.49;312.57534;308.24332;5.7;4.72;14.855;0.02;1;0.62;1;0.08;1;1.02;1;134;7.75;0.61
18HU98051_532;721;46.13267;-63.63083;209035;14.48;12-nov-98;15:48:00;27.85;7.49;309.09186;308.64526;5.47;4.51;14.754;0.025;1;0.485;1;0.08;1;1.1;1;134;6.06;0.44
