CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;CHL_01;Q_CHL;PSAL_BS;Q_PSAL;OXY_02;Q_OXY;NO2_01;Q_NO2;NO2_01;Q_NO2;NOx_01;Q_NOX;NOx_01;Q_NOX;PO4_01;Q_PO4;PO4_01;Q_PO4;Si_01;Q_Si;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mg/m**3);((none));(PSU);((none));(ml/l);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18HU13008_152;HL_07;42.4891;-61.4112;393031;51.34;27-may-13;01:07:00;35.2627;12.86;5.4669;0.1923;1;35.2225;1;5.739;1;0.76;1;NaN;9;4.84;1;NaN;9;0.5005;1;NaN;9;1.69;1;NaN;9;0;9.67;2.86
18HU13008_152;HL_07;42.4891;-61.4112;393030;61.75;27-may-13;01:07:00;35.5022;13.4066;5.3138;0.1208;1;NaN;9;5.579;1;0.62;1;NaN;9;5.655;1;NaN;9;0.484;1;NaN;9;1.565;1;NaN;9;0;11.68;3.61
18HU13008_152;HL_07;42.4891;-61.4112;393029;80.16;27-may-13;01:07:00;35.8294;14.3418;5.1652;0.0333;1;NaN;9;5.423;1;0.545;1;NaN;9;6.27;1;NaN;9;0.489;1;NaN;9;1.3;1;NaN;9;0;12.82;4.82
18HU13008_152;HL_07;42.4891;-61.4112;393028;99.63;27-may-13;01:07:00;35.741;13.9244;5.0887;0.0228;1;35.7424;1;5.364;1;0.115;1;NaN;9;7.365;1;NaN;9;0.5375;1;NaN;9;2.365;1;NaN;9;0;13.70;3.11
18HU13008_152;HL_07;42.4891;-61.4112;393027;149.67;27-may-13;01:07:00;35.6881;13.4948;4.9641;NaN;9;35.6846;1;5.236;1;0.045;1;NaN;9;8.925;1;NaN;9;0.628;1;NaN;9;4.175;1;NaN;9;0;14.21;2.14
18HU13008_152;HL_07;42.4891;-61.4112;393026;201.44;27-may-13;01:07:00;35.6668;13.3413;4.9348;NaN;9;35.6648;1;5.22;1;0.045;1;NaN;9;9.37;1;NaN;9;0.6445;1;NaN;9;4.45;1;NaN;9;0;14.54;2.11
18HU13008_152;HL_07;42.4891;-61.4112;393025;298.9;27-may-13;01:07:00;35.466;11.6261;3.2602;NaN;9;35.4756;1;3.421;1;0.04;1;NaN;9;19.485;1;NaN;9;1.1325;1;NaN;9;10.285;1;NaN;9;0;17.21;1.89
18HU13008_152;HL_07;42.4891;-61.4112;393024;501.56;27-may-13;01:07:00;35.0947;7.4196;3.8338;NaN;9;35.1061;1;3.976;1;0.045;1;NaN;9;21.485;1;NaN;9;1.2825;1;NaN;9;13.665;1;NaN;9;0;16.75;1.57
18HU13008_152;HL_07;42.4891;-61.4112;393023;748.41;27-may-13;01:07:00;34.9823;5.0412;5.3154;NaN;9;34.978;1;5.558;1;0.03;1;NaN;9;17.925;1;NaN;9;1.103;1;NaN;9;12.015;1;NaN;9;0;16.25;1.49
18HU13008_152;HL_07;42.4891;-61.4112;393022;998.63;27-may-13;01:07:00;34.9688;4.4682;5.7047;NaN;9;34.9687;1;5.949;1;0.03;1;NaN;9;17.215;1;NaN;9;1.0665;1;NaN;9;11.115;1;NaN;9;0;16.14;1.55
18HU13008_152;HL_07;42.4891;-61.4112;393021;1249.48;27-may-13;01:07:00;34.967;4.1953;5.7596;NaN;9;34.9638;1;6.029;1;0.03;1;NaN;9;17.22;1;NaN;9;1.08;1;NaN;9;11.6;1;NaN;9;0;15.94;1.48
18HU13008_152;HL_07;42.4891;-61.4112;393020;1500.48;27-may-13;01:07:00;34.9651;3.9763;5.7813;NaN;9;34.9628;1;6.053;1;0.03;1;NaN;9;17.22;1;NaN;9;1.067;1;NaN;9;12.255;1;NaN;9;0;16.14;1.41
18HU13008_152;HL_07;42.4891;-61.4112;393019;1754.91;27-may-13;01:07:00;34.9612;3.7686;5.8186;NaN;9;34.9575;1;6.087;1;0.03;1;NaN;9;17.39;1;NaN;9;1.078;1;NaN;9;13.455;1;NaN;9;0;16.13;1.29
18HU13008_152;HL_07;42.4891;-61.4112;393018;1999.65;27-may-13;01:07:00;34.9528;3.5977;5.8381;NaN;9;34.9502;1;6.135;1;0.03;1;NaN;9;16.36;1;NaN;9;1.0535;1;NaN;9;13.265;1;NaN;9;0;15.53;1.23
18HU13008_152;HL_07;42.4891;-61.4112;393017;2200.23;27-may-13;01:07:00;34.9476;3.411;5.8588;NaN;9;34.9453;1;6.14733;1;0.03;1;NaN;9;17.27;1;NaN;9;1.0815;1;NaN;9;15.31;1;NaN;9;0;15.97;1.13
18HU13008_152;HL_07;42.4891;-61.4112;393016;2388.7;27-may-13;01:07:00;34.9461;3.2974;5.8539;NaN;9;34.9425;1;6.166;1;0.03;1;NaN;9;16.595;1;NaN;9;1.068;1;NaN;9;15.445;1;NaN;9;0;15.54;1.07
18HU13008_152;HL_07;42.4891;-61.4112;393015;2569.93;27-may-13;01:07:00;34.9446;3.1467;5.8689;NaN;9;34.9398;1;6.145;1;0.03;1;NaN;9;17.595;1;NaN;9;1.078;1;NaN;9;17.765;1;NaN;9;0;16.32;0.99
18HU13008_152;HL_07;42.4891;-61.4112;393014;2742.39;27-may-13;01:07:00;34.9301;2.9555;5.9585;NaN;9;34.927;1;6.248;1;0.03;1;NaN;9;17.01;1;NaN;9;1.054;1;NaN;9;17.085;1;NaN;9;0;16.14;1.00
18HU13008_152;HL_07;42.4891;-61.4112;393013;2877.95;27-may-13;01:07:00;34.9204;2.6859;6.0519;NaN;9;34.9166;1;6.307;1;0.03;1;NaN;9;16.65;1;NaN;9;1.034;1;NaN;9;17.515;1;NaN;9;0;16.10;0.95
18HU13008_155;HL_06;42.8308;-61.7328;393052;3.19;27-may-13;08:40:00;33.1185;9.7663;6.5439;0.8344;1;33.1327;1;6.84;1;0.045;1;NaN;9;0;2;NaN;9;0.286;1;NaN;9;1.11;1;NaN;9;2048;0.00;0.00
18HU13008_155;HL_06;42.8308;-61.7328;393051;9.62;27-may-13;08:40:00;33.1351;9.6522;6.5424;0.8791;1;33.1528;1;6.846;1;0.055;1;NaN;9;0;2;NaN;9;0.289;1;NaN;9;1.095;1;NaN;9;2048;0.00;0.00
18HU13008_155;HL_06;42.8308;-61.7328;393050;20.72;27-may-13;08:40:00;33.5321;8.9656;6.4484;2.2225;1;NaN;9;NaN;9;0.08;1;NaN;9;0.715;1;NaN;9;0.396;1;NaN;9;1.61;1;NaN;9;0;1.81;0.44
18HU13008_155;HL_06;42.8308;-61.7328;393049;29.51;27-may-13;08:40:00;33.4961;8.8004;6.3387;1.2366;1;NaN;9;NaN;9;0.15;1;NaN;9;2.125;1;NaN;9;0.491;1;NaN;9;2.075;1;NaN;9;0;4.33;1.02
18HU13008_155;HL_06;42.8308;-61.7328;393048;40.6;27-may-13;08:40:00;33.859;7.7094;6.0721;0.3103;1;NaN;9;NaN;9;0.24;1;NaN;9;4.525;1;NaN;9;0.659;1;NaN;9;3.02;1;NaN;9;0;6.87;1.50
18HU13008_155;HL_06;42.8308;-61.7328;393047;49.19;27-may-13;08:40:00;33.964;7.7969;5.9691;0.2065;1;33.903;1;6.241;1;0.24;1;NaN;9;4.8;1;NaN;9;0.6125;1;NaN;9;2.765;1;NaN;9;0;7.84;1.74
18HU13008_155;HL_06;42.8308;-61.7328;393046;59.89;27-may-13;08:40:00;34.3853;8.761;5.6197;0.0998;1;NaN;9;NaN;9;0.3;1;NaN;9;6.79;1;NaN;9;0.6975;1;NaN;9;3.71;1;NaN;9;0;9.73;1.83
18HU13008_155;HL_06;42.8308;-61.7328;393045;80.34;27-may-13;08:40:00;34.8741;10.6365;4.8275;0.0735;1;NaN;9;NaN;9;0.07;1;NaN;9;11.065;1;NaN;9;0.8755;1;NaN;9;6.375;1;NaN;9;0;12.64;1.74
18HU13008_155;HL_06;42.8308;-61.7328;393044;99.42;27-may-13;08:40:00;35.1028;11.242;4.5815;0.0508;1;35.1018;1;NaN;9;0.06;1;NaN;9;11.895;1;NaN;9;0.906;1;NaN;9;6.625;1;NaN;9;0;13.13;1.80
18HU13008_155;HL_06;42.8308;-61.7328;393043;148.8;27-may-13;08:40:00;35.0434;10.0413;4.0277;NaN;9;NaN;9;NaN;9;0.06;1;NaN;9;13.935;1;NaN;9;1.0645;1;NaN;9;7.595;1;NaN;9;0;13.09;1.83
18HU13008_155;HL_06;42.8308;-61.7328;393042;200.51;27-may-13;08:40:00;35.1041;9.4755;3.4184;NaN;9;35.1285;1;3.531;1;0.04;1;NaN;9;19.43;1;NaN;9;1.378;1;NaN;9;11.085;1;NaN;9;0;14.10;1.75
18HU13008_155;HL_06;42.8308;-61.7328;393041;301.12;27-may-13;08:40:00;34.8557;7.2822;3.9846;NaN;9;34.9565;1;4.0605;1;0.045;1;NaN;9;21.13;1;NaN;9;1.498;1;NaN;9;13.755;1;NaN;9;0;14.11;1.54
18HU13008_155;HL_06;42.8308;-61.7328;393040;498.79;27-may-13;08:40:00;34.9129;5.1594;5.1148;NaN;9;34.9075;1;5.321;1;0.05;1;NaN;9;16.715;1;NaN;9;1.2535;1;NaN;9;11.42;1;NaN;9;0;13.33;1.46
18HU13008_155;HL_06;42.8308;-61.7328;393039;752.11;27-may-13;08:40:00;34.9421;4.6147;5.6379;NaN;9;34.9388;1;5.886;1;0.04;1;NaN;9;17.22;1;NaN;9;1.0595;1;NaN;9;11.425;1;NaN;9;0;16.25;1.51
18HU13008_155;HL_06;42.8308;-61.7328;393038;969.57;27-may-13;08:40:00;34.9747;4.5689;5.622;NaN;9;34.9764;1;5.865;1;0.04;1;NaN;9;17.085;1;NaN;9;1.043;1;NaN;9;11.585;1;NaN;9;0;16.38;1.47
18HU13008_155;HL_06;42.8308;-61.7328;393037;1099.05;27-may-13;08:40:00;34.966;4.2685;5.7712;NaN;9;34.9618;1;6.004;1;0.045;1;NaN;9;17.14;1;NaN;9;1.046;1;NaN;9;11.675;1;NaN;9;0;16.39;1.47
18HU13008_162;HL_05;43.1832;-62.0999;393061;3.03;27-may-13;17:07:00;32.5574;8.322;6.7809;0.2934;1;NaN;9;7.045;1;0.05;1;NaN;9;0;1;NaN;9;0.3675;1;NaN;9;1.17;1;NaN;9;0;0.00;0.00
18HU13008_162;HL_05;43.1832;-62.0999;393060;9.04;27-may-13;17:07:00;32.5554;8.3435;6.7606;0.2901;1;NaN;9;7.056;1;0.055;1;NaN;9;0;1;NaN;9;0.366;1;NaN;9;1.1;1;NaN;9;0;0.00;0.00
18HU13008_162;HL_05;43.1832;-62.0999;393059;20.18;27-may-13;17:07:00;32.7966;7.8551;6.9055;0.9685;1;NaN;9;NaN;9;0.055;1;NaN;9;0;1;NaN;9;0.3535;1;NaN;9;1.41;1;NaN;9;0;0.00;0.00
18HU13008_162;HL_05;43.1832;-62.0999;393058;29.52;27-may-13;17:07:00;32.8447;7.0377;6.9812;1.8028;1;NaN;9;NaN;9;0.065;1;NaN;9;0;1;NaN;9;0.412;1;NaN;9;1.415;1;NaN;9;0;0.00;0.00
18HU13008_162;HL_05;43.1832;-62.0999;393057;41.18;27-may-13;17:07:00;32.9443;5.7334;6.8676;1.1919;1;NaN;9;NaN;9;0.12;1;NaN;9;1.47;1;NaN;9;0.5565;1;NaN;9;1.845;1;NaN;9;0;2.64;0.80
18HU13008_162;HL_05;43.1832;-62.0999;393056;49.57;27-may-13;17:07:00;33.1221;5.8595;6.6291;0.3339;1;NaN;9;6.889;1;0.14;1;NaN;9;2.04;1;NaN;9;0.617;1;NaN;9;2.2;1;NaN;9;0;3.31;0.93
18HU13008_162;HL_05;43.1832;-62.0999;393055;61.35;27-may-13;17:07:00;33.2764;6.0745;6.4393;0.226;1;NaN;9;NaN;9;0.165;1;NaN;9;2.525;1;NaN;9;0.649;1;NaN;9;2.865;1;NaN;9;0;3.89;0.88
18HU13008_162;HL_05;43.1832;-62.0999;393054;80.17;27-may-13;17:07:00;33.6763;6.5032;5.743;0.0333;1;NaN;9;NaN;9;0.24;1;NaN;9;6.27;1;NaN;9;0.854;1;NaN;9;6.27;1;NaN;9;0;7.34;1.00
18HU13008_162;HL_05;43.1832;-62.0999;393053;89.78;27-may-13;17:07:00;33.7921;6.8867;5.6663;0.035;1;NaN;9;5.85933;1;0.26;1;NaN;9;7.085;1;NaN;9;0.865;1;NaN;9;6.96;1;NaN;9;0;8.19;1.02
18HU13008_164;HL_04;43.4836;-62.4486;393070;4.25;27-may-13;20:12:00;31.8391;7.2153;7.0111;0.6407;1;NaN;9;7.313;1;0.055;1;NaN;9;0;1;NaN;9;0.4155;1;NaN;9;0.93;1;NaN;9;0;0.00;0.00
18HU13008_164;HL_04;43.4836;-62.4486;393069;8.41;27-may-13;20:12:00;31.8367;7.1988;7.0188;0.4284;1;NaN;9;7.313;1;0.06;1;NaN;9;0;1;NaN;9;0.4325;1;NaN;9;0.925;1;NaN;9;0;0.00;0.00
18HU13008_164;HL_04;43.4836;-62.4486;393068;19.87;27-may-13;20:12:00;31.8204;5.5654;7.3599;0.3272;1;NaN;9;NaN;9;0.085;1;NaN;9;1.15;1;NaN;9;0.5565;1;NaN;9;1.535;1;NaN;9;0;2.07;0.75
18HU13008_164;HL_04;43.4836;-62.4486;393067;28.64;27-may-13;20:12:00;31.9665;2.7363;7.3624;0.2934;1;NaN;9;NaN;9;0.115;1;NaN;9;3.115;1;NaN;9;0.7335;1;NaN;9;2.97;1;NaN;9;0;4.25;1.05
18HU13008_164;HL_04;43.4836;-62.4486;393066;37.93;27-may-13;20:12:00;32.1797;2.8534;7.0976;0.1956;1;NaN;9;NaN;9;0.135;1;NaN;9;4.4;1;NaN;9;0.8295;1;NaN;9;3.94;1;NaN;9;0;5.30;1.12
18HU13008_164;HL_04;43.4836;-62.4486;393065;48.06;27-may-13;20:12:00;32.5651;4.3457;6.9845;0.28;1;NaN;9;7.131;1;0.145;1;NaN;9;2.35;1;NaN;9;0.627;1;NaN;9;2.73;1;NaN;9;0;3.75;0.86
18HU13008_164;HL_04;43.4836;-62.4486;393064;58.39;27-may-13;20:12:00;32.7976;4.547;6.3667;0.1243;1;NaN;9;NaN;9;0.2;1;NaN;9;6.52;1;NaN;9;0.8635;1;NaN;9;5.46;1;NaN;9;0;7.55;1.19
18HU13008_164;HL_04;43.4836;-62.4486;393063;63.52;27-may-13;20:12:00;32.7822;4.2798;6.3125;0.0893;1;NaN;9;6.512;1;0.19;1;NaN;9;7.095;1;NaN;9;0.9145;1;NaN;9;5.98;1;NaN;9;0;7.76;1.19
18HU13008_164;HL_04;43.4836;-62.4486;393062;73.03;27-may-13;20:12:00;32.7689;4.1856;6.3211;0.091;1;NaN;9;6.513;1;0.18;1;NaN;9;7.2;1;NaN;9;0.9025;1;NaN;9;5.935;1;NaN;9;0;7.98;1.21
18HU13008_166;HL_03;43.8862;-62.8857;393082;2.96;27-may-13;23:49:00;31.4308;7.4615;6.9012;NaN;9;NaN;9;NaN;9;0.04;1;NaN;9;0;1;NaN;9;0.4165;1;NaN;9;0.87;1;NaN;9;0;0.00;0.00
18HU13008_166;HL_03;43.8862;-62.8857;393081;3.08;27-may-13;23:49:00;31.4307;7.4632;6.9117;0.1754;1;NaN;9;5.0055;7;0.035;1;NaN;9;0;1;NaN;9;0.432;1;NaN;9;0.7;1;NaN;9;256;0.00;0.00
18HU13008_166;HL_03;43.8862;-62.8857;393080;8.83;27-may-13;23:49:00;31.4302;7.46;6.9017;0.2429;1;31.4317;1;7.221;1;0.05;1;NaN;9;0;1;NaN;9;0.453;1;NaN;9;1.385;1;NaN;9;0;0.00;0.00
18HU13008_166;HL_03;43.8862;-62.8857;393079;19.18;27-may-13;23:49:00;31.4337;7.3734;6.9343;0.2226;1;NaN;9;NaN;9;0.05;1;NaN;9;0;1;NaN;9;0.4245;1;NaN;9;0.715;1;NaN;9;0;0.00;0.00
18HU13008_166;HL_03;43.8862;-62.8857;393078;28.09;27-may-13;23:49:00;31.5424;5.5859;7.2613;0.226;1;NaN;9;NaN;9;0.045;1;NaN;9;0;1;NaN;9;0.4445;1;NaN;9;0.595;1;NaN;9;0;0.00;0.00
18HU13008_166;HL_03;43.8862;-62.8857;393077;39.09;27-may-13;23:49:00;32.0336;3.2176;7.3493;4.1385;1;NaN;9;NaN;9;0.11;1;NaN;9;2.49;1;NaN;9;0.938;1;NaN;9;1.985;1;NaN;9;0;2.65;1.25
18HU13008_166;HL_03;43.8862;-62.8857;393076;50.78;27-may-13;23:49:00;32.2875;3.5076;7.1933;0.175;1;NaN;9;7.4675;1;0.095;1;NaN;9;2.315;1;NaN;9;0.665;1;NaN;9;2.03;1;NaN;9;0;3.48;1.14
18HU13008_166;HL_03;43.8862;-62.8857;393075;59.79;27-may-13;23:49:00;32.3359;2.9648;6.8126;0.0245;1;NaN;9;NaN;9;0.13;1;NaN;9;4.37;1;NaN;9;0.8455;1;NaN;9;4.305;1;NaN;9;0;5.17;1.02
18HU13008_166;HL_03;43.8862;-62.8857;393074;79.68;27-may-13;23:49:00;32.7774;4.1084;6.2307;0.0438;1;NaN;9;NaN;9;0.2;1;NaN;9;5.465;1;NaN;9;0.8985;1;NaN;9;5.275;1;NaN;9;0;6.08;1.04
18HU13008_166;HL_03;43.8862;-62.8857;393073;101.35;27-may-13;23:49:00;33.8716;7.7785;4.199;0.0245;1;NaN;9;4.418;1;0.075;1;NaN;9;13.155;1;NaN;9;1.2195;1;NaN;9;12.255;1;NaN;9;0;10.79;1.07
18HU13008_166;HL_03;43.8862;-62.8857;393072;199.06;27-may-13;23:49:00;35.0506;10.1457;3.4178;NaN;9;NaN;9;3.5895;1;0.07;1;NaN;9;18.405;1;NaN;9;1.3615;1;NaN;9;12.26;1;NaN;9;0;13.52;1.50
18HU13008_166;HL_03;43.8862;-62.8857;393071;255.91;27-may-13;23:49:00;35.0993;9.6652;3.1275;NaN;9;35.0925;1;3.249;1;0.08;1;NaN;9;20.805;1;NaN;9;1.3965;1;NaN;9;16.355;1;NaN;9;0;14.90;1.27
18HU13008_169;HL_02;44.2663;-63.3128;393092;2.03;28-may-13;05:12:00;31.0646;7.3645;7.0007;0.2429;1;NaN;9;7.2625;1;0.04;1;NaN;9;0;1;NaN;9;0.413;1;NaN;9;0.705;1;NaN;9;0;0.00;0.00
18HU13008_169;HL_02;44.2663;-63.3128;393093;2.32;28-may-13;05:12:00;31.0637;7.3539;6.9831;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU13008_169;HL_02;44.2663;-63.3128;393091;10.15;28-may-13;05:12:00;31.0635;7.3636;6.9911;0.2934;1;NaN;9;7.266;1;0.05;1;NaN;9;0.55;1;NaN;9;0.4095;1;NaN;9;0.725;1;NaN;9;0;1.34;0.76
18HU13008_169;HL_02;44.2663;-63.3128;393090;20.47;28-may-13;05:12:00;31.4755;6.3719;7.3069;0.3137;1;NaN;9;NaN;9;0.05;1;NaN;9;0;1;NaN;9;0.421;1;NaN;9;0.71;1;NaN;9;0;0.00;0.00
18HU13008_169;HL_02;44.2663;-63.3128;393089;31.26;28-may-13;05:12:00;31.9644;4.5745;7.1962;1.0727;1;NaN;9;NaN;9;0.07;1;NaN;9;0.64;1;NaN;9;0.5255;1;NaN;9;1.38;1;NaN;9;0;1.22;0.46
18HU13008_169;HL_02;44.2663;-63.3128;393088;40.26;28-may-13;05:12:00;32.0235;3.239;7.2909;0.28;1;NaN;9;7.568;1;0.105;1;NaN;9;2.88;1;NaN;9;0.7175;1;NaN;9;2.385;1;NaN;9;0;4.01;1.21
18HU13008_169;HL_02;44.2663;-63.3128;393087;50.12;28-may-13;05:12:00;32.1116;2.8499;7.1075;0.1645;1;NaN;9;7.408;1;0.11;1;NaN;9;3.52;1;NaN;9;0.7735;1;NaN;9;4.22;1;NaN;9;0;4.55;0.83
18HU13008_169;HL_02;44.2663;-63.3128;393086;58.82;28-may-13;05:12:00;32.1986;2.7415;7.0737;0.0893;1;NaN;9;NaN;9;0.11;1;NaN;9;3.95;1;NaN;9;0.802;1;NaN;9;3.52;1;NaN;9;0;4.93;1.12
18HU13008_169;HL_02;44.2663;-63.3128;393085;80.48;28-may-13;05:12:00;32.4788;3.2008;6.5666;0.0333;1;NaN;9;NaN;9;0.14;1;NaN;9;5.38;1;NaN;9;0.8685;1;NaN;9;4.57;1;NaN;9;0;6.19;1.18
18HU13008_169;HL_02;44.2663;-63.3128;393084;100.83;28-may-13;05:12:00;32.9898;4.9507;5.6633;0.021;1;NaN;9;5.9315;1;0.175;1;NaN;9;8.95;1;NaN;9;1.0045;1;NaN;9;8;1;NaN;9;0;8.91;1.12
18HU13008_169;HL_02;44.2663;-63.3128;393083;138.18;28-may-13;05:12:00;34.1938;8.6794;3.9505;0.0228;1;NaN;9;4.1535;1;0.06;1;NaN;9;13.08;1;NaN;9;1.166;1;NaN;9;13.805;1;NaN;9;0;11.22;0.95
18HU13008_172;HL_01;44.3999;-63.4494;393101;2.22;28-may-13;07:32:00;31.1416;6.5986;7.1685;1.1025;1;NaN;9;7.422;1;0.04;1;NaN;9;0;1;NaN;9;0.409;1;NaN;9;0.62;1;NaN;9;0;0.00;0.00
18HU13008_172;HL_01;44.3999;-63.4494;393102;2.32;28-may-13;07:32:00;31.1462;6.587;7.1677;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU13008_172;HL_01;44.3999;-63.4494;393100;9.9;28-may-13;07:32:00;31.1555;6.5539;7.1776;0.6258;1;31.1555;1;7.4435;1;0.045;1;NaN;9;0;1;NaN;9;0.432;1;NaN;9;0.755;1;NaN;9;0;0.00;0.00
18HU13008_172;HL_01;44.3999;-63.4494;393099;20.45;28-may-13;07:32:00;31.713;5.3308;7.4247;0.596;1;NaN;9;NaN;9;0.035;1;NaN;9;0;1;NaN;9;0.441;1;NaN;9;0.93;1;NaN;9;0;0.00;0.00
18HU13008_172;HL_01;44.3999;-63.4494;393098;30.88;28-may-13;07:32:00;31.8738;3.9621;7.3224;0.2934;1;NaN;9;NaN;9;0.07;1;NaN;9;1.61;1;NaN;9;0.6205;1;NaN;9;2.185;1;NaN;9;0;2.59;0.74
18HU13008_172;HL_01;44.3999;-63.4494;393097;41.15;28-may-13;07:32:00;32.022;3.5672;7.2195;0.1956;1;NaN;9;NaN;9;0.09;1;NaN;9;2.49;1;NaN;9;0.703;1;NaN;9;2.675;1;NaN;9;0;3.54;0.93
18HU13008_172;HL_01;44.3999;-63.4494;393096;50.47;28-may-13;07:32:00;32.1304;3.5318;7.1179;0.1015;1;NaN;9;7.3695;1;0.09;1;NaN;9;2.715;1;NaN;9;0.664;1;NaN;9;2.845;1;NaN;9;0;4.09;0.95
18HU13008_172;HL_01;44.3999;-63.4494;393095;60.45;28-may-13;07:32:00;32.2955;3.8274;6.9126;0.1282;1;NaN;9;NaN;9;0.125;1;NaN;9;3.36;1;NaN;9;0.717;1;NaN;9;3.93;1;NaN;9;0;4.69;0.85
18HU13008_172;HL_01;44.3999;-63.4494;393094;75.43;28-may-13;07:32:00;32.396;3.6047;6.4772;0.054;1;32.4118;1;6.6645;1;0.165;1;NaN;9;5.845;1;NaN;9;0.892;1;NaN;9;6.66;1;NaN;9;0;6.55;0.88
