CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
18HU86006_300;CAST#1;45.41333;-48.32;31178;526;04-may-86;10:46:00;34.92;301.9016;4;17.72;1;1.32;1;9.48;1;6;13.42;1.87
18HU86006_300;CAST#1;45.41333;-48.32;31177;587;04-may-86;10:46:00;34.94;301.455;4;17.82;1;1.51;1;9.52;1;6;11.80;1.87
18HU86006_300;CAST#1;45.41333;-48.32;31176;641;04-may-86;10:46:00;34.954;305.0278;4;17.96;1;1.48;1;9.62;1;6;12.14;1.87
18HU86006_300;CAST#1;45.41333;-48.32;31175;696;04-may-86;10:46:00;34.966;301.0084;4;18.18;1;1.39;1;9.47;1;6;13.08;1.92
18HU86006_300;CAST#1;45.41333;-48.32;31174;759;04-may-86;10:46:00;34.97;302.3482;4;17.62;1;1.63;1;9.17;1;6;10.81;1.92
18HU86006_300;CAST#1;45.41333;-48.32;31173;816;04-may-86;10:46:00;34.969;302.7948;4;17.74;1;1.89;1;9.19;1;6;9.39;1.93
18HU86006_300;CAST#1;45.41333;-48.32;31172;884;04-may-86;10:46:00;34.97;305.0278;4;17.78;1;1.49;1;9.64;1;6;11.93;1.84
18HU86006_300;CAST#1;45.41333;-48.32;31171;951;04-may-86;10:46:00;34.967;305.0278;4;18;1;1.3;1;9.66;1;6;13.85;1.86
18HU86006_300;CAST#1;45.41333;-48.32;31170;1074;04-may-86;10:46:00;34.964;306.8142;4;17.74;1;1.71;1;9.87;1;6;10.37;1.80
18HU86006_300;CAST#1;45.41333;-48.32;31169;1135;04-may-86;10:46:00;34.963;307.7074;4;17.52;1;1.68;1;10.2;1;6;10.43;1.72
18HU86006_300;CAST#1;45.41333;-48.32;31168;1192;04-may-86;10:46:00;34.963;306.3676;4;17.59;1;1.51;1;10.37;1;6;11.65;1.70
18HU86006_300;CAST#1;45.41333;-48.32;31167;1271;04-may-86;10:46:00;34.971;305.4744;4;17.74;1;1.36;1;10.79;1;6;13.04;1.64
18HU86006_301;CAST#1;45.49833;-48.53333;31197;0;04-may-86;13:26:00;NaN;429.1826;4;0;1;0.37;1;0.1;1;6;0.00;0.00
18HU86006_301;CAST#1;45.49833;-48.53333;31195;41;04-may-86;13:26:00;32.779;384.9692;4;6.68;7;1.02;7;6.06;1;518;6.55;1.10
18HU86006_301;CAST#1;45.49833;-48.53333;31196;41;04-may-86;13:26:00;32.779;403.7264;4;4.26;7;0.73;7;2.66;1;518;5.84;1.60
18HU86006_301;CAST#1;45.49833;-48.53333;31194;61;04-may-86;13:26:00;32.784;381.843;4;7.34;1;0.98;1;7.45;1;6;7.49;0.99
18HU86006_301;CAST#1;45.49833;-48.53333;31193;98;04-may-86;13:26:00;32.871;377.8236;4;7.79;1;0.99;1;7.75;1;6;7.87;1.01
18HU86006_301;CAST#1;45.49833;-48.53333;31192;100;04-may-86;13:26:00;32.884;359.0664;4;8.63;1;1.01;1;8.25;1;6;8.54;1.05
18HU86006_301;CAST#1;45.49833;-48.53333;31191;121;04-may-86;13:26:00;33.033;355.4936;4;9.27;1;1.01;1;9.6;1;6;9.18;0.97
18HU86006_301;CAST#1;45.49833;-48.53333;31190;142;04-may-86;13:26:00;33.15;345.6684;4;9.81;1;1.04;1;10.15;1;6;9.43;0.97
18HU86006_301;CAST#1;45.49833;-48.53333;31189;160;04-may-86;13:26:00;33.198;345.6684;4;9.97;1;1.16;1;10.47;1;6;8.59;0.95
18HU86006_301;CAST#1;45.49833;-48.53333;31188;180;04-may-86;13:26:00;33.199;344.7752;4;9.98;1;1.21;1;10.66;1;6;8.25;0.94
