CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
18HU00062_561;31;47.08417;-59.9155;232924;5.16;29-nov-00;02:12:00;30.73;4.47;300.42782;324.94616;0.355;0.62;2.661;NaN;1;0.19;1;3.44;1;NaN;9;0.575;1;NaN;9;3.725;1;NaN;9;6;5.98;0.92
18HU00062_561;31;47.08417;-59.9155;232923;15.17;29-nov-00;02:12:00;30.74;4.49;295.55988;347.2315;0.37;0.66;2.656;NaN;1;0.195;1;3.425;1;NaN;9;0.585;1;NaN;9;3.735;1;NaN;9;6;5.85;0.92
18HU00062_561;31;47.08417;-59.9155;232922;24.89;29-nov-00;02:12:00;30.79;4.46;290.55796;322.98112;0.295;0.54;2.355;NaN;1;0.215;1;3.375;1;NaN;9;0.575;1;NaN;9;3.785;1;NaN;9;6;5.87;0.89
18HU00062_561;31;47.08417;-59.9155;232921;49.98;29-nov-00;02:12:00;32.03;1.13;291.54048;411.49724;0.075;0.145;0.698;NaN;1;0.025;1;9.035;1;NaN;9;1;1;NaN;9;7.395;1;NaN;9;6;9.04;1.22
18HU00062_561;31;47.08417;-59.9155;232920;98.45;29-nov-00;02:12:00;32.66;1.43;245.63;NaN;NaN;NaN;0.588;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU00062_561;31;47.08417;-59.9155;232919;104.2;29-nov-00;02:12:00;32.69;1.47;242.45914;256.68335;0.03;0.08;0.569;NaN;1;0.01;1;13.025;1;NaN;9;1.24;1;NaN;9;12.935;1;NaN;9;6;10.50;1.01
18HU00062_561;31;47.08417;-59.9155;232918;149.89;29-nov-00;02:12:00;33.19;2.41;205.07872;226.2029;NaN;NaN;0.577;NaN;9;0.015;1;15.285;1;NaN;9;1.36;1;NaN;9;15.63;1;NaN;9;6;11.24;0.98
18HU00062_561;31;47.08417;-59.9155;232917;201.12;29-nov-00;02:12:00;33.57;3.22;171.36042;179.7565;NaN;NaN;0.541;NaN;9;0.01;1;18.21;1;NaN;9;1.54;1;NaN;9;20.035;1;NaN;9;6;11.82;0.91
18HU00062_561;31;47.08417;-59.9155;232916;295.71;29-nov-00;02:12:00;34.42;5.24;127.0577;129.91594;NaN;NaN;0.516;NaN;9;0.01;1;22;1;NaN;9;1.715;1;NaN;9;27.8;1;NaN;9;6;12.83;0.79
18HU00062_561;31;47.08417;-59.9155;232915;346.9;29-nov-00;02:12:00;34.76;5.34;135.63242;144.16248;NaN;NaN;0.491;NaN;9;0.01;1;22.645;1;NaN;9;1.68;1;NaN;9;30.785;1;NaN;9;6;13.48;0.74
18HU00062_562;41;47.18167;-59.80017;232937;3.57;29-nov-00;04:43:00;30.88;4.74;311.23554;NaN;0.265;0.615;2.83;NaN;1;0.2;1;2.7;1;NaN;9;0.515;1;NaN;9;3.125;1;NaN;9;0;5.24;0.86
18HU00062_562;41;47.18167;-59.80017;232936;6.25;29-nov-00;04:43:00;30.88;4.73;310.02972;323.1151;0.28;0.625;2.842;NaN;1;0.18;1;2.775;1;NaN;9;0.515;1;NaN;9;3.145;1;NaN;9;6;5.39;0.88
18HU00062_562;41;47.18167;-59.80017;232935;15.37;29-nov-00;04:43:00;30.88;4.66;305.16178;322.75782;0.3;0.69;2.797;NaN;1;0.19;1;2.835;1;NaN;9;0.525;1;NaN;9;3.17;1;NaN;9;6;5.40;0.89
18HU00062_562;41;47.18167;-59.80017;232934;24.29;29-nov-00;04:43:00;30.89;4.36;299.80258;322.53452;0.225;0.595;2.521;NaN;1;0.2;1;3.24;1;NaN;9;0.565;1;NaN;9;3.53;1;NaN;9;6;5.73;0.92
18HU00062_562;41;47.18167;-59.80017;232933;49.58;29-nov-00;04:43:00;32.13;0.87;292.56766;319.0957;0.05;0.12;0.63;NaN;1;0.01;1;8.67;1;NaN;9;0.97;1;NaN;9;7.22;1;NaN;9;6;8.94;1.20
18HU00062_562;41;47.18167;-59.80017;232932;98.65;29-nov-00;04:43:00;32.7;1.48;247.99698;249.60474;0.025;0.075;0.568;NaN;1;0.005;1;13.38;1;NaN;9;1.29;1;NaN;9;13.725;1;NaN;9;6;10.37;0.97
18HU00062_562;41;47.18167;-59.80017;232931;149.09;29-nov-00;04:43:00;33.15;2.3;206.7758;214.32334;NaN;NaN;0.574;NaN;9;0.005;1;15.35;1;NaN;9;1.385;1;NaN;9;16.285;1;NaN;9;6;11.08;0.94
18HU00062_562;41;47.18167;-59.80017;232930;198.84;29-nov-00;04:43:00;33.79;3.82;166.40316;168.68082;NaN;NaN;0.556;NaN;9;0.005;1;18.705;1;NaN;9;1.57;1;NaN;9;20.81;1;NaN;9;6;11.91;0.90
18HU00062_562;41;47.18167;-59.80017;232929;248.86;29-nov-00;04:43:00;34.25;4.83;130.31788;118.48298;NaN;NaN;0.538;NaN;9;0.01;1;21.975;1;NaN;9;1.795;1;NaN;9;29.06;1;NaN;9;6;12.24;0.76
18HU00062_562;41;47.18167;-59.80017;232928;296.99;29-nov-00;04:43:00;34.56;5.46;117.36648;125.76256;NaN;NaN;0.502;NaN;9;0.005;1;22.55;1;NaN;9;1.74;1;NaN;9;28.44;1;NaN;9;6;12.96;0.79
18HU00062_562;41;47.18167;-59.80017;232927;345.11;29-nov-00;04:43:00;34.71;5.52;129.60332;157.02456;NaN;NaN;0.499;NaN;9;0.005;1;22.54;1;NaN;9;1.67;1;NaN;9;26.645;1;NaN;9;6;13.50;0.85
18HU00062_562;41;47.18167;-59.80017;232926;395.1;29-nov-00;04:43:00;34.8;5.24;151.12944;147.46732;NaN;NaN;0.513;NaN;9;0.015;1;22.48;1;NaN;9;1.7;1;NaN;9;30.805;1;NaN;9;6;13.22;0.73
18HU00062_563;51;47.28283;-59.6845;232950;3.77;29-nov-00;07:19:00;30.82;4.58;323.3384;323.5617;0.395;0.685;2.731;NaN;1;0.19;1;2.965;1;NaN;9;0.545;1;NaN;9;3.43;1;NaN;9;6;5.44;0.86
18HU00062_563;51;47.28283;-59.6845;232949;5.85;29-nov-00;07:19:00;30.82;4.59;322.2219;323.65102;0.375;0.655;2.706;NaN;1;0.205;1;2.995;1;NaN;9;0.545;1;NaN;9;3.515;1;NaN;9;6;5.50;0.85
18HU00062_563;51;47.28283;-59.6845;232948;15.57;29-nov-00;07:19:00;30.83;4.65;316.68406;323.42772;0.405;0.7;2.727;NaN;1;0.2;1;2.9;1;NaN;9;0.54;1;NaN;9;3.395;1;NaN;9;6;5.37;0.85
18HU00062_563;51;47.28283;-59.6845;232947;25.68;29-nov-00;07:19:00;30.9;4.82;311.10156;321.59666;0.225;0.445;2.344;NaN;1;0.2;1;2.685;1;NaN;9;0.52;1;NaN;9;3.23;1;NaN;9;6;5.16;0.83
18HU00062_563;51;47.28283;-59.6845;232946;51.36;29-nov-00;07:19:00;31.89;1.4;301.58898;307.21614;0.06;0.13;0.684;NaN;1;0.02;1;8.35;1;NaN;9;0.96;1;NaN;9;7.37;1;NaN;9;6;8.70;1.13
18HU00062_563;51;47.28283;-59.6845;232945;100.83;29-nov-00;07:19:00;32.88;1.71;257.15228;258.53674;0.015;0.04;0.545;NaN;1;0.01;1;12.275;1;NaN;9;1.19;1;NaN;9;12.205;1;NaN;9;6;10.32;1.01
18HU00062_563;51;47.28283;-59.6845;232944;149.79;29-nov-00;07:19:00;33.44;2.85;195.96808;182.97202;NaN;NaN;0.548;NaN;9;0.01;1;17.595;1;NaN;9;1.56;1;NaN;9;20.995;1;NaN;9;6;11.28;0.84
18HU00062_563;51;47.28283;-59.6845;232943;199.53;29-nov-00;07:19:00;34.04;4.47;156.48864;147.86926;NaN;NaN;0.519;NaN;9;0.005;1;19.94;1;NaN;9;1.625;1;NaN;9;23.23;1;NaN;9;6;12.27;0.86
18HU00062_563;51;47.28283;-59.6845;232942;248.56;29-nov-00;07:19:00;34.46;5.57;144.87704;141.21492;NaN;NaN;0.491;NaN;9;0.01;1;21.33;1;NaN;9;1.61;1;NaN;9;23.09;1;NaN;9;6;13.25;0.92
18HU00062_563;51;47.28283;-59.6845;232941;298.08;29-nov-00;07:19:00;34.62;5.43;117.58978;121.2519;NaN;NaN;0.503;NaN;9;0.005;1;22.705;1;NaN;9;1.75;1;NaN;9;30.625;1;NaN;9;6;12.97;0.74
18HU00062_563;51;47.28283;-59.6845;232940;347.19;29-nov-00;07:19:00;34.72;5.39;129.0674;133.22078;NaN;NaN;0.497;NaN;9;0.005;1;22.53;1;NaN;9;1.72;1;NaN;9;31.2;1;NaN;9;6;13.10;0.72
18HU00062_563;51;47.28283;-59.6845;232939;398.66;29-nov-00;07:19:00;34.79;5.29;152.2906;149.96828;NaN;NaN;0.492;NaN;9;0.01;1;22.145;1;NaN;9;1.675;1;NaN;9;29.515;1;NaN;9;6;13.22;0.75
18HU00062_563;51;47.28283;-59.6845;232938;446.56;29-nov-00;07:19:00;34.82;5.2;173.19148;152.7372;NaN;NaN;0.521;NaN;9;0;1;21.995;1;NaN;9;1.68;1;NaN;9;31.665;1;NaN;9;6;13.09;0.69
18HU00062_564;61;47.38433;-59.56733;232963;3.27;29-nov-00;09:48:00;31.35;6.46;315.92484;308.42196;0.705;1.05;3.585;NaN;1;0.15;1;1.325;1;NaN;9;0.405;1;NaN;9;1.785;1;NaN;9;6;3.27;0.74
18HU00062_564;61;47.38433;-59.56733;232962;4.96;29-nov-00;09:48:00;31.35;6.47;315.61222;308.64526;0.59;0.87;3.547;NaN;1;0.145;1;1.3;1;NaN;9;0.405;1;NaN;9;1.7;1;NaN;9;6;3.21;0.76
18HU00062_564;61;47.38433;-59.56733;232961;14.87;29-nov-00;09:48:00;31.35;6.44;311.14622;308.8239;0.78;1.165;3.665;NaN;1;0.155;1;1.335;1;NaN;9;0.405;1;NaN;9;1.75;1;NaN;9;6;3.30;0.76
18HU00062_564;61;47.38433;-59.56733;232960;24.89;29-nov-00;09:48:00;31.4;6.55;306.50158;320.61414;0.66;1.01;3.516;NaN;1;0.155;1;1.3;1;NaN;9;0.41;1;NaN;9;1.675;1;NaN;9;6;3.17;0.78
18HU00062_564;61;47.38433;-59.56733;232959;49.87;29-nov-00;09:48:00;32;4.89;281.49198;302.39286;0.13;0.475;0.925;NaN;1;0.145;1;4.095;1;NaN;9;0.62;1;NaN;9;3.43;1;NaN;9;6;6.60;1.19
18HU00062_564;61;47.38433;-59.56733;232958;98.35;29-nov-00;09:48:00;33.08;2.01;254.96394;281.17936;0.02;0.055;0.579;NaN;1;0.01;1;9.595;1;NaN;9;1.01;1;NaN;9;8.635;1;NaN;9;6;9.50;1.11
18HU00062_564;61;47.38433;-59.56733;232957;148.5;29-nov-00;09:48:00;33.96;5.29;216.3777;232.27666;NaN;NaN;0.491;NaN;9;0.005;1;12.835;1;NaN;9;1.065;1;NaN;9;11.075;1;NaN;9;6;12.05;1.16
18HU00062_564;61;47.38433;-59.56733;232956;198.53;29-nov-00;09:48:00;34.24;5.16;155.72942;146.61878;NaN;NaN;0.496;NaN;9;0.005;1;19.98;1;NaN;9;1.57;1;NaN;9;22.02;1;NaN;9;6;12.73;0.91
18HU00062_564;61;47.38433;-59.56733;232955;247.37;29-nov-00;09:48:00;34.56;5.83;142.77802;144.29646;NaN;NaN;0.469;NaN;9;0;1;21.205;1;NaN;9;1.56;1;NaN;9;22.335;1;NaN;9;6;13.59;0.95
18HU00062_564;61;47.38433;-59.56733;232954;297.28;29-nov-00;09:48:00;34.71;5.78;138.75862;153.31778;NaN;NaN;0.455;NaN;9;0.01;1;21.565;1;NaN;9;1.545;1;NaN;9;21.33;1;NaN;9;6;13.96;1.01
18HU00062_564;61;47.38433;-59.56733;232953;346.19;29-nov-00;09:48:00;34.79;5.39;149.70032;158.36436;NaN;NaN;0.464;NaN;9;0.01;1;21.665;1;NaN;9;1.595;1;NaN;9;26.545;1;NaN;9;6;13.58;0.82
18HU00062_564;61;47.38433;-59.56733;232952;396.08;29-nov-00;09:48:00;34.81;5.2;160.86532;154.79156;NaN;NaN;0.491;NaN;9;0.005;1;21.655;1;NaN;9;1.67;1;NaN;9;31.16;1;NaN;9;6;12.97;0.69
18HU00062_564;61;47.38433;-59.56733;232951;446.06;29-nov-00;09:48:00;34.84;5.11;183.64192;160.19542;NaN;NaN;0.513;NaN;9;0.005;1;21.26;1;NaN;9;1.675;1;NaN;9;32.9;1;NaN;9;6;12.69;0.65
18HU00062_565;71;47.48383;-59.45267;232975;3.27;29-nov-00;12:38:00;31.45;6.77;330.17138;306.23362;0.775;1.07;3.743;NaN;1;0.155;1;1.175;1;NaN;9;0.39;1;NaN;9;1.74;1;NaN;9;6;3.01;0.68
18HU00062_565;71;47.48383;-59.45267;232974;4.96;29-nov-00;12:38:00;31.45;6.77;329.54614;305.60838;0.68;0.96;3.663;NaN;1;0.15;1;1.17;1;NaN;9;0.4;1;NaN;9;1.7;1;NaN;9;6;2.92;0.69
18HU00062_565;71;47.48383;-59.45267;232973;14.97;29-nov-00;12:38:00;31.46;6.77;323.69568;305.56372;0.615;0.855;3.304;NaN;1;0.145;1;1.145;1;NaN;9;0.385;1;NaN;9;1.57;1;NaN;9;6;2.97;0.73
18HU00062_565;71;47.48383;-59.45267;232972;24.79;29-nov-00;12:38:00;31.48;6.78;318.91706;306.41226;0.67;0.955;3.767;NaN;1;0.135;1;1.065;1;NaN;9;0.38;1;NaN;9;1.55;1;NaN;9;6;2.80;0.69
18HU00062_565;71;47.48383;-59.45267;232971;49.97;29-nov-00;12:38:00;31.54;6.98;308.73458;304.89382;0.68;0.95;3.533;NaN;1;0.13;1;1.03;1;NaN;9;0.385;1;NaN;9;1.495;1;NaN;9;6;2.68;0.69
18HU00062_565;71;47.48383;-59.45267;232970;99.64;29-nov-00;12:38:00;32.69;1.85;268.27262;293.72882;0.08;0.15;0.611;NaN;1;0.12;1;8.245;1;NaN;9;0.95;1;NaN;9;7.06;1;NaN;9;6;8.68;1.17
18HU00062_565;71;47.48383;-59.45267;232969;149.29;29-nov-00;12:38:00;33.68;4.21;220.03982;236.29606;NaN;NaN;0.479;NaN;9;0.01;1;13.185;1;NaN;9;1.145;1;NaN;9;11.39;1;NaN;9;6;11.52;1.16
18HU00062_565;71;47.48383;-59.45267;232968;196.75;29-nov-00;12:38:00;34.29;6.13;196.68264;197.53118;NaN;NaN;0.46;NaN;9;0.005;1;15.76;1;NaN;9;1.225;1;NaN;9;13.22;1;NaN;9;6;12.87;1.19
18HU00062_565;71;47.48383;-59.45267;232967;248.26;29-nov-00;12:38:00;34.63;6.6;171.53906;170.28858;NaN;NaN;0.425;NaN;9;0;1;19.5;1;NaN;9;1.395;1;NaN;9;16.17;1;NaN;9;6;13.98;1.21
18HU00062_565;71;47.48383;-59.45267;232966;298.07;29-nov-00;12:38:00;34.73;6.25;161.98182;167.07306;NaN;NaN;0.423;NaN;9;0.005;1;20.77;1;NaN;9;1.47;1;NaN;9;18.605;1;NaN;9;6;14.13;1.12
18HU00062_565;71;47.48383;-59.45267;232965;346.49;29-nov-00;12:38:00;34.78;5.67;163.09832;169.57402;NaN;NaN;0.434;NaN;9;0;1;21.185;1;NaN;9;1.515;1;NaN;9;21.505;1;NaN;9;6;13.98;0.99
18HU00062_565;71;47.48383;-59.45267;232964;396.97;29-nov-00;12:38:00;34.83;5.2;180.24776;171.80702;NaN;NaN;0.47;NaN;9;0.005;1;21.185;1;NaN;9;1.565;1;NaN;9;27.765;1;NaN;9;6;13.54;0.76
18HU00062_568;81;47.5875;-59.33667;232983;3.37;29-nov-00;14:55:00;31.46;6.43;324.41024;307.43944;0.43;0.56;2.172;NaN;1;0.155;1;1.265;1;NaN;9;0.43;1;NaN;9;1.575;1;NaN;9;6;2.94;0.80
18HU00062_568;81;47.5875;-59.33667;232982;5.35;29-nov-00;14:55:00;31.46;6.43;323.69568;307.57342;0.54;0.69;2.196;NaN;1;0.16;1;1.265;1;NaN;9;0.41;1;NaN;9;1.78;1;NaN;9;6;3.09;0.71
18HU00062_568;81;47.5875;-59.33667;232981;15.37;29-nov-00;14:55:00;31.46;6.44;318.11318;307.21614;0.465;0.595;2.184;NaN;1;0.155;1;1.25;1;NaN;9;0.41;1;NaN;9;1.89;1;NaN;9;6;3.05;0.66
18HU00062_568;81;47.5875;-59.33667;232980;25.29;29-nov-00;14:55:00;31.46;6.45;312.79864;306.94818;0.415;0.535;2.164;NaN;1;0.16;1;1.14;1;NaN;9;0.385;1;NaN;9;1.845;1;NaN;9;6;2.96;0.62
18HU00062_568;81;47.5875;-59.33667;232979;49.38;29-nov-00;14:55:00;31.5;6.58;301.41034;305.60838;0.36;0.49;1.762;NaN;1;0.17;1;1.335;1;NaN;9;0.44;1;NaN;9;1.825;1;NaN;9;6;3.03;0.73
18HU00062_568;81;47.5875;-59.33667;232978;99.24;29-nov-00;14:55:00;32.48;2.59;268.98718;53.01142;0.055;0.115;0.643;NaN;1;0.1;1;6.82;1;NaN;9;0.83;1;NaN;9;5.66;1;NaN;9;6;8.22;1.20
18HU00062_568;81;47.5875;-59.33667;232977;149.19;29-nov-00;14:55:00;32.85;1.26;255.85714;295.22493;NaN;NaN;0.547;NaN;9;0.08;1;9.015;1;NaN;9;0.97;1;NaN;9;7.7;1;NaN;9;6;9.29;1.17
18HU00062_568;81;47.5875;-59.33667;232976;198.83;29-nov-00;14:55:00;33.83;4.56;206.86512;225.0864;NaN;NaN;0.469;NaN;9;0.02;1;14.155;1;NaN;9;1.18;1;NaN;9;12.34;1;NaN;9;6;12.00;1.15
18HU00062_566;761;47.817;-63.99983;233533;3.77;07-dec-00;06:16:00;30.52;3.02;345.48976;335.30728;0.23;0.24;1.178;NaN;1;0.2;1;4.34;1;NaN;9;0.53;1;NaN;9;4.37;1;NaN;9;6;8.19;0.99
18HU00062_566;761;47.817;-63.99983;233532;5.35;07-dec-00;06:16:00;30.52;3.01;344.5519;334.81602;0.26;0.26;1.186;NaN;1;0.185;1;4.235;1;NaN;9;0.55;1;NaN;9;4.24;1;NaN;9;6;7.70;1.00
18HU00062_566;761;47.817;-63.99983;233531;15.07;07-dec-00;06:16:00;30.52;3.01;338.65678;334.68204;0.205;0.21;1.199;NaN;1;0.19;1;4.195;1;NaN;9;0.56;1;NaN;9;4.35;1;NaN;9;6;7.49;0.96
18HU00062_566;761;47.817;-63.99983;233530;25.78;07-dec-00;06:16:00;30.52;3.03;332.67234;334.65971;0.26;0.255;1.212;NaN;1;0.2;1;4.125;1;NaN;9;0.575;1;NaN;9;4.465;1;NaN;9;6;7.17;0.92
18HU00062_566;761;47.817;-63.99983;233529;50.27;07-dec-00;06:16:00;30.81;3.5;317.48794;340.5325;0.115;0.215;0.778;NaN;1;0.22;1;5.965;1;NaN;9;0.8;1;NaN;9;4.165;1;NaN;9;6;7.46;1.43
18HU00062_567;791;47.6185;-63.29833;233539;3.97;07-dec-00;09:06:00;30.5;2.95;342.58686;334.59272;0.095;0.305;1.044;NaN;1;0.15;1;5.065;1;NaN;9;0.775;1;NaN;9;6.12;1;NaN;9;6;6.54;0.83
18HU00062_567;791;47.6185;-63.29833;233538;5.85;07-dec-00;09:06:00;30.5;2.95;341.91696;333.43156;0.16;0.285;1.115;NaN;1;0.155;1;5.07;1;NaN;9;0.775;1;NaN;9;5.585;1;NaN;9;6;6.54;0.91
18HU00062_567;791;47.6185;-63.29833;233537;15.57;07-dec-00;09:06:00;30.5;2.95;336.24514;333.11894;0.13;0.19;1.054;NaN;1;0.145;1;5.09;1;NaN;9;0.775;1;NaN;9;5.52;1;NaN;9;6;6.57;0.92
18HU00062_567;791;47.6185;-63.29833;233536;25.38;07-dec-00;09:06:00;30.5;2.96;330.75196;333.09661;0.21;0.34;1.311;NaN;1;0.14;1;4.97;1;NaN;9;0.765;1;NaN;9;5.635;1;NaN;9;6;6.50;0.88
18HU00062_567;791;47.6185;-63.29833;233535;50.67;07-dec-00;09:06:00;31.66;2.22;299.93656;282.07256;0.045;0.115;0.651;NaN;1;0.12;1;10.03;1;NaN;9;1.15;1;NaN;9;11.275;1;NaN;9;6;8.72;0.89
18HU00062_569;821;47.4345;-62.61583;233543;5.45;07-dec-00;12:36:00;30.57;3.38;343.52472;330.61798;0.285;0.49;1.928;NaN;1;0.145;1;4.52;1;NaN;9;0.71;7;NaN;9;4.92;1;NaN;9;38;6.37;0.92
18HU00062_569;821;47.4345;-62.61583;233542;14.28;07-dec-00;12:36:00;30.57;3.38;338.03154;331.01992;0.295;0.475;2.033;NaN;1;0.145;1;4.535;1;NaN;9;0.71;7;NaN;9;4.9;1;NaN;9;38;6.39;0.93
18HU00062_569;821;47.4345;-62.61583;233541;24.39;07-dec-00;12:36:00;30.57;3.38;332.0471;331.08691;0.325;0.49;1.957;NaN;1;0.15;1;4.535;1;NaN;9;0.71;7;NaN;9;4.985;1;NaN;9;38;6.39;0.91
18HU00062_569;821;47.4345;-62.61583;233540;49.58;07-dec-00;12:36:00;31.71;1.58;306.99284;NaN;NaN;NaN;0.726;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU00062_570;851;47.14633;-61.4935;233548;3.67;07-dec-00;16:58:00;30.33;4.17;340.26454;325.48208;0.19;0.57;2.257;NaN;1;0.14;1;3.23;1;NaN;9;0.61;1;NaN;9;5.405;1;NaN;9;6;5.30;0.60
18HU00062_570;851;47.14633;-61.4935;233547;5.85;07-dec-00;16:58:00;30.33;4.18;339.05872;325.3481;0.715;0.65;2.277;NaN;1;0.135;1;3.155;1;NaN;9;0.6;1;NaN;9;5.22;1;NaN;9;6;5.26;0.60
18HU00062_570;851;47.14633;-61.4935;233546;14.58;07-dec-00;16:58:00;30.33;4.17;334.01214;325.16946;0.675;0.63;2.369;NaN;1;0.135;1;3.23;1;NaN;9;0.62;1;NaN;9;5.105;1;NaN;9;6;5.21;0.63
18HU00062_570;851;47.14633;-61.4935;233545;24.69;07-dec-00;16:58:00;30.33;4.18;328.16168;326.06266;0.705;0.645;2.252;NaN;1;0.135;1;3.235;1;NaN;9;0.62;1;NaN;9;4.995;1;NaN;9;6;5.22;0.65
18HU00062_571;871;46.98017;-61.21567;233553;3.77;07-dec-00;18:44:00;30.52;3.95;333.87816;320.4355;0.385;0.46;2.873;NaN;1;0.145;1;4.985;1;NaN;9;0.775;1;NaN;9;7.17;1;NaN;9;6;6.43;0.70
18HU00062_571;871;46.98017;-61.21567;233552;5.65;07-dec-00;18:44:00;30.52;3.96;332.76166;320.34618;0.22;0.33;2.778;NaN;1;0.145;1;4.955;1;NaN;9;0.77;1;NaN;9;7.3;1;NaN;9;6;6.44;0.68
