CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;terrain;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
18TL01006_002;STN27;47.5467;-52.5867;253002;150;13-jul-01;22:24:00;151.03;32.903;1;349.64;4;-0.959;1;0.08;1;0.05;1;7.5;1;1.36;1;11.07;1;6;5.51;0.68
18TL01006_002;STN27;47.5467;-52.5867;253001;172;13-jul-01;22:24:00;173.71;33.009;1;339.7256;4;-0.824;1;0.13;1;0.08;1;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL01006_264;FC-01;47;-52.8317;253018;6;14-jul-01;02:43:00;6.54;31.472;1;335.1703;4;10.763;1;1.08;1;0.85;1;0.25;1;0.28;1;0.39;1;6;0.89;0.64
18TL01006_264;FC-01;47;-52.8317;253017;12;14-jul-01;02:43:00;11.77;31.585;1;352.4089;4;9.088;1;0.92;1;0.74;1;0.25;1;0.34;1;0.11;1;6;0.74;2.27
18TL01006_264;FC-01;47;-52.8317;253016;21;14-jul-01;02:43:00;21.26;31.755;1;376.9717;4;6.702;1;1.39;1;1.12;1;0.29;1;0.31;1;0.41;1;6;0.94;0.71
18TL01006_264;FC-01;47;-52.8317;253015;31;14-jul-01;02:43:00;31.31;32.163;1;407.4742;4;0.914;1;1.5;1;1.36;1;0.58;1;0.59;1;0.33;1;6;0.98;1.76
18TL01006_264;FC-01;47;-52.8317;253014;40;14-jul-01;02:43:00;40.49;32.275;1;399.9714;4;0.147;1;0.32;1;0.31;1;1.34;1;0.64;1;0.3;1;6;2.09;4.47
18TL01006_264;FC-01;47;-52.8317;253013;49;14-jul-01;02:43:00;49.67;32.301;1;399.1675;4;0.144;1;0.36;1;0.34;1;1.06;1;0.89;1;0.24;1;6;1.19;4.42
18TL01006_264;FC-01;47;-52.8317;253012;76;14-jul-01;02:43:00;76.75;32.569;1;380.6338;4;-1.012;1;0.07;1;0.05;1;4.05;1;1.04;1;3.33;1;6;3.89;1.22
18TL01006_264;FC-01;47;-52.8317;253011;96;14-jul-01;02:43:00;96.61;32.685;1;374.4261;4;-1.172;1;0.05;1;0.03;1;5.94;1;1.43;1;6.32;1;6;4.15;0.94
18TL01006_284;FC-02;47;-52.705;99;174;14-jul-01;04:08:00;175.63;33.037;1;334.0538;4;-0.744;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL01006_304;FC-03;47;-52.58;253027;6;14-jul-01;04:55:00;5.96;31.813;1;328.6947;4;10.67;1;0.3;1;0.28;1;0.25;1;0.22;1;0.12;1;6;1.14;2.08
18TL01006_304;FC-03;47;-52.58;253026;10;14-jul-01;04:55:00;10.45;32.124;1;335.6615;4;10.045;1;0.41;1;0.41;1;0.25;1;0.21;1;0.08;1;6;1.19;3.13
18TL01006_304;FC-03;47;-52.58;253025;21;14-jul-01;04:55:00;21.09;32.219;1;346.6031;4;8.774;1;0.57;1;0.57;1;0.28;1;0.26;1;0.18;1;6;1.08;1.56
18TL01006_304;FC-03;47;-52.58;253024;31;14-jul-01;04:55:00;30.97;32.644;1;388.4939;4;4.327;1;0.54;1;0.55;1;0.25;1;0.32;1;0.41;1;6;0.78;0.61
18TL01006_304;FC-03;47;-52.58;253023;41;14-jul-01;04:55:00;41.43;32.787;1;388.8958;4;3.583;1;0.44;1;0.42;1;0.25;1;0.34;1;0.19;1;6;0.74;1.32
18TL01006_304;FC-03;47;-52.58;253022;50;14-jul-01;04:55:00;50.83;32.818;1;391.3074;4;2.638;1;0.23;1;0.19;1;0;1;0.38;1;0.07;1;6;0.00;0.00
18TL01006_304;FC-03;47;-52.58;253021;75;14-jul-01;04:55:00;76.06;32.808;1;370.63;4;-0.037;1;0.77;1;0.61;1;3.1;1;0.93;1;0.91;1;6;3.33;3.41
18TL01006_304;FC-03;47;-52.58;253020;100;14-jul-01;04:55:00;101.17;32.926;1;343.2983;4;-0.378;1;0.1;1;0.05;1;6.79;1;1.72;1;8.32;1;6;3.95;0.82
18TL01006_304;FC-03;47;-52.58;253019;151;14-jul-01;04:55:00;152.19;33.049;1;311.6794;4;-0.549;1;0.12;1;0.04;1;9.06;1;2.09;1;16.46;1;6;4.33;0.55
18TL01006_315;FC-04;47;-52.3217;253036;6;14-jul-01;06:45:00;6.49;31.973;1;330.5257;4;10.487;1;0.41;1;0.4;1;0;1;0.23;1;1.52;1;6;0.00;0.00
18TL01006_315;FC-04;47;-52.3217;253035;11;14-jul-01;06:45:00;10.86;31.97;1;331.7762;4;10.452;1;0.42;1;0.4;1;0;1;0.28;1;1.54;1;6;0.00;0.00
18TL01006_315;FC-04;47;-52.3217;253034;20;14-jul-01;06:45:00;20.67;32.337;1;359.1525;4;7.429;1;0.58;1;0.57;1;0.47;1;0.28;1;1.61;1;6;1.68;0.29
18TL01006_315;FC-04;47;-52.3217;253033;31;14-jul-01;06:45:00;30.88;32.436;1;424.7128;4;1.368;1;1.41;1;1.26;1;0;1;0.31;1;1.52;1;6;0.00;0.00
18TL01006_315;FC-04;47;-52.3217;253032;41;14-jul-01;06:45:00;41.39;32.473;1;411.7615;4;0.16;1;1.73;1;1.59;1;0.71;1;0.46;1;1.03;1;6;1.54;0.69
18TL01006_315;FC-04;47;-52.3217;253031;50;14-jul-01;06:45:00;50.61;32.548;1;396.4879;4;-0.517;1;0.53;1;0.67;1;3.32;1;1.06;1;0.59;1;6;3.13;5.63
18TL01006_315;FC-04;47;-52.3217;253030;76;14-jul-01;06:45:00;76.54;32.742;1;370.2281;4;-1.047;1;0.13;1;0.12;1;4.22;1;0.86;1;1.11;1;6;4.91;3.80
18TL01006_315;FC-04;47;-52.3217;253029;101;14-jul-01;06:45:00;101.66;32.939;1;344.1022;4;-0.783;1;0.09;1;0.07;1;5.91;1;1.3;1;6.87;1;6;4.55;0.86
18TL01006_315;FC-04;47;-52.3217;253028;119;14-jul-01;06:45:00;120.05;33.122;1;335.2596;4;-0.669;1;0.09;1;0.04;1;7.36;1;1.47;1;11.83;1;6;5.01;0.62
18TL01006_326;FC-05;47;-52.0333;253045;6;14-jul-01;08:46:00;6.02;31.803;1;333.2499;4;10.188;1;0.32;1;0.3;1;0.1;1;0.39;1;0.27;1;6;0.26;0.37
18TL01006_326;FC-05;47;-52.0333;253044;11;14-jul-01;08:46:00;10.75;31.8;1;344.9954;4;8.951;1;0.3;1;0.3;1;0.24;1;0.38;1;0.26;1;6;0.63;0.92
18TL01006_326;FC-05;47;-52.0333;253043;21;14-jul-01;08:46:00;21.36;32.292;1;404.5713;4;3.937;1;0.52;1;0.47;1;0.1;1;0.42;1;0.27;1;6;0.24;0.37
18TL01006_326;FC-05;47;-52.0333;253042;31;14-jul-01;08:46:00;31.21;32.415;1;413.9052;4;-0.044;1;2.01;1;1.96;1;1.08;1;0.43;1;0.93;1;6;2.51;1.16
18TL01006_326;FC-05;47;-52.0333;253041;40;14-jul-01;08:46:00;40.78;32.49;1;405.6432;4;-0.37;1;1.01;1;0.93;1;2.28;1;0.69;1;0.64;1;6;3.30;3.56
18TL01006_326;FC-05;47;-52.0333;253040;51;14-jul-01;08:46:00;51.37;32.57;1;385.725;4;-1.04;1;0.28;1;0.3;1;5.13;1;1.2;1;3.29;1;6;4.28;1.56
18TL01006_326;FC-05;47;-52.0333;253039;76;14-jul-01;08:46:00;76.28;32.691;1;383.5367;4;-1.082;1;0.06;1;0.04;1;4.25;1;0.84;1;1.25;1;6;5.06;3.40
18TL01006_326;FC-05;47;-52.0333;253038;101;14-jul-01;08:46:00;101.87;32.8;1;378.6687;4;-1.116;1;0.04;1;0.02;1;6.32;1;1.11;1;5.89;1;6;5.69;1.07
18TL01006_326;FC-05;47;-52.0333;253037;130;14-jul-01;08:46:00;131.43;32.975;1;360.6263;4;-0.894;1;0.05;1;0.03;1;5.34;1;0.88;1;1.95;1;6;6.07;2.74
18TL01006_339;FC-06;47;-51.485;100;92;14-jul-01;11:24:00;92.38;32.945;1;328.3374;4;-0.655;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL01006_003;FC-07;47;-51;253053;6;14-jul-01;13:14:00;5.8;32.068;1;332.8926;4;10.06;1;0.27;1;0.24;1;0;1;0.31;1;0;1;6;0.00;NaN
18TL01006_003;FC-07;47;-51;253052;11;14-jul-01;13:14:00;11.38;32.074;1;335.5722;4;9.866;1;0.29;1;0.25;1;0;1;0.22;1;1.61;1;6;0.00;0.00
18TL01006_003;FC-07;47;-51;253051;21;14-jul-01;13:14:00;21.03;32.379;1;361.7874;4;7.141;1;0.42;1;0.4;1;0;1;0.16;1;1.52;1;6;0.00;0.00
18TL01006_003;FC-07;47;-51;253050;31;14-jul-01;13:14:00;31.23;32.613;1;408.1888;4;2.231;1;0.43;1;0.42;1;0;1;0.25;1;1.32;1;6;0.00;0.00
18TL01006_003;FC-07;47;-51;253049;41;14-jul-01;13:14:00;41.22;32.697;1;417.4779;4;0.906;1;2.79;1;2.71;1;0;1;0.43;1;1.16;1;6;0.00;0.00
18TL01006_003;FC-07;47;-51;253048;50;14-jul-01;13:14:00;50.74;32.762;1;381.8842;4;-0.113;1;1.4;1;1.23;1;3.54;1;1.16;1;0.61;1;6;3.05;5.80
18TL01006_003;FC-07;47;-51;253047;75;14-jul-01;13:14:00;75.22;32.932;1;337.8499;4;-0.64;1;0.2;1;0.15;1;7.05;1;1.49;1;11.51;1;6;4.73;0.61
18TL01006_003;FC-07;47;-51;253046;100;14-jul-01;13:14:00;100.89;32.988;1;326.551;4;-0.659;1;0.14;1;0.08;1;6.23;1;1.01;1;6.27;1;6;6.17;0.99
18TL01006_014;FC-08;47;-50.6667;253054;170;14-jul-01;15:02:00;171.35;33.035;1;323.3355;4;-0.473;1;NaN;9;NaN;9;5.09;1;0.78;1;2.15;1;6;6.53;2.37
18TL01006_025;FC-09;47;-50;253061;5;14-jul-01;17:58:00;4.99;32.339;1;334.0092;4;9.786;1;0.22;1;0.22;1;0;1;0.34;1;0;1;6;0.00;NaN
18TL01006_025;FC-09;47;-50;253060;11;14-jul-01;17:58:00;10.89;32.491;1;345.6653;4;8.305;1;0.21;1;0.19;1;0;1;0.45;1;0.02;1;6;0.00;0.00
18TL01006_025;FC-09;47;-50;253059;20;14-jul-01;17:58:00;20.43;32.541;1;354.1953;4;7.277;1;0.27;1;0.26;1;0.11;1;0.39;1;0;1;6;0.28;NaN
18TL01006_025;FC-09;47;-50;253058;31;14-jul-01;17:58:00;31.41;32.646;1;387.1541;4;3.398;1;NaN;9;NaN;9;0;1;0.5;1;0.05;1;6;0.00;0.00
18TL01006_025;FC-09;47;-50;253057;39;14-jul-01;17:58:00;39.69;32.771;1;393.4957;4;1.107;1;NaN;9;NaN;9;0.77;1;0.79;1;0.27;1;6;0.97;2.85
18TL01006_025;FC-09;47;-50;253056;49;14-jul-01;17:58:00;49.55;32.987;1;324.9879;4;0.059;1;0.85;1;0.85;1;5.94;1;1.91;1;8.46;1;6;3.11;0.70
18TL01006_025;FC-09;47;-50;253055;76;14-jul-01;17:58:00;77.08;33.051;1;285.4642;4;-0.17;1;0.39;1;0.37;1;7.82;1;2.4;1;13.56;1;6;3.26;0.58
18TL01006_036;FC-10;47;-49.1167;253068;5;14-jul-01;21:47:00;5.02;32.361;1;331.1509;4;10.167;1;0.28;1;0.3;1;0;1;0.39;1;0;1;6;0.00;NaN
18TL01006_036;FC-10;47;-49.1167;253067;10;14-jul-01;21:47:00;9.71;32.381;1;333.1606;4;10.084;1;0.27;1;0.28;1;0;1;0.35;1;0.1;1;6;0.00;0.00
18TL01006_036;FC-10;47;-49.1167;253066;20;14-jul-01;21:47:00;19.92;32.386;1;355.4011;4;7.908;1;0.24;1;0.23;1;0;1;0.35;1;0;1;6;0.00;NaN
18TL01006_036;FC-10;47;-49.1167;253065;30;14-jul-01;21:47:00;30.36;32.609;1;400.5966;4;2.959;1;0.44;1;0.45;1;0;1;0.22;1;0;1;6;0.00;NaN
18TL01006_036;FC-10;47;-49.1167;253064;39;14-jul-01;21:47:00;39.79;32.762;1;406.8043;4;0.826;1;0.66;1;0.71;1;0;1;0.57;1;0;1;6;0.00;NaN
18TL01006_036;FC-10;47;-49.1167;253063;50;14-jul-01;21:47:00;50.18;32.852;1;378.0435;4;-0.224;1;0.97;1;0.91;1;3.65;1;1.21;1;0.08;1;6;3.02;45.63
18TL01006_036;FC-10;47;-49.1167;253062;76;14-jul-01;21:47:00;76.45;33.053;1;309.4464;4;-0.575;1;0.77;1;0.78;1;6.88;1;1.89;1;6.46;1;6;3.64;1.07
18TL01006_047;FC-11;47;-48.6167;253069;98;15-jul-01;00:18:00;99.06;33.104;1;311.5453;4;-0.532;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL01006_058;FC-12;47;-48.1167;253078;11;15-jul-01;02:24:00;11.05;32.293;1;342.7624;4;9.007;1;0.23;1;0.2;1;0.17;1;0.27;1;0;1;6;0.63;NaN
18TL01006_058;FC-12;47;-48.1167;253077;21;15-jul-01;02:24:00;21.33;32.393;1;369.08925;4;6.576;1;0.22;1;0.2;1;1.89;1;0.28;1;0;1;6;6.75;NaN
18TL01006_058;FC-12;47;-48.1167;253075;30;15-jul-01;02:24:00;30.75;32.516;1;414.8877;4;3.054;1;0.68;1;0.59;1;3.29;1;0.51;1;0;1;6;6.45;NaN
18TL01006_058;FC-12;47;-48.1167;253074;40;15-jul-01;02:24:00;40.83;32.71;1;428.5535;4;0.367;1;2.52;1;2.37;1;0;1;0.7;1;0;1;6;0.00;NaN
18TL01006_058;FC-12;47;-48.1167;253073;50;15-jul-01;02:24:00;50.82;32.757;1;412.5208;4;-0.122;1;1.15;1;1.22;1;1.85;1;0.81;1;0;1;6;2.28;NaN
18TL01006_058;FC-12;47;-48.1167;253072;75;15-jul-01;02:24:00;76.09;32.909;1;385.5463;4;-0.428;1;0.49;1;0.47;1;5.42;1;1.3;1;5.02;1;6;4.17;1.08
18TL01006_058;FC-12;47;-48.1167;253071;99;15-jul-01;02:24:00;99.68;33.055;1;360.4923;4;-0.681;1;0.5;1;0.51;1;7.67;1;1.76;1;7.95;1;6;4.36;0.96
18TL01006_058;FC-12;47;-48.1167;253070;127;15-jul-01;02:24:00;128.07;33.193;1;321.8617;4;-0.357;1;0.18;1;0.12;1;7.88;1;2.06;1;12.92;1;6;3.83;0.61
18TL01006_090;S27-05;47.74;-51.65;253583;155;29-jul-01;02:09:00;156.03;33.582;1;297.7902;4;0.156;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL01006_092;S27-04;47.68;-51.88;253584;181;29-jul-01;03:21:00;182.15;33.522;1;314.4929;4;0.029;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL01006_093;S27-03;47.63;-52.12;253585;164;29-jul-01;04:41:00;165.66;33.397;1;328.4713;4;-0.227;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL01006_094;S27-02;47.58;-52.35;253586;163;29-jul-01;05:57:00;164.59;33.427;1;323.1569;4;-0.183;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL01006_095;STN27;47.5467;-52.5867;253596;5;29-jul-01;08:40:00;5.32;31.167;1;326.9083;4;12.422;1;0.32;1;0.34;1;0.53;1;0.2;1;0.08;1;6;2.65;6.63
18TL01006_095;STN27;47.5467;-52.5867;253595;11;29-jul-01;08:40:00;10.8;31.17;1;325.7025;4;12.408;1;0.33;1;0.34;1;0.25;1;0.21;1;0.15;1;6;1.19;1.67
18TL01006_095;STN27;47.5467;-52.5867;253594;20;29-jul-01;08:40:00;20.64;31.206;1;334.8577;4;11.654;1;0.61;1;0.64;1;0.88;1;0.28;1;0.09;1;6;3.14;9.78
18TL01006_095;STN27;47.5467;-52.5867;253593;30;29-jul-01;08:40:00;30.35;32.011;1;429.2234;4;2.944;1;1.49;1;1.39;1;0.25;1;0.36;1;1.2;1;6;0.69;0.21
18TL01006_095;STN27;47.5467;-52.5867;253592;40;29-jul-01;08:40:00;40.17;32.346;1;426.6332;4;-0.28;1;1.86;1;1.75;1;2.17;1;1.03;1;2.83;1;6;2.11;0.77
18TL01006_095;STN27;47.5467;-52.5867;253591;50;29-jul-01;08:40:00;50.59;32.444;1;408.7693;4;-0.979;1;1.34;1;1.23;1;3.85;1;0.85;1;2.4;1;6;4.53;1.60
18TL01006_095;STN27;47.5467;-52.5867;253590;75;29-jul-01;08:40:00;75.42;32.555;1;384.9211;4;-1.351;1;0.24;1;0.23;1;7.75;1;0.85;1;5.42;1;6;9.12;1.43
18TL01006_095;STN27;47.5467;-52.5867;253589;100;29-jul-01;08:40:00;100.74;32.68;1;384.1619;4;-1.343;1;0.08;1;0.06;1;6.37;1;1.33;1;8.28;1;6;4.79;0.77
18TL01006_095;STN27;47.5467;-52.5867;253588;150;29-jul-01;08:40:00;151.18;32.858;1;381.8842;4;-1.035;1;0.04;1;0.02;1;7.49;1;1.44;1;10.32;1;6;5.20;0.73
18TL01006_095;STN27;47.5467;-52.5867;253587;173;29-jul-01;08:40:00;174.75;33.078;1;353.704;4;-0.726;1;NaN;9;NaN;9;7.53;1;1.35;1;8.89;1;6;5.58;0.85
